osmid,oneway,ref,name,highway,reversed,length,geometry,lanes
121657634,True,6212,Podšpiljska ulica,secondary,False,6.404,"LINESTRING (16.0901331 43.0470243, 16.0901743 43.0470734)",
124779113,False,6212,Ulica Komiških iseljenika,secondary,True,165.03,"LINESTRING (16.0901331 43.0470243, 16.0903167 43.0468801, 16.0904512 43.0467512, 16.0909648 43.046346, 16.0912015 43.0461481, 16.0912381 43.0461198, 16.0914423 43.0459621, 16.0914757 43.0459141)",
121657634,True,6212,Podšpiljska ulica,secondary,False,171.491,"LINESTRING (16.0901743 43.0470734, 16.090738 43.0477834, 16.0908401 43.0478802, 16.0914246 43.0483004)",
257729730,False,,San Pedra,residential,False,192.00999999999996,"LINESTRING (16.0901743 43.0470734, 16.0904035 43.0469979, 16.0907735 43.0468273, 16.0912247 43.0466828, 16.0913787 43.0466266, 16.091471 43.0462503, 16.091538 43.0459774, 16.0914757 43.0459141)",
121657632,False,,Vrh Gospe,residential,False,66.123,"LINESTRING (16.0881127 43.047792, 16.087571 43.0481575, 16.0875136 43.0481944)",
124847584,True,6212,Ulica komiških iseljenika,secondary,False,188.178,"LINESTRING (16.0881127 43.047792, 16.0883774 43.0476413, 16.0885511 43.0475615, 16.0887593 43.0474607, 16.0889043 43.0473905, 16.0889926 43.0473732, 16.0892555 43.0473575, 16.0893652 43.0473319, 16.089478 43.0472699, 16.0896142 43.0471951, 16.0896409 43.0471867, 16.0900415 43.0470609, 16.0901331 43.0470243)",
725959425,False,6212,Ulica Eugena Kvaternika,secondary,False,245.35899999999998,"LINESTRING (16.0914246 43.0483004, 16.0921878 43.0478488, 16.0925204 43.0476824, 16.0930057 43.0474622, 16.0931968 43.0473728, 16.0936163 43.0471164, 16.0938901 43.0470481)",2
124779112,False,,Ulica hrvatskih mučenika,residential,False,98.378,"LINESTRING (16.0919127 43.0448129, 16.0912563 43.0448061, 16.0911768 43.0448222, 16.0907401 43.0449524)",
124779112,False,,Ulica hrvatskih mučenika,residential,True,218.64100000000002,"LINESTRING (16.0919127 43.0448129, 16.0921353 43.0449864, 16.0925679 43.0451766, 16.0926334 43.0452758, 16.0928385 43.0454293, 16.0931977 43.0456411, 16.0933346 43.0457953, 16.0935283 43.0459137, 16.093563 43.0459615, 16.0937859 43.0461831)",
1225882762,False,,,residential,False,53.07899999999999,"LINESTRING (16.0919127 43.0448129, 16.0921114 43.0445829, 16.0918392 43.044532)",
124779112,False,,Ulica hrvatskih mučenika,residential,True,98.378,"LINESTRING (16.0907401 43.0449524, 16.0911768 43.0448222, 16.0912563 43.0448061, 16.0919127 43.0448129)",
124779113,False,6212,Ulica Komiških iseljenika,secondary,False,120.98899999999999,"LINESTRING (16.0907401 43.0449524, 16.0908117 43.0450941, 16.0915105 43.0457882, 16.091511 43.0458635)",
725959424,False,6212,Ulica hrvatskih mučenika,secondary,False,118.009,"LINESTRING (16.0907401 43.0449524, 16.0904643 43.0450415, 16.0901175 43.0451475, 16.0899913 43.0451863, 16.0898352 43.0452258, 16.0896108 43.0452398, 16.0894836 43.0452445, 16.0894308 43.0452411, 16.089413 43.0452351, 16.0894031 43.0452275, 16.0893976 43.0452173, 16.0893954 43.0452042)",
725959424,False,6212,Ulica hrvatskih mučenika,secondary,True,118.00899999999999,"LINESTRING (16.0893954 43.0452042, 16.0893976 43.0452173, 16.0894031 43.0452275, 16.089413 43.0452351, 16.0894308 43.0452411, 16.0894836 43.0452445, 16.0896108 43.0452398, 16.0898352 43.0452258, 16.0899913 43.0451863, 16.0901175 43.0451475, 16.0904643 43.0450415, 16.0907401 43.0449524)",
124779113,False,6212,Ulica Komiških iseljenika,secondary,False,6.316,"LINESTRING (16.091511 43.0458635, 16.0914757 43.0459141)",
124779113,False,6212,Ulica Komiških iseljenika,secondary,True,120.989,"LINESTRING (16.091511 43.0458635, 16.0915105 43.0457882, 16.0908117 43.0450941, 16.0907401 43.0449524)",
268124093,False,,Put Batude,residential,True,259.41,"LINESTRING (16.091511 43.0458635, 16.0916634 43.0458838, 16.0920669 43.045924, 16.0923145 43.0459542, 16.0924795 43.0458805, 16.0927821 43.0459667, 16.0931261 43.0462243, 16.0933248 43.0464215, 16.0937938 43.0468762, 16.0938901 43.0470481)",
268124093,False,,Put Batude,residential,False,259.41,"LINESTRING (16.0938901 43.0470481, 16.0937938 43.0468762, 16.0933248 43.0464215, 16.0931261 43.0462243, 16.0927821 43.0459667, 16.0924795 43.0458805, 16.0923145 43.0459542, 16.0920669 43.045924, 16.0916634 43.0458838, 16.091511 43.0458635)",
725959425,False,6212,Ulica Eugena Kvaternika,secondary,True,245.359,"LINESTRING (16.0938901 43.0470481, 16.0936163 43.0471164, 16.0931968 43.0473728, 16.0930057 43.0474622, 16.0925204 43.0476824, 16.0921878 43.0478488, 16.0914246 43.0483004)",2
121657632,False,,Vrh Gospe,residential,False,161.94899999999998,"LINESTRING (16.0875136 43.0481944, 16.0872258 43.0483796, 16.0868 43.0486245, 16.0866547 43.0486511, 16.0865977 43.0486532, 16.0865352 43.0486555, 16.0864194 43.0486178, 16.0861148 43.0484266, 16.0858824 43.0483263)",
121657632,False,,Vrh Gospe,residential,True,66.123,"LINESTRING (16.0875136 43.0481944, 16.087571 43.0481575, 16.0881127 43.047792)",
121657632,False,,Vrh Gospe,residential,False,121.44999999999999,"LINESTRING (16.0858824 43.0483263, 16.0858034 43.048301, 16.0856631 43.0482607, 16.0854957 43.0482566, 16.0852739 43.0483088, 16.085011 43.0484432, 16.0848333 43.0485209, 16.0847712 43.0485338, 16.0846271 43.0485636, 16.0845132 43.0485528)",
121657632,False,,Vrh Gospe,residential,True,161.94899999999998,"LINESTRING (16.0858824 43.0483263, 16.0861148 43.0484266, 16.0864194 43.0486178, 16.0865352 43.0486555, 16.0865977 43.0486532, 16.0866547 43.0486511, 16.0868 43.0486245, 16.0872258 43.0483796, 16.0875136 43.0481944)",
285382565,False,,,residential,False,68.59799999999998,"LINESTRING (16.0858824 43.0483263, 16.0857877 43.0483872, 16.0857917 43.048512, 16.0857679 43.0486615, 16.0857202 43.0488051, 16.0857222 43.0489067)",
285382565,False,,,residential,True,68.598,"LINESTRING (16.0857222 43.0489067, 16.0857202 43.0488051, 16.0857679 43.0486615, 16.0857917 43.048512, 16.0857877 43.0483872, 16.0858824 43.0483263)",
124779112,False,,Ulica hrvatskih mučenika,residential,False,218.641,"LINESTRING (16.0937859 43.0461831, 16.093563 43.0459615, 16.0935283 43.0459137, 16.0933346 43.0457953, 16.0931977 43.0456411, 16.0928385 43.0454293, 16.0926334 43.0452758, 16.0925679 43.0451766, 16.0921353 43.0449864, 16.0919127 43.0448129)",
124779113,False,6212,Ulica Komiških iseljenika,secondary,True,6.316,"LINESTRING (16.0914757 43.0459141, 16.091511 43.0458635)",
124779113,False,6212,Ulica Komiških iseljenika,secondary,False,165.02999999999997,"LINESTRING (16.0914757 43.0459141, 16.0914423 43.0459621, 16.0912381 43.0461198, 16.0912015 43.0461481, 16.0909648 43.046346, 16.0904512 43.0467512, 16.0903167 43.0468801, 16.0901331 43.0470243)",
257729730,False,,San Pedra,residential,True,192.01,"LINESTRING (16.0914757 43.0459141, 16.091538 43.0459774, 16.091471 43.0462503, 16.0913787 43.0466266, 16.0912247 43.0466828, 16.0907735 43.0468273, 16.0904035 43.0469979, 16.0901743 43.0470734)",
1209332988,False,,,residential,True,40.894,"LINESTRING (16.0846333 43.0488647, 16.0845667 43.0487841, 16.0844584 43.0487195, 16.0845132 43.0485528)",
121657632,False,,Vrh Gospe,residential,True,121.45,"LINESTRING (16.0845132 43.0485528, 16.0846271 43.0485636, 16.0847712 43.0485338, 16.0848333 43.0485209, 16.085011 43.0484432, 16.0852739 43.0483088, 16.0854957 43.0482566, 16.0856631 43.0482607, 16.0858034 43.048301, 16.0858824 43.0483263)",
1209332988,False,,,residential,False,40.894,"LINESTRING (16.0845132 43.0485528, 16.0844584 43.0487195, 16.0845667 43.0487841, 16.0846333 43.0488647)",
1225882762,False,,,residential,True,53.07899999999999,"LINESTRING (16.0918392 43.044532, 16.0921114 43.0445829, 16.0919127 43.0448129)",
