osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,junction,width,maxspeed,tunnel
92343887,False,,,residential,False,80.962,"LINESTRING (14.349175 45.3725702, 14.3492222 45.3726594, 14.3495263 45.3727147, 14.3496588 45.3727662, 14.349758 45.3728364, 14.3498638 45.3729133, 14.349937 45.3729991)",Put va zagrad,,,20,
48486535,False,2,,residential,False,11.753,"LINESTRING (14.3510308 45.3716557, 14.3510923 45.3716795, 14.3511651 45.3717032)",Trg svete Lucije,,,,
48486535,False,2,,residential,True,34.807,"LINESTRING (14.3510308 45.3716557, 14.3509163 45.3715847, 14.3508323 45.3715338, 14.3506903 45.3714539)",Trg svete Lucije,,,,
768286483,False,2,5019,secondary,False,159.008,"LINESTRING (14.3448681 45.3723112, 14.3447261 45.3724227, 14.3444278 45.3726411, 14.3444072 45.3726568, 14.344129 45.3728693, 14.3438133 45.3731273, 14.3434886 45.3733622)",,,,,
951203170,False,2,5019,secondary,True,47.755,"LINESTRING (14.3448681 45.3723112, 14.3449406 45.3722386, 14.3449755 45.3721944, 14.3450045 45.3721387, 14.345007 45.3721276, 14.3450206 45.3720747, 14.3450275 45.3720364, 14.345023 45.3719091)",,,,,
154992822,False,,5021,secondary,True,111.05699999999999,"LINESTRING (14.350549 45.3694583, 14.3509293 45.3698297, 14.3512812 45.3701249, 14.3514421 45.3702327)",,,,,
971637916,True,1,5021,secondary,False,34.075,"LINESTRING (14.350549 45.3694583, 14.3504017 45.3693733, 14.3502635 45.3692932, 14.3502153 45.3692611)",,,,,
48486535,False,2,,residential,False,34.807,"LINESTRING (14.3506903 45.3714539, 14.3508323 45.3715338, 14.3509163 45.3715847, 14.3510308 45.3716557)",Trg svete Lucije,,,,
48486537,True,,,residential,False,157.57099999999997,"LINESTRING (14.3506903 45.3714539, 14.3511419 45.3711551, 14.3511684 45.3711206, 14.3511682 45.3710705, 14.3511365 45.3708259, 14.3511489 45.3706692, 14.3512051 45.3704999, 14.3513437 45.3703241, 14.3514421 45.3702327)",,,,,
1241943345,False,2,,residential,False,19.91,"LINESTRING (14.3506903 45.3714539, 14.3506095 45.3714262, 14.3504534 45.3713887)",Istarska cesta,,,,
"[53276026, 128945341]",True,1,,residential,False,92.351,"LINESTRING (14.349953 45.3717055, 14.3500123 45.3716994, 14.3500716 45.371702, 14.3501996 45.3717223, 14.3504097 45.3717624, 14.3506369 45.3718011, 14.3507108 45.3718068, 14.3507767 45.3718008, 14.3508379 45.3717908, 14.3508891 45.3717728, 14.3509254 45.3717484, 14.3509844 45.3716923, 14.3510308 45.3716557)","['Ulica Matka Mandića', 'Trg svete Lucije']",,,,
"[128786978, 128786975]",False,,,residential,True,82.267,"LINESTRING (14.3487027 45.3744809, 14.3487234 45.3744071, 14.3487275 45.3740233, 14.3487245 45.3739893, 14.3487076 45.3739577, 14.3486823 45.3739396, 14.3485556 45.3738994, 14.3484458 45.3738531)","['Šetalište Crekvina', 'Crekvina']",,,,
128788237,False,,,residential,True,11.516,"LINESTRING (14.3484458 45.3738531, 14.3483912 45.3739493)",Ulica Jurja Vlaha,,,,
"[128786978, 128786975]",False,,,residential,False,82.26700000000001,"LINESTRING (14.3484458 45.3738531, 14.3485556 45.3738994, 14.3486823 45.3739396, 14.3487076 45.3739577, 14.3487245 45.3739893, 14.3487275 45.3740233, 14.3487234 45.3744071, 14.3487027 45.3744809)","['Šetalište Crekvina', 'Crekvina']",,,,
"[544564262, 128792364, 128792358]",False,,,residential,True,108.741,"LINESTRING (14.3484458 45.3738531, 14.3484939 45.3737731, 14.3485397 45.3737084, 14.3486416 45.3734876, 14.3486947 45.3733463, 14.3487001 45.3732631, 14.3487599 45.3731117, 14.3487692 45.3730853, 14.348797 45.3730168, 14.3488477 45.3729215)",Ulica Vjekoslava Špinčića,,,,building_passage
467434018,True,1,5206,secondary,False,29.522000000000002,"LINESTRING (14.3500183 45.3691775, 14.3500129 45.3691417, 14.3500193 45.3691088, 14.3500423 45.369073, 14.3500803 45.3690442, 14.3501293 45.3690254, 14.3501843 45.3690184, 14.3502396 45.3690241)",,roundabout,,,
154992822,False,,5021,secondary,False,111.05699999999999,"LINESTRING (14.3514421 45.3702327, 14.3512812 45.3701249, 14.3509293 45.3698297, 14.350549 45.3694583)",,,,,
768281677,False,,5021,secondary,True,123.933,"LINESTRING (14.3514421 45.3702327, 14.3517923 45.3704402, 14.3524096 45.3707689, 14.3526628 45.3709425)",,,,,
768281677,False,,5021,secondary,False,123.93299999999999,"LINESTRING (14.3526628 45.3709425, 14.3524096 45.3707689, 14.3517923 45.3704402, 14.3514421 45.3702327)",,,,,
971637917,True,1,5021,secondary,False,23.869999999999997,"LINESTRING (14.3526628 45.3709425, 14.3528701 45.3710266, 14.3529267 45.3710507)",,,,,
128788237,False,,,residential,False,11.516,"LINESTRING (14.3483912 45.3739493, 14.3484458 45.3738531)",Ulica Jurja Vlaha,,,,
128792378,True,,,residential,False,93.96600000000001,"LINESTRING (14.3503468 45.3724108, 14.3501612 45.3724737, 14.3499582 45.3724901, 14.3495853 45.3725427, 14.3494616 45.3725496, 14.349175 45.3725702)",Stari put,,,,
128794338,True,,,residential,False,88.965,"LINESTRING (14.3503468 45.3724108, 14.350377 45.3722651, 14.3503826 45.3722095, 14.3503788 45.37215, 14.3503305 45.3720836, 14.3501251 45.3718499, 14.349953 45.3717055)",Belveder,,,,
92343887,False,,,residential,True,80.96199999999999,"LINESTRING (14.349937 45.3729991, 14.3498638 45.3729133, 14.349758 45.3728364, 14.3496588 45.3727662, 14.3495263 45.3727147, 14.3492222 45.3726594, 14.349175 45.3725702)",Put va zagrad,,,20,
128795571,False,,,residential,False,42.218999999999994,"LINESTRING (14.349937 45.3729991, 14.3499301 45.3730552, 14.3499216 45.3731049, 14.349898 45.3731485, 14.349608 45.3732479)",Pelini,,,,
128796788,False,,,residential,False,134.469,"LINESTRING (14.349937 45.3729991, 14.3499807 45.3730913, 14.350062 45.3732615, 14.3501746 45.3733991, 14.3502631 45.373482, 14.350408 45.3735592, 14.3504616 45.3736158, 14.3504616 45.3737477, 14.3505314 45.3738796, 14.3506789 45.3740529)",Klanci,,,,
128797561,False,,,residential,False,22.975,"LINESTRING (14.349608 45.3732479, 14.349566 45.3730434)",Pelini,,,,
128795571,False,,,residential,False,28.484,"LINESTRING (14.349608 45.3732479, 14.3495512 45.3733062, 14.3495261 45.3733334, 14.3495245 45.3733607, 14.3496917 45.3734057)",Pelini,,,,
128795571,False,,,residential,True,42.219,"LINESTRING (14.349608 45.3732479, 14.349898 45.3731485, 14.3499216 45.3731049, 14.3499301 45.3730552, 14.349937 45.3729991)",Pelini,,,,
128795571,False,,,residential,True,28.484,"LINESTRING (14.3496917 45.3734057, 14.3495245 45.3733607, 14.3495261 45.3733334, 14.3495512 45.3733062, 14.349608 45.3732479)",Pelini,,,,
128797561,False,,,residential,True,22.975,"LINESTRING (14.349566 45.3730434, 14.349608 45.3732479)",Pelini,,,,
128796788,False,,,residential,True,134.46900000000002,"LINESTRING (14.3506789 45.3740529, 14.3505314 45.3738796, 14.3504616 45.3737477, 14.3504616 45.3736158, 14.350408 45.3735592, 14.3502631 45.373482, 14.3501746 45.3733991, 14.350062 45.3732615, 14.3499807 45.3730913, 14.349937 45.3729991)",Klanci,,,,
48486536,True,1,,residential,False,486.41499999999996,"LINESTRING (14.3504534 45.3713887, 14.3503173 45.3713832, 14.3501813 45.3713845, 14.3499584 45.3713962, 14.3493433 45.3714492, 14.3492328 45.3714656, 14.3491029 45.3714978, 14.3489016 45.3715487, 14.3488275 45.3715612, 14.3487427 45.3715678, 14.3482845 45.3715874, 14.3481056 45.3715888, 14.3478039 45.3715999, 14.3477462 45.3716067, 14.3476591 45.3716291, 14.3475567 45.3716608, 14.3474108 45.3717097, 14.3472789 45.3717402, 14.3472098 45.3717525, 14.3471008 45.371747, 14.3467659 45.3717139, 14.3466709 45.3717295, 14.346605 45.3717429, 14.3465472 45.3717604, 14.346474 45.3718224, 14.3464056 45.3718938, 14.3464011 45.3718985, 14.346334 45.3719899, 14.3462333 45.3720987, 14.3461487 45.3721901, 14.3459673 45.3723208, 14.3457668 45.3724186, 14.3456366 45.3724658, 14.3454739 45.3724954, 14.345349 45.3724982, 14.3452491 45.3724833, 14.3451572 45.3724596, 14.3450573 45.3724158, 14.344986 45.3723764, 14.3448681 45.3723112)",Istarska cesta,,,,
1241943345,False,2,,residential,True,19.91,"LINESTRING (14.3504534 45.3713887, 14.3506095 45.3714262, 14.3506903 45.3714539)",Istarska cesta,,,,
452839271,False,,,residential,False,71.51299999999999,"LINESTRING (14.3541968 45.3705272, 14.3542199 45.3701601, 14.3541703 45.3699709, 14.3541319 45.3698921)",,,,,
"[951203171, 150653917, 452839271]",False,,,residential,True,67.607,"LINESTRING (14.3541968 45.3705272, 14.3540751 45.3707665, 14.354011 45.370936, 14.3539736 45.3710351, 14.3539289 45.3711043)",,,,,
"[951203171, 150653917, 452839271]",False,,,residential,False,67.607,"LINESTRING (14.3539289 45.3711043, 14.3539736 45.3710351, 14.354011 45.370936, 14.3540751 45.3707665, 14.3541968 45.3705272)",,,,,
768281679,False,,5021,secondary,True,31.401,"LINESTRING (14.3539289 45.3711043, 14.3537003 45.3711334, 14.3535449 45.3711492, 14.3535324 45.3711505)",,,,,
150791527,False,,,residential,False,40.736,"LINESTRING (14.3538897 45.3688526, 14.3543701 45.3687101)",Jurčići,,,,
150653930,False,,,residential,True,70.813,"LINESTRING (14.3538897 45.3688526, 14.3538438 45.3689172, 14.3537171 45.3690953, 14.3538164 45.3692865, 14.3539056 45.3694359)",Jurčići,,,,
150791527,False,,,residential,True,40.736,"LINESTRING (14.3543701 45.3687101, 14.3538897 45.3688526)",Jurčići,,,,
"[150793026, 1170386311]",False,,,residential,False,56.223,"LINESTRING (14.3543701 45.3687101, 14.3545015 45.3687346, 14.3546747 45.3688328, 14.3548915 45.3689833, 14.3549317 45.3690111)",Jurčići,,,,
150653930,False,,,residential,False,53.719,"LINESTRING (14.3541319 45.3698921, 14.3539056 45.3694359)",Jurčići,,,,
150793017,False,,,residential,False,49.55500000000001,"LINESTRING (14.3541319 45.3698921, 14.3539961 45.3698089, 14.3538739 45.369771, 14.3535642 45.3697128)",,,,,
452839271,False,,,residential,True,71.513,"LINESTRING (14.3541319 45.3698921, 14.3541703 45.3699709, 14.3542199 45.3701601, 14.3541968 45.3705272)",,,,,
150793002,False,,,residential,True,42.595,"LINESTRING (14.3535642 45.3697128, 14.3536795 45.3695338, 14.3539056 45.3694359)",,,,,
150793017,False,,,residential,False,96.65100000000001,"LINESTRING (14.3535642 45.3697128, 14.3530612 45.3696589, 14.3529136 45.3697003, 14.3526803 45.3698596, 14.3525423 45.3700011)",,,,,
150793017,False,,,residential,True,49.555,"LINESTRING (14.3535642 45.3697128, 14.3538739 45.369771, 14.3539961 45.3698089, 14.3541319 45.3698921)",,,,,
150793017,False,,,residential,True,96.651,"LINESTRING (14.3525423 45.3700011, 14.3526803 45.3698596, 14.3529136 45.3697003, 14.3530612 45.3696589, 14.3535642 45.3697128)",,,,,
150653930,False,,,residential,True,53.719,"LINESTRING (14.3539056 45.3694359, 14.3541319 45.3698921)",Jurčići,,,,
150653930,False,,,residential,False,70.813,"LINESTRING (14.3539056 45.3694359, 14.3538164 45.3692865, 14.3537171 45.3690953, 14.3538438 45.3689172, 14.3538897 45.3688526)",Jurčići,,,,
150793002,False,,,residential,False,42.595,"LINESTRING (14.3539056 45.3694359, 14.3536795 45.3695338, 14.3535642 45.3697128)",,,,,
48486267,False,,5047,secondary,False,35.929,"LINESTRING (14.3442847 45.3710428, 14.3445851 45.370961, 14.3447158 45.3709304)",Kastavska cesta,,,,
48486267,False,,5047,secondary,True,67.051,"LINESTRING (14.3442847 45.3710428, 14.3441976 45.3710634, 14.344053 45.3710723, 14.3439535 45.3710694, 14.3437582 45.3710376, 14.3434597 45.3709542)",Kastavska cesta,,,,
294944084,False,,,residential,False,114.08099999999999,"LINESTRING (14.3442847 45.3710428, 14.344411 45.3712067, 14.3444822 45.371299, 14.3445087 45.3713373, 14.3448001 45.3717588, 14.3448293 45.371805, 14.3448433 45.3718272, 14.3449166 45.3719666)",Tometići,,,,
226285796,False,,,residential,False,30.115,"LINESTRING (14.3488477 45.3729215, 14.3492329 45.3729102)",Trg Matka Laginje,,,,
"[128792358, 128792364, 544564262]",False,,,residential,False,108.741,"LINESTRING (14.3488477 45.3729215, 14.348797 45.3730168, 14.3487692 45.3730853, 14.3487599 45.3731117, 14.3487001 45.3732631, 14.3486947 45.3733463, 14.3486416 45.3734876, 14.3485397 45.3737084, 14.3484939 45.3737731, 14.3484458 45.3738531)",Ulica Vjekoslava Špinčića,,,,building_passage
"[128792364, 128767695]",False,,,residential,True,41.95,"LINESTRING (14.3488477 45.3729215, 14.3488712 45.3728813, 14.3489172 45.372802, 14.3489253 45.3726588, 14.3488795 45.372559)","['Ulica Vjekoslava Špinčića', 'Trg Matka Laginje']",,,,
226285796,False,,,residential,True,30.115,"LINESTRING (14.3492329 45.3729102, 14.3488477 45.3729215)",Trg Matka Laginje,,,,
768286474,False,3,5206,secondary,True,8.51,"LINESTRING (14.3484543 45.3698577, 14.3485554 45.3698292)",,,,,
"[768286474, 768286478]",False,"['2', '3']",5206,secondary,False,248.783,"LINESTRING (14.3484543 45.3698577, 14.3479753 45.3699921, 14.3478069 45.3700398, 14.3475741 45.3701142, 14.3472908 45.3702175, 14.346972 45.3703536, 14.3465904 45.3705607, 14.3462521 45.3707737, 14.3460368 45.3709058, 14.3458987 45.3709887, 14.3457772 45.3710307)",,,,,
768286476,False,2,,unclassified,True,213.922,"LINESTRING (14.3470107 45.3713701, 14.3473674 45.371362, 14.3475659 45.3713506, 14.3477767 45.3713263, 14.3478738 45.3712941, 14.3479621 45.3712517, 14.348039 45.3711842, 14.3480944 45.3711127, 14.3481746 45.3709914, 14.34828 45.3707859, 14.3484502 45.3705427, 14.3485094 45.3704581, 14.3485884 45.3703346, 14.3486276 45.3702232, 14.3486364 45.3701263)",,,,,
"[768281673, 48486535]",False,2,,residential,True,133.06999999999996,"LINESTRING (14.3527514 45.3713451, 14.3525681 45.3714054, 14.351877 45.371633, 14.3516781 45.3716866, 14.3515618 45.371713, 14.3514425 45.3717281, 14.3513236 45.3717262, 14.3512331 45.371718, 14.3511651 45.3717032)","['Ulica Kajetana Dabovića', 'Trg svete Lucije']",,,,
768281678,True,1,,residential,False,17.358,"LINESTRING (14.3527514 45.3713451, 14.3527749 45.3712926, 14.3527966 45.3712519, 14.3528118 45.3711953)",,,,,
264517349,False,,,residential,True,71.697,"LINESTRING (14.3436054 45.3696146, 14.3436085 45.3696836, 14.3436115 45.3697504, 14.3436717 45.3699596, 14.3436565 45.3700555, 14.3435662 45.3702441)",,,,,
264517359,False,,,residential,False,109.50300000000001,"LINESTRING (14.3447568 45.369768, 14.3444864 45.3699399, 14.3441967 45.3700847, 14.3439005 45.3701887, 14.3437226 45.3702431, 14.3435662 45.3702441)",,,,,
264517349,False,,,residential,False,71.697,"LINESTRING (14.3435662 45.3702441, 14.3436565 45.3700555, 14.3436717 45.3699596, 14.3436115 45.3697504, 14.3436085 45.3696836, 14.3436054 45.3696146)",,,,,
264517349,False,,,residential,True,79.72200000000001,"LINESTRING (14.3435662 45.3702441, 14.3435145 45.3703596, 14.3434866 45.3706153, 14.3434758 45.3707511, 14.3434597 45.3709542)",,,,,
264517359,False,,,residential,True,109.503,"LINESTRING (14.3435662 45.3702441, 14.3437226 45.3702431, 14.3439005 45.3701887, 14.3441967 45.3700847, 14.3444864 45.3699399, 14.3447568 45.369768)",,,,,
48486267,False,,5047,secondary,False,67.051,"LINESTRING (14.3434597 45.3709542, 14.3437582 45.3710376, 14.3439535 45.3710694, 14.344053 45.3710723, 14.3441976 45.3710634, 14.3442847 45.3710428)",Kastavska cesta,,,,
48486267,False,,5047,secondary,True,55.474000000000004,"LINESTRING (14.3434597 45.3709542, 14.3432426 45.3709204, 14.3431455 45.3709058, 14.3427598 45.3708732)",Kastavska cesta,,,,
264517349,False,,,residential,False,79.722,"LINESTRING (14.3434597 45.3709542, 14.3434758 45.3707511, 14.3434866 45.3706153, 14.3435145 45.3703596, 14.3435662 45.3702441)",,,,,
295644503,True,1,5021,secondary,False,16.789,"LINESTRING (14.3529267 45.3710507, 14.3529804 45.3710484, 14.353032 45.3710587, 14.3530759 45.3710804, 14.3531071 45.3711112)",,roundabout,,,
295644503,True,1,5021,secondary,False,11.961,"LINESTRING (14.3530981 45.3712199, 14.3530642 45.3712468, 14.3530201 45.3712647, 14.3529701 45.3712719)",,roundabout,,,
295644503,True,1,5021,secondary,False,4.087,"LINESTRING (14.3528118 45.3711953, 14.3528036 45.371159)",,roundabout,,,
768286483,False,2,5019,secondary,True,159.008,"LINESTRING (14.3434886 45.3733622, 14.3438133 45.3731273, 14.344129 45.3728693, 14.3444072 45.3726568, 14.3444278 45.3726411, 14.3447261 45.3724227, 14.3448681 45.3723112)",,,,,
417941333,True,1,5019,secondary,False,17.399,"LINESTRING (14.3452022 45.3708958, 14.345263 45.3708945, 14.3453211 45.3709069, 14.3453631 45.3709258, 14.3453995 45.3709512)",,roundabout,,,
768286485,True,1,5018,secondary,False,91.24700000000001,"LINESTRING (14.3452022 45.3708958, 14.3453291 45.370846, 14.3453747 45.3708061, 14.3454877 45.3706864, 14.3456354 45.3705181, 14.3457067 45.3704129, 14.345731 45.370374, 14.3458265 45.3702211)",,,,,
417941333,True,1,5019,secondary,False,4.751,"LINESTRING (14.3451452 45.3709107, 14.3452022 45.3708958)",,roundabout,,,
417941333,True,1,5019,secondary,False,10.272,"LINESTRING (14.3453995 45.3709512, 14.3454198 45.3709913, 14.3454262 45.3710258, 14.3454252 45.3710408)",,roundabout,,,
417941333,True,1,5019,secondary,False,4.89,"LINESTRING (14.3450636 45.3710743, 14.3450505 45.3710313)",,roundabout,,,
417941333,True,1,5019,secondary,False,9.591000000000001,"LINESTRING (14.3453697 45.3711197, 14.3453194 45.3711445, 14.3452605 45.3711565)",,roundabout,,,
768286486,True,1,5018,secondary,False,89.27499999999999,"LINESTRING (14.3458265 45.3702211, 14.3457897 45.3703864, 14.3457379 45.3704919, 14.3456188 45.3706478, 14.3454381 45.3708381, 14.3454017 45.370899, 14.3453995 45.3709512)",,,,,
971637915,True,1,5206,secondary,False,32.684,"LINESTRING (14.3506361 45.3689187, 14.3504375 45.3690726, 14.350361 45.36914)",,,,,
467434018,True,1,5206,secondary,False,7.504,"LINESTRING (14.3502153 45.3692611, 14.3501673 45.3692619, 14.3501208 45.3692534)",,roundabout,,,
236899637,True,1,5206,secondary,False,33.403,"LINESTRING (14.3502396 45.3690241, 14.3503649 45.3690099, 14.3506361 45.3689187)",,,,,
467434018,True,1,5206,secondary,False,17.037,"LINESTRING (14.3502396 45.3690241, 14.3502884 45.3690413, 14.3503272 45.3690682, 14.3503522 45.3691022, 14.350361 45.36914)",,roundabout,,,
417941333,True,1,5019,secondary,False,16.064,"LINESTRING (14.3450505 45.3710313, 14.3450552 45.3709954, 14.3450737 45.3709616, 14.3451044 45.3709327, 14.3451452 45.3709107)",,roundabout,,,
768286482,True,1,5047,secondary,False,29.317,"LINESTRING (14.3450505 45.3710313, 14.3449934 45.3709913, 14.3449347 45.3709636, 14.3447158 45.3709304)",Kastavska cesta,,,,
"[768281673, 48486535]",False,2,,residential,False,133.07,"LINESTRING (14.3511651 45.3717032, 14.3512331 45.371718, 14.3513236 45.3717262, 14.3514425 45.3717281, 14.3515618 45.371713, 14.3516781 45.3716866, 14.351877 45.371633, 14.3525681 45.3714054, 14.3527514 45.3713451)","['Ulica Kajetana Dabovića', 'Trg svete Lucije']",,,,
48486535,False,2,,residential,True,11.753,"LINESTRING (14.3511651 45.3717032, 14.3510923 45.3716795, 14.3510308 45.3716557)",Trg svete Lucije,,,,
"[128792378, 1055461687]",True,1,,residential,False,113.685,"LINESTRING (14.3511651 45.3717032, 14.351148 45.3717328, 14.3511159 45.3717572, 14.3510685 45.3717836, 14.3510092 45.3718109, 14.3509419 45.3718283, 14.3508747 45.3718397, 14.3508389 45.3718505, 14.3508102 45.3718635, 14.3507938 45.3718798, 14.3507772 45.3719397, 14.3507611 45.3720653, 14.3507476 45.3721699, 14.3507262 45.3722386, 14.3506899 45.3723008, 14.3503468 45.3724108)","['Trg svete Lucije', 'Stari put']",,,,
83703629,True,1,5021,secondary,False,34.067,"LINESTRING (14.3531071 45.3711112, 14.353163 45.3711341, 14.3532472 45.3711469, 14.3535324 45.3711505)",,,,,
295644503,True,1,5021,secondary,False,12.581,"LINESTRING (14.3531071 45.3711112, 14.3531219 45.3711474, 14.3531188 45.3711851, 14.3530981 45.3712199)",,roundabout,,,
951203173,True,1,,residential,False,18.924,"LINESTRING (14.3529701 45.3712719, 14.3527514 45.3713451)",,,,,
295644503,True,1,5021,secondary,False,16.047,"LINESTRING (14.3529701 45.3712719, 14.3529191 45.3712677, 14.3528727 45.3712522, 14.3528356 45.3712273, 14.3528118 45.3711953)",,roundabout,,,
116169370,True,1,5021,secondary,False,26.976,"LINESTRING (14.3528036 45.371159, 14.3527886 45.3710903, 14.3527541 45.3710333, 14.3526628 45.3709425)",,,,,
295644503,True,1,5021,secondary,False,16.534,"LINESTRING (14.3528036 45.371159, 14.3528128 45.3711224, 14.3528385 45.3710899, 14.3528779 45.3710651, 14.3529267 45.3710507)",,roundabout,,,
768281679,False,,5021,secondary,False,31.401,"LINESTRING (14.3535324 45.3711505, 14.3535449 45.3711492, 14.3537003 45.3711334, 14.3539289 45.3711043)",,,,,
951203174,True,1,5021,secondary,False,34.988,"LINESTRING (14.3535324 45.3711505, 14.3532687 45.3711834, 14.3531543 45.3711991, 14.3530981 45.3712199)",,,,,
467434018,True,1,5206,secondary,False,3.851,"LINESTRING (14.350361 45.36914, 14.3503542 45.3691743)",,roundabout,,,
467434018,True,1,5206,secondary,False,15.271,"LINESTRING (14.3503542 45.3691743, 14.3503343 45.3692056, 14.3503027 45.3692318, 14.3502619 45.3692508, 14.3502153 45.3692611)",,roundabout,,,
768286473,True,1,5021,secondary,False,35.659,"LINESTRING (14.3503542 45.3691743, 14.3503729 45.3692614, 14.3504449 45.3693369, 14.350549 45.3694583)",,,,,
236899642,True,1,5206,secondary,False,138.849,"LINESTRING (14.3501208 45.3692534, 14.3500797 45.3692591, 14.3499638 45.3692974, 14.3498562 45.369347, 14.3497195 45.369412, 14.3495371 45.3694997, 14.3493381 45.3695845, 14.3488367 45.369766, 14.3487487 45.3697919, 14.3485554 45.3698292)",,,,,
467434018,True,1,5206,secondary,False,11.913,"LINESTRING (14.3501208 45.3692534, 14.350079 45.3692362, 14.3500456 45.3692115, 14.3500183 45.3691775)",,roundabout,,,
768286474,False,3,5206,secondary,False,8.51,"LINESTRING (14.3485554 45.3698292, 14.3484543 45.3698577)",,,,,
236899641,True,1,,unclassified,False,34.572,"LINESTRING (14.3485554 45.3698292, 14.3485866 45.3698757, 14.3486384 45.3699621, 14.3486533 45.3700265, 14.3486364 45.3701263)",,,,,
768286475,True,1,5206,secondary,False,135.83499999999998,"LINESTRING (14.3485554 45.3698292, 14.3486968 45.3697523, 14.3487994 45.3697129, 14.3494511 45.3694748, 14.3497247 45.3693401, 14.3499171 45.3692395, 14.3499818 45.3692036, 14.3499967 45.3691943, 14.3500183 45.3691775)",,,,,
768286476,False,2,,unclassified,False,213.92200000000003,"LINESTRING (14.3486364 45.3701263, 14.3486276 45.3702232, 14.3485884 45.3703346, 14.3485094 45.3704581, 14.3484502 45.3705427, 14.34828 45.3707859, 14.3481746 45.3709914, 14.3480944 45.3711127, 14.348039 45.3711842, 14.3479621 45.3712517, 14.3478738 45.3712941, 14.3477767 45.3713263, 14.3475659 45.3713506, 14.3473674 45.371362, 14.3470107 45.3713701)",,,,,
1241943343,True,1,,unclassified,False,33.089999999999996,"LINESTRING (14.3486364 45.3701263, 14.3485474 45.3699874, 14.348489 45.3699064, 14.3484543 45.3698577)",,,,,
294944084,False,,,residential,True,114.081,"LINESTRING (14.3449166 45.3719666, 14.3448433 45.3718272, 14.3448293 45.371805, 14.3448001 45.3717588, 14.3445087 45.3713373, 14.3444822 45.371299, 14.344411 45.3712067, 14.3442847 45.3710428)",Tometići,,,,
"[768286474, 768286478]",False,"['2', '3']",5206,secondary,True,248.78300000000002,"LINESTRING (14.3457772 45.3710307, 14.3458987 45.3709887, 14.3460368 45.3709058, 14.3462521 45.3707737, 14.3465904 45.3705607, 14.346972 45.3703536, 14.3472908 45.3702175, 14.3475741 45.3701142, 14.3478069 45.3700398, 14.3479753 45.3699921, 14.3484543 45.3698577)",,,,,
