osmid,name,highway,oneway,reversed,length,geometry,maxspeed,ref,lanes,bridge
170782737,Mandarinska,residential,False,True,126.274,"LINESTRING (17.5582259 43.0195632, 17.5587738 43.0192607, 17.5589028 43.0191732, 17.5594539 43.0188688)",,,,
170782745,Vukovarska,residential,False,True,99.55400000000002,"LINESTRING (17.5582259 43.0195632, 17.5584326 43.0196797, 17.5585859 43.0197195, 17.5587467 43.0197436, 17.5588297 43.0197313, 17.5590215 43.0196345, 17.5591021 43.0196069, 17.5591928 43.0195975, 17.5592919 43.0195988, 17.5593302 43.0195924)",,,,
170782732,Zagrebačka ulica,residential,False,True,120.213,"LINESTRING (17.5605047 43.0164272, 17.5597692 43.0167867, 17.5594179 43.0169688, 17.5592836 43.0170367)",30,,,
226541398,Ulica Stanka Parmaća,secondary,False,False,105.232,"LINESTRING (17.5605047 43.0164272, 17.5604549 43.0163792, 17.5604269 43.0163504, 17.5603798 43.0163016, 17.5602582 43.0161724, 17.56015 43.0160556, 17.5600572 43.015954, 17.5600248 43.0159133, 17.5599621 43.0158374, 17.5598723 43.015737, 17.5597904 43.0156385)",,6219,,
226541398,Ulica Stanka Parmaća,secondary,False,True,97.228,"LINESTRING (17.5605047 43.0164272, 17.5606137 43.0165551, 17.5607348 43.0166743, 17.5608344 43.0167706, 17.5612537 43.0171061)",,6219,,
170782737,Mandarinska,residential,False,True,7.186,"LINESTRING (17.5594539 43.0188688, 17.559515 43.0188221)",,,,
170782726,Zadarska,residential,False,True,126.384,"LINESTRING (17.5594539 43.0188688, 17.5589693 43.0183668, 17.5587612 43.0181679, 17.5585377 43.0179508)",,,,
170782737,Mandarinska,residential,False,False,126.274,"LINESTRING (17.5594539 43.0188688, 17.5589028 43.0191732, 17.5587738 43.0192607, 17.5582259 43.0195632)",,,,
226541398,Ulica Stanka Parmaća,secondary,False,False,31.636,"LINESTRING (17.5615577 43.0172837, 17.5612537 43.0171061)",,6219,,
226541398,Ulica Stanka Parmaća,secondary,False,True,6.037,"LINESTRING (17.5615577 43.0172837, 17.5616157 43.0173176)",,6219,,
183654080,Žrtava Domovinskog rata,secondary,True,False,150.42600000000002,"LINESTRING (17.5615577 43.0172837, 17.5615712 43.0172722, 17.561916 43.0170428, 17.5622681 43.0168286, 17.5627479 43.0165323, 17.5628069 43.0164985, 17.5629854 43.0164289)",,6219,1,
183654078,Žrtava domovinskog rata,secondary,False,False,20.835,"LINESTRING (17.5629854 43.0164289, 17.5631714 43.0163)",,6219,,
170782741,Žrtava Domovinskog rata,secondary,True,False,149.16,"LINESTRING (17.5629854 43.0164289, 17.5629247 43.0164935, 17.5627434 43.0166104, 17.5623092 43.0168772, 17.5622953 43.0168862, 17.5620995 43.0170132, 17.5620242 43.0170606, 17.5616157 43.0173176)",,6219,1,
229414822,,primary,False,True,21.962,"LINESTRING (17.5595476 43.0151666, 17.5597769 43.0150622)",,D9,3,
229414823,,primary,False,False,6.457,"LINESTRING (17.5595476 43.0151666, 17.5594796 43.0151966)",,D9,3,
221856415,Ulica Stanka Parmaća,secondary,True,False,19.47,"LINESTRING (17.5595476 43.0151666, 17.5596386 43.0152705, 17.559676 43.0153144)",,6219,,
170782727,Ulica Silvija Strahimira Kranjčevića,residential,False,False,124.09299999999999,"LINESTRING (17.5598636 43.0174922, 17.5603126 43.0174166, 17.5606137 43.0173678, 17.5608166 43.0173384, 17.5608948 43.0173222, 17.5609772 43.0172954, 17.5612007 43.0171455, 17.5612537 43.0171061)",,,,
170782727,Ulica Silvija Strahimira Kranjčevića,residential,False,True,44.394,"LINESTRING (17.5598636 43.0174922, 17.559821 43.017521, 17.5598338 43.0178777)",,,,
1024778965,,residential,True,False,71.578,"LINESTRING (17.5598636 43.0174922, 17.5596634 43.0174372, 17.5592836 43.0170367)",,,,
170782737,Mandarinska,residential,False,False,42.756,"LINESTRING (17.5609575 43.0177442, 17.56093 43.0178191, 17.5608707 43.0178888, 17.5606424 43.0180395)",,,,
170782737,Mandarinska,residential,False,True,71.71300000000001,"LINESTRING (17.5609575 43.0177442, 17.5610449 43.0176639, 17.5615278 43.0173724, 17.5616157 43.0173176)",,,,
193694066,Celestina Medovića,residential,False,False,72.81700000000001,"LINESTRING (17.5609575 43.0177442, 17.5612531 43.0180405, 17.5614845 43.0182737)",,,,
226541398,Ulica Stanka Parmaća,secondary,False,False,6.037,"LINESTRING (17.5616157 43.0173176, 17.5615577 43.0172837)",,6219,,
"[170782736, 170782740]","['Ulica Stanka Parmaća', 'Smokovo']",residential,False,"[False, True]",158.635,"LINESTRING (17.5616157 43.0173176, 17.5620692 43.0174937, 17.5623191 43.0175988, 17.5622501 43.0177901, 17.5622074 43.0178608, 17.5621357 43.0179316, 17.5619657 43.0180344, 17.5617113 43.0181575, 17.561608 43.0182115)",,,,
170782737,Mandarinska,residential,False,False,71.713,"LINESTRING (17.5616157 43.0173176, 17.5615278 43.0173724, 17.5610449 43.0176639, 17.5609575 43.0177442)",,,,
226541398,Ulica Stanka Parmaća,secondary,False,True,31.636,"LINESTRING (17.5612537 43.0171061, 17.5615577 43.0172837)",,6219,,
170782727,Ulica Silvija Strahimira Kranjčevića,residential,False,True,124.093,"LINESTRING (17.5612537 43.0171061, 17.5612007 43.0171455, 17.5609772 43.0172954, 17.5608948 43.0173222, 17.5608166 43.0173384, 17.5606137 43.0173678, 17.5603126 43.0174166, 17.5598636 43.0174922)",,,,
226541398,Ulica Stanka Parmaća,secondary,False,False,97.228,"LINESTRING (17.5612537 43.0171061, 17.5608344 43.0167706, 17.5607348 43.0166743, 17.5606137 43.0165551, 17.5605047 43.0164272)",,6219,,
170782732,Zagrebačka ulica,residential,False,False,5.991,"LINESTRING (17.5583041 43.0176484, 17.5583583 43.0176119)",30,,,
170782726,Zadarska,residential,False,False,38.68,"LINESTRING (17.5583041 43.0176484, 17.5583543 43.0176981, 17.5585377 43.0179508)",,,,
170782732,Zagrebačka ulica,residential,False,True,104.034,"LINESTRING (17.5583041 43.0176484, 17.5580188 43.0178804, 17.5575142 43.0182859, 17.5574475 43.0183434)",30,,,
183649769,Barake,tertiary,False,True,375.017,"LINESTRING (17.5648085 43.0166405, 17.5649874 43.0167107, 17.5651895 43.0168276, 17.5652378 43.016853, 17.5656091 43.0170377, 17.5658405 43.0171323, 17.56611 43.0172099, 17.5664575 43.0172583, 17.5671247 43.0173199, 17.5676284 43.017371, 17.5679287 43.0173799, 17.568287 43.0173653, 17.5687383 43.0173263, 17.5691735 43.0172786)",,69011,,
640061524,Prantrnovo,tertiary,False,False,134.796,"LINESTRING (17.5648085 43.0166405, 17.5647789 43.0166264, 17.5646243 43.016551, 17.5644832 43.0164579, 17.5642754 43.0162993, 17.5641629 43.0161901, 17.5639597 43.0159677, 17.5637506 43.0157239)",,,,
"[229224405, 229224403, 229549989]",,residential,False,False,72.153,"LINESTRING (17.5637506 43.0157239, 17.5636717 43.0157413, 17.5630009 43.0158975, 17.5629036 43.0159175)",,,,yes
640061524,Prantrnovo,tertiary,False,False,138.345,"LINESTRING (17.5637506 43.0157239, 17.5636965 43.0156273, 17.5636127 43.01547, 17.5635341 43.015324, 17.5633789 43.014995, 17.5632825 43.0146693, 17.5632581 43.0145377)",,,,
640061524,Prantrnovo,tertiary,False,True,134.796,"LINESTRING (17.5637506 43.0157239, 17.5639597 43.0159677, 17.5641629 43.0161901, 17.5642754 43.0162993, 17.5644832 43.0164579, 17.5646243 43.016551, 17.5647789 43.0166264, 17.5648085 43.0166405)",,,,
183649769,Barake,tertiary,False,False,375.017,"LINESTRING (17.5691735 43.0172786, 17.5687383 43.0173263, 17.568287 43.0173653, 17.5679287 43.0173799, 17.5676284 43.017371, 17.5671247 43.0173199, 17.5664575 43.0172583, 17.56611 43.0172099, 17.5658405 43.0171323, 17.5656091 43.0170377, 17.5652378 43.016853, 17.5651895 43.0168276, 17.5649874 43.0167107, 17.5648085 43.0166405)",,69011,,
659512905,,tertiary,True,False,27.048000000000002,"LINESTRING (17.5691735 43.0172786, 17.5692273 43.0172505, 17.5692661 43.0172208, 17.5693008 43.0171709, 17.5693226 43.0171298, 17.5693397 43.0170775)",,69011,2,
183654078,Žrtava domovinskog rata,secondary,False,True,20.835,"LINESTRING (17.5631714 43.0163, 17.5629854 43.0164289)",,6219,,
145172113,Zrinjsko Frankopanska,secondary,False,False,48.282,"LINESTRING (17.5631714 43.0163, 17.5630301 43.0161497, 17.5629554 43.0160501, 17.5629245 43.0159884, 17.5629036 43.0159175)",30,6219,,
"[183649768, 193838105, 183649770]","['Nikole Nonkovića', 'Stari most']",residential,True,False,192.899,"LINESTRING (17.5631714 43.0163, 17.563564 43.0166492, 17.5641687 43.0170674, 17.5642053 43.0170812, 17.5642437 43.017087, 17.5642895 43.0170788, 17.5643227 43.01706, 17.5643593 43.0170309, 17.5647214 43.0167304, 17.5648085 43.0166405)",,,,yes
193019387,Posrednica,residential,False,True,108.69,"LINESTRING (17.5576786 43.0167766, 17.5578434 43.0169212, 17.55798 43.0170537, 17.5580496 43.0171488, 17.5581317 43.0172765, 17.5582165 43.0174084, 17.5583056 43.0175471, 17.5583583 43.0176119)",,,,
170782732,Zagrebačka ulica,residential,False,True,5.991,"LINESTRING (17.5583583 43.0176119, 17.5583041 43.0176484)",30,,,
170782732,Zagrebačka ulica,residential,False,False,98.81,"LINESTRING (17.5583583 43.0176119, 17.5585147 43.0175176, 17.5587456 43.0173605, 17.5587818 43.0173327, 17.5592836 43.0170367)",30,,,
193019387,Posrednica,residential,False,False,108.69,"LINESTRING (17.5583583 43.0176119, 17.5583056 43.0175471, 17.5582165 43.0174084, 17.5581317 43.0172765, 17.5580496 43.0171488, 17.55798 43.0170537, 17.5578434 43.0169212, 17.5576786 43.0167766)",,,,
170782727,Ulica Silvija Strahimira Kranjčevića,residential,False,False,44.394,"LINESTRING (17.5598338 43.0178777, 17.559821 43.017521, 17.5598636 43.0174922)",,,,
