osmid,ref,highway,oneway,reversed,length,geometry,name,maxspeed,lanes,width,junction
370639305,D100,primary,False,True,11.208,"LINESTRING (14.41354 44.9599013, 14.4135925 44.9598076)",,,,,
502492304,D100,primary,False,False,31.455,"LINESTRING (14.41354 44.9599013, 14.4134322 44.9601737)",,,,,
706163113,,unclassified,True,False,17.516,"LINESTRING (14.41354 44.9599013, 14.4133249 44.9598607)",,,,,
1251511702,D100,primary,False,False,11.93,"LINESTRING (14.4132448 44.9608907, 14.4132196 44.9609965)",,,,,
502492304,D100,primary,False,True,81.08,"LINESTRING (14.4132448 44.9608907, 14.4133159 44.9606286, 14.4134322 44.9601737)",,,,,
"[307197952, 1252072434, 146455014]",,residential,True,False,480.03400000000005,"LINESTRING (14.4106024 44.9602324, 14.4103056 44.9606285, 14.410083 44.9609259, 14.4099785 44.9610348, 14.4099144 44.9611016, 14.4094526 44.9615566, 14.4091624 44.9618425, 14.4090403 44.9618719, 14.4089135 44.9618876, 14.4087702 44.961857, 14.408645 44.9617921, 14.4085524 44.9617023, 14.4084634 44.9616278, 14.4079557 44.9614831, 14.4076164 44.9613864, 14.4074774 44.9613511, 14.4073345 44.9612938, 14.4062354 44.960998, 14.4061012 44.9609609)","['Put Fortece', 'Šetalište 20. travnja']","['20', '30']",,,
"[60500801, 1022906097, 307197948]",,residential,True,False,343.2170000000001,"LINESTRING (14.4106024 44.9602324, 14.4110959 44.9596416, 14.4112336 44.9594457, 14.4112578 44.9593625, 14.4112602 44.9593072, 14.4112522 44.9592497, 14.4112456 44.9592343, 14.4112012 44.959201, 14.4110939 44.9591444, 14.4110305 44.9591351, 14.4108991 44.9591198, 14.4107007 44.9590613, 14.4102136 44.9589254, 14.410184 44.9589184, 14.4098256 44.9588333, 14.4097404 44.9587812, 14.4097428 44.9587313, 14.4097626 44.9587076, 14.4097872 44.9586978, 14.4098315 44.9586912, 14.4098945 44.9586809, 14.4102803 44.9586839, 14.4104033 44.9586893, 14.4106261 44.9587051, 14.4107683 44.9587151)","['Peškera', 'Šetalište 20. travnja', 'Zazid']",30,,,
"[8102130, 1251511711]",,unclassified,False,False,124.265,"LINESTRING (14.4117088 44.9588415, 14.4117001 44.958888, 14.4117105 44.9589485, 14.4117165 44.9589835, 14.4117596 44.9591886, 14.411794 44.9593077, 14.4118819 44.95942, 14.4119131 44.9594459, 14.4120579 44.9595658, 14.4122161 44.9596924, 14.4123176 44.9597452, 14.4124059 44.9597701)",,40,,,
59961828,,residential,True,False,165.8,"LINESTRING (14.4117088 44.9588415, 14.4118103 44.9588508, 14.4124853 44.9589717, 14.4130335 44.9590539, 14.413109 44.9590367, 14.4131544 44.9589977, 14.4133282 44.9588203, 14.4134257 44.9587582, 14.4135383 44.9587099, 14.4135636 44.9586991)",,,,,
982904230,,residential,False,False,49.295,"LINESTRING (14.4117088 44.9588415, 14.4117991 44.9586027, 14.4118025 44.9585938, 14.4117309 44.9584139)",Trg Sv. Frane,,,,
1251511713,,residential,False,True,75.47399999999999,"LINESTRING (14.4117088 44.9588415, 14.4116016 44.9588199, 14.4112522 44.9587636, 14.411147 44.9587457, 14.4109641 44.958729, 14.4107683 44.9587151)",Peškera,,,,
706161516,D100,primary,True,False,40.663999999999994,"LINESTRING (14.4130578 44.9637973, 14.4130218 44.963478, 14.4130055 44.9634341)",,40,1,,
502492304,D100,primary,False,True,31.455,"LINESTRING (14.4134322 44.9601737, 14.41354 44.9599013)",,,,,
502492304,D100,primary,False,False,81.08,"LINESTRING (14.4134322 44.9601737, 14.4133159 44.9606286, 14.4132448 44.9608907)",,,,,
1251511703,,unclassified,True,False,36.295,"LINESTRING (14.4134322 44.9601737, 14.4134238 44.960062, 14.4133991 44.9599751, 14.4133463 44.9598901, 14.4133249 44.9598607)",,,,,
92334338,58095,tertiary,False,False,286.775,"LINESTRING (14.4052467 44.9633977, 14.405519 44.9631037, 14.4056451 44.9629438, 14.4057577 44.9627823, 14.4059253 44.9624793, 14.4060134 44.9622768, 14.406102 44.9619767, 14.4061446 44.9617192, 14.4061692 44.9614623, 14.4061393 44.9612101, 14.4061012 44.9609609)",,50,,,
146455031,5124,secondary,False,False,222.39600000000002,"LINESTRING (14.4052467 44.9633977, 14.4049959 44.963239, 14.4047686 44.9631032, 14.4046412 44.9630434, 14.4044357 44.9629714, 14.4041962 44.9629126, 14.4038902 44.9628726, 14.4035871 44.9628455, 14.4030856 44.9628119, 14.4026522 44.9627747)",,50,2,,
"[1251511701, 146455031]",5124,secondary,False,True,603.1929999999999,"LINESTRING (14.4052467 44.9633977, 14.4053883 44.9635181, 14.4055606 44.963645, 14.4056866 44.9637347, 14.4058932 44.9638381, 14.4061121 44.9639211, 14.4065391 44.9640788, 14.4066965 44.9641328, 14.4069315 44.9641821, 14.407133 44.9642106, 14.4073387 44.964229, 14.4075808 44.9642385, 14.407943 44.9642248, 14.4083847 44.9642091, 14.4089637 44.9641741, 14.4097163 44.9641138, 14.4102006 44.9640292, 14.4103924 44.963975, 14.4105958 44.9639094, 14.4108517 44.9638068, 14.4112065 44.9636646, 14.411442 44.9635824, 14.4116821 44.9635217, 14.4123216 44.9633859)",,"['40', '50']",2,,
59961845,58095,tertiary,False,False,17.617,"LINESTRING (14.4061012 44.9609609, 14.4060492 44.9608068)",,50,2,1.5,
92334338,58095,tertiary,False,True,286.775,"LINESTRING (14.4061012 44.9609609, 14.4061393 44.9612101, 14.4061692 44.9614623, 14.4061446 44.9617192, 14.406102 44.9619767, 14.4060134 44.9622768, 14.4059253 44.9624793, 14.4057577 44.9627823, 14.4056451 44.9629438, 14.405519 44.9631037, 14.4052467 44.9633977)",,50,,,
