osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,junction,bridge
1006446293,1,Moslavačka ulica,residential,False,True,2.764,,"LINESTRING (16.9406341 45.5783196, 16.9406658 45.5783084)",,
80503390,2,Ulica Matije Gupca,primary,False,True,38.128,D26;D45,"LINESTRING (16.9406341 45.5783196, 16.9406182 45.5783629, 16.940595 45.5784131, 16.9405717 45.5784589, 16.9404686 45.578642)",,
1032921721,1,,primary_link,True,False,30.874000000000002,,"LINESTRING (16.9406341 45.5783196, 16.9405632 45.5783415, 16.9404897 45.5783544, 16.940402 45.5783581, 16.9403282 45.5783573, 16.9402467 45.5783529)",,
907503375,1,Graničarska ulica,primary,True,False,33.632,D26,"LINESTRING (16.942583 45.573643, 16.9430049 45.5735777)",,
907463085,2,,primary,True,False,10.897,D26,"LINESTRING (16.942583 45.573643, 16.9426151 45.5736865, 16.9426255 45.573735)",roundabout,
133334696,,Vukovarska ulica,residential,False,False,199.09,,"LINESTRING (16.946196 45.5733495, 16.9461629 45.5737827, 16.9461926 45.5739186, 16.9462775 45.5740572, 16.9465069 45.5742526, 16.9467713 45.5744291, 16.9469327 45.5745369, 16.9471192 45.5747255, 16.9472664 45.5748659)",,
"[907464855, 816816958, 816816959]",2,Graničarska ulica,primary,False,True,255.196,D26,"LINESTRING (16.946196 45.5733495, 16.9460307 45.5733379, 16.9455053 45.5732829, 16.9448352 45.5732235, 16.9445801 45.5732361, 16.9441612 45.5733085, 16.9433751 45.5734901, 16.9432327 45.5735234, 16.943061 45.5735643, 16.9430049 45.5735777)",,yes
524947954,2,Ulica Martina Humljana,primary,False,False,57.284000000000006,D26;D45,"LINESTRING (16.9399941 45.5782156, 16.9399516 45.5781767, 16.9399034 45.5781265, 16.9398855 45.5781028, 16.9398579 45.5780662, 16.9398166 45.5779983, 16.9397641 45.5778804, 16.9397207 45.5777435)",,
1032921717,1,Ulica Martina Humljana,primary,True,False,51.50300000000001,D26;D45,"LINESTRING (16.9399941 45.5782156, 16.9400685 45.5782436, 16.9401536 45.5782642, 16.9402902 45.5782843, 16.9405358 45.5783117, 16.9406341 45.5783196)",,
"[1032921732, 1032921726]","['2', '3']",Ulica Petra Svačića,primary,False,False,89.428,D45,"LINESTRING (16.9394707 45.5739176, 16.9391976 45.5739102, 16.9387315 45.5738977, 16.9383232 45.5738789)",,
"[90836569, 1032921727]","['2', '3']",Ulica Petra Svačića,primary,False,False,133.64,D26,"LINESTRING (16.9394707 45.5739176, 16.9397088 45.5739189, 16.9402561 45.5739219, 16.9409734 45.5739163, 16.9410456 45.5739111, 16.941112 45.5739055, 16.9411855 45.5738961)",,
"[1032921728, 524947954]","['2', '3']",Ulica Martina Humljana,primary,False,True,203.929,D26;D45,"LINESTRING (16.9394707 45.5739176, 16.9396109 45.5743404, 16.9398197 45.5749514, 16.9398699 45.5751376, 16.9399067 45.5754351, 16.9399282 45.5757183)",,
1032921732,2,Ulica Petra Svačića,primary,False,True,179.14799999999997,D45,"LINESTRING (16.9354334 45.5731822, 16.9359316 45.5733568, 16.9367702 45.573622, 16.9370885 45.5737137, 16.9373885 45.5737926, 16.9375438 45.5738183)",,
524947955,,Ulica kralja Tomislava,residential,False,True,152.20499999999998,,"LINESTRING (16.9450701 45.5742002, 16.9452209 45.5742888, 16.9455227 45.5745, 16.9462576 45.5750655, 16.9464027 45.5751702, 16.9464156 45.5751902)",,
133334693,,Ulica Milke Trnine,residential,False,True,82.614,,"LINESTRING (16.9482111 45.5745272, 16.9472664 45.5748659)",,
133334693,,Ulica Milke Trnine,residential,False,False,82.614,,"LINESTRING (16.9472664 45.5748659, 16.9482111 45.5745272)",,
133334693,,Ulica Milke Trnine,residential,False,True,75.402,,"LINESTRING (16.9472664 45.5748659, 16.9469179 45.5749988, 16.9464156 45.5751902)",,
133334696,,Vukovarska ulica,residential,False,False,326.52299999999997,,"LINESTRING (16.9472664 45.5748659, 16.9474805 45.5752644, 16.9475201 45.5755017, 16.9475341 45.576771, 16.9475126 45.5770076, 16.9474429 45.5772704, 16.9473249 45.5774995, 16.9471591 45.5777261)",,
133334696,,Vukovarska ulica,residential,False,True,199.09,,"LINESTRING (16.9472664 45.5748659, 16.9471192 45.5747255, 16.9469327 45.5745369, 16.9467713 45.5744291, 16.9465069 45.5742526, 16.9462775 45.5740572, 16.9461926 45.5739186, 16.9461629 45.5737827, 16.946196 45.5733495)",,
133334702,,Ulica Mate Lovraka,residential,False,True,4.842,,"LINESTRING (16.9362257 45.5750812, 16.936286 45.5750919)",,
133334693,,Ulica Milke Trnine,residential,False,False,75.402,,"LINESTRING (16.9464156 45.5751902, 16.9469179 45.5749988, 16.9472664 45.5748659)",,
524947955,,Ulica kralja Tomislava,residential,False,False,152.205,,"LINESTRING (16.9464156 45.5751902, 16.9464027 45.5751702, 16.9462576 45.5750655, 16.9455227 45.5745, 16.9452209 45.5742888, 16.9450701 45.5742002)",,
524947955,,Ulica kralja Tomislava,residential,False,True,212.40699999999998,,"LINESTRING (16.9464156 45.5751902, 16.9464652 45.5753808, 16.9465068 45.5756277, 16.9465417 45.5760088, 16.9465465 45.5762549, 16.9465498 45.5764255, 16.9465068 45.5765946, 16.9464237 45.5767635, 16.9461823 45.5770339)",,
133334698,,Trg Hrvatskih branitelja,residential,False,False,99.54599999999999,,"LINESTRING (16.9427504 45.5755789, 16.9420087 45.5756059, 16.9414732 45.575626)",,
"[1196887522, 907463086]",2,Ulica Lustiga Andrije Dade,residential,False,False,175.64100000000002,,"LINESTRING (16.9427504 45.5755789, 16.9427438 45.5754902, 16.9427414 45.5753165, 16.9427377 45.5750434, 16.9427381 45.5749779, 16.9427396 45.5747412, 16.9427163 45.5746493, 16.942533 45.5743323, 16.9423744 45.5740467)",,
907463086,2,Ulica Lustiga Andrije Dade,residential,False,True,309.29999999999995,,"LINESTRING (16.9427504 45.5755789, 16.9428206 45.5758465, 16.943007 45.5765569, 16.9430722 45.5768442, 16.943087 45.5769826, 16.9430709 45.577121, 16.9430143 45.5773368, 16.942802 45.5779534, 16.9426905 45.57831)",,
15241963,1,Ulica Vladimira Nazora,residential,True,False,108.17499999999998,,"LINESTRING (16.9414732 45.575626, 16.9414708 45.5757623, 16.9414697 45.5758034, 16.9414658 45.5759468, 16.9414652 45.5759677, 16.9414436 45.5761728, 16.9414431 45.5761771, 16.9413973 45.5764269, 16.9413909 45.5764616, 16.9413722 45.5765591, 16.9413654 45.5765947)",,
133334698,,Trg Hrvatskih branitelja,residential,False,True,99.54599999999999,,"LINESTRING (16.9414732 45.575626, 16.9420087 45.5756059, 16.9427504 45.5755789)",,
133334702,,Ulica Mate Lovraka,residential,False,False,292.061,,"LINESTRING (16.9399282 45.5757183, 16.9397222 45.5757023, 16.936286 45.5750919)",,
"[1032921728, 524947954]","['2', '3']",Ulica Martina Humljana,primary,False,False,203.929,D26;D45,"LINESTRING (16.9399282 45.5757183, 16.9399067 45.5754351, 16.9398699 45.5751376, 16.9398197 45.5749514, 16.9396109 45.5743404, 16.9394707 45.5739176)",,
524947954,2,Ulica Martina Humljana,primary,False,True,83.46600000000001,D26;D45,"LINESTRING (16.9399282 45.5757183, 16.9399408 45.5760199, 16.9399431 45.5762805, 16.9399218 45.5764682)",,
524947955,,Ulica kralja Tomislava,residential,False,False,212.407,,"LINESTRING (16.9461823 45.5770339, 16.9464237 45.5767635, 16.9465068 45.5765946, 16.9465498 45.5764255, 16.9465465 45.5762549, 16.9465417 45.5760088, 16.9465068 45.5756277, 16.9464652 45.5753808, 16.9464156 45.5751902)",,
"[524947955, 133334700]",,"['Varaždinska ulica', 'Ulica kralja Tomislava']",residential,False,True,199.196,,"LINESTRING (16.9461823 45.5770339, 16.9455668 45.5773643, 16.9455289 45.5774107, 16.9455197 45.5774584, 16.945547 45.5775074, 16.9463646 45.578107, 16.9466647 45.5782693)",,
524947957,,Ulica Đurđice Rijetković,residential,False,False,108.325,,"LINESTRING (16.9461823 45.5770339, 16.94676 45.5774775, 16.9471591 45.5777261)",,
133334696,,Vukovarska ulica,residential,False,False,71.617,,"LINESTRING (16.9471591 45.5777261, 16.9466647 45.5782693)",,
