osmid,ref,highway,oneway,reversed,length,lanes,name,geometry
883716762,RN15;RN37,primary,False,False,42.447,,,"LINESTRING (-3.5221118 14.077181, -3.5224535 14.0769916)"
891107833,RN15;RN37,primary,False,False,6.231,2,Route du Poisson,"LINESTRING (-3.5221118 14.077181, -3.5220602 14.0772062)"
923279776,RR26,secondary,False,False,106.502,,Route Bandiagara,"LINESTRING (-3.5221118 14.077181, -3.5223204 14.07758, -3.5224448 14.077711, -3.5226121 14.0778309, -3.5227001 14.0779297)"
252393585,,residential,False,True,56.45,,,"LINESTRING (-3.5231417 14.0765933, -3.5229024 14.0761418)"
883716762,RN15;RN37,primary,False,True,74.031,,,"LINESTRING (-3.5231417 14.0765933, -3.5225492 14.0769294)"
252393585,,residential,False,False,90.575,,,"LINESTRING (-3.5231417 14.0765933, -3.5231972 14.0768316, -3.5231292 14.0769312, -3.5230648 14.0770951, -3.5230089 14.0773651)"
252393607,,residential,False,False,59.254,,,"LINESTRING (-3.5225492 14.0769294, -3.5222498 14.0764826)"
883716762,RN15;RN37,primary,False,False,74.031,,,"LINESTRING (-3.5225492 14.0769294, -3.5231417 14.0765933)"
883716762,RN15;RN37,primary,False,True,12.425,,,"LINESTRING (-3.5225492 14.0769294, -3.5224535 14.0769916)"
25511651,RN15,primary,False,True,33.455,2,Route de Bankass,"LINESTRING (-3.5182509 14.0795134, -3.518101 14.0797768)"
891107833,RN15;RN37,primary,False,True,62.212,2,Route du Poisson,"LINESTRING (-3.5182509 14.0795134, -3.5186706 14.0791296)"
252388876,RN37,secondary,False,False,64.20100000000001,,,"LINESTRING (-3.5182509 14.0795134, -3.5182343 14.0794997, -3.5178387 14.0797085, -3.5177293 14.0797632)"
25511651,RN15,primary,False,False,33.455,2,Route de Bankass,"LINESTRING (-3.518101 14.0797768, -3.5182509 14.0795134)"
25511651,RN15,primary,False,True,47.586,2,Route de Bankass,"LINESTRING (-3.518101 14.0797768, -3.517905 14.0801602)"
688634706,,residential,False,True,88.314,,,"LINESTRING (-3.518101 14.0797768, -3.5184822 14.0799665, -3.5186774 14.0800891, -3.5187666 14.0802154)"
25511651,RN15,primary,False,True,21.62,2,Route de Bankass,"LINESTRING (-3.5175861 14.0806976, -3.5174287 14.080818)"
25511651,RN15,primary,False,False,69.002,2,Route de Bankass,"LINESTRING (-3.5175861 14.0806976, -3.5178227 14.0803213, -3.517905 14.0801602)"
252393582,,residential,False,False,61.406,,,"LINESTRING (-3.5175861 14.0806976, -3.5177889 14.080722, -3.5179944 14.0806606, -3.518093 14.080551)"
41267041,,residential,False,True,45.843,,,"LINESTRING (-3.5209933 14.0754586, -3.5212139 14.075811)"
252393575,,residential,False,True,27.811,,,"LINESTRING (-3.5209933 14.0754586, -3.5211941 14.0753017)"
917480411,,residential,False,True,105.69200000000001,,,"LINESTRING (-3.5209933 14.0754586, -3.5208704 14.0752183, -3.5207945 14.0750543, -3.5209063 14.0749488, -3.5210888 14.074832, -3.521214 14.0747641)"
41267041,,residential,False,False,61.078,,,"LINESTRING (-3.5215063 14.0762814, -3.5212139 14.075811)"
41267041,,residential,False,True,58.686,,,"LINESTRING (-3.5215063 14.0762814, -3.5217799 14.0767376)"
252388880,,residential,False,False,61.606,,,"LINESTRING (-3.5215063 14.0762814, -3.5210034 14.0765441)"
252388880,,residential,False,True,58.616,,,"LINESTRING (-3.5215063 14.0762814, -3.5219816 14.0760258)"
41267041,,residential,False,False,60.241,,,"LINESTRING (-3.5220602 14.0772062, -3.5217799 14.0767376)"
891107833,RN15;RN37,primary,False,False,58.392,2,Route du Poisson,"LINESTRING (-3.5220602 14.0772062, -3.5215863 14.0774601)"
891107833,RN15;RN37,primary,False,True,6.231,2,Route du Poisson,"LINESTRING (-3.5220602 14.0772062, -3.5221118 14.077181)"
252388880,,residential,False,False,28.543,,,"LINESTRING (-3.5184956 14.0778368, -3.5182483 14.0779282)"
252388880,,residential,False,True,64.258,,,"LINESTRING (-3.5184956 14.0778368, -3.5190217 14.0775656)"
252393618,,tertiary,False,True,38.853,,,"LINESTRING (-3.5184956 14.0778368, -3.5187235 14.0781074)"
252393618,,tertiary,False,False,117.32400000000001,,,"LINESTRING (-3.5184956 14.0778368, -3.5182328 14.0773166, -3.5179899 14.0769032)"
252388877,,residential,False,False,69.123,,,"LINESTRING (-3.5161174 14.0780285, -3.5164266 14.078573)"
252393648,,residential,False,False,61.401,,,"LINESTRING (-3.5161174 14.0780285, -3.5156499 14.0783436)"
252393648,,residential,False,True,56.354,,,"LINESTRING (-3.5161174 14.0780285, -3.5165646 14.0777664)"
252388877,,residential,False,True,78.618,,,"LINESTRING (-3.5161174 14.0780285, -3.5159722 14.0777734, -3.5159281 14.0776987, -3.5161963 14.0774964)"
252388877,,residential,False,False,63.002,,,"LINESTRING (-3.5164266 14.078573, -3.5167084 14.0790693)"
252388877,,residential,False,True,69.123,,,"LINESTRING (-3.5164266 14.078573, -3.5161174 14.0780285)"
252393637,,residential,False,False,61.069,,,"LINESTRING (-3.5164266 14.078573, -3.5159466 14.0788643)"
252393637,,residential,False,True,57.475,,,"LINESTRING (-3.5164266 14.078573, -3.516899 14.0783338)"
