osmid,oneway,highway,reversed,length,ref,geometry
332342812,True,tertiary,False,14.105,,"LINESTRING (46.13186 24.5941657, 46.1317433 24.5942352)"
1167510608,True,secondary,False,120.586,5390,"LINESTRING (46.13186 24.5941657, 46.1324334 24.5951166)"
332342812,True,tertiary,False,219.699,,"LINESTRING (46.1338086 24.5932914, 46.13186 24.5941657)"
332330973,False,residential,False,9.953,,"LINESTRING (46.136979 24.5921024, 46.1370085 24.5921878)"
332331021,True,tertiary,False,157.254,,"LINESTRING (46.136979 24.5921024, 46.1384743 24.5917134)"
332331023,False,residential,False,9.17,,"LINESTRING (46.1302623 24.595135, 46.1302815 24.5952156)"
332331021,True,tertiary,False,182.097,,"LINESTRING (46.1302623 24.595135, 46.1310371 24.5946042, 46.1312364 24.5944677, 46.1317008 24.5941496)"
332330974,False,residential,False,11.466,,"LINESTRING (46.1355172 24.5926317, 46.1354649 24.5925402)"
332330977,False,residential,True,154.73399999999998,,"LINESTRING (46.1355172 24.5926317, 46.1361155 24.5935536, 46.1362852 24.5938352)"
332342812,True,tertiary,False,175.307,,"LINESTRING (46.1355172 24.5926317, 46.1350465 24.5928195, 46.13392 24.593245)"
332331021,True,tertiary,False,13.964,,"LINESTRING (46.1317008 24.5941496, 46.1318105 24.5940733)"
1167510609,True,secondary,False,143.83499999999998,5390,"LINESTRING (46.1317008 24.5941496, 46.131538 24.5936854, 46.1313393 24.5928996)"
332334142,False,tertiary_link,True,11.306,,"LINESTRING (46.1313439 24.5924001, 46.1312334 24.5924157)"
1167510608,True,secondary,False,72.09,5390,"LINESTRING (46.1313439 24.5924001, 46.1315014 24.5930324)"
114202416,True,tertiary,False,124.355,,"LINESTRING (46.1365281 24.5978406, 46.1359434 24.5968567)"
1167507350,True,primary,False,12.869,505,"LINESTRING (46.1365281 24.5978406, 46.1366378 24.5977819)"
332331021,True,tertiary,False,175.298,,"LINESTRING (46.1318105 24.5940733, 46.1333813 24.593406)"
1167510608,True,secondary,False,11.429,5390,"LINESTRING (46.1318105 24.5940733, 46.13186 24.5941657)"
114201112,True,primary,False,44.479,505,"LINESTRING (46.1345293 24.5989979, 46.1341421 24.5991878)"
1167507352,True,primary,False,22.599,,"LINESTRING (46.1345293 24.5989979, 46.1344817 24.5989714, 46.1344466 24.5989318, 46.1344282 24.5988838, 46.1344287 24.598833)"
332330973,False,residential,True,9.953,,"LINESTRING (46.1370085 24.5921878, 46.136979 24.5921024)"
332342812,True,tertiary,False,158.776,,"LINESTRING (46.1370085 24.5921878, 46.136566 24.5923012, 46.1360496 24.5924463, 46.1355172 24.5926317)"
114202409,True,tertiary,False,69.233,,"LINESTRING (46.13392 24.593245, 46.1342732 24.5937784)"
332342812,True,tertiary,False,12.389,,"LINESTRING (46.13392 24.593245, 46.1338086 24.5932914)"
332330969,False,residential,True,60.152,,"LINESTRING (46.1312334 24.5924157, 46.1306977 24.592651)"
332334142,False,tertiary_link,False,11.306,,"LINESTRING (46.1312334 24.5924157, 46.1313439 24.5924001)"
1167510609,True,secondary,False,113.966,5390,"LINESTRING (46.1312334 24.5924157, 46.1310463 24.591405)"
114202409,True,tertiary,False,44.935,,"LINESTRING (46.1342732 24.5937784, 46.1344835 24.5941344)"
332334164,False,living_street,True,170.5,,"LINESTRING (46.1342732 24.5937784, 46.1352983 24.5932834, 46.1355457 24.5937051)"
332331021,True,tertiary,False,67.133,,"LINESTRING (46.1340006 24.5931159, 46.1346089 24.5928739)"
332334147,False,living_street,False,168.842,,"LINESTRING (46.1316344 24.5935308, 46.1331357 24.5928659)"
1167510608,True,secondary,False,62.896,5390,"LINESTRING (46.1316344 24.5935308, 46.1318105 24.5940733)"
1167510609,True,secondary,False,10.443,5390,"LINESTRING (46.1317433 24.5942352, 46.1317008 24.5941496)"
332342812,True,tertiary,False,183.664,,"LINESTRING (46.1317433 24.5942352, 46.1307469 24.5949132, 46.1302815 24.5952156)"
1167507351,True,primary,False,196.807,505,"LINESTRING (46.1364704 24.5980185, 46.1347537 24.5988529)"
"[332326811, 332326806]",False,residential,True,823.909,,"LINESTRING (46.1364704 24.5980185, 46.1367188 24.6009967, 46.1342125 24.6013095, 46.1341421 24.5991878)"
"[332326811, 332326806]",False,residential,False,823.9090000000001,,"LINESTRING (46.1341421 24.5991878, 46.1342125 24.6013095, 46.1367188 24.6009967, 46.1364704 24.5980185)"
332331021,True,tertiary,False,11.228,,"LINESTRING (46.1297514 24.5954834, 46.1298451 24.5954292)"
1167510606,True,tertiary,False,191.318,,"LINESTRING (46.1297514 24.5954834, 46.1288498 24.5939707)"
332331021,True,tertiary,False,53.38,,"LINESTRING (46.1298451 24.5954292, 46.1302623 24.595135)"
483530353,False,residential,True,9.313,,"LINESTRING (46.1345722 24.5927913, 46.1346569 24.5927584)"
332330970,True,residential,False,9.822,,"LINESTRING (46.1346569 24.5927584, 46.1346941 24.59284)"
483530353,False,residential,False,9.313,,"LINESTRING (46.1346569 24.5927584, 46.1345722 24.5927913)"
1167510608,True,secondary,False,12.331,5390,"LINESTRING (46.1339719 24.5977118, 46.1340298 24.5978094)"
332330975,True,residential,False,220.58400000000003,,"LINESTRING (46.1339719 24.5977118, 46.1353664 24.5970151, 46.1356025 24.5968972, 46.135884 24.5967565)"
114202416,True,tertiary,False,110.134,,"LINESTRING (46.135884 24.5967565, 46.1353662 24.5958851)"
332330975,True,residential,False,13.186,,"LINESTRING (46.135884 24.5967565, 46.1359983 24.5966994)"
114202409,True,tertiary,False,12.677,,"LINESTRING (46.1359983 24.5966994, 46.1360577 24.5967998)"
332330975,True,residential,False,178.493,,"LINESTRING (46.1359983 24.5966994, 46.1375456 24.5959265)"
114202409,True,tertiary,False,123.958,,"LINESTRING (46.1360577 24.5967998, 46.1366378 24.5977819)"
332330976,True,residential,False,13.175,,"LINESTRING (46.1360577 24.5967998, 46.1359434 24.5968567)"
114202416,True,tertiary,False,12.657,,"LINESTRING (46.1359434 24.5968567, 46.135884 24.5967565)"
332330976,True,residential,False,220.578,,"LINESTRING (46.1359434 24.5968567, 46.1340298 24.5978094)"
