osmid,oneway,highway,reversed,length,maxspeed,geometry,lanes,ref,name
497918624,True,tertiary,False,56.444,,"LINESTRING (45.8670039 25.2824099, 45.8665586 25.2821008)",,,
430871137,False,tertiary,False,171.82,30,"LINESTRING (45.8670039 25.2824099, 45.8660282 25.2835585, 45.8659713 25.2836406)",,,
497918390,False,residential,True,74.886,,"LINESTRING (45.8631518 25.2768769, 45.8627592 25.2774492)",,,
497918390,False,residential,False,74.886,,"LINESTRING (45.8627592 25.2774492, 45.8631518 25.2768769)",,,
497918532,False,residential,False,175.609,,"LINESTRING (45.8627592 25.2774492, 45.861257 25.2766436)",,,
497918532,False,residential,True,74.618,,"LINESTRING (45.8627592 25.2774492, 45.863388 25.2778056)",,,
497918540,False,residential,True,51.42,,"LINESTRING (45.8641397 25.2766952, 45.8638727 25.2770896)",,,
497918401,False,residential,False,79.534,,"LINESTRING (45.8673036 25.2768153, 45.8665136 25.2768512)",,,
168131534,True,primary,False,48.84,80,"LINESTRING (45.8665136 25.2768512, 45.8665085 25.2772904)",2,5755,King Abdulaziz Road
497918401,False,residential,True,79.534,,"LINESTRING (45.8665136 25.2768512, 45.8673036 25.2768153)",,,
497918588,False,residential,False,53.483,,"LINESTRING (45.865746 25.2822425, 45.8653082 25.2819693)",,,
497918588,False,residential,True,55.778,,"LINESTRING (45.865746 25.2822425, 45.8662026 25.2825274)",,,
497918594,False,residential,True,125.952,,"LINESTRING (45.865746 25.2822425, 45.8657312 25.2822599, 45.8649887 25.2831448)",,,
497918561,False,residential,False,105.236,,"LINESTRING (45.8593829 25.2831887, 45.8599224 25.2823777)",,,
497918561,False,residential,True,141.118,,"LINESTRING (45.8593829 25.2831887, 45.8586594 25.2842762)",,,
497918562,False,residential,False,68.07,,"LINESTRING (45.8593829 25.2831887, 45.8588048 25.2828701)",,,
497918562,False,residential,True,67.493,,"LINESTRING (45.8593829 25.2831887, 45.8599561 25.2835046)",,,
497918553,False,residential,False,106.225,,"LINESTRING (45.8588048 25.2828701, 45.8593494 25.2820515)",,,
497918553,False,residential,True,141.006,,"LINESTRING (45.8588048 25.2828701, 45.8580818 25.2839567)",,,
497918562,False,residential,False,74.218,,"LINESTRING (45.8588048 25.2828701, 45.8581745 25.2825227)",,,
497918562,False,residential,True,68.07,,"LINESTRING (45.8588048 25.2828701, 45.8593829 25.2831887)",,,
497918563,False,residential,False,65.643,,"LINESTRING (45.8594379 25.2806514, 45.8588812 25.280343)",,,
497918563,False,residential,True,63.137,,"LINESTRING (45.8594379 25.2806514, 45.8599733 25.2809481)",,,
497918577,True,tertiary,False,136.505,,"LINESTRING (45.8594379 25.2806514, 45.8587305 25.2816992)",,,
497918552,False,residential,False,66.552,,"LINESTRING (45.8625568 25.279603, 45.8622131 25.2801145)",,,
497918552,False,residential,True,13.757,,"LINESTRING (45.8625568 25.279603, 45.8626279 25.2794973)",,,
497918624,True,tertiary,False,144.105,,"LINESTRING (45.8625568 25.279603, 45.8613383 25.2789207)",,,
497918596,False,residential,False,14.01,,"LINESTRING (45.8665586 25.2821008, 45.8666425 25.2820002)",,,
497918596,False,residential,True,59.425,,"LINESTRING (45.8665586 25.2821008, 45.8662026 25.2825274)",,,
497918624,True,tertiary,False,109.251,,"LINESTRING (45.8665586 25.2821008, 45.8656967 25.2815025)",,,
497918577,True,tertiary,False,150.64,,"LINESTRING (45.860754 25.2786326, 45.8600077 25.2798073)",,,
497918545,False,residential,False,14.016,,"LINESTRING (45.8674644 25.2827252, 45.8675511 25.2826265)",,,
497918545,False,residential,True,171.264,,"LINESTRING (45.8674644 25.2827252, 45.8664053 25.2839315)",,,
497918624,True,tertiary,False,58.077,,"LINESTRING (45.8674644 25.2827252, 45.8670039 25.2824099)",,,
497918552,False,residential,False,108.595,,"LINESTRING (45.8617579 25.2807917, 45.861197 25.2816263)",,,
497918552,False,residential,True,88.119,,"LINESTRING (45.8617579 25.2807917, 45.8622131 25.2801145)",,,
497918576,False,residential,False,144.225,,"LINESTRING (45.8617579 25.2807917, 45.8605399 25.2801066)",,,
497918576,False,residential,True,57.225,,"LINESTRING (45.8617579 25.2807917, 45.8622412 25.2810635)",,,
497918576,False,residential,False,65.479,,"LINESTRING (45.8600077 25.2798073, 45.8594547 25.2794963)",,,
497918576,False,residential,True,63.016,,"LINESTRING (45.8600077 25.2798073, 45.8605399 25.2801066)",,,
497918577,True,tertiary,False,109.963,,"LINESTRING (45.8600077 25.2798073, 45.8594379 25.2806514)",,,
497918555,False,residential,False,154.816,,"LINESTRING (45.8622412 25.2810635, 45.8630237 25.2798644)",,,
497918555,False,residential,True,108.23,,"LINESTRING (45.8622412 25.2810635, 45.8616942 25.2819018)",,,
497918576,False,residential,False,57.225,,"LINESTRING (45.8622412 25.2810635, 45.8617579 25.2807917)",,,
497918576,False,residential,True,53.344,,"LINESTRING (45.8622412 25.2810635, 45.8626917 25.2813169)",,,
497918546,False,residential,False,102.032,,"LINESTRING (45.8640297 25.2810836, 45.8631528 25.2806218)",,,
497918546,False,residential,True,74.258,,"LINESTRING (45.8640297 25.2810836, 45.8646679 25.2814197)",,,
497918548,False,residential,False,61.196,,"LINESTRING (45.8640297 25.2810836, 45.8643427 25.2806116)",,,
497918548,False,residential,True,30.145,,"LINESTRING (45.8640297 25.2810836, 45.8638755 25.2813161)",,,
497918624,True,tertiary,False,17.99,,"LINESTRING (45.8651801 25.2811428, 45.8650405 25.2810416)",,,
168131534,True,primary,False,193.352,80,"LINESTRING (45.8651801 25.2811428, 45.8645385 25.2817938, 45.8638613 25.2824074)",2,5755,King Abdulaziz Road
168131534,True,primary,False,15.065,80,"LINESTRING (45.8652546 25.2810257, 45.8651919 25.2811308, 45.8651801 25.2811428)",2,5755,King Abdulaziz Road
497918623,True,tertiary,False,66.025,,"LINESTRING (45.8652546 25.2810257, 45.8653038 25.281071, 45.865769 25.2813939)",,,
383512671,True,primary,False,17.368,80,"LINESTRING (45.8650405 25.2810416, 45.8650446 25.2810375, 45.8651237 25.2809049)",2,5755,King Abdulaziz Road
497918624,True,tertiary,False,85.005,,"LINESTRING (45.8650405 25.2810416, 45.8648542 25.2809065, 45.8643427 25.2806116)",,,
497918560,False,residential,False,68.079,,"LINESTRING (45.8586594 25.2842762, 45.8580818 25.2839567)",,,
