osmid,oneway,highway,reversed,length,name,ref,geometry,lanes,maxspeed
132691898,True,tertiary,False,15.832,,,"LINESTRING (38.0664834 24.0910889, 38.0666296 24.0911385)",,
132691903,True,secondary,False,13.045,,,"LINESTRING (38.0664834 24.0910889, 38.0664327 24.0911967)",,
83587774,True,secondary,False,12.381,,,"LINESTRING (38.0618314 24.0894572, 38.0617887 24.0895615)",,
326085907,True,secondary,False,22.922,شارع الحنان,,"LINESTRING (38.0618314 24.0894572, 38.0620419 24.0895318)",,
83587782,True,trunk,False,48.115,King Abdulaziz Road,5,"LINESTRING (38.0653637 24.0865584, 38.0657318 24.086831)",,
223726747,False,unclassified,False,32.956,,,"LINESTRING (38.0653637 24.0865584, 38.0654153 24.0865681, 38.0654557 24.0865586, 38.0655053 24.0865276, 38.0655343 24.0864991, 38.0656035 24.0864013)",,
223726747,False,unclassified,True,37.512,,,"LINESTRING (38.0657318 24.086831, 38.0657074 24.0867884, 38.0656944 24.0867527, 38.0656892 24.0867051, 38.0657087 24.086661, 38.0658032 24.0865307)",,
83587785,True,secondary,False,244.95999999999998,,,"LINESTRING (38.0694989 24.0887139, 38.0690136 24.0890112, 38.0688724 24.0891218, 38.0687358 24.0892517, 38.0684811 24.0895085, 38.0681542 24.0897772, 38.0676693 24.0901387)",,
132916645,True,trunk,False,146.659,King Abdulaziz Road,5,"LINESTRING (38.0694989 24.0887139, 38.0692384 24.0887822, 38.0690075 24.0888041, 38.0687596 24.0887941, 38.0686326 24.0887822, 38.0684563 24.0887538, 38.0680823 24.0886639)",,
132916645,True,trunk,False,67.768,King Abdulaziz Road,5,"LINESTRING (38.0639901 24.0860515, 38.0633574 24.0858571)",,
890900514,True,secondary_link,False,91.831,,,"LINESTRING (38.0639901 24.0860515, 38.0637299 24.0860096, 38.0635591 24.0859986, 38.0634451 24.0860337, 38.0633527 24.0860773, 38.0632818 24.0861223, 38.0631791 24.0862325)",,
132916645,True,trunk,False,48.376,King Abdulaziz Road,5,"LINESTRING (38.0632233 24.085811, 38.0627787 24.0856544)",,
890900512,True,secondary,False,11.587,,,"LINESTRING (38.0632233 24.085811, 38.0632615 24.0857128)",,
132916667,True,secondary,False,16.404,,,"LINESTRING (38.0662405 24.0912889, 38.0662937 24.0911496)",,
227772346,True,secondary_link,False,23.282,,,"LINESTRING (38.0662405 24.0912889, 38.0662418 24.0912152, 38.0662306 24.0911799, 38.0662093 24.0911502, 38.0661609 24.0911047)",,
326085907,True,secondary,False,15.747,شارع الحنان,,"LINESTRING (38.0663381 24.0910393, 38.0664834 24.0910889)",,
132916667,True,secondary,False,21.765,,,"LINESTRING (38.0663381 24.0910393, 38.0663823 24.0909569, 38.0664442 24.0908696)",,
132916667,True,secondary,False,73.209,,,"LINESTRING (38.0664442 24.0908696, 38.0665214 24.0907834, 38.0669258 24.0904727, 38.0669809 24.0904323)",,
83587782,True,trunk,False,14.015,King Abdulaziz Road,5,"LINESTRING (38.0632615 24.0857128, 38.0633912 24.085756)",,
890900512,True,secondary,False,50.276,,,"LINESTRING (38.0632615 24.0857128, 38.0634156 24.0852831)",,
132691903,True,secondary,False,20.443,,,"LINESTRING (38.0664327 24.0911967, 38.0663607 24.0913684)",,
132921115,True,secondary,False,15.05,شارع الحنان,,"LINESTRING (38.0664327 24.0911967, 38.0662937 24.0911496)",,
132916667,True,secondary,False,13.067,,,"LINESTRING (38.0662937 24.0911496, 38.0663381 24.0910393)",,
132921115,True,secondary,False,14.375,شارع الحنان,,"LINESTRING (38.0662937 24.0911496, 38.0661609 24.0911047)",,
143412293,False,residential,True,61.981,,,"LINESTRING (38.0621651 24.084734, 38.0619385 24.0852516)",,
143412312,False,residential,False,128.843,,,"LINESTRING (38.0621651 24.084734, 38.063364 24.0851143)",,
132921114,True,secondary,False,71.002,,,"LINESTRING (38.0625533 24.0872697, 38.0627953 24.0866706)",,
132921114,True,secondary,False,68.02,,,"LINESTRING (38.0627953 24.0866706, 38.0630657 24.0861109)",,
143412312,False,residential,True,128.843,,,"LINESTRING (38.063364 24.0851143, 38.0621651 24.084734)",,
83587782,True,trunk,False,98.429,King Abdulaziz Road,5,"LINESTRING (38.0619385 24.0852516, 38.0628443 24.0855674)",,
143412293,False,residential,False,61.981,,,"LINESTRING (38.0619385 24.0852516, 38.0621651 24.084734)",,
132921114,True,secondary,False,63.416,,,"LINESTRING (38.0623372 24.0878048, 38.0625533 24.0872697)",,
223726751,False,unclassified,False,21.473,,,"LINESTRING (38.0637937 24.0901527, 38.0639876 24.0900755)",,
326085907,True,secondary,False,62.634,شارع الحنان,,"LINESTRING (38.0637937 24.0901527, 38.0640518 24.0902442, 38.0643698 24.0903544)",,
143412381,False,residential,False,67.239,,,"LINESTRING (38.0636773 24.0867028, 38.0630605 24.0864824)",,
143412381,False,residential,True,59.971,,,"LINESTRING (38.0636773 24.0867028, 38.064234 24.0868833)",,
143412383,False,residential,True,87.057,,,"LINESTRING (38.0636773 24.0867028, 38.0633783 24.0874366)",,
143412381,False,residential,False,59.971,,,"LINESTRING (38.064234 24.0868833, 38.0636773 24.0867028)",,
143412382,False,residential,False,87.471,,,"LINESTRING (38.064234 24.0868833, 38.0639255 24.0876178)",,
143412382,False,residential,True,75.764,,,"LINESTRING (38.064234 24.0868833, 38.0645012 24.0862471)",,
143412382,False,residential,False,75.764,,,"LINESTRING (38.0645012 24.0862471, 38.064234 24.0868833)",,
132916645,True,trunk,False,56.260000000000005,King Abdulaziz Road,5,"LINESTRING (38.0645012 24.0862471, 38.0644482 24.0862253, 38.0639901 24.0860515)",,
143412382,False,residential,False,72.725,,,"LINESTRING (38.0639255 24.0876178, 38.0646016 24.0878341)",,
143412382,False,residential,True,87.471,,,"LINESTRING (38.0639255 24.0876178, 38.064234 24.0868833)",,
143412383,False,residential,False,59.089,,,"LINESTRING (38.0639255 24.0876178, 38.0633783 24.0874366)",,
83587774,True,secondary,False,164.742,,,"LINESTRING (38.0630605 24.0864824, 38.0624819 24.0878666)",,
143412381,False,residential,True,67.239,,,"LINESTRING (38.0630605 24.0864824, 38.0636773 24.0867028)",,
83587774,True,secondary,False,123.714,,,"LINESTRING (38.0624819 24.0878666, 38.0620556 24.0889089)",,
143412389,False,residential,False,69.39,,,"LINESTRING (38.0624819 24.0878666, 38.0631219 24.0880858)",,
143412382,False,residential,True,72.725,,,"LINESTRING (38.0646016 24.0878341, 38.0639255 24.0876178)",,
143412384,True,residential,False,73.972,,,"LINESTRING (38.0646016 24.0878341, 38.0648527 24.0872096)",,
143412385,False,residential,False,69.181,,,"LINESTRING (38.0634808 24.0888053, 38.0641177 24.0890267)",,
143412385,False,residential,True,62.365,,,"LINESTRING (38.0634808 24.0888053, 38.0629062 24.0886068)",,
143412386,False,residential,False,55.664,,,"LINESTRING (38.0634808 24.0888053, 38.0632876 24.0892738)",,
143412385,False,residential,False,62.365,,,"LINESTRING (38.0629062 24.0886068, 38.0634808 24.0888053)",,
143412385,False,residential,True,58.383,,,"LINESTRING (38.0629062 24.0886068, 38.0627016 24.0890975)",,
143412388,False,residential,False,61.932,,,"LINESTRING (38.0629062 24.0886068, 38.0631219 24.0880858)",,
143412384,True,residential,False,76.311,,,"LINESTRING (38.0643433 24.0884786, 38.0646016 24.0878341)",,
143412389,False,residential,True,131.455,,,"LINESTRING (38.0643433 24.0884786, 38.0631219 24.0880858)",,
223002370,False,residential,False,11.646,,,"LINESTRING (38.0643433 24.0884786, 38.064451 24.0885147)",,
143412384,True,residential,False,64.843,,,"LINESTRING (38.0636772 24.0901103, 38.063903 24.0895648)",,
326085907,True,secondary,False,12.731,شارع الحنان,,"LINESTRING (38.0636772 24.0901103, 38.0637937 24.0901527)",,
143412385,False,residential,False,58.383,,,"LINESTRING (38.0627016 24.0890975, 38.0629062 24.0886068)",,
143412385,False,residential,True,68.848,,,"LINESTRING (38.0627016 24.0890975, 38.0620556 24.0889089)",,
223726763,False,residential,False,62.633,,,"LINESTRING (38.0627016 24.0890975, 38.0632876 24.0892738)",,
83587774,True,secondary,False,42.339,,,"LINESTRING (38.0620556 24.0889089, 38.0619088 24.0892653)",,
143412385,False,residential,False,68.848,,,"LINESTRING (38.0620556 24.0889089, 38.0627016 24.0890975)",,
143412385,False,residential,True,12.185,,,"LINESTRING (38.0642295 24.0890666, 38.0641177 24.0890267)",,
143412387,True,residential,False,49.972,,,"LINESTRING (38.0642295 24.0890666, 38.0640602 24.0894886)",,
143413321,False,residential,True,63.899,,,"LINESTRING (38.061985 24.090879, 38.0625724 24.0910856)",,
143413353,False,residential,True,65.256,,,"LINESTRING (38.061985 24.090879, 38.0622176 24.0903319)",,
143413336,False,residential,False,97.124,,,"LINESTRING (38.0676693 24.0901387, 38.068558 24.0904623)",,
83587785,True,secondary,False,145.27900000000002,,,"LINESTRING (38.0676693 24.0901387, 38.0673639 24.0903663, 38.0666423 24.0908708, 38.0665845 24.0909251, 38.066558 24.0909584)",,
143413360,False,residential,False,58.865,,,"LINESTRING (38.0658348 24.0909919, 38.0655907 24.0914721)",,
132921115,True,secondary,False,220.235,شارع الحنان,,"LINESTRING (38.0658348 24.0909919, 38.0648626 24.0906518, 38.0638108 24.0902786)",,
143413324,False,residential,False,58.693,,,"LINESTRING (38.066644 24.0923814, 38.0671852 24.0925672)",,
143413324,False,residential,True,67.155,,,"LINESTRING (38.066644 24.0923814, 38.0660247 24.092169)",,
143413350,False,residential,False,185.918,,,"LINESTRING (38.066644 24.0923814, 38.0668384 24.0919075, 38.0680496 24.0922775)",,
143413336,False,residential,True,75.299,,,"LINESTRING (38.0707383 24.0912562, 38.0700493 24.0910053)",,
143413340,False,residential,False,133.734,,,"LINESTRING (38.0707383 24.0912562, 38.0702596 24.0923767)",,
143413325,False,residential,False,233.598,,,"LINESTRING (38.0707383 24.0912562, 38.0708116 24.0909981, 38.0708617 24.0907028, 38.0709018 24.0903743, 38.0709038 24.0900378, 38.0708717 24.0896093, 38.0707965 24.0891759)",,
132921117,True,tertiary,False,65.134,,,"LINESTRING (38.0688151 24.0920078, 38.0682139 24.0918031)",,
143413351,False,residential,True,58.693,,,"LINESTRING (38.0688151 24.0920078, 38.0686216 24.0925052)",,
143413324,False,residential,False,74.064,,,"LINESTRING (38.0671852 24.0925672, 38.0678682 24.0928015)",,
143413324,False,residential,True,58.693,,,"LINESTRING (38.0671852 24.0925672, 38.066644 24.0923814)",,
143413359,False,residential,False,58.666,,,"LINESTRING (38.0671852 24.0925672, 38.0669811 24.0930608)",,
143413325,False,residential,True,93.471,,,"LINESTRING (38.0704901 24.0883832, 38.0707965 24.0891759)",,
"[326180155, 132916645]",True,trunk,False,107.234,"['طريق الملك عبدالعزيز', 'King Abdulaziz Road']",5,"LINESTRING (38.0704901 24.0883832, 38.0698851 24.0885627, 38.0694989 24.0887139)",3,90
143413340,False,residential,True,133.734,,,"LINESTRING (38.0702596 24.0923767, 38.0707383 24.0912562)",,
143413344,False,residential,True,58.07,,,"LINESTRING (38.0710491 24.093337, 38.0712288 24.0928412)",,
132921117,True,tertiary,False,170.99,,,"LINESTRING (38.0682139 24.0918031, 38.0666356 24.0912658)",,
143413337,False,residential,True,55.325,,,"LINESTRING (38.0682139 24.0918031, 38.0680496 24.0922775)",,
143413354,False,residential,False,93.341,,,"LINESTRING (38.0625468 24.0911485, 38.0633977 24.0914667)",,
143413354,False,residential,True,7.461,,,"LINESTRING (38.0625468 24.0911485, 38.0625724 24.0910856)",,
224708994,False,residential,True,100.035,,,"LINESTRING (38.0625468 24.0911485, 38.0621682 24.0919791)",,
143413324,False,residential,False,61.054,,,"LINESTRING (38.0678682 24.0928015, 38.0684312 24.0929947)",,
143413324,False,residential,True,74.064,,,"LINESTRING (38.0678682 24.0928015, 38.0671852 24.0925672)",,
143413337,False,residential,False,61.107,,,"LINESTRING (38.0678682 24.0928015, 38.0680496 24.0922775)",,
143413330,False,residential,True,57.856,,,"LINESTRING (38.0705288 24.0925976, 38.0703405 24.0930887)",,
132921117,True,tertiary,False,185.909,,,"LINESTRING (38.0705288 24.0925976, 38.0696725 24.0922997, 38.0688151 24.0920078)",,
143413332,False,residential,False,126.146,,,"LINESTRING (38.0669811 24.0930608, 38.065828 24.0926378)",,
143413359,False,residential,True,58.666,,,"LINESTRING (38.0669811 24.0930608, 38.0671852 24.0925672)",,
143413351,False,residential,False,58.693,,,"LINESTRING (38.0686216 24.0925052, 38.0688151 24.0920078)",,
143413351,False,residential,True,57.76,,,"LINESTRING (38.0686216 24.0925052, 38.0684312 24.0929947)",,
143413357,False,residential,False,186.156,,,"LINESTRING (38.0686216 24.0925052, 38.0703405 24.0930887)",,
143413332,False,residential,True,126.146,,,"LINESTRING (38.065828 24.0926378, 38.0669811 24.0930608)",,
143413354,False,residential,False,64.896,,,"LINESTRING (38.0630149 24.0899962, 38.0627926 24.0905434)",,
132921115,True,secondary,False,108.932,شارع الحنان,,"LINESTRING (38.0630149 24.0899962, 38.062527 24.0898231, 38.0620146 24.0896415)",,
143413348,False,residential,True,138.718,,,"LINESTRING (38.0681007 24.0916379, 38.068558 24.0904623)",,
132691898,True,tertiary,False,234.04199999999997,,,"LINESTRING (38.0681007 24.0916379, 38.0697336 24.0921922, 38.0702596 24.0923767)",,
132916667,True,secondary,False,127.745,,,"LINESTRING (38.0657917 24.0923622, 38.0662405 24.0912889)",,
143413354,False,residential,True,60.218,,,"LINESTRING (38.0657917 24.0923622, 38.0652428 24.0921568)",,
143413330,False,residential,False,57.856,,,"LINESTRING (38.0703405 24.0930887, 38.0705288 24.0925976)",,
143413357,False,residential,True,186.156,,,"LINESTRING (38.0703405 24.0930887, 38.0686216 24.0925052)",,
143413321,False,residential,False,63.899,,,"LINESTRING (38.0625724 24.0910856, 38.061985 24.090879)",,
143413354,False,residential,False,7.461,,,"LINESTRING (38.0625724 24.0910856, 38.0625468 24.0911485)",,
143413354,False,residential,True,64.3,,,"LINESTRING (38.0625724 24.0910856, 38.0627926 24.0905434)",,
143413337,False,residential,False,55.325,,,"LINESTRING (38.0680496 24.0922775, 38.0682139 24.0918031)",,
143413337,False,residential,True,61.107,,,"LINESTRING (38.0680496 24.0922775, 38.0678682 24.0928015)",,
143413350,False,residential,True,185.918,,,"LINESTRING (38.0680496 24.0922775, 38.0668384 24.0919075, 38.066644 24.0923814)",,
143413319,False,residential,False,62.928,,,"LINESTRING (38.0627926 24.0905434, 38.0622176 24.0903319)",,
143413354,False,residential,False,64.3,,,"LINESTRING (38.0627926 24.0905434, 38.0625724 24.0910856)",,
143413354,False,residential,True,64.896,,,"LINESTRING (38.0627926 24.0905434, 38.0630149 24.0899962)",,
143413354,False,residential,False,60.218,,,"LINESTRING (38.0652428 24.0921568, 38.0657917 24.0923622)",,
143413354,False,residential,True,77.006,,,"LINESTRING (38.0652428 24.0921568, 38.0645408 24.0918943)",,
143413360,False,residential,True,83.927,,,"LINESTRING (38.0652428 24.0921568, 38.0655907 24.0914721)",,
143413319,False,residential,True,62.928,,,"LINESTRING (38.0622176 24.0903319, 38.0627926 24.0905434)",,
143413353,False,residential,False,65.256,,,"LINESTRING (38.0622176 24.0903319, 38.061985 24.090879)",,
143413324,False,residential,False,76.039,,,"LINESTRING (38.0684312 24.0929947, 38.0691324 24.0932353)",,
143413324,False,residential,True,61.054,,,"LINESTRING (38.0684312 24.0929947, 38.0678682 24.0928015)",,
143413351,False,residential,False,57.76,,,"LINESTRING (38.0684312 24.0929947, 38.0686216 24.0925052)",,
132691903,True,secondary,False,55.821,,,"LINESTRING (38.0660247 24.092169, 38.065828 24.0926378)",,
143413324,False,residential,False,67.155,,,"LINESTRING (38.0660247 24.092169, 38.066644 24.0923814)",,
143413336,False,residential,False,36.515,,,"LINESTRING (38.068558 24.0904623, 38.0688921 24.090584)",,
143413336,False,residential,True,97.124,,,"LINESTRING (38.068558 24.0904623, 38.0676693 24.0901387)",,
143413348,False,residential,False,138.718,,,"LINESTRING (38.068558 24.0904623, 38.0681007 24.0916379)",,
132921117,True,tertiary,False,76.044,,,"LINESTRING (38.0712288 24.0928412, 38.0705288 24.0925976)",,
143413344,False,residential,False,58.07,,,"LINESTRING (38.0712288 24.0928412, 38.0710491 24.093337)",,
143413325,False,residential,False,93.471,,,"LINESTRING (38.0707965 24.0891759, 38.0704901 24.0883832)",,
143413349,False,residential,False,77.342,,,"LINESTRING (38.0707965 24.0891759, 38.0701413 24.0895309)",,
143413325,False,residential,True,233.59799999999998,,,"LINESTRING (38.0707965 24.0891759, 38.0708717 24.0896093, 38.0709038 24.0900378, 38.0709018 24.0903743, 38.0708617 24.0907028, 38.0708116 24.0909981, 38.0707383 24.0912562)",,
132916645,True,trunk,False,354.988,King Abdulaziz Road,5,"LINESTRING (38.0680823 24.0886639, 38.0676452 24.0885165, 38.067346 24.0883835, 38.0670822 24.088229, 38.0668263 24.0880349, 38.0665586 24.0878013, 38.0656935 24.0869768, 38.0653641 24.0867228)",,
143412384,True,residential,False,65.107,,,"LINESTRING (38.0641177 24.0890267, 38.0643433 24.0884786)",,
143412385,False,residential,False,12.185,,,"LINESTRING (38.0641177 24.0890267, 38.0642295 24.0890666)",,
143412385,False,residential,True,69.181,,,"LINESTRING (38.0641177 24.0890267, 38.0634808 24.0888053)",,
143412387,True,residential,False,65.358,,,"LINESTRING (38.064451 24.0885147, 38.0642295 24.0890666)",,
223002370,False,residential,False,74.947,,,"LINESTRING (38.064451 24.0885147, 38.06514 24.0887569)",,
223002370,False,residential,True,11.646,,,"LINESTRING (38.064451 24.0885147, 38.0643433 24.0884786)",,
143412387,True,residential,False,150.502,,,"LINESTRING (38.064961 24.0872438, 38.064451 24.0885147)",,
223002370,False,residential,True,83.01,,,"LINESTRING (38.064961 24.0872438, 38.0655601 24.0877519)",,
223002371,False,residential,False,11.633,,,"LINESTRING (38.064961 24.0872438, 38.0648527 24.0872096)",,
143412384,True,residential,False,47.811,,,"LINESTRING (38.0648527 24.0872096, 38.0650201 24.0868077)",,
223002371,False,residential,True,11.633,,,"LINESTRING (38.0648527 24.0872096, 38.064961 24.0872438)",,
223002370,False,residential,False,83.01,,,"LINESTRING (38.0655601 24.0877519, 38.064961 24.0872438)",,
223002372,False,residential,False,119.611,,,"LINESTRING (38.0655601 24.0877519, 38.06514 24.0887569)",,
