osmid,oneway,ref,highway,maxspeed,reversed,length,geometry
157407346,True,5060,secondary,70,False,187.10899999999998,"LINESTRING (47.164602 23.9938679, 47.1646008 23.9941304, 47.1646046 23.9945491, 47.1646138 23.994963, 47.1646378 23.9955501)"
131625152,False,,residential,,False,196.224,"LINESTRING (47.1645695 23.9929931, 47.166501 23.9930096)"
157407346,True,5060,secondary,70,False,6.32,"LINESTRING (47.1645695 23.9929931, 47.1645738 23.9930498)"
131625152,False,,residential,,False,206.025,"LINESTRING (47.166501 23.9930096, 47.1685287 23.9930444)"
131625152,False,,residential,,True,196.224,"LINESTRING (47.166501 23.9930096, 47.1645695 23.9929931)"
426189017,True,,secondary,,False,305.1840000000001,"LINESTRING (47.1644077 23.9935164, 47.1642933 23.9935566, 47.1642433 23.9935673, 47.1629818 23.9936745, 47.1628333 23.9936901, 47.1626848 23.9937107, 47.1625273 23.993737, 47.162384 23.9937653, 47.1622422 23.9938021, 47.1620209 23.9938687, 47.1617567 23.9939483, 47.1614801 23.9940503)"
426189018,True,,secondary,,False,48.573,"LINESTRING (47.1644077 23.9935164, 47.164512 23.9935504, 47.1645331 23.9935671, 47.1645445 23.993581, 47.1645511 23.9936015, 47.1645544 23.9936795, 47.164602 23.9938679)"
157407346,True,5060,secondary,70,False,48.546,"LINESTRING (47.1645738 23.9930498, 47.1646091 23.9931456, 47.1646152 23.9931854, 47.1646286 23.9934286, 47.1646286 23.9934804)"
426189017,True,,secondary,,False,57.902,"LINESTRING (47.1645738 23.9930498, 47.164546 23.993152, 47.1645366 23.9931863, 47.1645325 23.993223, 47.1645339 23.9933713, 47.1645285 23.9934117, 47.1645071 23.9934411, 47.1644722 23.9934767, 47.1644077 23.9935164)"
426189018,True,,secondary,,False,101.734,"LINESTRING (47.1614601 23.9939765, 47.1616116 23.9939177, 47.1617833 23.9938577, 47.162022 23.9937854, 47.1623023 23.993707, 47.1624074 23.9936828)"
810278916,False,,residential,,True,88.018,"LINESTRING (47.1614601 23.9939765, 47.1612349 23.9933063, 47.1611363 23.993315)"
810256727,False,,residential,,False,47.398,"LINESTRING (47.1646378 23.9955501, 47.1651014 23.9955982)"
810262256,False,,residential,,False,71.103,"LINESTRING (47.1686387 23.9936759, 47.1685287 23.9930444)"
131625152,False,,residential,,True,206.025,"LINESTRING (47.1685287 23.9930444, 47.166501 23.9930096)"
810262256,False,,residential,,True,71.103,"LINESTRING (47.1685287 23.9930444, 47.1686387 23.9936759)"
157407346,True,5060,secondary,70,False,57.645,"LINESTRING (47.1645352 23.9924757, 47.1645485 23.9926191, 47.1645695 23.9929931)"
810256727,False,,residential,,False,199.273,"LINESTRING (47.1651014 23.9955982, 47.1670505 23.9958005)"
810256727,False,,residential,,True,47.398,"LINESTRING (47.1651014 23.9955982, 47.1646378 23.9955501)"
810262054,False,,residential,,True,76.827,"LINESTRING (47.1651014 23.9955982, 47.1651072 23.9949073)"
810256727,False,,residential,,True,109.036,"LINESTRING (47.168117 23.9959111, 47.1670505 23.9958005)"
810262055,False,,residential,,False,76.218,"LINESTRING (47.168117 23.9959111, 47.1681656 23.9952271)"
810262055,False,,residential,,True,63.949,"LINESTRING (47.1682671 23.9937991, 47.1682263 23.994373)"
810261875,True,,residential,,False,148.053,"LINESTRING (47.1682671 23.9937991, 47.1680122 23.9937915, 47.1668107 23.9937497)"
810262054,False,,residential,,False,69.065,"LINESTRING (47.1651125 23.9942862, 47.1651072 23.9949073)"
810262054,False,,residential,,True,67.798,"LINESTRING (47.1651125 23.9942862, 47.1651176 23.9936765)"
810262056,False,,residential,,False,171.781,"LINESTRING (47.1651125 23.9942862, 47.1668027 23.9943333)"
810262055,False,,residential,,False,63.949,"LINESTRING (47.1682263 23.994373, 47.1682671 23.9937991)"
810262055,False,,residential,,True,79.271,"LINESTRING (47.1682263 23.994373, 47.1681757 23.9950844)"
