osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,junction
172519891,B76,Ferguson Street,primary,False,True,10.021,,,"LINESTRING (151.7385675 -29.7356712, 151.7384652 -29.735656)",,
"[172519882, 175079831]",A15;B76,Church Street,trunk,True,False,184.604,1,60,"LINESTRING (151.7385675 -29.7356712, 151.7384708 -29.7361962, 151.7383289 -29.7371189, 151.738326 -29.7371907, 151.7383399 -29.7373159)",,
435947475,,Bourke Street,residential,False,False,12.76,,40,"LINESTRING (151.7378176 -29.7394413, 151.7379478 -29.739461)",,
435947478,,Bourke Street,residential,True,False,226.561,,40,"LINESTRING (151.7378176 -29.7394413, 151.737395 -29.7394462, 151.736906 -29.739373, 151.7358038 -29.739208, 151.7356491 -29.7391853, 151.73561 -29.7391795, 151.7354973 -29.7391791)",,
"[1120749586, 435947581]",A15,Church Street,trunk,True,False,224.95100000000002,1,60,"LINESTRING (151.7378176 -29.7394413, 151.7378927 -29.7389801, 151.7379281 -29.7387624, 151.7379568 -29.7385864, 151.7379895 -29.7383467, 151.7380399 -29.7379762, 151.738089 -29.737616, 151.7381137 -29.7374348)",,
172519943,,East Avenue,residential,False,False,232.032,,,"LINESTRING (151.7337029 -29.7388481, 151.7337236 -29.7387368, 151.7340862 -29.7367881)",,
172519943,,East Avenue,residential,False,True,211.832,,,"LINESTRING (151.7337029 -29.7388481, 151.7336808 -29.7389726, 151.733618 -29.7393271, 151.7333889 -29.7406206, 151.7333693 -29.740731)",,
"[435947473, 435947474, 172519953]",,Bourke Street,residential,False,True,144.063,,,"LINESTRING (151.7337029 -29.7388481, 151.7332137 -29.7387735, 151.732976 -29.7387376, 151.7322307 -29.7386376)",yes,
435947477,,Bourke Street,residential,True,False,158.56699999999998,,,"LINESTRING (151.7337029 -29.7388481, 151.7339577 -29.7388418, 151.7350286 -29.7390068, 151.7351956 -29.739027, 151.7352144 -29.7390293, 151.7353259 -29.7390401)",,
435947801,B76,Ferguson Street,primary,False,False,121.844,,50,"LINESTRING (151.7344097 -29.7350836, 151.7356547 -29.7352625)",,
172519943,,East Avenue,residential,False,True,192.097,,,"LINESTRING (151.7344097 -29.7350836, 151.7343869 -29.735201, 151.734115 -29.7366061, 151.7340862 -29.7367881)",,
"[1204782928, 435947801, 435947777]",B76,Ferguson Street,primary,False,True,144.807,,50,"LINESTRING (151.7344097 -29.7350836, 151.7338048 -29.7349966, 151.7336652 -29.7349766, 151.7329298 -29.7348724)",yes,
721201193,,East Avenue,residential,False,True,120.499,,,"LINESTRING (151.7344097 -29.7350836, 151.734475 -29.734811, 151.7345381 -29.7345048, 151.7346092 -29.7340145)",,
103634362,,West Avenue,residential,False,False,191.86599999999999,,,"LINESTRING (151.7326174 -29.7365764, 151.7329118 -29.7349871, 151.7329298 -29.7348724)",,
103634362,,West Avenue,residential,False,True,232.226,,,"LINESTRING (151.7326174 -29.7365764, 151.7322573 -29.7385231, 151.7322307 -29.7386376)",,
"[172519962, 435948275, 435948276]",,Meade Street,residential,False,True,143.757,,,"LINESTRING (151.7326174 -29.7365764, 151.7328138 -29.7366047, 151.733093 -29.7366449, 151.7332178 -29.7366629, 151.7340862 -29.7367881)",yes,
103634362,,West Avenue,residential,False,True,191.86599999999999,,,"LINESTRING (151.7329298 -29.7348724, 151.7329118 -29.7349871, 151.7326174 -29.7365764)",,
"[1204782928, 435947777, 435947801]",B76,Ferguson Street,primary,False,False,144.807,,50,"LINESTRING (151.7329298 -29.7348724, 151.7336652 -29.7349766, 151.7338048 -29.7349966, 151.7344097 -29.7350836)",yes,
1204782928,B76,Ferguson Street,primary,False,True,233.793,,50,"LINESTRING (151.7329298 -29.7348724, 151.7317462 -29.7347048, 151.7314192 -29.7346585, 151.73054 -29.734534)",,
1204782928,B76,Ferguson Street,primary,False,False,233.793,,50,"LINESTRING (151.73054 -29.734534, 151.7314192 -29.7346585, 151.7317462 -29.7347048, 151.7329298 -29.7348724)",,
172519943,,East Avenue,residential,False,False,192.097,,,"LINESTRING (151.7340862 -29.7367881, 151.734115 -29.7366061, 151.7343869 -29.735201, 151.7344097 -29.7350836)",,
172519943,,East Avenue,residential,False,True,232.032,,,"LINESTRING (151.7340862 -29.7367881, 151.7337236 -29.7387368, 151.7337029 -29.7388481)",,
"[172519962, 435948275, 435948276]",,Meade Street,residential,False,False,143.757,,,"LINESTRING (151.7340862 -29.7367881, 151.7332178 -29.7366629, 151.733093 -29.7366449, 151.7328138 -29.7366047, 151.7326174 -29.7365764)",yes,
435948277,,Meade Street,residential,True,False,157.267,,,"LINESTRING (151.7340862 -29.7367881, 151.7344915 -29.7367888, 151.7353802 -29.7369176, 151.7356064 -29.7369505, 151.7356983 -29.7369639)",,
144682660,A15,Church Street,trunk,True,False,9.338,1,60,"LINESTRING (151.7374565 -29.74136, 151.7374688 -29.7412767)",,
97945694,,Wentworth Street,residential,True,False,46.665,,50,"LINESTRING (151.7374565 -29.74136, 151.7373051 -29.741337, 151.737045 -29.7412976, 151.7369953 -29.7412604)",,
172519943,,East Avenue,residential,False,False,211.832,,,"LINESTRING (151.7333693 -29.740731, 151.7333889 -29.7406206, 151.733618 -29.7393271, 151.7336808 -29.7389726, 151.7337029 -29.7388481)",,
435948864,,Wentworth Street,residential,False,False,49.013,,50,"LINESTRING (151.7333693 -29.740731, 151.7338507 -29.7408069, 151.7338688 -29.7408097)",,
"[435948864, 435948861, 435948870]",,Wentworth Street,residential,False,True,146.659,,50,"LINESTRING (151.7333693 -29.740731, 151.7328162 -29.7406565, 151.7326685 -29.7406366, 151.7318681 -29.7405296)",yes,
103634362,,West Avenue,residential,False,False,213.278,,,"LINESTRING (151.7318681 -29.7405296, 151.7318896 -29.7404046, 151.7322058 -29.7387543, 151.7322307 -29.7386376)",,
"[435948864, 435948861, 435948870]",,Wentworth Street,residential,False,False,146.659,,50,"LINESTRING (151.7318681 -29.7405296, 151.7326685 -29.7406366, 151.7328162 -29.7406565, 151.7333693 -29.740731)",yes,
103634362,,West Avenue,residential,False,False,232.226,,,"LINESTRING (151.7322307 -29.7386376, 151.7322573 -29.7385231, 151.7326174 -29.7365764)",,
103634362,,West Avenue,residential,False,True,213.278,,,"LINESTRING (151.7322307 -29.7386376, 151.7322058 -29.7387543, 151.7318896 -29.7404046, 151.7318681 -29.7405296)",,
"[172519953, 435947474, 435947473]",,Bourke Street,residential,False,False,144.063,,,"LINESTRING (151.7322307 -29.7386376, 151.732976 -29.7387376, 151.7332137 -29.7387735, 151.7337029 -29.7388481)",yes,
435947973,,Grey Street,residential,True,False,29.479,,,"LINESTRING (151.7360611 -29.7352332, 151.7361755 -29.7349874)",,
172519975,B76,,primary,True,False,12.114,,40,"LINESTRING (151.7360611 -29.7352332, 151.7361272 -29.7352233, 151.7361817 -29.7352415)",,roundabout
435947585,A15,Church Street,trunk,True,False,233.647,1,60,"LINESTRING (151.7389112 -29.7335944, 151.7389214 -29.7337274, 151.7385675 -29.7356712)",,
172519975,B76,,primary,True,False,4.78,,40,"LINESTRING (151.7360223 -29.7352599, 151.7360611 -29.7352332)",,roundabout
172519975,B76,,primary,True,False,4.461,,40,"LINESTRING (151.7361817 -29.7352415, 151.7362135 -29.7352706)",,roundabout
435947792,B76,Ferguson Street,primary,True,False,36.769,,50,"LINESTRING (151.7360117 -29.7353776, 151.7356547 -29.7352625)",,
172519975,B76,,primary,True,False,13.764,,40,"LINESTRING (151.7360117 -29.7353776, 151.7359959 -29.7353146, 151.7360223 -29.7352599)",,roundabout
172519975,B76,,primary,True,False,5.01,,40,"LINESTRING (151.7362066 -29.7353883, 151.7361665 -29.7354169)",,roundabout
172519975,B76,,primary,True,False,3.453,,40,"LINESTRING (151.7360344 -29.7354016, 151.7360117 -29.7353776)",,roundabout
