osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,junction,lanes
223087976,Albert Street,tertiary,60,False,True,12.033,,"LINESTRING (145.9301283 -38.1589323, 145.9299979 -38.1588977)",,
"[375634158, 223087975]",Victoria Street,secondary,"['60', '50']",True,False,87.468,C425,"LINESTRING (145.9301283 -38.1589323, 145.9299885 -38.1593044, 145.929964 -38.1593732, 145.9299543 -38.1594244, 145.9299521 -38.1594811, 145.9299524 -38.1595548, 145.9299589 -38.1596997)",,
663782324,Albert Street,tertiary,60,False,False,195.299,,"LINESTRING (145.9301283 -38.1589323, 145.9308943 -38.1591222, 145.9321046 -38.1594344, 145.9322498 -38.1594809)",,
35572730,Albert Street,tertiary,60,False,False,118.039,,"LINESTRING (145.9287263 -38.1585411, 145.9299979 -38.1588977)",,
35572730,Albert Street,tertiary,60,False,True,46.08,,"LINESTRING (145.9287263 -38.1585411, 145.9282257 -38.1584115)",,
35572774,Witton Street,residential,50,False,False,145.121,,"LINESTRING (145.9287263 -38.1585411, 145.9289575 -38.1579078, 145.9290137 -38.1577584, 145.9290445 -38.1577305, 145.929083 -38.1577038, 145.9291532 -38.1576824, 145.9292093 -38.1576808, 145.9293449 -38.1577014, 145.9295991 -38.1577243)",,
711983819,Albert Street,tertiary,60,False,False,125.174,,"LINESTRING (145.9369269 -38.1606923, 145.9382791 -38.1610622)",,
711983819,Albert Street,tertiary,60,False,True,32.816,,"LINESTRING (145.9369269 -38.1606923, 145.9365701 -38.1606007)",,
711983819,Albert Street,tertiary,60,False,False,14.038,,"LINESTRING (145.9382791 -38.1610622, 145.9384316 -38.1611017)",,
711983819,Albert Street,tertiary,60,False,True,125.174,,"LINESTRING (145.9382791 -38.1610622, 145.9369269 -38.1606923)",,
663782322,Witton Street,residential,,False,True,10.924,,"LINESTRING (145.9305491 -38.1579479, 145.9304242 -38.1579453)",,
699793263,Craig Street,residential,,False,False,90.169,,"LINESTRING (145.9305491 -38.1579479, 145.9315246 -38.158211)",,
375634156,Victoria Street,secondary,60,True,False,115.492,C425,"LINESTRING (145.9305491 -38.1579479, 145.9303308 -38.1584743, 145.9303049 -38.1585306, 145.93026 -38.1586286, 145.9302097 -38.1587356, 145.9301283 -38.1589323)",,
44749694,MacArthur Street,residential,,False,False,103.413,,"LINESTRING (145.9375004 -38.1565523, 145.9376883 -38.1556341)",,
45163916,Clifford Street,residential,,False,False,110.86,,"LINESTRING (145.9375004 -38.1565523, 145.9372197 -38.1565253, 145.9371106 -38.1565095, 145.9370427 -38.15649, 145.9369629 -38.1564599, 145.9368063 -38.1564058, 145.9366855 -38.1563733, 145.9365797 -38.1563502, 145.9362812 -38.1563015)",,
45163916,Clifford Street,residential,,False,False,108.457,,"LINESTRING (145.9333877 -38.1559468, 145.9321579 -38.1558195)",,
699793260,Smith Street,residential,,False,False,110.767,,"LINESTRING (145.9333877 -38.1559468, 145.9332145 -38.1569336)",,
699793260,Smith Street,residential,,False,True,52.393,,"LINESTRING (145.9333877 -38.1559468, 145.9335048 -38.1554847)",,
45163916,Clifford Street,residential,,False,True,256.052,,"LINESTRING (145.9333877 -38.1559468, 145.9347593 -38.1561149, 145.9362812 -38.1563015)",,
45163916,Clifford Street,residential,,False,True,108.457,,"LINESTRING (145.9321579 -38.1558195, 145.9333877 -38.1559468)",,
663782325,Clifford Street,residential,,False,False,17.842,,"LINESTRING (145.9321579 -38.1558195, 145.9319555 -38.1557991)",,
223087977,Victoria Street,secondary,60,True,False,148.72699999999998,C425,"LINESTRING (145.9321579 -38.1558195, 145.9313295 -38.1563619, 145.9312888 -38.1563913, 145.9312465 -38.1564253, 145.9312112 -38.1564605, 145.9311824 -38.1565002, 145.9311536 -38.1565526, 145.931044 -38.1567886)",,
663782323,Clifford Street,residential,,False,True,82.8,,"LINESTRING (145.9280022 -38.1553213, 145.9289404 -38.1554224)",,
220666020,Smith Street,tertiary,50,True,False,13.969,,"LINESTRING (145.9321228 -38.1605921, 145.9320743 -38.1607118)",,
699816226,Barkly Street,residential,,True,False,17.902,,"LINESTRING (145.9321228 -38.1605921, 145.932307 -38.1606624)",,
220666019,Mason Street,residential,,False,False,112.382,,"LINESTRING (145.9341766 -38.1611503, 145.9345884 -38.1601929)",,
699797035,Barkly Street,residential,,False,True,172.233,,"LINESTRING (145.9341766 -38.1611503, 145.9336608 -38.1610157, 145.9333489 -38.1609343, 145.9331375 -38.1608815, 145.9326824 -38.1607651, 145.932307 -38.1606624)",,
711983821,Mason Street,residential,,False,True,101.75999999999999,,"LINESTRING (145.9341766 -38.1611503, 145.9339562 -38.1616046, 145.9338423 -38.1618519, 145.9337462 -38.1619996)",,
699648331,Albert Street,tertiary,60,False,False,56.26,,"LINESTRING (145.9339 -38.1598854, 145.9345075 -38.1600522)",,
