osmid,oneway,highway,access,reversed,length,geometry,name,maxspeed,lanes,bridge,ref
264408383,True,busway,no,False,84.128,"LINESTRING (151.1024738 -33.9658358, 151.1019688 -33.9663719, 151.1019149 -33.9664337)",,,,,
264408385,False,unclassified,,False,13.093,"LINESTRING (151.1024738 -33.9658358, 151.1025182 -33.9658365, 151.1025662 -33.9658313, 151.1026138 -33.9658211)",Woodville Street,50,,,
288143398,False,unclassified,,True,83.877,"LINESTRING (151.1024738 -33.9658358, 151.1024012 -33.9658263, 151.1023644 -33.9658184, 151.1023488 -33.965815, 151.1022753 -33.9657947, 151.1021748 -33.9657599, 151.1020877 -33.9657183, 151.1020049 -33.9656658, 151.1019179 -33.965604, 151.1018353 -33.9655401, 151.1017767 -33.9654825, 151.1017354 -33.9654332)",Barratt Street,50,,,
17584539,False,unclassified,,False,186.31900000000002,"LINESTRING (151.1026843 -33.9657876, 151.1027153 -33.9657646, 151.1030872 -33.9654145, 151.1032087 -33.9653304, 151.1040525 -33.9647752, 151.1041054 -33.9647408, 151.1041948 -33.9646827)",Woodville Street,50,,,
1243667610,False,unclassified,,True,7.5,"LINESTRING (151.1026843 -33.9657876, 151.1026493 -33.9658059, 151.1026138 -33.9658211)",Woodville Street,50,,,
173344992,True,tertiary,,False,118.939,"LINESTRING (151.1041948 -33.9646827, 151.1034345 -33.9638187)",Park Road,,,,
17584539,False,unclassified,,True,186.31900000000002,"LINESTRING (151.1041948 -33.9646827, 151.1041054 -33.9647408, 151.1040525 -33.9647752, 151.1032087 -33.9653304, 151.1030872 -33.9654145, 151.1027153 -33.9657646, 151.1026843 -33.9657876)",Woodville Street,50,,,
"[1270558625, 398246684]",True,primary,,False,89.363,"LINESTRING (151.1030488 -33.9633685, 151.1029865 -33.9634443, 151.1025899 -33.9636857, 151.1024332 -33.9637774, 151.1022678 -33.9638239)",Queens Road,60,2,,
17584365,False,unclassified,,False,115.86999999999999,"LINESTRING (151.1010115 -33.9645815, 151.1011081 -33.9646951, 151.1016599 -33.9653439, 151.1017354 -33.9654332)",Dora Street,50,,,
35564428,False,residential,,True,95.75099999999999,"LINESTRING (151.1010115 -33.9645815, 151.1009404 -33.9644986, 151.1004097 -33.9638798)",Dora Street,50,,,
