osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,access,junction
27670286,Newman Drive,secondary,60,False,False,141.626,"LINESTRING (119.7340169 -23.3582852, 119.7342419 -23.3583532, 119.7345154 -23.3583936, 119.7347653 -23.3583851, 119.7350125 -23.3583649, 119.7352084 -23.3583017, 119.7353623 -23.3582408)",,,
27670286,Newman Drive,secondary,60,False,True,91.595,"LINESTRING (119.7340169 -23.3582852, 119.7333512 -23.3580642, 119.7331714 -23.3580096)",,,
"[572840712, 45518763]",Carney Street,residential,"['60', '50']",False,False,114.533,"LINESTRING (119.7340169 -23.3582852, 119.7339982 -23.3584005, 119.7339751 -23.3593137)",,,
40336347,Mindarra Drive,residential,50,False,False,133.786,"LINESTRING (119.7350773 -23.3545934, 119.7356178 -23.3549487, 119.7358029 -23.3550684, 119.7360898 -23.3553492)",,,
40336347,Mindarra Drive,residential,50,False,True,67.364,"LINESTRING (119.7350773 -23.3545934, 119.7345941 -23.3543731, 119.7344895 -23.3543184)",,,
54690083,Hamilton Street,residential,50,False,True,57.077,"LINESTRING (119.7350773 -23.3545934, 119.7351182 -23.3545197, 119.7353908 -23.3541693)",,,
"[572840835, 40336347]",Mindarra Drive,residential,"['60', '50']",False,True,132.88600000000002,"LINESTRING (119.7373529 -23.356642, 119.7372466 -23.3565303, 119.7371403 -23.3564185, 119.7367556 -23.356014, 119.7364935 -23.3557444)",,,
1191405842,Newman Drive,secondary,60,False,False,54.205,"LINESTRING (119.7373529 -23.356642, 119.737205 -23.356759, 119.7370502 -23.3568728, 119.736942 -23.3569506)",2,,
257059897,Fortescue Avenue,residential,50,False,True,230.05900000000003,"LINESTRING (119.7290876 -23.3600066, 119.7299444 -23.3599762, 119.7313399 -23.3600185)",,,
572840747,Forrest Avenue,residential,50,False,True,45.649,"LINESTRING (119.7290876 -23.3600066, 119.7290674 -23.3601398, 119.7290584 -23.3602185, 119.7290556 -23.3602911, 119.7290486 -23.3604152)",,,
27670297,Burrows Street,residential,50,False,False,88.62,"LINESTRING (119.73476 -23.3535611, 119.7344895 -23.3543184)",,,
27670297,Burrows Street,residential,50,False,True,30.778,"LINESTRING (119.73476 -23.3535611, 119.7348616 -23.3533005)",,,
27670301,Keedi Road,residential,50,False,True,145.653,"LINESTRING (119.73476 -23.3535611, 119.7334248 -23.3530994)",,,
27670297,Burrows Street,residential,50,False,True,88.62,"LINESTRING (119.7344895 -23.3543184, 119.73476 -23.3535611)",,,
40336347,Mindarra Drive,residential,50,False,True,41.026,"LINESTRING (119.7344895 -23.3543184, 119.7341136 -23.3541879)",,,
40336347,Mindarra Drive,residential,50,False,False,67.364,"LINESTRING (119.7344895 -23.3543184, 119.7345941 -23.3543731, 119.7350773 -23.3545934)",,,
27670321,Warman Avenue,residential,50,False,False,86.553,"LINESTRING (119.7288977 -23.354138, 119.7291908 -23.3534076)",,,
40336349,Warman Avenue,residential,50,False,True,91.024,"LINESTRING (119.7288977 -23.354138, 119.7286292 -23.3549186)",,,
113156452,Windamarra Street,residential,50,False,True,230.082,"LINESTRING (119.7288977 -23.354138, 119.7310179 -23.3548399)",,,
"[572840701, 29012134]",Rogers Way,residential,"['40', '50']",True,False,128.187,"LINESTRING (119.7321959 -23.3552391, 119.7312546 -23.3549201, 119.7310179 -23.3548399)",,,
"[219877961, 425503078]","['Rogers Way', 'Iron Ore Parade']",residential,40,False,"[False, True]",294.256,"LINESTRING (119.7321959 -23.3552391, 119.7322657 -23.3552646, 119.7320269 -23.3558513, 119.7326037 -23.3560373, 119.7331336 -23.3562081, 119.733289 -23.3562596, 119.7340293 -23.3565047)",,,
257059897,Fortescue Avenue,residential,50,False,False,35.459,"LINESTRING (119.7334177 -23.36009, 119.733071 -23.3600703)",,,
257059897,Fortescue Avenue,residential,50,False,True,54.178,"LINESTRING (119.7334177 -23.36009, 119.7339484 -23.3600961)",,,
27670341,Gregory Avenue,residential,50,False,False,48.529,"LINESTRING (119.7334177 -23.36009, 119.7334094 -23.3602025, 119.7334015 -23.3603109, 119.7333905 -23.3605257)",,,
29012135,Hilditch Avenue,residential,50,False,False,89.82,"LINESTRING (119.7315812 -23.3533339, 119.7312955 -23.3540979)",,,
40336347,Mindarra Drive,residential,50,False,False,163.881,"LINESTRING (119.7315812 -23.3533339, 119.7330861 -23.353847)",,,
40336347,Mindarra Drive,residential,50,False,True,124.482,"LINESTRING (119.7315812 -23.3533339, 119.7304348 -23.3529524)",,,
29012135,Hilditch Avenue,residential,50,False,False,95.64,"LINESTRING (119.7310179 -23.3548399, 119.7307214 -23.3556558)",,,
29012135,Hilditch Avenue,residential,50,False,True,87.238,"LINESTRING (119.7310179 -23.3548399, 119.7312955 -23.3540979)",,,
113156452,Windamarra Street,residential,50,False,False,230.082,"LINESTRING (119.7310179 -23.3548399, 119.7288977 -23.354138)",,,
29012135,Hilditch Avenue,residential,50,False,False,81.118,"LINESTRING (119.7307214 -23.3556558, 119.7304399 -23.356338)",,,
29012135,Hilditch Avenue,residential,50,False,True,95.64,"LINESTRING (119.7307214 -23.3556558, 119.7310179 -23.3548399)",,,
40254388,Moondoorow Street,residential,50,False,True,138.714,"LINESTRING (119.7307214 -23.3556558, 119.7294539 -23.3552062)",,,
"[425503077, 572840702]",Iron Ore Parade,residential,"['40', '50']",False,True,93.21199999999999,"LINESTRING (119.7307214 -23.3556558, 119.7308397 -23.3556948, 119.7315808 -23.355939)",,,
40254403,Nyabalee Road,residential,50,False,False,29.354,"LINESTRING (119.735607 -23.3530008, 119.7358766 -23.3530926)",,,
40254403,Nyabalee Road,residential,50,False,True,87.993,"LINESTRING (119.73805 -23.3538086, 119.7372362 -23.3535478)",,,
27670286,Newman Drive,secondary,60,False,False,55.835,"LINESTRING (119.7291002 -23.3578228, 119.7296229 -23.3576749)",,,
"[40254378, 572840787]",Hilditch Avenue,residential,"['60', '50']",False,True,74.706,"LINESTRING (119.7291002 -23.3578228, 119.729064 -23.3577332, 119.7287836 -23.3572176)",,,
"[40254378, 572840787]",Hilditch Avenue,residential,"['60', '50']",False,False,74.706,"LINESTRING (119.7287836 -23.3572176, 119.729064 -23.3577332, 119.7291002 -23.3578228)",,,
40254403,Nyabalee Road,residential,50,False,False,88.881,"LINESTRING (119.7364208 -23.3532676, 119.7372362 -23.3535478)",,,
40254403,Nyabalee Road,residential,50,False,True,58.865,"LINESTRING (119.7364208 -23.3532676, 119.7358766 -23.3530926)",,,
40254403,Nyabalee Road,residential,50,False,False,87.993,"LINESTRING (119.7372362 -23.3535478, 119.73805 -23.3538086)",,,
40254403,Nyabalee Road,residential,50,False,True,88.881,"LINESTRING (119.7372362 -23.3535478, 119.7364208 -23.3532676)",,,
257059897,Fortescue Avenue,residential,50,False,False,88.918,"LINESTRING (119.7322099 -23.3600578, 119.7313399 -23.3600185)",,,
257059897,Fortescue Avenue,residential,50,False,True,87.913,"LINESTRING (119.7322099 -23.3600578, 119.733071 -23.3600703)",,,
"[572840706, 40291229]",Wehl Street,residential,"['60', '50']",False,False,258.845,"LINESTRING (119.7322099 -23.3600578, 119.7322843 -23.3578275, 119.7323066 -23.3577332)",,,
27670286,Newman Drive,secondary,60,False,False,93.47800000000001,"LINESTRING (119.7323066 -23.3577332, 119.7324469 -23.357779, 119.7331714 -23.3580096)",,,
27670286,Newman Drive,secondary,60,False,True,96.30800000000002,"LINESTRING (119.7323066 -23.3577332, 119.7317116 -23.3575433, 119.7316112 -23.3575259, 119.731401 -23.3575059)",,,
"[572840706, 40291229]",Wehl Street,residential,"['60', '50']",False,True,258.845,"LINESTRING (119.7323066 -23.3577332, 119.7322843 -23.3578275, 119.7322099 -23.3600578)",,,
27670286,Newman Drive,secondary,60,False,True,29.823,"LINESTRING (119.731401 -23.3575059, 119.7311091 -23.357495)",,,
27670286,Newman Drive,secondary,60,False,False,96.308,"LINESTRING (119.731401 -23.3575059, 119.7316112 -23.3575259, 119.7317116 -23.3575433, 119.7323066 -23.3577332)",,,
27670323,Mackay Street,residential,50,False,False,261.23,"LINESTRING (119.7313399 -23.3600185, 119.7313925 -23.3576697)",,,
257059897,Fortescue Avenue,residential,50,False,True,88.918,"LINESTRING (119.7313399 -23.3600185, 119.7322099 -23.3600578)",,,
257059897,Fortescue Avenue,residential,50,False,False,230.05900000000003,"LINESTRING (119.7313399 -23.3600185, 119.7299444 -23.3599762, 119.7290876 -23.3600066)",,,
257059897,Fortescue Avenue,residential,50,False,False,54.178,"LINESTRING (119.7339484 -23.3600961, 119.7334177 -23.36009)",,,
572840712,Carney Street,residential,50,False,True,87.042,"LINESTRING (119.7339484 -23.3600961, 119.7339751 -23.3593137)",,,
257059897,Fortescue Avenue,residential,50,False,True,283.836,"LINESTRING (119.7339484 -23.3600961, 119.7346012 -23.3601157, 119.736006 -23.3601931, 119.7367256 -23.360216)",,,
257059897,Fortescue Avenue,residential,50,False,True,91.78,"LINESTRING (119.7367256 -23.360216, 119.7376245 -23.3602332)",,,
257059897,Fortescue Avenue,residential,50,False,False,283.836,"LINESTRING (119.7367256 -23.360216, 119.736006 -23.3601931, 119.7346012 -23.3601157, 119.7339484 -23.3600961)",,,
572840713,Ethel Creek Street,residential,50,False,True,100.583,"LINESTRING (119.7367256 -23.360216, 119.7367165 -23.359757, 119.7365938 -23.3595057, 119.7364665 -23.3593821)",,,
27670286,Newman Drive,secondary,60,False,False,89.12700000000001,"LINESTRING (119.7353623 -23.3582408, 119.7355362 -23.3581366, 119.735784 -23.3579399, 119.7360278 -23.3577252)",,,
27670286,Newman Drive,secondary,60,False,True,141.626,"LINESTRING (119.7353623 -23.3582408, 119.7352084 -23.3583017, 119.7350125 -23.3583649, 119.7347653 -23.3583851, 119.7345154 -23.3583936, 119.7342419 -23.3583532, 119.7340169 -23.3582852)",,,
"[572840713, 45518762]",Ethel Creek Street,residential,"['60', '50']",False,False,83.793,"LINESTRING (119.7353623 -23.3582408, 119.7354287 -23.3583088, 119.7359101 -23.358802)",,,
27670286,Newman Drive,secondary,60,False,False,91.595,"LINESTRING (119.7331714 -23.3580096, 119.7333512 -23.3580642, 119.7340169 -23.3582852)",,,
27670286,Newman Drive,secondary,60,False,True,93.47800000000001,"LINESTRING (119.7331714 -23.3580096, 119.7324469 -23.357779, 119.7323066 -23.3577332)",,,
"[52065274, 572840708]",Snell Street,residential,"['60', '50']",False,False,229.577,"LINESTRING (119.7331714 -23.3580096, 119.7331444 -23.3581191, 119.733071 -23.3600703)",,,
257059897,Fortescue Avenue,residential,50,False,False,87.913,"LINESTRING (119.733071 -23.3600703, 119.7322099 -23.3600578)",,,
257059897,Fortescue Avenue,residential,50,False,True,35.459,"LINESTRING (119.733071 -23.3600703, 119.7334177 -23.36009)",,,
"[52065274, 572840708]",Snell Street,residential,"['60', '50']",False,True,229.577,"LINESTRING (119.733071 -23.3600703, 119.7331444 -23.3581191, 119.7331714 -23.3580096)",,,
258419906,Poonda Street,residential,50,False,True,91.64,"LINESTRING (119.7359101 -23.358802, 119.735244 -23.3593545)",,,
572840713,Ethel Creek Street,residential,50,False,False,85.947,"LINESTRING (119.7359101 -23.358802, 119.7364665 -23.3593821)",,,
"[572840713, 45518762]",Ethel Creek Street,residential,"['60', '50']",False,True,83.793,"LINESTRING (119.7359101 -23.358802, 119.7354287 -23.3583088, 119.7353623 -23.3582408)",,,
54357268,Barara Street,residential,,False,True,124.832,"LINESTRING (119.7364665 -23.3593821, 119.735244 -23.3593545)",,,
