osmid,ref,highway,junction,oneway,reversed,length,geometry,name,bridge,lanes,width
20078553,10,secondary,roundabout,True,False,27.820999999999998,"LINESTRING (150.7479645 -23.1374806, 150.7480645 -23.1374659, 150.7481335 -23.1374746, 150.7482255 -23.1375133)",,,,
20078553,10,secondary,roundabout,True,False,34.946,"LINESTRING (150.7481345 -23.1379929, 150.7480336 -23.1380007, 150.7479765 -23.1379906, 150.747886 -23.1379488, 150.7478283 -23.1378964)",,,,
20078766,10,secondary,,True,False,49.515,"LINESTRING (150.7481345 -23.1379929, 150.747997 -23.1380996, 150.7477882 -23.1383032)",Yeppoon Road,,,
20078553,10,secondary,roundabout,True,False,20.700000000000003,"LINESTRING (150.7478283 -23.1378964, 150.7477818 -23.1378137, 150.7477689 -23.1377214)",,,,
20078743,10,secondary,,True,False,46.186,"LINESTRING (150.7477882 -23.1383032, 150.7478509 -23.1380823, 150.7478283 -23.1378964)",Yeppoon Road,,,
28533053,,secondary,,False,False,80.431,"LINESTRING (150.7469774 -23.1364357, 150.7467662 -23.1360334, 150.7466669 -23.1357723)",Appleton Drive,,,
29065289,,secondary,,True,False,156.438,"LINESTRING (150.7469774 -23.1364357, 150.7476153 -23.137267, 150.7477827 -23.1374019, 150.7479645 -23.1374806)",Appleton Drive,,,
"[28533053, 126776854]",,secondary,,False,True,71.265,"LINESTRING (150.7464914 -23.1351532, 150.746572 -23.1355117, 150.7466669 -23.1357723)",Appleton Drive,yes,,
304340856,,secondary,,True,False,71.87599999999999,"LINESTRING (150.7464914 -23.1351532, 150.746431 -23.1350447, 150.7464042 -23.1347931, 150.7464507 -23.1345685, 150.7464683 -23.1345286)",Appleton Drive,,,
20078553,10,secondary,roundabout,True,False,19.469,"LINESTRING (150.7482909 -23.1378972, 150.7482162 -23.13796, 150.7481345 -23.1379929)",,,,
36960662,,residential,,True,False,7.135,"LINESTRING (150.7448391 -23.1314071, 150.7447694 -23.1314042)",Mary Street,,,
36960702,,residential,,True,False,7.135,"LINESTRING (150.7448391 -23.1314071, 150.7447694 -23.1314042)",John Street,,,
36960660,,residential,,False,True,183.557,"LINESTRING (150.7480033 -23.1336516, 150.7478473 -23.1336672, 150.7477206 -23.1337076, 150.7473889 -23.1338178, 150.7469933 -23.1338987, 150.7466616 -23.1339501, 150.7462521 -23.1339365)",Whitman Street,,,
36960682,,residential,,False,True,72.079,"LINESTRING (150.7403191 -23.1308465, 150.7402217 -23.1314885)",Morris Street,,,
36960695,,tertiary,,False,False,220.046,"LINESTRING (150.7403191 -23.1308465, 150.7413232 -23.1309594, 150.7418386 -23.1310174, 150.7424522 -23.1311058)",John Street,,2,14
36960695,,tertiary,,False,True,131.11599999999999,"LINESTRING (150.7403191 -23.1308465, 150.7391734 -23.1306973, 150.7391378 -23.1306927, 150.7390554 -23.1306614)",John Street,,2,14
36960672,,residential,,False,False,82.346,"LINESTRING (150.7448493 -23.1325408, 150.7447627 -23.1330704, 150.7447321 -23.1331495, 150.744709 -23.1331886, 150.7446593 -23.13325)",Atherton Street,,,
"[36960672, 36960649]",,residential,,False,True,110.055,"LINESTRING (150.7448493 -23.1325408, 150.7449345 -23.1321037, 150.744347 -23.132027)","['Atherton Street', 'William Street']",,,
36960677,,residential,,False,False,159.469,"LINESTRING (150.7448493 -23.1325408, 150.7456735 -23.1326299, 150.7463952 -23.1327287)",Selvey Street,,,
36960658,,residential,,False,False,188.123,"LINESTRING (150.7398912 -23.1337951, 150.7417154 -23.1340147)",Burnett Street,,,
36960682,,residential,,False,False,138.611,"LINESTRING (150.7398912 -23.1337951, 150.7400656 -23.1325589)",Morris Street,,,
36960682,,residential,,False,True,65.939,"LINESTRING (150.7398912 -23.1337951, 150.7398028 -23.1343825)",Morris Street,,,
36960653,,tertiary,roundabout,True,False,15.128,"LINESTRING (150.7474933 -23.1303344, 150.7475042 -23.1303694, 150.7475031 -23.1304069, 150.7474929 -23.1304359, 150.7474744 -23.1304626)",,,1,
36960696,,tertiary,,True,False,83.62,"LINESTRING (150.7474933 -23.1303344, 150.7476826 -23.1303467, 150.7483052 -23.1304221)",Queen Street,,,
36960693,,residential,,False,False,22.937,"LINESTRING (150.7482538 -23.1316576, 150.7481718 -23.1318496)",John Street,,,
36960664,,tertiary,,True,False,26.462,"LINESTRING (150.7470715 -23.1315066, 150.7473289 -23.1315312)",John Street,,,
304164722,,residential,,True,False,116.32400000000001,"LINESTRING (150.7470715 -23.1315066, 150.7471663 -23.1310396, 150.7472948 -23.1304809)",Hill Street,,,
36960702,,residential,,True,False,178.021,"LINESTRING (150.7465622 -23.1316357, 150.7448391 -23.1314071)",John Street,,,
304340848,,residential,,False,True,122.73,"LINESTRING (150.7465622 -23.1316357, 150.7463952 -23.1327287)",Vaughan Street,,,
36960654,,residential,,True,False,116.509,"LINESTRING (150.7474411 -23.1304885, 150.7473289 -23.1315312)",Hill Street,,,
36960653,,tertiary,roundabout,True,False,15.759,"LINESTRING (150.7474411 -23.1304885, 150.7473835 -23.1305051, 150.7473177 -23.1304937, 150.7472948 -23.1304809)",,,1,
36960708,,residential,,False,False,15.778,"LINESTRING (150.7483052 -23.1304221, 150.7483252 -23.1305628)",Barry Street,,,
36960664,,tertiary,,True,False,25.109,"LINESTRING (150.7447933 -23.131244, 150.745038 -23.1312628)",John Street,,,
36960717,,residential,,True,False,102.44099999999997,"LINESTRING (150.7447933 -23.131244, 150.7448068 -23.1311318, 150.7448365 -23.1309509, 150.7448716 -23.1307403, 150.7448885 -23.1306388, 150.7449116 -23.1305462, 150.7449355 -23.1304552, 150.7449659 -23.1303374)",Mary Street,,,
36960660,,residential,,False,False,5.466,"LINESTRING (150.7461991 -23.1339301, 150.7462521 -23.1339365)",Whitman Street,,,
36960660,,residential,,False,True,5.037,"LINESTRING (150.7461991 -23.1339301, 150.7461499 -23.1339324)",Whitman Street,,,
304340848,,residential,,False,False,135.086,"LINESTRING (150.7461991 -23.1339301, 150.7463952 -23.1327287)",Vaughan Street,,,
36960660,,residential,,False,True,220.281,"LINESTRING (150.7421989 -23.1328344, 150.7400656 -23.1325589)",Whitman Street,,,
306958514,,residential,,False,False,118.388,"LINESTRING (150.7421989 -23.1328344, 150.7423571 -23.1317797)",Arthur Street,,,
