osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,junction,ref
48674587,Granville Street,residential,False,False,128.007,,"LINESTRING (144.5670001 -38.1760062, 144.5660023 -38.1751636)",,,
48674587,Granville Street,residential,False,True,127.795,,"LINESTRING (144.5670001 -38.1760062, 144.5680268 -38.1768244)",,,
991058190,High Street,secondary,False,False,219.091,60,"LINESTRING (144.5670001 -38.1760062, 144.5688077 -38.1746413)",,,
48674498,Palmerston Street,residential,False,True,209.072,,"LINESTRING (144.5660023 -38.1751636, 144.5676833 -38.1738261)",,,
48674587,Granville Street,residential,False,True,128.007,,"LINESTRING (144.5660023 -38.1751636, 144.5670001 -38.1760062)",,,
255736038,Wyndham Street,tertiary,False,False,23.9,,"LINESTRING (144.5662048 -38.1724735, 144.566475 -38.1725063)",,,
48433084,Eversley Street,tertiary,False,False,110.858,,"LINESTRING (144.5679703 -38.1737502, 144.5680401 -38.1738598, 144.5681903 -38.1740117, 144.5684111 -38.1741691, 144.568833 -38.1744698)",,,
48433086,Palmerston Street,tertiary,False,True,91.26700000000001,,"LINESTRING (144.5679703 -38.1737502, 144.5679945 -38.1736553, 144.5681098 -38.173533, 144.5685388 -38.1732276, 144.5686489 -38.1731492)",,,
48674498,Palmerston Street,residential,False,False,27.317,,"LINESTRING (144.5679703 -38.1737502, 144.5678175 -38.1737586, 144.5676833 -38.1738261)",,,
255736038,Wyndham Street,tertiary,False,False,165.144,,"LINESTRING (144.566475 -38.1725063, 144.5683438 -38.1727238)",,,
255736038,Wyndham Street,tertiary,False,True,23.9,,"LINESTRING (144.566475 -38.1725063, 144.5662048 -38.1724735)",,,
40128654,Barrands Lane,residential,False,False,97.63499999999999,50,"LINESTRING (144.566475 -38.1725063, 144.5665912 -38.1718953, 144.5666402 -38.1716379)",,,
48433082,Wyndham Street,tertiary,True,False,27.946,,"LINESTRING (144.5684557 -38.1727395, 144.5687692 -38.1727887)",,,
197727433,Wyndham Street,tertiary,False,True,9.936,,"LINESTRING (144.5684557 -38.1727395, 144.5683438 -38.1727238)",,,
48433080,Palmerston Street,tertiary,True,False,26.952,,"LINESTRING (144.5688472 -38.1729636, 144.5686489 -38.1731492)",,,
48433079,,tertiary,True,False,13.888,,"LINESTRING (144.5688472 -38.1729636, 144.5688074 -38.1729638, 144.5687699 -38.1729537, 144.5687385 -38.1729345, 144.568717 -38.1729083)",1,roundabout,
48433083,Wyndham Street,tertiary,True,False,25.923,,"LINESTRING (144.5687077 -38.1728624, 144.5684557 -38.1727395)",,,
48433079,,tertiary,True,False,10.158,,"LINESTRING (144.5687077 -38.1728624, 144.5687175 -38.1728329, 144.5687387 -38.1728074, 144.5687692 -38.1727887)",1,roundabout,
48433079,,tertiary,True,False,5.208,,"LINESTRING (144.568717 -38.1729083, 144.5687087 -38.1728858, 144.5687077 -38.1728624)",1,roundabout,
48433079,,tertiary,True,False,36.138999999999996,,"LINESTRING (144.5687692 -38.1727887, 144.5687994 -38.1727796, 144.5688346 -38.1727773, 144.5688691 -38.1727832, 144.5688999 -38.1727967, 144.5689221 -38.1728144, 144.5689376 -38.172836, 144.5689455 -38.1728609, 144.5689446 -38.1728865, 144.5689349 -38.172911, 144.5689171 -38.1729325, 144.5688856 -38.1729528, 144.5688472 -38.1729636)",1,roundabout,
48433081,Palmerston Street,tertiary,True,False,27.44,,"LINESTRING (144.5686489 -38.1731492, 144.568717 -38.1729083)",,,
48433086,Palmerston Street,tertiary,False,False,91.267,,"LINESTRING (144.5686489 -38.1731492, 144.5685388 -38.1732276, 144.5681098 -38.173533, 144.5679945 -38.1736553, 144.5679703 -38.1737502)",,,
78626281,Clifton Springs Road,tertiary,False,False,26.725,60,"LINESTRING (144.5709392 -38.1725349, 144.5709809 -38.1722968)",,,
78626279,Clifton Springs Road,tertiary,True,False,21.435000000000002,60,"LINESTRING (144.5709392 -38.1725349, 144.5709848 -38.1726272, 144.5710405 -38.1727101)",,,
78626277,Collins Street,tertiary,True,False,50.532000000000004,60,"LINESTRING (144.5714855 -38.1724599, 144.5714079 -38.1726145, 144.5713666 -38.1726703, 144.5711938 -38.172848)",,,
"[783056648, 78626286]",Collins Street,tertiary,False,False,391.351,60,"LINESTRING (144.5714855 -38.1724599, 144.572085 -38.1719123, 144.5729247 -38.1710856, 144.572967 -38.1710419, 144.5731966 -38.1708043, 144.5741301 -38.1698384, 144.574263 -38.1697009)",,,
78626283,Murradoc Road,secondary,True,False,40.397,,"LINESTRING (144.5714694 -38.1730278, 144.571251 -38.1730289, 144.5711736 -38.1730205, 144.5710174 -38.1729773)",,,C125
"[326477961, 821727948]",Murradoc Road,secondary,False,True,352.65099999999995,,"LINESTRING (144.5714694 -38.1730278, 144.5719188 -38.1730816, 144.5725626 -38.1731547, 144.5728746 -38.1731943, 144.573182 -38.1732333, 144.5732473 -38.1732416, 144.5734192 -38.1732634, 144.5735924 -38.1732854, 144.5737911 -38.1733106, 144.5741508 -38.1733562, 144.57422 -38.173365, 144.5744247 -38.173391, 144.5748331 -38.1734428, 144.5754543 -38.1735216)",,,C125
78626281,Clifton Springs Road,tertiary,False,True,26.725,60,"LINESTRING (144.5709809 -38.1722968, 144.5709392 -38.1725349)",,,
48674289,Hancock Street,residential,False,False,221.184,,"LINESTRING (144.5709809 -38.1722968, 144.5701545 -38.1721998, 144.568951 -38.1720866, 144.5684735 -38.1720317)",,,
783056649,Clifton Springs Road,tertiary,False,False,402.794,60,"LINESTRING (144.5709809 -38.1722968, 144.5710519 -38.1718606, 144.5716817 -38.1687167)",,,
48674304,Carolanne Drive,residential,False,True,77.789,,"LINESTRING (144.5684735 -38.1720317, 144.5683438 -38.1727238)",,,
48674289,Hancock Street,residential,False,True,221.184,,"LINESTRING (144.5684735 -38.1720317, 144.568951 -38.1720866, 144.5701545 -38.1721998, 144.5709809 -38.1722968)",,,
