osmid,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,lanes
35465954,A32,trunk,40,roundabout,True,False,9.591000000000001,"LINESTRING (149.0938972 -33.282797, 149.0938692 -33.2828137, 149.0938366 -33.282823, 149.0938023 -33.2828243)",,
1263155388,,tertiary,40,,False,False,7.716,"LINESTRING (149.098716 -33.2834679, 149.09873 -33.2833995)",Anson Street,
171643833,,tertiary,40,,False,False,193.508,"LINESTRING (149.098716 -33.2834679, 149.0987033 -33.2835358, 149.0986986 -33.2835598, 149.0986111 -33.2840099, 149.0985702 -33.284221, 149.0985073 -33.2845459, 149.0984512 -33.2848355, 149.0983834 -33.2851858)",Anson Street,
573302604,A32,trunk,40,,True,False,231.42100000000002,"LINESTRING (149.098716 -33.2834679, 149.0986036 -33.283452, 149.0963978 -33.2831404, 149.096373 -33.2831368, 149.0962613 -33.2831207)",Summer Street,2
573302603,,residential,40,,False,True,8.202,"LINESTRING (149.0962613 -33.2831207, 149.0962769 -33.2830481)",Sale Street,
35465955,A32,trunk,40,,True,False,222.962,"LINESTRING (149.0962613 -33.2831207, 149.0961417 -33.2831027, 149.0948987 -33.2829157, 149.0942455 -33.2828162, 149.0941559 -33.2828058, 149.0940936 -33.2827986, 149.0940021 -33.2827928, 149.0938972 -33.282797)",Summer Street,2
573302602,,residential,40,,False,False,68.012,"LINESTRING (149.0962613 -33.2831207, 149.0962491 -33.28318, 149.0962448 -33.2832009, 149.0961999 -33.283419, 149.0961373 -33.2837235)",Sale Street,
230000888,,residential,50,,False,False,220.877,"LINESTRING (149.0947797 -33.2786092, 149.0948843 -33.2786245, 149.0971203 -33.278951)",March Street,
230001228,,secondary,50,roundabout,True,False,17.351,"LINESTRING (149.0947797 -33.2786092, 149.0947706 -33.2786395, 149.0947491 -33.278665, 149.0947182 -33.2786825, 149.0946819 -33.2786897, 149.0946449 -33.2786856)",,
9905757,,residential,50,,False,False,232.671,"LINESTRING (149.0922187 -33.2782194, 149.0921978 -33.2783173, 149.0921915 -33.2783465, 149.0919735 -33.2793897, 149.091811 -33.2801646, 149.0918074 -33.2801801, 149.0917844 -33.2802801)",Clinton Street,
10047465,,residential,50,,False,False,222.875,"LINESTRING (149.0922187 -33.2782194, 149.0944644 -33.278565, 149.0945766 -33.2785823)",March Street,
230000888,,residential,50,,False,False,219.84799999999998,"LINESTRING (149.0971203 -33.278951, 149.0972651 -33.2789721, 149.0975728 -33.2790171, 149.0976973 -33.2790353, 149.0981466 -33.2791009, 149.0993504 -33.2792766, 149.09945 -33.2792912)",March Street,
230000888,,residential,50,,False,True,220.877,"LINESTRING (149.0971203 -33.278951, 149.0948843 -33.2786245, 149.0947797 -33.2786092)",March Street,
"[1263686000, 1228740923]",,residential,50,,False,True,198.71699999999998,"LINESTRING (149.0971203 -33.278951, 149.0971057 -33.2790195, 149.0970945 -33.2790725, 149.0970566 -33.2792951, 149.0970351 -33.2794187, 149.0967582 -33.2807121)",Sale Street,
230000889,,residential,50,,False,False,219.51600000000002,"LINESTRING (149.0997108 -33.2793318, 149.0998118 -33.2793466, 149.100838 -33.2794969, 149.1015153 -33.2795961, 149.1018836 -33.27965, 149.1020368 -33.2796724)",March Street,
230001229,,tertiary,50,roundabout,True,False,19.069000000000003,"LINESTRING (149.0997108 -33.2793318, 149.0996929 -33.2793719, 149.0996581 -33.2794034, 149.0996116 -33.2794215, 149.0995603 -33.2794235)",,
10075593,,residential,50,,False,False,234.256,"LINESTRING (149.1024683 -33.2775968, 149.1024488 -33.277691, 149.1024436 -33.2777157, 149.1020644 -33.2795396, 149.1020511 -33.2796037, 149.1020368 -33.2796724)",Lords Place,
10075593,,residential,50,,False,False,136.00900000000001,"LINESTRING (149.1020368 -33.2796724, 149.1020226 -33.2797408, 149.1020109 -33.2797969, 149.1018755 -33.2804483, 149.1017863 -33.2808775)",Lords Place,
10075593,,residential,50,,False,True,234.25599999999997,"LINESTRING (149.1020368 -33.2796724, 149.1020511 -33.2796037, 149.1020644 -33.2795396, 149.1024436 -33.2777157, 149.1024488 -33.277691, 149.1024683 -33.2775968)",Lords Place,
230000889,,residential,50,,False,True,219.516,"LINESTRING (149.1020368 -33.2796724, 149.1018836 -33.27965, 149.1015153 -33.2795961, 149.100838 -33.2794969, 149.0998118 -33.2793466, 149.0997108 -33.2793318)",March Street,
9905630,,tertiary,50,,False,False,75.61,"LINESTRING (149.0917844 -33.2802801, 149.0925847 -33.2804015)",Byng Street,
9905757,,residential,50,,False,True,232.671,"LINESTRING (149.0917844 -33.2802801, 149.0918074 -33.2801801, 149.091811 -33.2801646, 149.0919735 -33.2793897, 149.0921915 -33.2783465, 149.0921978 -33.2783173, 149.0922187 -33.2782194)",Clinton Street,
