osmid,oneway,ref,name,highway,maxspeed,width,reversed,length,geometry,lanes,junction
171485853,True,A4;A7,Clermont Street,trunk,60,8,False,14.011,"LINESTRING (148.1591975 -23.525937, 148.1593268 -23.5259797)",,
348676125,True,,Anakie Street,tertiary,,,False,122.82600000000001,"LINESTRING (148.1591975 -23.525937, 148.1595043 -23.5253846, 148.159752 -23.5249564)",,
348676129,True,,Ruby Street,trunk,,,False,15.327,"LINESTRING (148.1578976 -23.5255387, 148.1578374 -23.525665)",2,
773891443,True,A4;A7,Clermont Street,trunk,60,8,False,139.811,"LINESTRING (148.1578976 -23.5255387, 148.1588367 -23.5258065, 148.1591975 -23.525937)",,
232226469,True,A4,Clermont Street,trunk,60,,False,11.616,"LINESTRING (148.1577888 -23.5255077, 148.1578976 -23.5255387)",,
171485856,True,A7,Ruby Street,trunk,60,8,False,147.677,"LINESTRING (148.1577888 -23.5255077, 148.1583087 -23.5245829, 148.1583331 -23.5244804, 148.1583331 -23.5243872, 148.1583128 -23.5242996)",2,
172982561,True,,Theresa Street,residential,,,False,15.89,"LINESTRING (148.1659246 -23.5228767, 148.1657828 -23.5228174)",,
36956931,True,,Opal Street,tertiary,,,False,239.55,"LINESTRING (148.1659246 -23.5228767, 148.1657025 -23.5233303, 148.1654729 -23.5237993, 148.1649118 -23.52482)",,
172982566,True,,Theresa Street,residential,,,False,12.606,"LINESTRING (148.1638323 -23.5219132, 148.163726 -23.5218553)",,
36956926,True,,Borilla Street,residential,,,False,228.43,"LINESTRING (148.1638323 -23.5219132, 148.1633055 -23.5229012, 148.1628452 -23.5237574)",,
42285729,True,,Yamala Street,residential,,,False,196.717,"LINESTRING (148.1609707 -23.5229244, 148.1627018 -23.5237057)",,
348679218,True,,Anakie Street,tertiary,,,False,12.719,"LINESTRING (148.1609707 -23.5229244, 148.1609151 -23.5230268)",,
348775331,True,,Borilla Street,tertiary,,,False,22.076,"LINESTRING (148.1611606 -23.5269842, 148.1610888 -23.5267969)",,
435089188,True,A4;A7,Clermont Street,trunk,60,8,False,32.535,"LINESTRING (148.1611606 -23.5269842, 148.1608768 -23.5268504)",,
171485850,True,A4;A7,,trunk,60,8,False,8.59,"LINESTRING (148.1652239 -23.5291417, 148.1652456 -23.5291748, 148.1652581 -23.5292117)",,roundabout
135240532,True,,Max Gorlick Drive,tertiary,,,False,39.730999999999995,"LINESTRING (148.1650174 -23.529093, 148.1651275 -23.5289767, 148.1652261 -23.5287946)",,
171485850,True,A4;A7,,trunk,60,8,False,23.316,"LINESTRING (148.1650174 -23.529093, 148.1650614 -23.5290816, 148.1651071 -23.5290812, 148.1651514 -23.5290916, 148.1651912 -23.5291123, 148.1652239 -23.5291417)",,roundabout
172972137,True,,Egerton Street,tertiary,,,False,137.906,"LINESTRING (148.1585962 -23.5242562, 148.1597933 -23.5248336)",,
170731757,False,,New Street,residential,,,True,62.412,"LINESTRING (148.1623931 -23.5286837, 148.1619977 -23.5291122)",,
42052710,False,,New Street,residential,,,True,209.454,"LINESTRING (148.1580604 -23.5307865, 148.1599696 -23.5300907)",,
42052715,False,,Brooks Street,residential,50,,False,30.496,"LINESTRING (148.160616 -23.5276979, 148.1604551 -23.5279291)",,
42052713,False,,Glen Street,residential,50,,True,121.517,"LINESTRING (148.1595941 -23.529203, 148.1593661 -23.5290161, 148.1590067 -23.5288119, 148.1589557 -23.5287701, 148.1589343 -23.5286767, 148.1590791 -23.5284455)",,
42052715,False,,Brooks Street,residential,50,,True,109.58,"LINESTRING (148.1595941 -23.529203, 148.1600286 -23.5285586, 148.1601708 -23.5283717)",,
172932430,False,,Brooks Street,residential,50,,False,105.872,"LINESTRING (148.1595941 -23.529203, 148.1599268 -23.5299896, 148.1599696 -23.5300907)",,
42052716,False,,Frank Bell Street,residential,50,,False,107.935,"LINESTRING (148.1613831 -23.5283963, 148.1604551 -23.5279291)",,
