osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,ref
93056612,Dean Drive,residential,False,False,93.887,"LINESTRING (140.455948 -34.2508491, 140.4562109 -34.251665)",,,
"[44885010, 44885013]","['James Terrace', 'Lakeside Drive']",residential,False,"[False, True]",335.036,"LINESTRING (140.455948 -34.2508491, 140.4552312 -34.2509049, 140.4548376 -34.2509356, 140.4539084 -34.2509791, 140.4537336 -34.2518271, 140.4537122 -34.2519823, 140.4537551 -34.2521109, 140.4538337 -34.2522702)",,,
93056612,Dean Drive,residential,False,True,237.503,"LINESTRING (140.455948 -34.2508491, 140.4569892 -34.2505009, 140.4583614 -34.2500867)",,,
44885011,Nookamka Terrace,tertiary,False,True,4.252,"LINESTRING (140.4562109 -34.251665, 140.4561667 -34.2516763)",,,
93056612,Dean Drive,residential,False,True,93.887,"LINESTRING (140.4562109 -34.251665, 140.455948 -34.2508491)",,,
44885011,Nookamka Terrace,tertiary,False,False,103.516,"LINESTRING (140.4562109 -34.251665, 140.4564341 -34.2516109, 140.4572516 -34.2513125)",,,
44885011,Nookamka Terrace,tertiary,False,False,146.941,"LINESTRING (140.4572516 -34.2513125, 140.4585605 -34.2507826, 140.4586923 -34.2507406)",,,
44885011,Nookamka Terrace,tertiary,False,True,103.516,"LINESTRING (140.4572516 -34.2513125, 140.4564341 -34.2516109, 140.4562109 -34.251665)",,,
92826713,Laffer Street,residential,False,False,220.95199999999997,"LINESTRING (140.4572516 -34.2513125, 140.4577129 -34.2521394, 140.4578148 -34.2521838, 140.4587804 -34.2518557, 140.4589199 -34.2518291)",50,,
44885011,Nookamka Terrace,tertiary,False,False,14.378,"LINESTRING (140.4615221 -34.2505298, 140.4616777 -34.2505165)",,,
93072141,Whitmore Avenue,residential,False,False,166.532,"LINESTRING (140.4615221 -34.2505298, 140.4607926 -34.2491589)",,,
44885011,Nookamka Terrace,tertiary,False,True,248.101,"LINESTRING (140.4615221 -34.2505298, 140.4590299 -34.2506828, 140.458832 -34.2507082)",,,
44885011,Nookamka Terrace,tertiary,False,True,14.378,"LINESTRING (140.4616777 -34.2505165, 140.4615221 -34.2505298)",,,
93069038,Ritchie Street,residential,False,False,124.282,"LINESTRING (140.4616777 -34.2505165, 140.4617905 -34.2516303)",50,,
44885011,Nookamka Terrace,tertiary,False,False,113.92900000000002,"LINESTRING (140.4616777 -34.2505165, 140.4620947 -34.2504757, 140.4623089 -34.2504328, 140.4625208 -34.2503662, 140.4627233 -34.2502949, 140.4628574 -34.250235)",,,
44885011,Nookamka Terrace,tertiary,False,False,23.273,"LINESTRING (140.4628574 -34.250235, 140.463071 -34.2501226)",,,
44885011,Nookamka Terrace,tertiary,False,True,113.929,"LINESTRING (140.4628574 -34.250235, 140.4627233 -34.2502949, 140.4625208 -34.2503662, 140.4623089 -34.2504328, 140.4620947 -34.2504757, 140.4616777 -34.2505165)",,,
44885011,Nookamka Terrace,tertiary,False,True,23.273,"LINESTRING (140.463071 -34.2501226, 140.4628574 -34.250235)",,,
637111159,Tonkin Avenue,trunk,False,False,145.795,"LINESTRING (140.4553627 -34.254189, 140.4569097 -34.2544791)",80,2,A20
637111159,Tonkin Avenue,trunk,False,True,138.505,"LINESTRING (140.4553627 -34.254189, 140.4538838 -34.2539496)",80,2,A20
92823762,Bonnar Street,residential,False,True,139.172,"LINESTRING (140.4553627 -34.254189, 140.4554641 -34.2536972, 140.4554641 -34.2536338, 140.4554641 -34.2535686, 140.4553028 -34.2529589)",,,
