osmid,oneway,name,highway,maxspeed,reversed,length,geometry,access,lanes
124680493,False,Fawcett Street,residential,50,True,137.063,"LINESTRING (153.1984896 -30.1121743, 153.1985864 -30.1115974, 153.1986895 -30.111099, 153.198694 -30.1110774, 153.1986698 -30.1109578)",,
124697665,False,Trafalgar Street,residential,50,False,138.413,"LINESTRING (153.1984896 -30.1121743, 153.1988891 -30.1122283, 153.1999113 -30.1123666)",,
124697781,False,Hastings Street,residential,50,True,183.72,"LINESTRING (153.1976047 -30.1142601, 153.1967008 -30.1140582, 153.1958475 -30.113943, 153.195736 -30.1139279)",yes,
125110230,False,Maldon Place,residential,50,False,71.112,"LINESTRING (153.2001625 -30.1153173, 153.1994335 -30.1152108)",,
124680624,False,Nightingale Street,residential,50,False,107.187,"LINESTRING (153.1994335 -30.1152108, 153.1995582 -30.1142529)",,
125110230,False,Maldon Place,residential,50,True,71.112,"LINESTRING (153.1994335 -30.1152108, 153.2001625 -30.1153173)",,
125114404,False,Boundary Street,residential,50,False,231.888,"LINESTRING (153.1973723 -30.1090924, 153.1974281 -30.1092209, 153.1974422 -30.1092528, 153.1974533 -30.109285, 153.1977157 -30.1102011, 153.1979145 -30.1109229, 153.1979413 -30.1110203, 153.1979666 -30.1111122)",,
4298646,False,Beach Street,tertiary,50,False,69.786,"LINESTRING (153.1979666 -30.1111122, 153.1986698 -30.1109578)",,
4298646,False,Beach Street,tertiary,50,True,174.61,"LINESTRING (153.1979666 -30.1111122, 153.1968242 -30.1113387, 153.1962498 -30.1114526, 153.1961972 -30.111463)",,
125114404,False,Boundary Street,residential,50,True,231.888,"LINESTRING (153.1979666 -30.1111122, 153.1979413 -30.1110203, 153.1979145 -30.1109229, 153.1977157 -30.1102011, 153.1974533 -30.109285, 153.1974422 -30.1092528, 153.1974281 -30.1092209, 153.1973723 -30.1090924)",,
4298646,False,Beach Street,tertiary,50,False,84.215,"LINESTRING (153.1992965 -30.1108187, 153.1994353 -30.1107867, 153.199653 -30.1107365, 153.2001505 -30.110654)",,
4298646,False,Beach Street,tertiary,50,True,62.235,"LINESTRING (153.1992965 -30.1108187, 153.1991752 -30.1108456, 153.1986698 -30.1109578)",,
125114402,False,Ganderton Street,residential,50,True,182.21499999999997,"LINESTRING (153.1992965 -30.1108187, 153.1992482 -30.1106526, 153.198834 -30.1092296)",,
124694816,False,Queen Street,residential,50,False,135.884,"LINESTRING (153.2026936 -30.1102569, 153.2026632 -30.110419, 153.2025785 -30.110871, 153.2025692 -30.1109204, 153.2024846 -30.1113726, 153.2024676 -30.1114632)",,
139663224,False,Beach Street,tertiary,40,False,131.868,"LINESTRING (153.2026936 -30.1102569, 153.2039144 -30.1104023, 153.2040515 -30.1104198)",,2
139663224,False,Beach Street,tertiary,40,True,188.266,"LINESTRING (153.2026936 -30.1102569, 153.2025286 -30.1102372, 153.202467 -30.1102279, 153.2023784 -30.1102268, 153.2022443 -30.1102348, 153.2021326 -30.1102577, 153.2015455 -30.1103752, 153.2008228 -30.1105112, 153.2007758 -30.11052)",,2
124696353,False,Carrington Street,residential,50,True,68.917,"LINESTRING (153.203936 -30.1110494, 153.2038228 -30.1116614)",yes,
124696353,False,Carrington Street,residential,50,False,70.994,"LINESTRING (153.203936 -30.1110494, 153.203955 -30.1108395, 153.2040515 -30.1104198)",yes,
33801080,False,Pollack Esplanade,residential,,True,66.545,"LINESTRING (153.204162 -30.1098291, 153.204152 -30.1099012, 153.2041379 -30.1099687, 153.2040728 -30.1103085, 153.2040515 -30.1104198)",,
38136685,False,Beach Street,tertiary,40,True,61.966,"LINESTRING (153.2007758 -30.11052, 153.2005151 -30.1105759, 153.2002593 -30.1106307, 153.2001505 -30.110654)",,
139663224,False,Beach Street,tertiary,40,False,188.266,"LINESTRING (153.2007758 -30.11052, 153.2008228 -30.1105112, 153.2015455 -30.1103752, 153.2021326 -30.1102577, 153.2022443 -30.1102348, 153.2023784 -30.1102268, 153.202467 -30.1102279, 153.2025286 -30.1102372, 153.2026936 -30.1102569)",,2
"[189481280, 33802972, 139663231]",False,"['Pacific Street', 'Wharf Street']",residential,50,True,277.92499999999995,"LINESTRING (153.2007758 -30.11052, 153.2007335 -30.1103774, 153.2007168 -30.1103341, 153.2006945 -30.1102761, 153.2006684 -30.1102325, 153.2005792 -30.1100836, 153.2004468 -30.1099203, 153.2002842 -30.1097471, 153.1999885 -30.1093541, 153.1996503 -30.1088658, 153.1996056 -30.1087424, 153.1996778 -30.1086495, 153.1997428 -30.1085712, 153.1998448 -30.108465, 153.1998979 -30.1083851)",,
139663227,False,Pacific Street,residential,50,True,22.064,"LINESTRING (153.1998979 -30.1083851, 153.1999648 -30.1082533, 153.1999843 -30.1082015)",,
139663229,False,Pacific Street,residential,50,True,30.177999999999997,"LINESTRING (153.1998979 -30.1083851, 153.2000247 -30.1083281, 153.2001763 -30.10826)",,
"[189481280, 33802972, 139663231]",False,"['Pacific Street', 'Wharf Street']",residential,50,False,277.925,"LINESTRING (153.1998979 -30.1083851, 153.1998448 -30.108465, 153.1997428 -30.1085712, 153.1996778 -30.1086495, 153.1996056 -30.1087424, 153.1996503 -30.1088658, 153.1999885 -30.1093541, 153.2002842 -30.1097471, 153.2004468 -30.1099203, 153.2005792 -30.1100836, 153.2006684 -30.1102325, 153.2006945 -30.1102761, 153.2007168 -30.1103341, 153.2007335 -30.1103774, 153.2007758 -30.11052)",,
125114402,False,Ganderton Street,residential,50,False,182.21499999999997,"LINESTRING (153.198834 -30.1092296, 153.1992482 -30.1106526, 153.1992965 -30.1108187)",,
124694816,False,Queen Street,residential,50,False,138.014,"LINESTRING (153.2024676 -30.1114632, 153.2023693 -30.1120623, 153.2022496 -30.1126899)",,
124694816,False,Queen Street,residential,50,True,135.884,"LINESTRING (153.2024676 -30.1114632, 153.2024846 -30.1113726, 153.2025692 -30.1109204, 153.2025785 -30.110871, 153.2026632 -30.110419, 153.2026936 -30.1102569)",,
124696094,False,Market Street,residential,,False,132.262,"LINESTRING (153.2024676 -30.1114632, 153.202611 -30.1114831, 153.203725 -30.1116379, 153.2038228 -30.1116614)",,
124696094,False,Market Street,residential,,True,230.89600000000002,"LINESTRING (153.2024676 -30.1114632, 153.2023609 -30.1114483, 153.2013824 -30.1113114, 153.2011865 -30.111284, 153.2007745 -30.111225, 153.2002987 -30.1111569, 153.2000986 -30.1111282)",,
124696353,False,Carrington Street,residential,50,False,68.917,"LINESTRING (153.2038228 -30.1116614, 153.203936 -30.1110494)",yes,
124696094,False,Market Street,residential,,True,132.262,"LINESTRING (153.2038228 -30.1116614, 153.203725 -30.1116379, 153.202611 -30.1114831, 153.2024676 -30.1114632)",,
124696353,False,Carrington Street,residential,50,True,137.001,"LINESTRING (153.2038228 -30.1116614, 153.2037229 -30.1122737, 153.2036123 -30.1128799)",yes,
124680624,False,Nightingale Street,residential,50,False,138.913,"LINESTRING (153.1999113 -30.1123666, 153.2000222 -30.1117419, 153.2000986 -30.1111282)",,
124680624,False,Nightingale Street,residential,50,True,137.526,"LINESTRING (153.1999113 -30.1123666, 153.1997935 -30.112991, 153.1996814 -30.1135873)",,
124697665,False,Trafalgar Street,residential,50,False,227.77200000000002,"LINESTRING (153.1999113 -30.1123666, 153.2000693 -30.1123884, 153.2021142 -30.1126712, 153.2022496 -30.1126899)",,
124697665,False,Trafalgar Street,residential,50,True,138.413,"LINESTRING (153.1999113 -30.1123666, 153.1988891 -30.1122283, 153.1984896 -30.1121743)",,
124694816,False,Queen Street,residential,50,False,136.92899999999997,"LINESTRING (153.2022496 -30.1126899, 153.2021545 -30.1132889, 153.2020578 -30.1139101)",,
124694816,False,Queen Street,residential,50,True,138.014,"LINESTRING (153.2022496 -30.1126899, 153.2023693 -30.1120623, 153.2024676 -30.1114632)",,
124697665,False,Trafalgar Street,residential,50,False,132.768,"LINESTRING (153.2022496 -30.1126899, 153.2035183 -30.1128676, 153.2036123 -30.1128799)",,
124697665,False,Trafalgar Street,residential,50,True,227.772,"LINESTRING (153.2022496 -30.1126899, 153.2021142 -30.1126712, 153.2000693 -30.1123884, 153.1999113 -30.1123666)",,
124680624,False,Nightingale Street,residential,50,True,74.954,"LINESTRING (153.1996814 -30.1135873, 153.1995582 -30.1142529)",,
124680624,False,Nightingale Street,residential,50,False,137.526,"LINESTRING (153.1996814 -30.1135873, 153.1997935 -30.112991, 153.1999113 -30.1123666)",,
124696474,False,Nelson Street,residential,50,False,136.795,"LINESTRING (153.1996814 -30.1135873, 153.1990177 -30.1134993, 153.1982761 -30.1133984)",,
124696474,False,Nelson Street,residential,50,True,231.37999999999997,"LINESTRING (153.1996814 -30.1135873, 153.199857 -30.1136112, 153.2019064 -30.1138895, 153.2020578 -30.1139101)",,
124680472,False,Scarborough Street,residential,40,True,135.461,"LINESTRING (153.195736 -30.1139279, 153.1955199 -30.1151317)",,
124680472,False,Scarborough Street,residential,40,False,138.284,"LINESTRING (153.195736 -30.1139279, 153.1957991 -30.1136188, 153.1959574 -30.1126992)",,
124697781,False,Hastings Street,residential,50,False,183.72,"LINESTRING (153.195736 -30.1139279, 153.1958475 -30.113943, 153.1967008 -30.1140582, 153.1976047 -30.1142601)",yes,
124680472,False,Scarborough Street,residential,40,False,135.461,"LINESTRING (153.1955199 -30.1151317, 153.195736 -30.1139279)",,
139663229,False,Pacific Street,residential,50,False,30.177999999999997,"LINESTRING (153.2001763 -30.10826, 153.2000247 -30.1083281, 153.1998979 -30.1083851)",,
124697025,False,Waterloo Street,residential,40,False,95.87400000000001,"LINESTRING (153.2023587 -30.1146754, 153.2023841 -30.1147928, 153.2024234 -30.1148634, 153.2024891 -30.1148926, 153.2025995 -30.1149047, 153.202677 -30.1148819, 153.2026959 -30.1148395, 153.2026992 -30.1147786, 153.202661 -30.11473, 153.2025891 -30.1147062, 153.202402 -30.1146814, 153.2023587 -30.1146754)",,
124697025,False,Waterloo Street,residential,40,True,95.87400000000001,"LINESTRING (153.2023587 -30.1146754, 153.202402 -30.1146814, 153.2025891 -30.1147062, 153.202661 -30.11473, 153.2026992 -30.1147786, 153.2026959 -30.1148395, 153.202677 -30.1148819, 153.2025995 -30.1149047, 153.2024891 -30.1148926, 153.2024234 -30.1148634, 153.2023841 -30.1147928, 153.2023587 -30.1146754)",,
124697025,False,Waterloo Street,residential,40,False,43.015,"LINESTRING (153.2023587 -30.1146754, 153.2020812 -30.114637, 153.2019265 -30.1145845)",,
124680472,False,Scarborough Street,residential,40,False,139.382,"LINESTRING (153.1959574 -30.1126992, 153.1960727 -30.1121061, 153.1961678 -30.1116147, 153.1961972 -30.111463)",,
124680472,False,Scarborough Street,residential,40,True,138.284,"LINESTRING (153.1959574 -30.1126992, 153.1957991 -30.1136188, 153.195736 -30.1139279)",,
