osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,bridge,junction
29975562,2,Mitchell Street,residential,50,False,True,7.33,"LINESTRING (118.2761028 -31.4808274, 118.2760255 -31.4808274)",,,
29975562,2,Mitchell Street,residential,50,False,False,244.545,"LINESTRING (118.2761028 -31.4808274, 118.277945 -31.4808238, 118.2786261 -31.4808216, 118.2786816 -31.480822)",,,
1234908835,1,Fifth Street,residential,50,True,False,89.337,"LINESTRING (118.2761028 -31.4808274, 118.2761085 -31.4814542, 118.27611 -31.4816308)",,,
115217385,,Coronation Street,residential,50,False,False,8.184,"LINESTRING (118.2786845 -31.4797079, 118.2787708 -31.4797085)",,,
115217385,,Coronation Street,residential,50,False,True,168.71400000000003,"LINESTRING (118.2786845 -31.4797079, 118.2786344 -31.4797083, 118.2779585 -31.4797115, 118.2769395 -31.4797136, 118.2769054 -31.4797135)",,,
250927858,1,Bates Street,residential,50,True,False,126.323,"LINESTRING (118.2786845 -31.4797079, 118.2786938 -31.4790699, 118.2786926 -31.4785719)",7,,
29975562,2,Mitchell Street,residential,50,False,False,9.606,"LINESTRING (118.2786816 -31.480822, 118.2787829 -31.4808218)",,,
29975562,2,Mitchell Street,residential,50,False,True,244.545,"LINESTRING (118.2786816 -31.480822, 118.2786261 -31.4808216, 118.277945 -31.4808238, 118.2761028 -31.4808274)",,,
250927858,1,Bates Street,residential,50,True,False,43.724,"LINESTRING (118.2786816 -31.480822, 118.2786925 -31.4807517, 118.2786901 -31.4804294)",7,,
115217361,2,Growden Street,residential,50,False,True,252.662,"LINESTRING (118.2733797 -31.4774434, 118.2759432 -31.4774441, 118.276044 -31.4774438)",,,
"[674537384, 674537385, 1139146685]",,King Street,residential,50,False,False,126.05199999999999,"LINESTRING (118.2733797 -31.4774434, 118.2733704 -31.4780039, 118.2733687 -31.4781463, 118.2733654 -31.4785211, 118.2733677 -31.4785769)",,yes,
115217346,,Duff Street,residential,50,False,False,125.984,"LINESTRING (118.2733677 -31.4785769, 118.2746962 -31.4785737)",,,
115217358,,King Street,residential,50,False,False,126.276,"LINESTRING (118.2733677 -31.4785769, 118.273368 -31.4786348, 118.2733681 -31.4786894, 118.2733739 -31.4791383, 118.2733747 -31.4797125)",,,
"[674537384, 674537385, 1139146685]",,King Street,residential,50,False,True,126.05199999999999,"LINESTRING (118.2733677 -31.4785769, 118.2733654 -31.4785211, 118.2733687 -31.4781463, 118.2733704 -31.4780039, 118.2733797 -31.4774434)",,yes,
"[1241375768, 115217358]",,King Street,residential,50,False,False,191.97499999999997,"LINESTRING (118.2733747 -31.4797125, 118.2733734 -31.4797872, 118.2733653 -31.4803537, 118.273361 -31.4806438, 118.2733602 -31.4808555, 118.273359 -31.4813583, 118.2733585 -31.4814389)",,,
115217358,,King Street,residential,50,False,True,126.276,"LINESTRING (118.2733747 -31.4797125, 118.2733739 -31.4791383, 118.2733681 -31.4786894, 118.273368 -31.4786348, 118.2733677 -31.4785769)",,,
115217385,,Coronation Street,residential,50,False,False,124.36099999999999,"LINESTRING (118.2733747 -31.4797125, 118.274014 -31.4797142, 118.2746861 -31.4797118)",,,
115217360,,George Street,residential,,False,False,204.16199999999998,"LINESTRING (118.2746861 -31.4797118, 118.2746998 -31.480528, 118.2746957 -31.4810249, 118.2746856 -31.4815477)",,,
115217360,,George Street,residential,,False,True,126.555,"LINESTRING (118.2746861 -31.4797118, 118.2746921 -31.4791405, 118.2746962 -31.4785737)",,,
115217385,,Coronation Street,residential,50,False,False,128.287,"LINESTRING (118.2746861 -31.4797118, 118.2753498 -31.4797087, 118.2759976 -31.4797095, 118.2760389 -31.4797096)",,,
115217385,,Coronation Street,residential,50,False,True,124.36099999999999,"LINESTRING (118.2746861 -31.4797118, 118.274014 -31.4797142, 118.2733747 -31.4797125)",,,
1139146686,2,Barrack Street,tertiary,50,False,False,6.534,"LINESTRING (118.2746856 -31.4815477, 118.2747513 -31.4815654)",,,
115217360,,George Street,residential,,False,True,204.16199999999998,"LINESTRING (118.2746856 -31.4815477, 118.2746957 -31.4810249, 118.2746998 -31.480528, 118.2746861 -31.4797118)",,,
1139146686,2,Barrack Street,tertiary,50,False,True,126.46100000000001,"LINESTRING (118.2746856 -31.4815477, 118.274485 -31.4815238, 118.2741503 -31.4814949, 118.2740071 -31.4814814, 118.2736664 -31.4814559, 118.2733585 -31.4814389)",,,
115217385,,Coronation Street,residential,50,False,True,244.672,"LINESTRING (118.2813509 -31.4797111, 118.2794783 -31.4797101, 118.278809 -31.4797079, 118.2787708 -31.4797085)",,,
115217432,,Queen Street,residential,50,False,False,125.584,"LINESTRING (118.2813509 -31.4797111, 118.2813488 -31.4796554, 118.2813391 -31.4791468, 118.2813262 -31.4785819)",,,
115217432,,Queen Street,residential,50,False,True,125.07199999999999,"LINESTRING (118.2813509 -31.4797111, 118.2813511 -31.4797623, 118.281358 -31.4802583, 118.2813464 -31.4807534, 118.2813183 -31.4808322)",,,
115217432,,Queen Street,residential,50,False,True,6.927,"LINESTRING (118.2813239 -31.4823045, 118.2813238 -31.4823668)",,,
115217432,,Queen Street,residential,50,False,False,163.72,"LINESTRING (118.2813239 -31.4823045, 118.2813241 -31.4815067, 118.2813161 -31.4808963, 118.2813183 -31.4808322)",,,
1239343539,1,Barrack Street,tertiary,50,True,False,180.171,"LINESTRING (118.2813239 -31.4823045, 118.28138 -31.4823015, 118.2814798 -31.4822852, 118.2816208 -31.4822476, 118.2819883 -31.4821109, 118.2822925 -31.4819977, 118.2824051 -31.4819558, 118.2825666 -31.4818944, 118.2827164 -31.4818456, 118.2828927 -31.481793, 118.283036 -31.4817435, 118.2830918 -31.4817243)",,,
250927858,1,Bates Street,residential,50,True,False,29.446,"LINESTRING (118.2786657 -31.4821036, 118.2786685 -31.4818388)",7,,
1239343539,1,Barrack Street,tertiary,50,True,False,11.216,"LINESTRING (118.2786657 -31.4821036, 118.2787834 -31.4821136)",,,
1139146686,2,Barrack Street,tertiary,50,False,False,126.46100000000001,"LINESTRING (118.2733585 -31.4814389, 118.2736664 -31.4814559, 118.2740071 -31.4814814, 118.2741503 -31.4814949, 118.274485 -31.4815238, 118.2746856 -31.4815477)",,,
1139146686,2,Barrack Street,tertiary,50,False,True,65.233,"LINESTRING (118.2733585 -31.4814389, 118.2730905 -31.4815138, 118.2729211 -31.4816192, 118.2727785 -31.4817341)",,,
"[1241375768, 115217358]",,King Street,residential,50,False,True,191.975,"LINESTRING (118.2733585 -31.4814389, 118.273359 -31.4813583, 118.2733602 -31.4808555, 118.273361 -31.4806438, 118.2733653 -31.4803537, 118.2733734 -31.4797872, 118.2733747 -31.4797125)",,,
115217361,2,Growden Street,residential,50,False,True,7.814,"LINESTRING (118.276044 -31.4774438, 118.2761264 -31.477444)",,,
115217361,2,Growden Street,residential,50,False,False,252.662,"LINESTRING (118.276044 -31.4774438, 118.2759432 -31.4774441, 118.2733797 -31.4774434)",,,
115217357,1,Barrack Street,residential,50,True,False,7.737,"LINESTRING (118.2760287 -31.4816249, 118.27611 -31.4816308)",,,
1234908834,1,Fifth Street,residential,50,True,False,88.679,"LINESTRING (118.2760287 -31.4816249, 118.276027 -31.4814543, 118.2760255 -31.4808274)",,,
115217393,1,,tertiary,50,True,False,12.088000000000001,"LINESTRING (118.2831157 -31.4818279, 118.2830965 -31.4817977, 118.2830878 -31.4817642, 118.2830918 -31.4817243)",4,,roundabout
1239343540,1,Barrack Street,tertiary,50,True,False,181.24599999999998,"LINESTRING (118.2831157 -31.4818279, 118.2829999 -31.4818468, 118.2829015 -31.4818619, 118.2827067 -31.4819254, 118.2825777 -31.4819674, 118.2822582 -31.4820904, 118.2815959 -31.482329, 118.281471 -31.4823591, 118.2813447 -31.4823666, 118.2813238 -31.4823668)",,,
115217361,2,Growden Street,residential,50,False,True,7.757,"LINESTRING (118.278686 -31.4774444, 118.2787678 -31.4774439)",,,
674537390,1,Bates Street,residential,50,True,False,31.109,"LINESTRING (118.278686 -31.4774444, 118.2787228 -31.4771664)",,,
