osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry,width,junction
578167917,North Street,residential,50,False,False,14.924,,,"LINESTRING (150.1753408 -35.7056053, 150.1755029 -35.7056315)",,
"[578167916, 384469549]",Vesper Street,trunk,70,True,False,116.173,"['1', '2']",A1,"LINESTRING (150.1753408 -35.7056053, 150.1753687 -35.7055112, 150.1755255 -35.7049819, 150.1756499 -35.7047004, 150.1757114 -35.7046086)",,
2710638,North Street,residential,50,False,True,110.732,,,"LINESTRING (150.1780247 -35.7059031, 150.1778933 -35.705946, 150.1778827 -35.7059467, 150.1777712 -35.7059537, 150.1774773 -35.7059086, 150.1769582 -35.7058378, 150.1769395 -35.7058352, 150.1768233 -35.7058194)",,
143021245,Orient Street,residential,50,True,False,284.546,,,"LINESTRING (150.1780247 -35.7059031, 150.1781039 -35.7060631, 150.1781054 -35.7060852, 150.1781143 -35.7062155, 150.1781161 -35.7062416, 150.1780318 -35.7066255, 150.1779537 -35.7069812, 150.1778375 -35.7075107, 150.1777924 -35.707716, 150.1777679 -35.7078276, 150.1777312 -35.7079949, 150.1777136 -35.7080753, 150.1776647 -35.7082979, 150.177639 -35.7084151)",,
2710644,Beach Road,secondary,50,False,True,50.24,4,7,"LINESTRING (150.177639 -35.7084151, 150.1775079 -35.7084202, 150.1773966 -35.7084336, 150.1772303 -35.7084509, 150.1770853 -35.7084504)",,
286689645,Beach Road,secondary,50,False,False,96.565,4,7,"LINESTRING (150.177639 -35.7084151, 150.1777437 -35.708418, 150.1777611 -35.7084185, 150.1779836 -35.7084313, 150.1783068 -35.7084779, 150.178547 -35.7085336, 150.1785649 -35.7085394, 150.1786828 -35.7085776)",,
286689646,Orient Street,residential,50,False,False,107.14200000000001,,,"LINESTRING (150.177639 -35.7084151, 150.1776168 -35.7085184, 150.17759 -35.708658, 150.1774474 -35.709366)",,
2710647,Flora Crescent,unclassified,,False,False,40.117,,,"LINESTRING (150.1774474 -35.709366, 150.1775343 -35.7093773, 150.1778861 -35.7094232)",,
286689646,Orient Street,residential,50,False,False,200.942,,,"LINESTRING (150.1774474 -35.709366, 150.177392 -35.7096148, 150.1770543 -35.7111447)",,
286689646,Orient Street,residential,50,False,True,107.142,,,"LINESTRING (150.1774474 -35.709366, 150.17759 -35.708658, 150.1776168 -35.7085184, 150.177639 -35.7084151)",,
2710647,Flora Crescent,unclassified,,False,True,16.474,,,"LINESTRING (150.178066 -35.7094479, 150.1778861 -35.7094232)",,
384469124,Flora Crescent,unclassified,,True,False,14.308,,,"LINESTRING (150.178066 -35.7094479, 150.1782228 -35.7094293)",,
384468952,Beach Road,secondary,50,True,False,14.277,2,7,"LINESTRING (150.1746678 -35.7081383, 150.1748256 -35.7081301)",,
"[26826924, 578168023]",Vesper Street,trunk,70,True,False,288.161,2,A1,"LINESTRING (150.1746678 -35.7081383, 150.1747009 -35.7080343, 150.1747398 -35.7079121, 150.1752027 -35.7061355, 150.1753108 -35.7057206, 150.1753408 -35.7056053)",,
377719836,Beach Road,unclassified,50,False,False,84.40700000000001,,,"LINESTRING (150.1746678 -35.7081383, 150.174572 -35.708125, 150.1737463 -35.7080105)",,
13844014,Perry Lane,unclassified,,False,True,83.033,,,"LINESTRING (150.1776448 -35.7063604, 150.1768095 -35.7062521, 150.1767367 -35.7062427)",,
13844059,Museum Place,residential,,False,True,106.253,,,"LINESTRING (150.1781673 -35.7115437, 150.1780681 -35.7115225, 150.1779055 -35.7114977, 150.1771202 -35.7113978, 150.1770076 -35.7113836)",,
13844012,Vesper Street,trunk,70,True,False,115.688,2,A1,"LINESTRING (150.1757114 -35.7046086, 150.1757219 -35.7047199, 150.1756677 -35.7049445, 150.1755517 -35.7054283, 150.175525 -35.7055395, 150.1755029 -35.7056315)",,
384469594,Vesper Street,trunk,70,True,False,7.436,2,A1,"LINESTRING (150.1748256 -35.7081301, 150.1748073 -35.7081953)",,
143023298,Beach Road,secondary,50,True,False,127.504,2,7,"LINESTRING (150.1748256 -35.7081301, 150.1748945 -35.7081413, 150.1752105 -35.7081925, 150.1759821 -35.7083176, 150.1760611 -35.708334, 150.1762077 -35.7083644)",,
13844014,Perry Lane,unclassified,,False,False,83.033,,,"LINESTRING (150.1767367 -35.7062427, 150.1768095 -35.7062521, 150.1776448 -35.7063604)",,
143023299,Perry Street,residential,40,False,False,48.241,,,"LINESTRING (150.1767367 -35.7062427, 150.1766915 -35.7064445, 150.1766443 -35.70667)",,
143023299,Perry Street,residential,40,False,True,47.714,,,"LINESTRING (150.1767367 -35.7062427, 150.1768031 -35.7059184, 150.1768233 -35.7058194)",,
13844056,Camp Street,residential,,False,False,71.354,,,"LINESTRING (150.1756493 -35.7109312, 150.1764261 -35.7110493)",,
