osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,width,ref,junction,bridge,access
"[485494506, 355232175]",3,"['Anderson Street', 'Victoria Avenue']",tertiary,40,False,False,87.98499999999999,"LINESTRING (151.1828461 -33.7955779, 151.1828695 -33.7956581, 151.1828749 -33.7956767, 151.1830625 -33.7960908, 151.1830778 -33.7961246, 151.1830973 -33.7961486, 151.1831209 -33.796162, 151.1831659 -33.7961788, 151.1831894 -33.7961822, 151.1832142 -33.7961812, 151.1833045 -33.7961646)",,,,,
"[747894173, 149840199]",4,Anderson Street,tertiary,40,False,True,79.993,"LINESTRING (151.1828461 -33.7955779, 151.1828168 -33.7955058, 151.1828099 -33.7954739, 151.1827991 -33.7954217, 151.1826065 -33.7950002, 151.1825916 -33.7949722, 151.1825496 -33.7949042)",,,,,
288180470,,Day Street,residential,40,False,False,53.495000000000005,"LINESTRING (151.1814238 -33.7937644, 151.1818834 -33.7936211, 151.1819658 -33.7935954)",,,,,
485494484,4,Archer Street,secondary,40,False,True,36.483,"LINESTRING (151.1841303 -33.7929207, 151.1839926 -33.7926132)",12.5,,,,
173384880,,Daisy Street,residential,40,False,True,213.62600000000003,"LINESTRING (151.1841303 -33.7929207, 151.1840289 -33.7929523, 151.1820597 -33.7935662, 151.1819658 -33.7935954)",,,,,
485494484,4,Archer Street,secondary,40,False,False,53.772000000000006,"LINESTRING (151.1841303 -33.7929207, 151.1842356 -33.7931558, 151.1842994 -33.7932983, 151.1843333 -33.7933739)",12.5,,,,
"[390711952, 1023899428, 1023899429]",,Johnson Street,residential,50,False,True,75.768,"LINESTRING (151.1861448 -33.7994555, 151.1856603 -33.7996069, 151.1855223 -33.7996502, 151.1853758 -33.7996919)",,,,,
422599787,,Claude Street,residential,,False,False,169.954,"LINESTRING (151.1861448 -33.7994555, 151.1861113 -33.7993784, 151.1856592 -33.7983385, 151.1856306 -33.7982726, 151.1855199 -33.798018)",,,,,
225869707,4,Albert Avenue,tertiary,40,False,False,79.07,"LINESTRING (151.1859911 -33.7971168, 151.1861094 -33.7970802, 151.1861302 -33.7970737, 151.1865276 -33.7969506, 151.1867929 -33.7968684)",,,,,
"[485494510, 485494479]",5,Albert Avenue,secondary,40,False,True,88.753,"LINESTRING (151.1859911 -33.7971168, 151.1858863 -33.7971494, 151.1858591 -33.7971579, 151.1855031 -33.7972687, 151.1851828 -33.7973683, 151.1850916 -33.7973967)",,,,,
"[485494485, 485494486]","['4', '5']",Archer Street,secondary,40,False,True,178.03999999999996,"LINESTRING (151.1859911 -33.7971168, 151.1859453 -33.7970121, 151.1859346 -33.7969863, 151.1858055 -33.7966752, 151.1857891 -33.7966382, 151.1855037 -33.7959939, 151.185498 -33.7959809, 151.1853745 -33.7957004, 151.1853689 -33.7956877, 151.1853353 -33.7956113)",,,,,
446940814,,Albert Avenue,secondary,,False,True,9.181,"LINESTRING (151.1790088 -33.7993046, 151.1789255 -33.7993496)",,,,,
"[1154869475, 254613350, 465533895, 485494488, 79667193, 485494491, 422603134]","['4', '5']",Albert Avenue,secondary,"['40', '50']",False,False,294.58099999999996,"LINESTRING (151.1790088 -33.7993046, 151.1790754 -33.7992734, 151.1791064 -33.7992629, 151.179463 -33.7991482, 151.1799248 -33.7990045, 151.1801797 -33.7989252, 151.1806857 -33.7987677, 151.1807748 -33.79874, 151.181201 -33.7986074, 151.1813124 -33.7985727, 151.1819012 -33.7983895, 151.1819875 -33.7983626)",,,,,
181889079,3,Pacific Highway,trunk,60,True,False,85.163,"LINESTRING (151.1790088 -33.7993046, 151.1790539 -33.7993835, 151.1791633 -33.7995923, 151.1793072 -33.7999015, 151.1793566 -33.8000135)",,A1,,,
575738174,,Centennial Avenue,residential,,False,True,9.058,"LINESTRING (151.178676 -33.7988378, 151.1787734 -33.7988286)",,,,,
575738506,3,Pacific Highway,trunk,60,True,False,35.52,"LINESTRING (151.178676 -33.7988378, 151.1785456 -33.7985373)",,A1,,,
"[79427585, 485494487]","['2', '3']",Centennial Avenue,residential,50,False,False,119.172,"LINESTRING (151.178676 -33.7988378, 151.1785983 -33.7988439, 151.1785638 -33.798844, 151.1780107 -33.7988445, 151.1773867 -33.798838)",,,,,
"[575174752, 840129915]",,Jenkins Street,residential,50,False,False,83.811,"LINESTRING (151.1763834 -33.798102, 151.1764344 -33.7982513, 151.1765384 -33.7985485, 151.1766044 -33.7987372, 151.1766041 -33.7987512, 151.1766027 -33.7988297)",,,,,
"[181927321, 257208812]",2,Brown Street,residential,40,False,False,220.139,"LINESTRING (151.178116 -33.7970035, 151.1782056 -33.7969815, 151.1786192 -33.7968407, 151.1788154 -33.7967885, 151.1790635 -33.7967091, 151.1791012 -33.7966963, 151.1791298 -33.7966867, 151.1793285 -33.7966229, 151.1794504 -33.7965846, 151.179618 -33.7965279, 151.1799602 -33.7964353, 151.1802575 -33.7963451, 151.1803539 -33.7963312)",,,,,
"[181889092, 729512390]",3,Pacific Highway,trunk,60,True,False,79.424,"LINESTRING (151.178116 -33.7970035, 151.178142 -33.7971363, 151.1782948 -33.7975713, 151.1783043 -33.7975982, 151.1783414 -33.7976918)",,A1,,,
"[1140711576, 800592654]",,Nicholson Street,residential,40,False,False,106.40400000000001,"LINESTRING (151.1850696 -33.7922747, 151.1844537 -33.7924683, 151.1840747 -33.7925874, 151.1839926 -33.7926132)",7.5,,,,
99802405,2,Anderson Street,tertiary,40,False,False,54.906000000000006,"LINESTRING (151.1813851 -33.7922935, 151.1814051 -33.7923385, 151.1815916 -33.7927565)",,,,,
"[174172649, 174172650, 174172636]",2,Wilson Street,residential,40,False,"[False, True]",130.699,"LINESTRING (151.1813851 -33.7922935, 151.1812938 -33.7923214, 151.181093 -33.7923826, 151.1810241 -33.7924037, 151.1806591 -33.7925151, 151.1804401 -33.792582, 151.1801473 -33.7926714, 151.1801242 -33.7926784, 151.1800575 -33.7926988)",,,,yes,
"[174172649, 174172650, 174172636]",2,Wilson Street,residential,40,False,"[False, True]",130.69899999999998,"LINESTRING (151.1800575 -33.7926988, 151.1801242 -33.7926784, 151.1801473 -33.7926714, 151.1804401 -33.792582, 151.1806591 -33.7925151, 151.1810241 -33.7924037, 151.181093 -33.7923826, 151.1812938 -33.7923214, 151.1813851 -33.7922935)",,,,yes,
"[575699221, 575699222]",3,Pacific Highway,trunk,60,True,False,90.225,"LINESTRING (151.1800575 -33.7926988, 151.1799607 -33.7929575, 151.1798182 -33.7933105, 151.1797448 -33.7934672)",,A1;A38,,,
575699216,,Railway Street,unclassified,40,False,True,8.844,"LINESTRING (151.1797448 -33.7934672, 151.1796594 -33.7934313)",,,,,
485494499,2,Railway Street,unclassified,40,False,False,9.968,"LINESTRING (151.1797448 -33.7934672, 151.1798285 -33.793503, 151.1798404 -33.7935087)",,,,,
"[575699220, 782116900]",3,Pacific Highway,trunk,60,True,False,248.52099999999996,"LINESTRING (151.1797448 -33.7934672, 151.1796877 -33.7935855, 151.1796368 -33.7936565, 151.1794856 -33.793846, 151.1793355 -33.7940351, 151.179089 -33.7943492, 151.1789643 -33.794505, 151.1788307 -33.7946694, 151.1786825 -33.7948674, 151.1786288 -33.7949433, 151.1785586 -33.7950558, 151.1785082 -33.7951416, 151.1784632 -33.7952294, 151.178394 -33.7953911)",,A1;A38,,,
575699216,,Railway Street,unclassified,40,False,False,8.844,"LINESTRING (151.1796594 -33.7934313, 151.1797448 -33.7934672)",,,,,
11634642,,McIntosh Street,unclassified,40,False,False,189.556,"LINESTRING (151.178394 -33.7953911, 151.1784714 -33.7954037, 151.1785139 -33.7954107, 151.1802245 -33.7948707, 151.1803173 -33.7948414)",,,,,
350052993,3,Pacific Highway,trunk,60,True,False,82.434,"LINESTRING (151.178394 -33.7953911, 151.1783539 -33.7954858, 151.17823 -33.7957923, 151.1781629 -33.7959542, 151.1781526 -33.7959787, 151.1781145 -33.7960949)",,A1;A38,,,
398289823,,Victoria Avenue,residential,,False,True,9.577,"LINESTRING (151.178242 -33.7977162, 151.1783414 -33.7976918)",,,,,
"[257213000, 729512388]",3,Pacific Highway,trunk,60,True,False,80.178,"LINESTRING (151.178242 -33.7977162, 151.178213 -33.7976225, 151.1780659 -33.7971646, 151.1780487 -33.7970961, 151.1780289 -33.7970174)",,A1,,,
149824238,2,Katherine Street,residential,40,False,True,93.27000000000001,"LINESTRING (151.1796127 -33.7982023, 151.1793361 -33.7974694, 151.1793093 -33.7974023)",,,,,
175721038,2,Thomas Street,residential,40,False,False,96.075,"LINESTRING (151.1796127 -33.7982023, 151.1790997 -33.7983616, 151.1787094 -33.7984901, 151.1786412 -33.79851)",,,,,
"[452646955, 175721038]",2,"['Thomas Street', 'Thomas Lane']","['residential', 'living_street']","['40', '10']",False,"[False, True]",144.065,"LINESTRING (151.1796127 -33.7982023, 151.1796784 -33.7981797, 151.1797727 -33.7981474, 151.1800577 -33.7980634, 151.1805201 -33.797927, 151.1805899 -33.7979201, 151.1806157 -33.7979295, 151.180637 -33.797953, 151.1806792 -33.7979958, 151.180731 -33.7983191)",,,,,
"[452646955, 175721038]",2,"['Thomas Lane', 'Thomas Street']","['living_street', 'residential']","['40', '10']",False,"[False, True]",144.065,"LINESTRING (151.180731 -33.7983191, 151.1806792 -33.7979958, 151.180637 -33.797953, 151.1806157 -33.7979295, 151.1805899 -33.7979201, 151.1805201 -33.797927, 151.1800577 -33.7980634, 151.1797727 -33.7981474, 151.1796784 -33.7981797, 151.1796127 -33.7982023)",,,,,
575738502,,Thomas Street,residential,40,False,True,9.341,"LINESTRING (151.1785456 -33.7985373, 151.1786412 -33.79851)",,,,,
575738505,3,Pacific Highway,trunk,60,True,False,95.53,"LINESTRING (151.1785456 -33.7985373, 151.1783705 -33.7980839, 151.1783357 -33.7979844, 151.17831 -33.7979056, 151.1782908 -33.7978495, 151.1782786 -33.7978196, 151.178242 -33.7977162)",,A1,,,
522073676,2,Victor Street,residential,40,False,True,11.387,"LINESTRING (151.18233 -33.7968041, 151.1823702 -33.7969009)",,,,,
522073676,2,Victor Street,residential,40,False,False,11.387,"LINESTRING (151.1823702 -33.7969009, 151.18233 -33.7968041)",,,,,
173384596,,Post Office Lane,living_street,10,False,True,81.067,"LINESTRING (151.1823702 -33.7969009, 151.1822927 -33.7969238, 151.1815491 -33.7971576)",,,,,delivery
"[522073676, 876052631]","['2', '3']",Victor Street,residential,40,False,True,139.865,"LINESTRING (151.1823702 -33.7969009, 151.1826091 -33.797477, 151.1826982 -33.7976919, 151.1827533 -33.7978245, 151.1828286 -33.7980061, 151.1828634 -33.7980901)",,,,,
"[173384656, 485494505]","['1', '2']",Endeavour Street,residential,40,True,False,152.80399999999997,"LINESTRING (151.1812964 -33.7960569, 151.1815333 -33.7959921, 151.1818354 -33.7958968, 151.1824943 -33.7956889, 151.1827578 -33.7956058, 151.1828461 -33.7955779)",,,,,
"[173384709, 449485686]","['2', '3']",Orchard Road,residential,40,False,True,66.056,"LINESTRING (151.1812964 -33.7960569, 151.1812892 -33.7959264, 151.1812843 -33.7958078, 151.1812804 -33.7956672, 151.1812742 -33.795633, 151.18126 -33.7956011, 151.1812502 -33.7955918, 151.1811528 -33.795499)",,,,,
"[207181764, 1010423307, 485494507, 1010423309, 485494508, 550551133]","['1', '2', '3']",Anderson Street,unclassified,40,True,False,186.255,"LINESTRING (151.1833045 -33.7961646, 151.1833367 -33.7962363, 151.1834219 -33.7964477, 151.1835078 -33.7966494, 151.1835418 -33.7967322, 151.1836263 -33.796926, 151.1837068 -33.7971105, 151.1838687 -33.7974942, 151.1839237 -33.7976246, 151.1839358 -33.7976534, 151.1839759 -33.7977439)",,,,,
"[485494506, 355232175]",3,"['Victoria Avenue', 'Anderson Street']",tertiary,40,False,True,87.985,"LINESTRING (151.1833045 -33.7961646, 151.1832142 -33.7961812, 151.1831894 -33.7961822, 151.1831659 -33.7961788, 151.1831209 -33.796162, 151.1830973 -33.7961486, 151.1830778 -33.7961246, 151.1830625 -33.7960908, 151.1828749 -33.7956767, 151.1828695 -33.7956581, 151.1828461 -33.7955779)",,,,,
"[1137141496, 1137141500, 1137458568, 328271423]",2,Victoria Avenue,tertiary,40,False,False,197.931,"LINESTRING (151.1833045 -33.7961646, 151.1834015 -33.796142, 151.1834494 -33.7961344, 151.1836766 -33.7960983, 151.1839077 -33.7960532, 151.1840025 -33.79603, 151.1843558 -33.7959141, 151.1844453 -33.7958858, 151.1850542 -33.7956998, 151.1851975 -33.7956547, 151.1852444 -33.7956399, 151.1853353 -33.7956113)",,,,,
44675512,,Anderson Street,tertiary,40,False,True,77.59100000000001,"LINESTRING (151.1822576 -33.7942497, 151.1821567 -33.7940234, 151.1819658 -33.7935954)",,,,,
507710048,3,Anderson Street,tertiary,40,False,False,77.61800000000001,"LINESTRING (151.1822576 -33.7942497, 151.1825115 -33.7948189, 151.1825496 -33.7949042)",,,,,
"[175721035, 1251103710, 149824239]",2,"['Railway Street', 'Victoria Avenue']",residential,40,False,False,185.123,"LINESTRING (151.1803539 -33.7963312, 151.1803645 -33.7967385, 151.1803793 -33.796979, 151.1803765 -33.7970053, 151.1803628 -33.7970365, 151.1803409 -33.7970649, 151.1803129 -33.7970853, 151.1802766 -33.7971, 151.1795572 -33.7973248, 151.1793093 -33.7974023)",,,,,
"[181927321, 257208812]",2,Brown Street,residential,40,False,True,220.13900000000004,"LINESTRING (151.1803539 -33.7963312, 151.1802575 -33.7963451, 151.1799602 -33.7964353, 151.179618 -33.7965279, 151.1794504 -33.7965846, 151.1793285 -33.7966229, 151.1791298 -33.7966867, 151.1791012 -33.7966963, 151.1790635 -33.7967091, 151.1788154 -33.7967885, 151.1786192 -33.7968407, 151.1782056 -33.7969815, 151.178116 -33.7970035)",,,,,
257208822,4,Railway Street,residential,40,False,True,81.32199999999999,"LINESTRING (151.1803539 -33.7963312, 151.1803447 -33.796038, 151.1803347 -33.7957398, 151.180331 -33.7956001)",,,,,
398289823,,Victoria Avenue,residential,,False,False,9.577,"LINESTRING (151.1783414 -33.7976918, 151.178242 -33.7977162)",,,,,
398289824,3,Victoria Avenue,residential,40,False,True,95.07000000000001,"LINESTRING (151.1783414 -33.7976918, 151.1784161 -33.7976735, 151.1784497 -33.7976643, 151.1793093 -33.7974023)",,,,,
575738504,3,Pacific Highway,trunk,60,True,False,95.10900000000001,"LINESTRING (151.1783414 -33.7976918, 151.1783808 -33.7977916, 151.178475 -33.7980621, 151.1786412 -33.79851)",,A1,,,
575738502,,Thomas Street,residential,40,False,False,9.341,"LINESTRING (151.1786412 -33.79851, 151.1785456 -33.7985373)",,,,,
175721038,2,Thomas Street,residential,40,False,True,96.075,"LINESTRING (151.1786412 -33.79851, 151.1787094 -33.7984901, 151.1790997 -33.7983616, 151.1796127 -33.7982023)",,,,,
575738503,3,Pacific Highway,trunk,60,True,False,37.475,"LINESTRING (151.1786412 -33.79851, 151.1787145 -33.7986905, 151.1787734 -33.7988286)",,A1,,,
"[840129916, 79427583]",2,Whitton Road,residential,50,False,False,74.604,"LINESTRING (151.1773867 -33.798838, 151.1773961 -33.7989227, 151.1774095 -33.7990429, 151.1774474 -33.7993847, 151.1774608 -33.7995061)",,,,,
175720149,2,Centennial Avenue,residential,50,False,False,72.449,"LINESTRING (151.1773867 -33.798838, 151.1771878 -33.7988359, 151.1766027 -33.7988297)",,,,,
"[79427585, 485494487]","['2', '3']",Centennial Avenue,residential,50,False,True,119.172,"LINESTRING (151.1773867 -33.798838, 151.1780107 -33.7988445, 151.1785638 -33.798844, 151.1785983 -33.7988439, 151.178676 -33.7988378)",,,,,
"[877437673, 175715890, 1149373515, 815812758]",2,Eddy Road,residential,50,False,False,253.949,"LINESTRING (151.1767494 -33.8009526, 151.1771052 -33.8009221, 151.177622 -33.8008777, 151.177663 -33.8008725, 151.1777148 -33.8008641, 151.1781341 -33.8008285, 151.1782474 -33.8008189, 151.1786782 -33.8007823, 151.1790564 -33.8007502, 151.1791642 -33.800741, 151.1794095 -33.8007167, 151.1794342 -33.800716, 151.1794818 -33.80071)",,,,,
175720149,2,Centennial Avenue,residential,50,False,True,72.449,"LINESTRING (151.1766027 -33.7988297, 151.1771878 -33.7988359, 151.1773867 -33.798838)",,,,,
"[575174752, 840129915]",,Jenkins Street,residential,50,False,True,83.811,"LINESTRING (151.1766027 -33.7988297, 151.1766041 -33.7987512, 151.1766044 -33.7987372, 151.1765384 -33.7985485, 151.1764344 -33.7982513, 151.1763834 -33.798102)",,,,,
99802405,2,Anderson Street,tertiary,40,False,True,21.085,"LINESTRING (151.1816709 -33.7929343, 151.1815916 -33.7927565)",,,,,
99802405,2,Anderson Street,tertiary,40,False,False,78.399,"LINESTRING (151.1816709 -33.7929343, 151.1817812 -33.7931815, 151.1819658 -33.7935954)",,,,,
332232188,,O'Brien Street,residential,40,False,False,57.995000000000005,"LINESTRING (151.1816709 -33.7929343, 151.1815861 -33.7929623, 151.1812142 -33.7930857, 151.181088 -33.7931276)",,,,,
332232188,,O'Brien Street,residential,40,False,True,57.995000000000005,"LINESTRING (151.181088 -33.7931276, 151.1812142 -33.7930857, 151.1815861 -33.7929623, 151.1816709 -33.7929343)",,,,,
173384498,2,Devonshire Street,residential,,False,False,69.132,"LINESTRING (151.184988 -33.7990885, 151.1850284 -33.7991713, 151.1850896 -33.7992968, 151.1851369 -33.7993938, 151.1852551 -33.7996363, 151.185269 -33.7996647)",,,,,
173384498,2,Devonshire Street,residential,,False,True,90.12100000000001,"LINESTRING (151.184988 -33.7990885, 151.1848235 -33.798727, 151.1847615 -33.7985907, 151.1846941 -33.7984425, 151.1846431 -33.7983304)",,,,,
378382063,,Parkside Lane,residential,,False,False,152.15699999999998,"LINESTRING (151.184988 -33.7990885, 151.184886 -33.7991199, 151.1844322 -33.7992599, 151.1840852 -33.7993689, 151.1835677 -33.7995313, 151.183544 -33.7995315, 151.183438 -33.7995326)",,,,,
378384683,,Day Street,unclassified,40,False,True,49.187000000000005,"LINESTRING (151.1795558 -33.7943262, 151.1799934 -33.7941849, 151.1800519 -33.7941659)",,,,,
173384498,2,Devonshire Street,residential,,False,True,69.132,"LINESTRING (151.185269 -33.7996647, 151.1852551 -33.7996363, 151.1851369 -33.7993938, 151.1850896 -33.7992968, 151.1850284 -33.7991713, 151.184988 -33.7990885)",,,,,
390711954,,,residential,50,True,False,11.885000000000002,"LINESTRING (151.185269 -33.7996647, 151.1852913 -33.799656, 151.1853141 -33.7996541, 151.1853365 -33.7996582, 151.1853561 -33.7996679, 151.185368 -33.7996786, 151.1853758 -33.7996919)",,,roundabout,,
390711954,,,residential,50,True,False,9.45,"LINESTRING (151.1853758 -33.7996919, 151.1853798 -33.7997, 151.1853815 -33.799719, 151.1853758 -33.7997374, 151.1853634 -33.7997535, 151.1853455 -33.7997654)",,,roundabout,,
"[390711952, 1023899428, 1023899429]",,Johnson Street,residential,50,False,False,75.768,"LINESTRING (151.1853758 -33.7996919, 151.1855223 -33.7996502, 151.1856603 -33.7996069, 151.1861448 -33.7994555)",,,,,
390711954,,,residential,50,True,False,11.098999999999998,"LINESTRING (151.1853455 -33.7997654, 151.1853268 -33.7997728, 151.1853012 -33.7997728, 151.1852776 -33.7997668, 151.1852579 -33.7997546, 151.1852443 -33.7997376)",,,roundabout,,
288180338,4,Archer Street,secondary,40,False,False,58.81399999999999,"LINESTRING (151.1851133 -33.7951156, 151.185121 -33.7951328, 151.1852865 -33.7955024, 151.1853012 -33.7955351, 151.1853353 -33.7956113)",,,,,
"[1148395768, 288180338, 1140711573, 1140711575]",4,Archer Street,secondary,40,False,True,158.438,"LINESTRING (151.1851133 -33.7951156, 151.185032 -33.794934, 151.1849936 -33.7948483, 151.1849566 -33.7947657, 151.1848895 -33.7946158, 151.1846752 -33.7941374, 151.1845826 -33.7939305, 151.1845153 -33.7937802)",,,,,
425708644,,Mills Lane,living_street,10,False,False,75.242,"LINESTRING (151.1851133 -33.7951156, 151.1850366 -33.7951424, 151.1849933 -33.7951576, 151.1843517 -33.7953547)",,,,,
425708644,,Mills Lane,living_street,10,False,True,75.24199999999999,"LINESTRING (151.1843517 -33.7953547, 151.1849933 -33.7951576, 151.1850366 -33.7951424, 151.1851133 -33.7951156)",,,,,
12270843,2,Oliver Road,unclassified,50,False,True,77.928,"LINESTRING (151.1774608 -33.7995061, 151.1766219 -33.7995781)",,,,,
175720144,2,Whitton Road,residential,50,False,False,74.244,"LINESTRING (151.1774608 -33.7995061, 151.1775489 -33.8001161, 151.177553 -33.8001693)",,,,,
"[840129916, 79427583]",2,Whitton Road,residential,50,False,True,74.604,"LINESTRING (151.1774608 -33.7995061, 151.1774474 -33.7993847, 151.1774095 -33.7990429, 151.1773961 -33.7989227, 151.1773867 -33.798838)",,,,,
485494497,1,Railway Street,unclassified,40,True,False,15.532,"LINESTRING (151.180052 -33.7939697, 151.1801018 -33.7940354, 151.1801398 -33.7940888)",,,,,
485494499,2,Railway Street,unclassified,40,False,True,54.867999999999995,"LINESTRING (151.180052 -33.7939697, 151.1798487 -33.7935237, 151.1798404 -33.7935087)",,,,,
175721034,2,Railway Street,residential,40,False,False,62.628,"LINESTRING (151.1801934 -33.7942954, 151.1802385 -33.79439, 151.1803144 -33.7945827, 151.1803173 -33.7948414)",,,,,
485494495,1,Railway Street,unclassified,40,True,False,13.116,"LINESTRING (151.1801934 -33.7942954, 151.1801423 -33.7942438, 151.1801118 -33.7941994)",,,,,
485494500,1,,unclassified,40,True,False,7.0,"LINESTRING (151.1801118 -33.7941994, 151.1800932 -33.7941966, 151.1800762 -33.7941897, 151.180062 -33.7941792, 151.1800519 -33.7941659)",,,roundabout,,
378384683,,Day Street,unclassified,40,False,False,49.187000000000005,"LINESTRING (151.1800519 -33.7941659, 151.1799934 -33.7941849, 151.1795558 -33.7943262)",,,,,
485494500,1,,unclassified,40,True,False,7.18,"LINESTRING (151.1800519 -33.7941659, 151.1800464 -33.7941505, 151.1800463 -33.7941343, 151.1800516 -33.7941188, 151.180062 -33.7941051)",,,roundabout,,
485494496,1,Railway Street,unclassified,40,True,False,15.087,"LINESTRING (151.180062 -33.7941051, 151.1800592 -33.794048, 151.180052 -33.7939697)",,,,,
485494500,1,,unclassified,40,True,False,7.883,"LINESTRING (151.180062 -33.7941051, 151.1800781 -33.7940935, 151.1800977 -33.7940866, 151.180119 -33.7940849, 151.1801398 -33.7940888)",,,roundabout,,
485494500,1,,unclassified,40,True,False,10.983,"LINESTRING (151.1801398 -33.7940888, 151.1801555 -33.794096, 151.1801685 -33.7941065, 151.1801778 -33.7941193, 151.1801832 -33.7941367, 151.1801818 -33.7941546, 151.1801739 -33.7941713)",,,roundabout,,
485494498,1,Railway Street,unclassified,40,True,False,13.957,"LINESTRING (151.1801739 -33.7941713, 151.1801833 -33.7942112, 151.1801886 -33.7942289, 151.1801934 -33.7942954)",,,,,
485494500,1,,unclassified,40,True,False,6.840000000000001,"LINESTRING (151.1801739 -33.7941713, 151.1801624 -33.7941834, 151.1801475 -33.7941925, 151.1801302 -33.7941979, 151.1801118 -33.7941994)",,,roundabout,,
4827019,2,Victor Street,residential,50,False,False,74.225,"LINESTRING (151.1836129 -33.8001708, 151.183606 -33.8001521, 151.1835649 -33.8000447, 151.1834862 -33.7998851, 151.1834231 -33.7997261, 151.1834154 -33.7996416, 151.183438 -33.7995326)",,,,,
503987337,,,residential,50,True,False,9.279,"LINESTRING (151.1836129 -33.8001708, 151.1836165 -33.8001695, 151.1836406 -33.8001693, 151.183663 -33.8001768, 151.1836802 -33.8001908, 151.1836896 -33.8002093)",,,roundabout,,
173384405,,Tryon Street,residential,50,False,True,81.763,"LINESTRING (151.1836176 -33.8002701, 151.1836136 -33.8002987, 151.183605 -33.8003309, 151.1835905 -33.8003853, 151.1834508 -33.8009921)",,,,,
503987337,,,residential,50,True,False,4.449,"LINESTRING (151.1836176 -33.8002701, 151.1835952 -33.8002626, 151.1835781 -33.8002486)",,,roundabout,,
503987337,,,residential,50,True,False,10.764000000000001,"LINESTRING (151.1835781 -33.8002486, 151.1835687 -33.8002301, 151.1835684 -33.8002101, 151.1835775 -33.8001916, 151.1835944 -33.8001773, 151.1836129 -33.8001708)",,,roundabout,,
"[1023899432, 503987338, 485494493, 1023899440]",3,Johnson Street,residential,50,False,True,105.217,"LINESTRING (151.1835781 -33.8002486, 151.1835483 -33.8002582, 151.1834934 -33.800276, 151.1834032 -33.8003051, 151.1829976 -33.8004322, 151.1828716 -33.8004717, 151.1828303 -33.8004841, 151.182605 -33.8005519, 151.1825135 -33.8005841)",,,,,
503987337,,,residential,50,True,False,11.122,"LINESTRING (151.1836896 -33.8002093, 151.1836898 -33.8002293, 151.1836807 -33.8002478, 151.1836639 -33.8002621, 151.1836417 -33.8002699, 151.1836176 -33.8002701)",,,roundabout,,
"[173385326, 1023899431]",,Johnson Street,residential,50,False,False,62.507999999999996,"LINESTRING (151.1836896 -33.8002093, 151.183728 -33.8001992, 151.1838075 -33.8001787, 151.1841159 -33.8000935, 151.1843299 -33.8000282)",,,,,
"[485494480, 207181769]","['2', '3']",Spring Street,unclassified,40,False,False,162.16700000000003,"LINESTRING (151.1844908 -33.7960265, 151.1846107 -33.7963167, 151.1847828 -33.7967044, 151.1849233 -33.7970211, 151.1849518 -33.7970852, 151.1850548 -33.7973173, 151.1850916 -33.7973967)",,,,,
378382704,,Malvern Avenue,residential,40,True,False,38.642,"LINESTRING (151.1858041 -33.7929152, 151.1858319 -33.7928599, 151.1858674 -33.7928482, 151.185905 -33.7928432, 151.1859351 -33.7928449, 151.1859559 -33.7928655, 151.1859586 -33.7928945, 151.185938 -33.7929171, 151.1858654 -33.7929301, 151.1858041 -33.7929152)",,,roundabout,,
"[530503257, 722920365, 722920367]",3,Malvern Avenue,residential,40,False,True,145.171,"LINESTRING (151.1858041 -33.7929152, 151.1857821 -33.7929221, 151.1853999 -33.7930413, 151.1853063 -33.7930705, 151.1850678 -33.7931448, 151.1850357 -33.7931549, 151.1845758 -33.7932983, 151.1844225 -33.7933461, 151.1843333 -33.7933739)",12.5,,,,
173384596,,Post Office Lane,living_street,10,False,False,81.067,"LINESTRING (151.1815491 -33.7971576, 151.1822927 -33.7969238, 151.1823702 -33.7969009)",,,,,delivery
