osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,access,width,junction
1092779179,True,1,Sheridan Street,trunk,60,False,11.86,"LINESTRING (145.7680055 -16.9168669, 145.7680738 -16.9169512)",,,,
1092779179,True,1,Sheridan Street,trunk,60,False,11.459,"LINESTRING (145.7694417 -16.9185508, 145.7695096 -16.9186308)",,,,
621346098,True,,Minnie Street,unclassified,,False,128.08499999999998,"LINESTRING (145.7694417 -16.9185508, 145.7695812 -16.9184458, 145.7702764 -16.9178923, 145.7703688 -16.917816)",,,,
742256887,True,1,Sheridan Street,trunk,60,False,14.063,"LINESTRING (145.7708714 -16.9202469, 145.7709571 -16.9203432)",,,,
627478212,True,,Florence Street,tertiary,40,False,129.853,"LINESTRING (145.7708714 -16.9202469, 145.7709676 -16.9201718, 145.771695 -16.9196151, 145.7717302 -16.9195874, 145.7718238 -16.9195165)",,,,
570033256,True,,Sheridan Street,primary,60,False,17.061,"LINESTRING (145.7723044 -16.9219141, 145.7724059 -16.9220329)",,,,
613355550,True,,Aplin Street,tertiary,,False,128.746,"LINESTRING (145.7723044 -16.9219141, 145.7723713 -16.9218635, 145.7731312 -16.9212899, 145.773254 -16.9211963)",1,,,
570033256,True,,Sheridan Street,primary,60,False,10.054,"LINESTRING (145.7737782 -16.9236375, 145.7738384 -16.9237072)",,,,
"[4828035, 711369711]",True,,Shields Street,unclassified,40,False,128.787,"LINESTRING (145.7737782 -16.9236375, 145.7738564 -16.9235771, 145.7744773 -16.9231012, 145.7745957 -16.9230105, 145.7747228 -16.9229131)","['1', '2']",,,
1101003576,True,,Esplanade,tertiary,30,False,187.176,"LINESTRING (145.7762751 -16.9187483, 145.7762378 -16.9187044, 145.7755398 -16.9179143, 145.7754354 -16.9177962, 145.7751402 -16.917462)",1,,,
613355550,True,,Aplin Street,tertiary,,False,13.053,"LINESTRING (145.7752896 -16.9195985, 145.7753851 -16.9195248)",1,,,
621876945,True,,Abbott Street,tertiary,40,False,232.70700000000002,"LINESTRING (145.7752896 -16.9195985, 145.7752087 -16.9195026, 145.7740083 -16.91808, 145.7739161 -16.9179697)",2,,,
711365898,True,,Lake Street,tertiary,50,False,15.442,"LINESTRING (145.7743517 -16.9203235, 145.7744427 -16.9204317)",,,,
613355550,True,,Aplin Street,tertiary,,False,128.279,"LINESTRING (145.7743517 -16.9203235, 145.7751734 -16.9196837, 145.7752028 -16.9196619, 145.7752896 -16.9195985)",1,,,
613355550,True,,Aplin Street,tertiary,,False,10.959,"LINESTRING (145.7742703 -16.9203839, 145.7743517 -16.9203235)",1,,,
"[711365897, 609650107]",True,,Lake Street,tertiary,50,False,231.22399999999996,"LINESTRING (145.7742703 -16.9203839, 145.7740034 -16.9200745, 145.7730972 -16.9190229, 145.7730418 -16.9189604, 145.7729819 -16.9188921, 145.7729622 -16.9188697, 145.7729355 -16.9188393, 145.7728853 -16.9187813)",1,,,
621346095,True,,Grafton Street,unclassified,,False,17.148,"LINESTRING (145.773349 -16.9211233, 145.7734514 -16.9212424)",2,,,
613355550,True,,Aplin Street,tertiary,,False,127.928,"LINESTRING (145.773349 -16.9211233, 145.7741531 -16.9204774, 145.7742703 -16.9203839)",1,,,
613355550,True,,Aplin Street,tertiary,,False,12.962,"LINESTRING (145.773254 -16.9211963, 145.773349 -16.9211233)",1,,,
190123262,True,,Grafton Street,unclassified,,False,228.237,"LINESTRING (145.773254 -16.9211963, 145.7726051 -16.9204346, 145.7719888 -16.9197111, 145.7719583 -16.9196753, 145.771899 -16.9196049)",,,,
613355550,True,,Aplin Street,tertiary,,False,14.942,"LINESTRING (145.7721978 -16.9220016, 145.7723044 -16.9219141)",1,,,
13754355,True,,Sheridan Street,primary,,False,226.28499999999997,"LINESTRING (145.7721978 -16.9220016, 145.7721508 -16.9219468, 145.7709641 -16.9205288, 145.7709398 -16.9205, 145.7708648 -16.9204158)",,,,
613576616,True,,McLeod Street,tertiary,,False,11.777,"LINESTRING (145.7712845 -16.9227318, 145.7713547 -16.9228137)",,,,
613355550,True,,Aplin Street,tertiary,,False,126.619,"LINESTRING (145.7712845 -16.9227318, 145.7721105 -16.92207, 145.7721246 -16.922059, 145.7721978 -16.9220016)",1,,,
613355550,True,,Aplin Street,tertiary,,False,13.927,"LINESTRING (145.7711859 -16.9228142, 145.7712845 -16.9227318)",1,,,
613576619,True,,McLeod Street,tertiary,,False,228.22199999999998,"LINESTRING (145.7711859 -16.9228142, 145.7699279 -16.9213243, 145.7698374 -16.9212179)",,,,
711365896,True,,Aplin Street,tertiary,,False,128.374,"LINESTRING (145.7763852 -16.9188734, 145.7763471 -16.9188986, 145.7763191 -16.9189197, 145.776237 -16.9189862, 145.7755942 -16.9195166, 145.7755629 -16.919541, 145.7754647 -16.9196195)",2,,,
1101003576,True,,Esplanade,tertiary,30,False,18.305,"LINESTRING (145.7763852 -16.9188734, 145.7763595 -16.9188526, 145.7763339 -16.9188268, 145.7763009 -16.9187888, 145.7762751 -16.9187483)",1,,,
711365896,True,,Aplin Street,tertiary,,False,12.741,"LINESTRING (145.7754647 -16.9196195, 145.7753694 -16.9196889)",2,,,
4630021,True,,Abbott Street,tertiary,40,False,194.397,"LINESTRING (145.7754647 -16.9196195, 145.7755246 -16.9196884, 145.7766351 -16.9209621)",2,,,
621876945,True,,Abbott Street,tertiary,40,False,13.157,"LINESTRING (145.7753694 -16.9196889, 145.7752896 -16.9195985)",2,,,
711365896,True,,Aplin Street,tertiary,,False,128.625,"LINESTRING (145.7753694 -16.9196889, 145.7752873 -16.9197522, 145.7752091 -16.9198114, 145.7751363 -16.9198687, 145.7748133 -16.9201248, 145.7745755 -16.9203215, 145.7744427 -16.9204317)",2,,,
711365895,True,,Aplin Street,tertiary,,False,10.619,"LINESTRING (145.7744427 -16.9204317, 145.7743653 -16.920492)",2,,,
711365897,True,,Lake Street,tertiary,50,False,15.704,"LINESTRING (145.7743653 -16.920492, 145.7742703 -16.9203839)",1,,,
4630019,True,,Aplin Street,tertiary,,False,128.119,"LINESTRING (145.7743653 -16.920492, 145.7735657 -16.9211485, 145.7734514 -16.9212424)",,,,
4630019,True,,Aplin Street,tertiary,,False,12.893,"LINESTRING (145.7734514 -16.9212424, 145.7733564 -16.9213144)",,,,
621346095,True,,Grafton Street,unclassified,,False,233.461,"LINESTRING (145.7734514 -16.9212424, 145.7747037 -16.9227089, 145.7748399 -16.9228683)",2,,,
190123262,True,,Grafton Street,unclassified,,False,17.062,"LINESTRING (145.7733564 -16.9213144, 145.773254 -16.9211963)",,,,
4630019,True,,Aplin Street,tertiary,,False,128.869,"LINESTRING (145.7733564 -16.9213144, 145.7724721 -16.9219834, 145.7724059 -16.9220329)",,,,
4630019,True,,Aplin Street,tertiary,,False,14.912,"LINESTRING (145.7724059 -16.9220329, 145.772298 -16.9221185)",,,,
570033256,True,,Sheridan Street,primary,60,False,230.53599999999997,"LINESTRING (145.7724059 -16.9220329, 145.7724682 -16.9221058, 145.7736759 -16.9235196, 145.7736973 -16.9235446, 145.7737782 -16.9236375)",,,,
13754355,True,,Sheridan Street,primary,,False,16.81,"LINESTRING (145.772298 -16.9221185, 145.7721978 -16.9220016)",,,,
4630019,True,,Aplin Street,tertiary,,False,126.672,"LINESTRING (145.772298 -16.9221185, 145.7722212 -16.9221761, 145.7722106 -16.9221841, 145.7718344 -16.9224598, 145.7717748 -16.9225047, 145.7713547 -16.9228137)",,,,
4630019,True,,Aplin Street,tertiary,,False,13.143,"LINESTRING (145.7713547 -16.9228137, 145.7712564 -16.9228853)",,,,
613576616,True,,McLeod Street,tertiary,,False,235.748,"LINESTRING (145.7713547 -16.9228137, 145.772745 -16.9244647)",,,,
613576619,True,,McLeod Street,tertiary,,False,10.897,"LINESTRING (145.7712564 -16.9228853, 145.7711859 -16.9228142)",,,,
613355546,True,,Aplin Street,unclassified,,False,66.02499999999999,"LINESTRING (145.7712564 -16.9228853, 145.7711521 -16.9229526, 145.771073 -16.92301, 145.7709803 -16.9230708, 145.7708708 -16.9231363, 145.7708497 -16.9231483, 145.7708368 -16.9231515, 145.7708243 -16.9231528, 145.7708131 -16.9231533, 145.7707981 -16.9231523, 145.7707736 -16.923149, 145.7707471 -16.9231433, 145.7707225 -16.9231371)",2,,,
4828309,True,,Florence Street,tertiary,40,False,12.613,"LINESTRING (145.7740084 -16.9178985, 145.7739161 -16.9179697)",2,,,
4630021,True,,Abbott Street,tertiary,40,False,232.70999999999998,"LINESTRING (145.7740084 -16.9178985, 145.7752766 -16.9194025, 145.7753005 -16.9194294, 145.7753851 -16.9195248)",2,,,
621876945,True,,Abbott Street,tertiary,40,False,10.716,"LINESTRING (145.7739161 -16.9179697, 145.7738539 -16.9178939)",2,,,
4828309,True,,Florence Street,tertiary,40,False,131.644,"LINESTRING (145.7739161 -16.9179697, 145.7737984 -16.9180674, 145.7737923 -16.9180725, 145.7737165 -16.9181361, 145.7736317 -16.9182038, 145.7734277 -16.9183658, 145.7733339 -16.9184381, 145.7732268 -16.918521, 145.7731246 -16.9186007, 145.7731165 -16.9186067, 145.7730849 -16.9186301, 145.7730526 -16.9186541, 145.7729605 -16.9187215)",2,,,
13754355,True,,Sheridan Street,primary,,False,9.452,"LINESTRING (145.7737362 -16.9237889, 145.7736806 -16.9237226)",,,,
711369712,True,,Shields Street,unclassified,40,False,129.585,"LINESTRING (145.7737362 -16.9237889, 145.7736443 -16.9238624, 145.7728006 -16.9245352)",,,,
154216640,True,,Florence Street,trunk,,False,13.247,"LINESTRING (145.7707771 -16.9203247, 145.7708714 -16.9202469)",,,,
"[798412078, 172336719]",True,1,Sheridan Street,trunk,60,False,230.981,"LINESTRING (145.7707771 -16.9203247, 145.7706962 -16.92024, 145.7700412 -16.919471, 145.7694003 -16.9187187)",3,,,
798412078,True,1,Sheridan Street,trunk,60,False,223.153,"LINESTRING (145.7692896 -16.918588, 145.7680783 -16.917157, 145.7680365 -16.9171076, 145.7679704 -16.9170277)",3,,,
621662776,True,,Upward Street,tertiary,,False,14.354,"LINESTRING (145.7679007 -16.9169482, 145.7680055 -16.9168669)",2,,,
605495043,True,,Spence Street,tertiary,40,False,13.902,"LINESTRING (145.776318 -16.9246047, 145.7762168 -16.9246838)",2,,,
190123262,True,,Grafton Street,unclassified,,False,13.286,"LINESTRING (145.7762168 -16.9246838, 145.776138 -16.9245911)",,,,
13754364,True,,Spence Street,tertiary,40,False,13.879,"LINESTRING (145.776138 -16.9245911, 145.7762378 -16.9245107)",2,,,
190123262,True,,Grafton Street,unclassified,,False,231.329,"LINESTRING (145.776138 -16.9245911, 145.7748775 -16.923099, 145.7747711 -16.9229731)",,,,
621346095,True,,Grafton Street,unclassified,,False,13.492,"LINESTRING (145.7762378 -16.9245107, 145.776318 -16.9246047)",2,,,
570033256,True,,Sheridan Street,primary,60,False,225.955,"LINESTRING (145.7709571 -16.9203432, 145.7710297 -16.9204255, 145.7715848 -16.9210762, 145.7722585 -16.9218603, 145.7723044 -16.9219141)",,,,
"[765805505, 679610674]",True,A1,Florence Street,trunk,60,False,12.711,"LINESTRING (145.7709571 -16.9203432, 145.7709093 -16.9203808, 145.7708648 -16.9204158)",,yes,,
26508370,True,A1,Florence Street,trunk,60,False,12.168,"LINESTRING (145.7699254 -16.921148, 145.7698374 -16.9212179)",,yes,,
613576616,True,,McLeod Street,tertiary,,False,227.857,"LINESTRING (145.7699254 -16.921148, 145.7712845 -16.9227318)",,,,
26508370,True,A1,Florence Street,trunk,60,False,64.864,"LINESTRING (145.7698374 -16.9212179, 145.7693673 -16.9215894)",,yes,,
613576619,True,,McLeod Street,tertiary,,False,12.247,"LINESTRING (145.7698374 -16.9212179, 145.7697647 -16.9211325)",,,,
26508370,True,A1,Florence Street,trunk,60,False,22.135,"LINESTRING (145.7693673 -16.9215894, 145.7692069 -16.9217162)",,yes,,
613576601,True,,Water Street,unclassified,,False,18.788,"LINESTRING (145.7693673 -16.9215894, 145.7693648 -16.9216815, 145.7693688 -16.921711, 145.7693836 -16.9217559)",,,,
613355519,True,A1,Florence Street,trunk,60,False,12.244,"LINESTRING (145.7675846 -16.9229992, 145.7674944 -16.9230676)",,yes,,
772452502,True,,Martyn Street,tertiary,,False,24.675,"LINESTRING (145.7675846 -16.9229992, 145.7676353 -16.9230544, 145.7677377 -16.9231659)",,,,
