osmid,oneway,lanes,highway,reversed,length,ref,name,geometry,junction,maxspeed
286842447,True,1,secondary_link,False,65.44,,,"LINESTRING (146.32121 -36.3583382, 146.3211161 -36.3582713, 146.3210651 -36.3582389, 146.3210203 -36.35822, 146.3209739 -36.3582043, 146.320931 -36.3581957, 146.3208744 -36.358189, 146.3208103 -36.3581892, 146.3207522 -36.358195, 146.3207363 -36.3581966, 146.3205394 -36.3582222)",,
286842458,True,,secondary,False,39.021,C521,Warby Street,"LINESTRING (146.32121 -36.3583382, 146.3211537 -36.3582778, 146.3211134 -36.3582281, 146.3210598 -36.3581654, 146.3210205 -36.3581121, 146.3209598 -36.3580514)",,
439473518,True,,secondary,False,11.913,C521,Warby Street,"LINESTRING (146.3210027 -36.3579203, 146.3210715 -36.358012)",,
"[220532861, 771823670]",True,,secondary,False,341.45500000000004,C314,Ryley Street,"LINESTRING (146.3210027 -36.3579203, 146.3221034 -36.3575063, 146.3223131 -36.3574301, 146.3229792 -36.3571881, 146.3233256 -36.35707, 146.3242123 -36.3567678, 146.3242564 -36.3567484, 146.3242911 -36.3567312, 146.3243238 -36.3567074, 146.3243908 -36.3566596, 146.3244419 -36.3566167)",,
220532860,True,,secondary,False,7.455,C314,Ryley Street,"LINESTRING (146.3205394 -36.3582222, 146.3204647 -36.3582518)",,
439473516,True,,secondary,False,10.92,C314,Ryley Street,"LINESTRING (146.3210715 -36.358012, 146.3209598 -36.3580514)",,
286842440,True,,secondary,False,37.685,C521,Warby Street,"LINESTRING (146.3210715 -36.358012, 146.3211722 -36.3581307, 146.3212876 -36.3583023)",,
286842453,True,1,secondary_link,False,69.084,,,"LINESTRING (146.3216147 -36.357811, 146.3214806 -36.357876, 146.3214136 -36.3579168, 146.3213547 -36.3579602, 146.3213171 -36.3579991, 146.3212849 -36.3580466, 146.3212689 -36.3580855, 146.3212635 -36.3581179, 146.3212608 -36.358159, 146.321266 -36.3582063, 146.3212876 -36.3583023)",,
897840012,True,,secondary,False,53.532000000000004,C314,Ryley Street,"LINESTRING (146.3216147 -36.357811, 146.3211757 -36.3579734, 146.3210715 -36.358012)",,
439473515,True,,secondary,False,11.914,C314,Ryley Street,"LINESTRING (146.3208829 -36.3579669, 146.3210027 -36.3579203)",,
286842454,True,,tertiary,False,60.82,,Warby Street,"LINESTRING (146.3208829 -36.3579669, 146.3208079 -36.3578676, 146.3207545 -36.3577877, 146.3206839 -36.3576809, 146.3206161 -36.3575885, 146.320542 -36.3574941)",,
439473510,False,,tertiary,False,8.873,,Ovens Street,"LINESTRING (146.3201261 -36.3570031, 146.3200502 -36.3570544)",,
1039571245,False,,tertiary,True,35.172,,Ovens Street,"LINESTRING (146.3201261 -36.3570031, 146.3204272 -36.3568)",,
286842443,True,,tertiary,False,42.758,,Warby Street,"LINESTRING (146.3201261 -36.3570031, 146.3201934 -36.3570811, 146.320231 -36.3571308, 146.3203844 -36.3573264)",,
578480653,True,,secondary,False,11.649,C521,Warby Street,"LINESTRING (146.3209598 -36.3580514, 146.3208829 -36.3579669)",,
220532860,True,,secondary,False,42.188,C314,Ryley Street,"LINESTRING (146.3209598 -36.3580514, 146.3208621 -36.3580963, 146.3207587 -36.3581393, 146.3205394 -36.3582222)",,
286838858,False,,secondary,True,107.553,C521,Warby Street,"LINESTRING (146.3214339 -36.3585546, 146.3220723 -36.3593739)",,
578480654,True,,secondary,False,31.322000000000003,C521,Warby Street,"LINESTRING (146.3214339 -36.3585546, 146.3213698 -36.3584918, 146.3212833 -36.3584102, 146.32121 -36.3583382)",,
897840011,True,,secondary,False,30.963,C521,Warby Street,"LINESTRING (146.3212876 -36.3583023, 146.3214339 -36.3585546)",,
220532860,True,,secondary,False,77.28899999999999,C314,Ryley Street,"LINESTRING (146.3204647 -36.3582518, 146.3200243 -36.3584027, 146.3196682 -36.3585195)",,
286842445,True,1,residential,False,83.395,,Moore Street,"LINESTRING (146.3204647 -36.3582518, 146.3203126 -36.3583271, 146.3202409 -36.3583719, 146.3201991 -36.3584033, 146.3201693 -36.3584333, 146.3201398 -36.3584678, 146.3201127 -36.3585043, 146.3200888 -36.3585478, 146.3200674 -36.3586039, 146.3199791 -36.3588519)",,
286842438,False,,tertiary,True,23.389000000000003,,Warby Street,"LINESTRING (146.3203844 -36.3573264, 146.3204702 -36.3574147, 146.320542 -36.3574941)",,
286842450,True,,tertiary,False,42.564,,Warby Street,"LINESTRING (146.3203844 -36.3573264, 146.3203098 -36.3572596, 146.3200502 -36.3570544)",,
286842438,False,,tertiary,False,23.389000000000003,,Warby Street,"LINESTRING (146.320542 -36.3574941, 146.3204702 -36.3574147, 146.3203844 -36.3573264)",,
286842449,True,,tertiary,False,62.97500000000001,,Warby Street,"LINESTRING (146.320542 -36.3574941, 146.320794 -36.3577008, 146.320853 -36.357757, 146.3209069 -36.3578112, 146.3209525 -36.3578609, 146.3210027 -36.3579203)",,
578480781,True,,secondary,False,18.617,C314,Ryley Street,"LINESTRING (146.3186335 -36.3588172, 146.3184358 -36.358869)",,
286852669,True,1,tertiary,False,26.007,,,"LINESTRING (146.3186335 -36.3588172, 146.31857 -36.3588504, 146.3185481 -36.3588647, 146.3185342 -36.3588757, 146.3185222 -36.3588893, 146.318511 -36.3589087, 146.3185039 -36.3589293, 146.3184986 -36.3589574, 146.3184928 -36.3590038)",,
48986496,False,,tertiary,False,22.934,,Ovens Street,"LINESTRING (146.318932 -36.3577947, 146.318742 -36.357933)",,
48986496,False,,tertiary,True,11.355,,Ovens Street,"LINESTRING (146.318932 -36.3577947, 146.3190315 -36.3577314)",,
286852661,True,1,residential,False,52.389,,Mackay Street,"LINESTRING (146.318932 -36.3577947, 146.3188764 -36.3577032, 146.3188603 -36.3576729, 146.3188522 -36.3576513, 146.3188495 -36.3576319, 146.3188495 -36.3576103, 146.3188522 -36.3575844, 146.3188557 -36.3575611, 146.318863 -36.3575325, 146.3188745 -36.3574985, 146.3189333 -36.357347)",,
48986496,False,,tertiary,False,11.355,,Ovens Street,"LINESTRING (146.3190315 -36.3577314, 146.318932 -36.3577947)",,
48986496,False,,tertiary,True,118.274,,Ovens Street,"LINESTRING (146.3190315 -36.3577314, 146.3200502 -36.3570544)",,
286852662,True,1,tertiary,False,40.738,,Perry Street,"LINESTRING (146.3184928 -36.3590038, 146.3184928 -36.3590531, 146.3184868 -36.3591002, 146.3184753 -36.3591379, 146.3184611 -36.3591812, 146.3184479 -36.3592106, 146.3184337 -36.3592389, 146.3184189 -36.359274, 146.318408 -36.359308, 146.3183946 -36.359359)",,
286852659,True,1,tertiary,False,24.565,,Ovens Street,"LINESTRING (146.3185268 -36.35807, 146.318742 -36.357933)",,
286852663,True,1,tertiary,False,32.443,,Ovens Street,"LINESTRING (146.3184392 -36.358539, 146.3184499 -36.3585735, 146.3184606 -36.3585973, 146.318475 -36.3586174, 146.3184955 -36.3586362, 146.3185196 -36.3586492, 146.3185491 -36.35866, 146.3185813 -36.3586643, 146.318714 -36.3586606)",,
71183889,True,,secondary,False,35.746,C314,Ryley Street,"LINESTRING (146.318714 -36.3586606, 146.3188477 -36.3586339, 146.3190983 -36.3585739)",,
446616329,False,,tertiary,False,72.123,,Faithfull Street,"LINESTRING (146.3276476 -36.3530282, 146.3271228 -36.3525362)",,
300170388,True,,unclassified,False,230.762,,Victoria Parade,"LINESTRING (146.3256827 -36.3543708, 146.3276476 -36.3530282)",,
31976761,False,2,secondary,False,129.918,C374,Reid Street,"LINESTRING (146.3256827 -36.3543708, 146.3262466 -36.3548994, 146.3263689 -36.3550071, 146.3266319 -36.3552543)",,
31976761,False,2,secondary,True,85.736,C374,Reid Street,"LINESTRING (146.3256827 -36.3543708, 146.3256097 -36.3543009, 146.3250662 -36.3537809)",,
897769880,False,,unclassified,False,7.643,,Docker Street,"LINESTRING (146.322395 -36.3549167, 146.3223123 -36.3548997)",,
31976762,False,,unclassified,True,44.263000000000005,,Docker Street,"LINESTRING (146.322395 -36.3549167, 146.3227505 -36.3549869, 146.3227669 -36.3549928, 146.3228677 -36.3550288)",,
300176701,False,,residential,False,191.209,,Ely Street,"LINESTRING (146.3255523 -36.356091, 146.3255889 -36.3561192, 146.3260029 -36.3565102, 146.3269312 -36.3574036)",,
300176715,True,1,secondary,False,104.16400000000002,C314,Murphy Street,"LINESTRING (146.3255523 -36.356091, 146.3248985 -36.3565384, 146.3247649 -36.3565885, 146.3247162 -36.3566194, 146.3246732 -36.3566884)",,
300176709,False,,residential,False,7.462,,,"LINESTRING (146.3225413 -36.354461, 146.3224611 -36.3544428)",,
300176703,True,,residential,False,52.338,,Baker Street,"LINESTRING (146.3225413 -36.354461, 146.3224264 -36.3548184, 146.3224106 -36.3548679, 146.322395 -36.3549167)",,
31976757,False,,secondary_link,True,9.717,C374,,"LINESTRING (146.3266988 -36.3553231, 146.3266319 -36.3552543)",,
300176715,True,1,secondary,False,133.537,C314,Murphy Street,"LINESTRING (146.3266988 -36.3553231, 146.3255523 -36.356091)",,
300176702,False,,residential,False,186.46500000000003,,Reid Street,"LINESTRING (146.3266988 -36.3553231, 146.326776 -36.3553973, 146.3271822 -36.355802, 146.3276358 -36.3562412, 146.3279729 -36.3565516, 146.3280378 -36.3566069)",,
52507285,True,,residential,False,51.447,,Baker Street,"LINESTRING (146.3226036 -36.3539809, 146.3227457 -36.3535326)",,
300176698,False,,residential,False,7.646,,,"LINESTRING (146.3226036 -36.3539809, 146.3226869 -36.353996)",,
47956507,True,1,residential,False,59.589999999999996,,Templeton Street,"LINESTRING (146.3205779 -36.3522495, 146.3205925 -36.352275, 146.3206297 -36.3522919, 146.3209703 -36.3523654, 146.3210677 -36.3523977, 146.3211293 -36.3524898)",,
300176695,False,,residential,False,7.646,,,"LINESTRING (146.3228275 -36.3535523, 146.3227457 -36.3535326)",,
300176703,True,,residential,False,50.919,,Baker Street,"LINESTRING (146.3228275 -36.3535523, 146.3227082 -36.3539287, 146.3226869 -36.353996)",,
52507285,True,,residential,False,52.923,,Baker Street,"LINESTRING (146.3224611 -36.3544428, 146.3226036 -36.3539809)",,
300176709,False,,residential,True,7.462,,,"LINESTRING (146.3224611 -36.3544428, 146.3225413 -36.354461)",,
446616329,False,,tertiary,True,72.123,,Faithfull Street,"LINESTRING (146.3271228 -36.3525362, 146.3276476 -36.3530282)",,
300176706,True,,tertiary,False,36.205,,Faithfull Street,"LINESTRING (146.3271228 -36.3525362, 146.3270222 -36.3525057, 146.3269391 -36.3524928, 146.3268747 -36.3524971, 146.3268331 -36.3525081, 146.326739 -36.3525433)",,
300176698,False,,residential,True,7.646,,,"LINESTRING (146.3226869 -36.353996, 146.3226036 -36.3539809)",,
300176703,True,,residential,False,53.325,,Baker Street,"LINESTRING (146.3226869 -36.353996, 146.3226613 -36.3540772, 146.3225413 -36.354461)",,
300176695,False,,residential,True,7.646,,,"LINESTRING (146.3227457 -36.3535326, 146.3228275 -36.3535523)",,
52507285,True,,residential,False,65.527,,Baker Street,"LINESTRING (146.3227457 -36.3535326, 146.3228564 -36.3531837, 146.3228728 -36.3530934, 146.3228728 -36.3530712, 146.3228728 -36.3530156, 146.322871 -36.3529555)",,
52507284,True,1,secondary,False,188.89200000000002,C374,Rowan Street,"LINESTRING (146.3231446 -36.3528621, 146.3232515 -36.352911, 146.3233624 -36.3529531, 146.3237919 -36.3530446, 146.3241826 -36.3531243, 146.3243037 -36.3531644, 146.3244335 -36.3532233, 146.3246192 -36.353371, 146.3246926 -36.3534333, 146.3248483 -36.3535691, 146.3249572 -36.3536391)",,
52507295,True,,secondary,False,12.656,C374,,"LINESTRING (146.3231446 -36.3528621, 146.3231487 -36.3528896, 146.3231431 -36.3529164, 146.3231198 -36.3529551, 146.3231056 -36.3529662)",roundabout,
52507295,True,,secondary,False,10.525,C374,,"LINESTRING (146.3230855 -36.3527836, 146.3231184 -36.3528085, 146.3231424 -36.3528469, 146.3231446 -36.3528621)",roundabout,
394231619,True,1,residential,False,16.663,,Baker Street,"LINESTRING (146.3230579 -36.3526354, 146.3230763 -36.3527343, 146.3230855 -36.3527836)",,
52507295,True,,secondary,False,3.005,C374,,"LINESTRING (146.3231056 -36.3529662, 146.3230815 -36.352985)",roundabout,
286852663,True,1,tertiary,False,27.374,,Ovens Street,"LINESTRING (146.3184728 -36.3582973, 146.318452 -36.3583507, 146.3184425 -36.3583866, 146.3184347 -36.3584176, 146.3184311 -36.3584742, 146.3184338 -36.3585109, 146.3184392 -36.358539)",,
951695982,True,,tertiary,False,10.616,,,"LINESTRING (146.3184728 -36.3582973, 146.3184507 -36.358326, 146.3184268 -36.3583482, 146.3184101 -36.3583573, 146.3183909 -36.3583617)",,
751754838,True,,residential,False,22.081,,Templeton Street,"LINESTRING (146.3264355 -36.3523875, 146.3265241 -36.3523973, 146.3266807 -36.3524077)",,
951695983,True,,residential,False,33.644999999999996,,Roy Street East,"LINESTRING (146.3181972 -36.3583329, 146.3181638 -36.3583275, 146.3181169 -36.358322, 146.318079 -36.3583173, 146.3180352 -36.3583111, 146.3179989 -36.3583033, 146.3179627 -36.3582949, 146.3178979 -36.3582793, 146.3178312 -36.3582665)",,
951695983,True,,residential,False,18.941,,Roy Street East,"LINESTRING (146.3183137 -36.3584568, 146.3183141 -36.3584288, 146.318305 -36.3584041, 146.3182892 -36.3583794, 146.3182676 -36.3583609, 146.3182329 -36.3583446, 146.3181972 -36.3583329)",,
951695985,True,1,tertiary,False,10.737,,Ovens Street,"LINESTRING (146.3183137 -36.3584568, 146.3183222 -36.3584228, 146.318334 -36.3583737, 146.3183365 -36.358362)",,
951695987,True,1,tertiary,False,5.177,,Ovens Street,"LINESTRING (146.3183365 -36.358362, 146.3183462 -36.3583161)",,
951695986,True,,residential,False,12.93,,,"LINESTRING (146.3183365 -36.358362, 146.3182956 -36.3583576, 146.3182541 -36.3583486, 146.3181972 -36.3583329)",,
951695988,True,,residential,False,23.492,,Roy Street East,"LINESTRING (146.3178312 -36.3582665, 146.3178951 -36.3582739, 146.3179304 -36.3582765, 146.3179675 -36.3582771, 146.3179889 -36.3582776, 146.3180068 -36.3582756, 146.3180448 -36.3582719, 146.3180921 -36.3582686)",,
286852667,True,1,residential,False,45.762,,,"LINESTRING (146.3180921 -36.3582686, 146.3181762 -36.3582568, 146.318216 -36.3582478, 146.3182571 -36.3582355, 146.3182914 -36.3582224, 146.3183216 -36.3582084, 146.3183556 -36.3581871, 146.3185268 -36.35807)",,
951695988,True,,residential,False,23.858999999999998,,Roy Street East,"LINESTRING (146.3180921 -36.3582686, 146.3181237 -36.3582668, 146.318149 -36.3582668, 146.3181801 -36.3582683, 146.3182157 -36.3582719, 146.3182455 -36.3582781, 146.3182883 -36.3582908, 146.3183235 -36.3583042, 146.3183462 -36.3583161)",,
286852659,True,1,tertiary,False,32.394000000000005,,Ovens Street,"LINESTRING (146.3183462 -36.3583161, 146.3183477 -36.3583089, 146.318363 -36.3582634, 146.318385 -36.35822, 146.3184169 -36.3581726, 146.3184423 -36.3581431, 146.318463 -36.3581211, 146.3184827 -36.3581027, 146.318503 -36.3580868, 146.3185268 -36.35807)",,
951695984,True,,tertiary,False,6.502,,,"LINESTRING (146.3183462 -36.3583161, 146.3183646 -36.3583304, 146.3183826 -36.3583496, 146.3183909 -36.3583617)",,
951695982,True,,tertiary,False,4.8919999999999995,,,"LINESTRING (146.3183909 -36.3583617, 146.3183862 -36.3583627, 146.3183596 -36.3583634, 146.3183365 -36.358362)",,
951695984,True,,tertiary,False,20.198,,,"LINESTRING (146.3183909 -36.3583617, 146.3184011 -36.3583889, 146.3184183 -36.3584641, 146.3184392 -36.358539)",,
54356011,True,1,secondary,False,1.194,,Wangaratta Road,"LINESTRING (146.3184269 -36.358861, 146.3184358 -36.358869)",,
54356012,True,1,secondary_link,False,69.484,,,"LINESTRING (146.3184269 -36.358861, 146.3184496 -36.3588269, 146.3184769 -36.3587979, 146.3185045 -36.3587793, 146.3185405 -36.3587616, 146.3190983 -36.3585739)",,
578480781,True,,secondary,False,1.628,C314,Ryley Street,"LINESTRING (146.3184358 -36.358869, 146.3184185 -36.3588735)",,
895501279,True,1,tertiary,False,16.092,,Perry Street,"LINESTRING (146.3184358 -36.358869, 146.3184607 -36.358901, 146.3184759 -36.3589271, 146.3184874 -36.3589624, 146.3184928 -36.3590038)",,
