osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,bridge,maxspeed,junction
185564359,Frederick Street,residential,False,False,76.846,"LINESTRING (147.0748239 -43.158317, 147.07456 -43.1583655, 147.0741232 -43.1584458, 147.0739052 -43.1584858)",,,,,
199172525,Mary Street (Channel Highway),primary,False,True,264.34799999999996,"LINESTRING (147.0748239 -43.158317, 147.075104 -43.1589293, 147.0754581 -43.1595788, 147.075737 -43.1600875, 147.0759979 -43.1605336)",2,B68,,,
"[570840186, 570840189, 570847578]",Garthfield Avenue,residential,False,True,440.212,"LINESTRING (147.0748239 -43.158317, 147.0753586 -43.1581928, 147.0759705 -43.1580715, 147.0761288 -43.1580348, 147.0762162 -43.1580032, 147.0763589 -43.1579071, 147.0764853 -43.1578287, 147.0775785 -43.157402, 147.0797835 -43.1567718)",,,yes,,
185564359,Frederick Street,residential,False,True,104.529,"LINESTRING (147.0702974 -43.1594368, 147.071429 -43.158987)",,,,,
"[455437416, 90494087]","['Donohoe Street', 'Emma Street']",residential,False,False,347.36499999999995,"LINESTRING (147.0702974 -43.1594368, 147.0710387 -43.1614769, 147.0709667 -43.1616166, 147.0708131 -43.1617052, 147.0698662 -43.1619131)",,,,40,
"[229952095, 185564359]","['Christina Street', 'Frederick Street']",residential,False,False,367.01599999999996,"LINESTRING (147.0702974 -43.1594368, 147.0691258 -43.1595697, 147.069045 -43.1597015, 147.0692052 -43.1601608, 147.0694177 -43.1607392, 147.0698662 -43.1619131)",,,,,
185564359,Frederick Street,residential,False,False,104.529,"LINESTRING (147.071429 -43.158987, 147.0702974 -43.1594368)",,,,,
185564359,Frederick Street,residential,False,True,208.439,"LINESTRING (147.071429 -43.158987, 147.0739052 -43.1584858)",,,,,
90494085,Louisa Street,residential,False,False,113.92,"LINESTRING (147.071429 -43.158987, 147.0711795 -43.1582924, 147.0710754 -43.1579955)",,,,,
"[90494085, 90494093]","['Louisa Street', 'Charles Street']",residential,False,False,179.77700000000002,"LINESTRING (147.0703696 -43.155982, 147.0704125 -43.1559037, 147.07067 -43.155802, 147.0721025 -43.1555245, 147.072403 -43.1554328)",,,,,
90494085,Louisa Street,residential,False,True,231.095,"LINESTRING (147.0703696 -43.155982, 147.0707023 -43.1569311, 147.0710754 -43.1579955)",,,,,
570847573,Fitzpatrick Street,unclassified,False,False,354.917,"LINESTRING (147.0703696 -43.155982, 147.0694653 -43.1562017, 147.0693553 -43.1563168, 147.0695083 -43.1570838, 147.0696803 -43.1573069, 147.0702395 -43.1577566, 147.0705597 -43.1579588, 147.070727 -43.158046, 147.0710754 -43.1579955)",,,,,
185564359,Frederick Street,residential,False,False,208.439,"LINESTRING (147.0739052 -43.1584858, 147.071429 -43.158987)",,,,,
185564359,Frederick Street,residential,False,True,76.846,"LINESTRING (147.0739052 -43.1584858, 147.0741232 -43.1584458, 147.07456 -43.1583655, 147.0748239 -43.158317)",,,,,
346666263,George Street,residential,False,False,271.539,"LINESTRING (147.0739052 -43.1584858, 147.0739366 -43.1585882, 147.0747437 -43.1608499)",,,,,
555716648,Golden Valley Road,secondary,False,False,107.636,"LINESTRING (147.0759979 -43.1605336, 147.0747437 -43.1608499)",,C640,,,
199172525,Mary Street (Channel Highway),primary,False,False,264.34799999999996,"LINESTRING (147.0759979 -43.1605336, 147.075737 -43.1600875, 147.0754581 -43.1595788, 147.075104 -43.1589293, 147.0748239 -43.158317)",2,B68,,,
199172525,Mary Street (Channel Highway),primary,False,True,426.59600000000006,"LINESTRING (147.0759979 -43.1605336, 147.076072 -43.1606583, 147.0762095 -43.1608889, 147.0764299 -43.1611704, 147.0764615 -43.1612107, 147.0767091 -43.1614593, 147.0769244 -43.1616645, 147.076949 -43.1616879, 147.0769894 -43.1617297, 147.0770363 -43.1617783, 147.0771923 -43.1619301, 147.0772317 -43.1619715, 147.0772714 -43.1620133, 147.0773395 -43.1620827, 147.0774451 -43.1621864, 147.0775334 -43.1622707, 147.0776952 -43.1624006, 147.0778393 -43.162481, 147.0780035 -43.1625704, 147.0782245 -43.1626665, 147.0784477 -43.1627508, 147.0787326 -43.1628687, 147.0789435 -43.162957, 147.0791337 -43.1630294, 147.0792438 -43.1630913, 147.0793312 -43.1631404, 147.0793979 -43.1631996, 147.0794478 -43.1632581, 147.0794646 -43.1632884)",2,B68,,,
555716648,Golden Valley Road,secondary,False,True,107.636,"LINESTRING (147.0747437 -43.1608499, 147.0759979 -43.1605336)",,C640,,,
346666263,George Street,residential,False,True,271.539,"LINESTRING (147.0747437 -43.1608499, 147.0739366 -43.1585882, 147.0739052 -43.1584858)",,,,,
555716648,Golden Valley Road,secondary,False,False,420.118,"LINESTRING (147.0747437 -43.1608499, 147.0739152 -43.1610588, 147.0732068 -43.161247, 147.0727554 -43.1614142, 147.0718435 -43.1617599, 147.0708629 -43.1621038, 147.0700275 -43.1623971)",,C640,,,
"[570847578, 570840189, 570840186]",Garthfield Avenue,residential,False,False,440.212,"LINESTRING (147.0797835 -43.1567718, 147.0775785 -43.157402, 147.0764853 -43.1578287, 147.0763589 -43.1579071, 147.0762162 -43.1580032, 147.0761288 -43.1580348, 147.0759705 -43.1580715, 147.0753586 -43.1581928, 147.0748239 -43.158317)",,,yes,,
"[90494093, 90494085]","['Louisa Street', 'Charles Street']",residential,False,True,179.77700000000002,"LINESTRING (147.072403 -43.1554328, 147.0721025 -43.1555245, 147.07067 -43.155802, 147.0704125 -43.1559037, 147.0703696 -43.155982)",,,,,
229952095,Christina Street,residential,False,True,55.386,"LINESTRING (147.0700275 -43.1623971, 147.0698662 -43.1619131)",,,,,
555716648,Golden Valley Road,secondary,False,True,420.11799999999994,"LINESTRING (147.0700275 -43.1623971, 147.0708629 -43.1621038, 147.0718435 -43.1617599, 147.0727554 -43.1614142, 147.0732068 -43.161247, 147.0739152 -43.1610588, 147.0747437 -43.1608499)",,C640,,,
229952095,Christina Street,residential,False,False,55.386,"LINESTRING (147.0698662 -43.1619131, 147.0700275 -43.1623971)",,,,,
"[185564359, 229952095]","['Christina Street', 'Frederick Street']",residential,False,True,367.01599999999996,"LINESTRING (147.0698662 -43.1619131, 147.0694177 -43.1607392, 147.0692052 -43.1601608, 147.069045 -43.1597015, 147.0691258 -43.1595697, 147.0702974 -43.1594368)",,,,,
"[455437416, 90494087]","['Donohoe Street', 'Emma Street']",residential,False,True,347.365,"LINESTRING (147.0698662 -43.1619131, 147.0708131 -43.1617052, 147.0709667 -43.1616166, 147.0710387 -43.1614769, 147.0702974 -43.1594368)",,,,40,
278444533,Lourdes Rise,residential,False,False,242.24800000000002,"LINESTRING (147.0765276 -43.1640052, 147.0769849 -43.1639522, 147.077486 -43.1638699, 147.0781456 -43.1637698, 147.0787652 -43.1636636, 147.0791817 -43.1635288, 147.0793856 -43.1634307)",,,,,
278444533,Lourdes Rise,residential,False,True,242.24800000000002,"LINESTRING (147.0793856 -43.1634307, 147.0791817 -43.1635288, 147.0787652 -43.1636636, 147.0781456 -43.1637698, 147.077486 -43.1638699, 147.0769849 -43.1639522, 147.0765276 -43.1640052)",,,,,
505749390,,primary,True,False,18.305,"LINESTRING (147.0793856 -43.1634307, 147.0793795 -43.1633914, 147.0793901 -43.1633527, 147.0794163 -43.1633181, 147.0794646 -43.1632884)",,B68,,,roundabout
199172525,Mary Street (Channel Highway),primary,False,False,426.59599999999995,"LINESTRING (147.0794646 -43.1632884, 147.0794478 -43.1632581, 147.0793979 -43.1631996, 147.0793312 -43.1631404, 147.0792438 -43.1630913, 147.0791337 -43.1630294, 147.0789435 -43.162957, 147.0787326 -43.1628687, 147.0784477 -43.1627508, 147.0782245 -43.1626665, 147.0780035 -43.1625704, 147.0778393 -43.162481, 147.0776952 -43.1624006, 147.0775334 -43.1622707, 147.0774451 -43.1621864, 147.0773395 -43.1620827, 147.0772714 -43.1620133, 147.0772317 -43.1619715, 147.0771923 -43.1619301, 147.0770363 -43.1617783, 147.0769894 -43.1617297, 147.076949 -43.1616879, 147.0769244 -43.1616645, 147.0767091 -43.1614593, 147.0764615 -43.1612107, 147.0764299 -43.1611704, 147.0762095 -43.1608889, 147.076072 -43.1606583, 147.0759979 -43.1605336)",2,B68,,,
505749390,,primary,True,False,27.5,"LINESTRING (147.0794646 -43.1632884, 147.0795003 -43.1632748, 147.0795493 -43.1632684, 147.0795988 -43.1632723, 147.0796449 -43.1632861, 147.0796838 -43.1633087, 147.0797125 -43.1633384, 147.0797286 -43.1633728)",,B68,,,roundabout
505749390,,primary,True,False,19.859,"LINESTRING (147.0797286 -43.1633728, 147.0797305 -43.1634119, 147.0797161 -43.1634497, 147.0796868 -43.1634826, 147.0796452 -43.1635075, 147.0796204 -43.1635196)",,B68,,,roundabout
570840183,Charlton St (Channel Highway),primary,False,True,148.817,"LINESTRING (147.0797286 -43.1633728, 147.0799225 -43.163332, 147.0800555 -43.1632785, 147.0804697 -43.1631212, 147.0808696 -43.1629603, 147.0811019 -43.1628816, 147.0813256 -43.162846, 147.0813977 -43.1628415)",,B68,,50,
505749390,,primary,True,False,23.851,"LINESTRING (147.0796204 -43.1635196, 147.0795953 -43.163522, 147.0795417 -43.1635249, 147.0794894 -43.1635159, 147.0794432 -43.1634958, 147.0794075 -43.1634665, 147.0793856 -43.1634307)",,B68,,,roundabout
90494085,Louisa Street,residential,False,False,231.095,"LINESTRING (147.0710754 -43.1579955, 147.0707023 -43.1569311, 147.0703696 -43.155982)",,,,,
