osmid,oneway,name,highway,reversed,length,maxspeed,lanes,geometry,ref
547877696,False,Woods Street,unclassified,True,74.018,,,"LINESTRING (130.8431555 -12.460538, 130.8436413 -12.461005)",
4650844,False,Knuckey Street,unclassified,True,153.076,,,"LINESTRING (130.8436413 -12.461005, 130.8446183 -12.4600125)",
547877696,False,Woods Street,unclassified,False,74.018,,,"LINESTRING (130.8436413 -12.461005, 130.8431555 -12.460538)",
547877696,False,Woods Street,unclassified,True,78.279,,,"LINESTRING (130.8436413 -12.461005, 130.8441482 -12.4615056)",
4650844,False,Knuckey Street,unclassified,False,154.548,,,"LINESTRING (130.8436413 -12.461005, 130.8431035 -12.4615396, 130.8430957 -12.4615476, 130.8426413 -12.4619941)",
660287275,True,Cavenagh Street,tertiary,False,228.041,,,"LINESTRING (130.8426413 -12.4619941, 130.8441412 -12.4634297)",
684286894,False,Knuckey Street,tertiary,False,7.941,,,"LINESTRING (130.8426413 -12.4619941, 130.8425899 -12.4620449)",
4650844,False,Knuckey Street,unclassified,True,154.548,,,"LINESTRING (130.8426413 -12.4619941, 130.8430957 -12.4615476, 130.8431035 -12.4615396, 130.8436413 -12.461005)",
336026260,True,Austin Lane,residential,False,40.134,,,"LINESTRING (130.8421252 -12.4625141, 130.8418531 -12.4622698)",
777040848,False,Knuckey Street,unclassified,True,72.579,50,,"LINESTRING (130.8421252 -12.4625141, 130.8425899 -12.4620449)",
867599294,False,Knuckey Street,unclassified,False,78.515,50,,"LINESTRING (130.8421252 -12.4625141, 130.8416895 -12.4629395, 130.8416189 -12.463018)",
684286902,False,Knuckey Street,unclassified,True,148.493,50,,"LINESTRING (130.8397233 -12.464905, 130.8402133 -12.4644145, 130.8402431 -12.4643876, 130.840681 -12.4639517)",
684292413,False,Esplanade,unclassified,True,275.68600000000004,50,2,"LINESTRING (130.8397233 -12.464905, 130.8386776 -12.4638907, 130.8382555 -12.4634815, 130.8379792 -12.4632131, 130.837922 -12.4631576)",
4650876,False,Peel Street,unclassified,False,147.856,,,"LINESTRING (130.837922 -12.4631576, 130.8382142 -12.4628768, 130.838497 -12.462595, 130.8388754 -12.4622083)",
684292413,False,Esplanade,unclassified,False,275.68600000000004,50,2,"LINESTRING (130.837922 -12.4631576, 130.8379792 -12.4632131, 130.8382555 -12.4634815, 130.8386776 -12.4638907, 130.8397233 -12.464905)",
4661893,True,Brigg Street,unclassified,False,148.72899999999998,,,"LINESTRING (130.8376523 -12.4610274, 130.8382889 -12.4603765, 130.8385359 -12.4601474, 130.838612 -12.4600734)",
684286900,False,Mitchell Street,tertiary,False,186.757,40,,"LINESTRING (130.8376523 -12.4610274, 130.8377087 -12.4610818, 130.8382709 -12.4616255, 130.8388754 -12.4622083)",
684286900,False,Mitchell Street,tertiary,True,103.244,40,,"LINESTRING (130.8376523 -12.4610274, 130.8372507 -12.4606397, 130.8372294 -12.4606192, 130.8369761 -12.4603746)",
4650876,False,Peel Street,unclassified,False,76.217,,,"LINESTRING (130.8388754 -12.4622083, 130.8393631 -12.4617153)",
4650876,False,Peel Street,unclassified,True,147.856,,,"LINESTRING (130.8388754 -12.4622083, 130.838497 -12.462595, 130.8382142 -12.4628768, 130.837922 -12.4631576)",
684286900,False,Mitchell Street,tertiary,False,223.853,40,,"LINESTRING (130.8388754 -12.4622083, 130.8395871 -12.4629052, 130.8397824 -12.4630841, 130.8398087 -12.4631077, 130.8398779 -12.4631771, 130.8399306 -12.4632299, 130.8403413 -12.4636237)",
684286900,False,Mitchell Street,tertiary,True,186.757,40,,"LINESTRING (130.8388754 -12.4622083, 130.8382709 -12.4616255, 130.8377087 -12.4610818, 130.8376523 -12.4610274)",
4650876,False,Peel Street,unclassified,True,70.833,,,"LINESTRING (130.8398273 -12.4612677, 130.8393631 -12.4617153)",
4661892,False,Smith Street,unclassified,False,60.832,50,,"LINESTRING (130.8398273 -12.4612677, 130.839793 -12.4612333, 130.8394367 -12.4608755)",
4661892,False,Smith Street,unclassified,True,87.907,50,,"LINESTRING (130.8398273 -12.4612677, 130.839988 -12.4614165, 130.8401243 -12.4615427, 130.8404025 -12.4618238)",
4650876,False,Peel Street,unclassified,False,70.833,,,"LINESTRING (130.8393631 -12.4617153, 130.8398273 -12.4612677)",
4650876,False,Peel Street,unclassified,True,76.217,,,"LINESTRING (130.8393631 -12.4617153, 130.8388754 -12.4622083)",
4650880,False,Lindsey Street,unclassified,False,152.104,50,,"LINESTRING (130.8408887 -12.4583371, 130.8399082 -12.4593141)",
4650880,False,Lindsey Street,unclassified,True,155.26,50,,"LINESTRING (130.8408887 -12.4583371, 130.8418851 -12.4573356)",
732504432,False,Woods Street,unclassified,False,73.475,50,,"LINESTRING (130.8408887 -12.4583371, 130.8404069 -12.4578731)",
732504432,False,Woods Street,unclassified,True,102.756,50,,"LINESTRING (130.8408887 -12.4583371, 130.8415301 -12.4590166)",
43404291,False,Shepherd Street,unclassified,True,151.72,50,,"LINESTRING (130.8404069 -12.4578731, 130.8394301 -12.4588488)",
732504432,False,Woods Street,unclassified,False,76.809,50,,"LINESTRING (130.8404069 -12.4578731, 130.8399047 -12.4573866)",
732504432,False,Woods Street,unclassified,True,73.475,50,,"LINESTRING (130.8404069 -12.4578731, 130.8408887 -12.4583371)",
43404291,False,Shepherd Street,unclassified,False,155.219,50,,"LINESTRING (130.8404069 -12.4578731, 130.8407442 -12.4575375, 130.8408418 -12.4574402, 130.8414081 -12.4568767)",
4650879,False,McLachlan Street,unclassified,False,153.164,50,,"LINESTRING (130.8399047 -12.4573866, 130.8389181 -12.4583711)",
4650879,False,McLachlan Street,unclassified,True,155.147,50,,"LINESTRING (130.8399047 -12.4573866, 130.8409016 -12.456387)",
732504432,False,Woods Street,unclassified,True,76.809,50,,"LINESTRING (130.8399047 -12.4573866, 130.8404069 -12.4578731)",
732504432,False,Woods Street,unclassified,False,218.791,50,,"LINESTRING (130.8399047 -12.4573866, 130.838781 -12.4562856, 130.8384858 -12.4559895)",
4650879,False,McLachlan Street,unclassified,True,153.164,50,,"LINESTRING (130.8389181 -12.4583711, 130.8399047 -12.4573866)",
660287275,True,Cavenagh Street,tertiary,False,76.889,,,"LINESTRING (130.8389181 -12.4583711, 130.8394301 -12.4588488)",
684286878,False,,tertiary,False,11.093,,,"LINESTRING (130.8389181 -12.4583711, 130.8388447 -12.4584405)",
4650880,False,Lindsey Street,unclassified,True,152.104,50,,"LINESTRING (130.8399082 -12.4593141, 130.8408887 -12.4583371)",
660287275,True,Cavenagh Street,tertiary,False,82.922,,,"LINESTRING (130.8399082 -12.4593141, 130.8404508 -12.4598389)",
684286886,False,Lindsey Street,tertiary,False,12.746,,,"LINESTRING (130.8399082 -12.4593141, 130.8398113 -12.4593788)",
732500604,True,Garramilla Boulevard,tertiary,False,63.397,50,2,"LINESTRING (130.843754 -12.4571028, 130.8441609 -12.4566939)",
43364825,True,Woods Street,unclassified,False,25.055,,1,"LINESTRING (130.8453785 -12.4627201, 130.8452433 -12.4625375)",
547877693,True,Bennett Street,tertiary,False,20.822,40,,"LINESTRING (130.8453785 -12.4627201, 130.845419 -12.4626737, 130.8455064 -12.4625806)",
4661892,False,Smith Street,unclassified,False,41.399,50,,"LINESTRING (130.838883 -12.4603353, 130.838612 -12.4600734)",
4661892,False,Smith Street,unclassified,True,84.984,50,,"LINESTRING (130.838883 -12.4603353, 130.8394367 -12.4608755)",
684286884,False,Lindsey Street,unclassified,True,146.53,,,"LINESTRING (130.838883 -12.4603353, 130.8394617 -12.459739, 130.8398113 -12.4593788)",
4661892,False,Smith Street,unclassified,True,33.925000000000004,50,,"LINESTRING (130.8377087 -12.4592007, 130.8377444 -12.4592343, 130.8378051 -12.4592951, 130.8379172 -12.459402, 130.8379301 -12.4594159)",
4662602,False,McLachlan Street,unclassified,False,146.918,50,,"LINESTRING (130.8377087 -12.4592007, 130.8377717 -12.459143, 130.8381659 -12.4587491, 130.8382614 -12.4586537, 130.8383764 -12.4585388, 130.8386571 -12.4582584)",
4661892,False,Smith Street,unclassified,True,41.399,50,,"LINESTRING (130.838612 -12.4600734, 130.838883 -12.4603353)",
4661892,False,Smith Street,unclassified,False,104.054,50,,"LINESTRING (130.838612 -12.4600734, 130.8380333 -12.4595129, 130.8379301 -12.4594159)",
660287275,True,Cavenagh Street,tertiary,False,28.906,,,"LINESTRING (130.8387274 -12.4581897, 130.8389181 -12.4583711)",
684286910,False,,tertiary,True,10.799,,,"LINESTRING (130.8387274 -12.4581897, 130.8386571 -12.4582584)",
336026259,False,,tertiary,False,10.823,,,"LINESTRING (130.8414356 -12.4608011, 130.8413656 -12.4608704)",
660287275,True,Cavenagh Street,tertiary,False,78.047,,,"LINESTRING (130.8414356 -12.4608011, 130.8419407 -12.4613005)",
684286911,False,Bennett Street,tertiary,False,113.863,40,,"LINESTRING (130.8444422 -12.4637213, 130.8451676 -12.4629818)",
684286911,False,Bennett Street,tertiary,True,9.933,40,,"LINESTRING (130.8444422 -12.4637213, 130.844381 -12.4637877)",
"[684286912, 538844763]",True,"['Harry Chan Avenue', 'Cavenagh Street']",unclassified,False,99.237,,,"LINESTRING (130.8444422 -12.4637213, 130.8448715 -12.4641216, 130.8449041 -12.4641468, 130.8449323 -12.4641638, 130.8449576 -12.464176, 130.844983 -12.4641834, 130.8450123 -12.4641845, 130.845049 -12.4641769, 130.8450742 -12.4641689, 130.8451063 -12.4641505, 130.8451504 -12.4641102)",
538844778,True,Daly Street,primary,False,42.606,50,,"LINESTRING (130.8374654 -12.4562606, 130.8377398 -12.4559867)",
732504432,False,Woods Street,unclassified,False,102.756,50,,"LINESTRING (130.8415301 -12.4590166, 130.8408887 -12.4583371)",
684286876,False,,tertiary,True,12.067,,,"LINESTRING (130.8404508 -12.4598389, 130.8403841 -12.4599257)",
660287275,True,Cavenagh Street,tertiary,False,50.084,,,"LINESTRING (130.8404508 -12.4598389, 130.8407157 -12.4600952, 130.8407783 -12.4601561)",
37991828,True,Shadforth Lane,residential,False,225.482,,,"LINESTRING (130.8408339 -12.4631469, 130.8407515 -12.4630667, 130.8406707 -12.4629881, 130.840522 -12.4628433, 130.8404612 -12.4627841, 130.8402948 -12.4626221, 130.8400712 -12.4624045, 130.8393631 -12.4617153)",
684286900,False,Mitchell Street,tertiary,True,51.870999999999995,40,,"LINESTRING (130.840681 -12.4639517, 130.8404847 -12.4637622, 130.8403413 -12.4636237)",
684286902,False,Knuckey Street,unclassified,False,148.493,50,,"LINESTRING (130.840681 -12.4639517, 130.8402431 -12.4643876, 130.8402133 -12.4644145, 130.8397233 -12.464905)",
684286902,False,Knuckey Street,unclassified,True,75.098,50,,"LINESTRING (130.840681 -12.4639517, 130.8411266 -12.4635081, 130.8411654 -12.4634696)",
372588545,False,Foelsche Street,residential,True,127.679,,,"LINESTRING (130.8441482 -12.4615056, 130.8449609 -12.4606757)",
547877696,False,Woods Street,unclassified,False,78.279,,,"LINESTRING (130.8441482 -12.4615056, 130.8436413 -12.461005)",
547877696,False,Woods Street,unclassified,True,73.94,,,"LINESTRING (130.8441482 -12.4615056, 130.8445084 -12.4618514, 130.8446338 -12.4619718)",
547877701,True,Bennett Street,tertiary,False,64.744,,,"LINESTRING (130.8456164 -12.4625992, 130.84552 -12.4626912, 130.8454257 -12.4627773, 130.8453749 -12.4628194, 130.845251 -12.4629156, 130.8451676 -12.4629818)",
4661892,False,Smith Street,unclassified,False,33.925,50,,"LINESTRING (130.8379301 -12.4594159, 130.8379172 -12.459402, 130.8378051 -12.4592951, 130.8377444 -12.4592343, 130.8377087 -12.4592007)",
4661892,False,Smith Street,unclassified,True,104.054,50,,"LINESTRING (130.8379301 -12.4594159, 130.8380333 -12.4595129, 130.838612 -12.4600734)",
69878755,False,McLachlan Street,unclassified,True,148.64299999999997,50,,"LINESTRING (130.8379301 -12.4594159, 130.8378766 -12.4594726, 130.8376977 -12.4596503, 130.8376005 -12.4597487, 130.8375345 -12.4598155, 130.8373444 -12.4600058, 130.8370405 -12.4603101, 130.8369761 -12.4603746)",
176332272,True,Gardens Road,tertiary,False,40.691,,,"LINESTRING (130.8364583 -12.4559515, 130.8364927 -12.4559973, 130.8365387 -12.456047, 130.8367152 -12.4562171)",
4650833,True,Daly Street,primary,False,26.044,50,,"LINESTRING (130.8378558 -12.4561004, 130.8376872 -12.456267)",
4650907,False,,primary,False,17.846,,,"LINESTRING (130.8378558 -12.4561004, 130.8377398 -12.4559867)",
4650833,True,Daly Street,primary,False,70.243,50,,"LINESTRING (130.8376872 -12.456267, 130.8372412 -12.4567246)",
4959919,True,Dashwood Place,primary,False,25.414,,,"LINESTRING (130.8376872 -12.456267, 130.8376367 -12.4562843, 130.8375883 -12.4562928, 130.8375596 -12.4562937, 130.8375317 -12.4562911, 130.8375013 -12.4562846, 130.8374654 -12.4562606)",
538844778,True,Daly Street,primary,False,53.787,50,,"LINESTRING (130.8371159 -12.4566034, 130.8374654 -12.4562606)",
684286904,True,,primary,False,19.15,,,"LINESTRING (130.8371159 -12.4566034, 130.8372412 -12.4567246)",
300872442,True,Nuttall Place,residential,False,75.309,,,"LINESTRING (130.8403413 -12.4636237, 130.8408339 -12.4631469)",
684286900,False,Mitchell Street,tertiary,False,51.870999999999995,40,,"LINESTRING (130.8403413 -12.4636237, 130.8404847 -12.4637622, 130.840681 -12.4639517)",
684286900,False,Mitchell Street,tertiary,True,223.853,40,,"LINESTRING (130.8403413 -12.4636237, 130.8399306 -12.4632299, 130.8398779 -12.4631771, 130.8398087 -12.4631077, 130.8397824 -12.4630841, 130.8395871 -12.4629052, 130.8388754 -12.4622083)",
4661892,False,Smith Street,unclassified,False,84.984,50,,"LINESTRING (130.8394367 -12.4608755, 130.838883 -12.4603353)",
4661892,False,Smith Street,unclassified,True,60.832,50,,"LINESTRING (130.8394367 -12.4608755, 130.839793 -12.4612333, 130.8398273 -12.4612677)",
684286908,False,Whitfield Street,residential,True,147.429,50,,"LINESTRING (130.8394367 -12.4608755, 130.8395852 -12.4607263, 130.8403344 -12.4599755, 130.8403841 -12.4599257)",
336026258,False,Edmunds Street,tertiary,False,7.933,,,"LINESTRING (130.8419407 -12.4613005, 130.841891 -12.4613528)",
336031704,True,Edmunds Street,residential,False,70.717,,,"LINESTRING (130.8419407 -12.4613005, 130.8423928 -12.4608427)",
660287275,True,Cavenagh Street,tertiary,False,68.771,,,"LINESTRING (130.8419407 -12.4613005, 130.8423853 -12.461741)",
4661892,False,Smith Street,unclassified,False,76.89,50,,"LINESTRING (130.8409029 -12.4623131, 130.8404025 -12.4618238)",
684286881,False,Edmunds Street,residential,True,76.231,,,"LINESTRING (130.8409029 -12.4623131, 130.8413983 -12.4618273)",
867599293,False,Smith Street,unclassified,True,110.4,50,,"LINESTRING (130.8409029 -12.4623131, 130.8415058 -12.4629066, 130.8415479 -12.4629456, 130.8416189 -12.463018)",
4661892,False,Smith Street,unclassified,True,76.89,50,,"LINESTRING (130.8404025 -12.4618238, 130.8409029 -12.4623131)",
4661892,False,Smith Street,unclassified,False,87.907,50,,"LINESTRING (130.8404025 -12.4618238, 130.8401243 -12.4615427, 130.839988 -12.4614165, 130.8398273 -12.4612677)",
684286880,False,Searcy Street,residential,True,148.908,,,"LINESTRING (130.8404025 -12.4618238, 130.8408069 -12.4614234, 130.8413656 -12.4608704)",
684286881,False,Edmunds Street,residential,False,76.231,,,"LINESTRING (130.8413983 -12.4618273, 130.8409029 -12.4623131)",
684286881,False,Edmunds Street,residential,True,75.137,,,"LINESTRING (130.8413983 -12.4618273, 130.841891 -12.4613528)",
336026261,False,Spain Place,residential,False,74.771,,,"LINESTRING (130.8418531 -12.4622698, 130.8423358 -12.4617902)",
336026260,True,Austin Lane,residential,False,69.709,,,"LINESTRING (130.8418531 -12.4622698, 130.8415629 -12.4619874, 130.8413983 -12.4618273)",
660287275,True,Cavenagh Street,tertiary,False,39.555,,,"LINESTRING (130.8423853 -12.461741, 130.8426413 -12.4619941)",
684286888,False,Spain Place,tertiary,True,7.669,,,"LINESTRING (130.8423853 -12.461741, 130.8423358 -12.4617902)",
660287275,True,Cavenagh Street,tertiary,False,46.037,,,"LINESTRING (130.8441412 -12.4634297, 130.8444422 -12.4637213)",
684286913,False,,tertiary,False,9.532,,,"LINESTRING (130.8441412 -12.4634297, 130.8440809 -12.463492)",
336026258,False,Edmunds Street,tertiary,True,7.933,,,"LINESTRING (130.841891 -12.4613528, 130.8419407 -12.4613005)",
684286881,False,Edmunds Street,residential,False,75.137,,,"LINESTRING (130.841891 -12.4613528, 130.8413983 -12.4618273)",
684286896,True,Cavenagh Street,tertiary,False,78.304,,,"LINESTRING (130.841891 -12.4613528, 130.8413656 -12.4608704)",
43404291,False,Shepherd Street,unclassified,False,151.72,50,,"LINESTRING (130.8394301 -12.4588488, 130.8404069 -12.4578731)",
660287275,True,Cavenagh Street,tertiary,False,73.291,,,"LINESTRING (130.8394301 -12.4588488, 130.8399082 -12.4593141)",
684286895,False,,tertiary,False,12.624,,,"LINESTRING (130.8394301 -12.4588488, 130.8393511 -12.4589321)",
4959685,True,Daly Street,primary,False,53.971000000000004,,,"LINESTRING (130.8366993 -12.4570259, 130.8369564 -12.4567609, 130.8370426 -12.4566749)",
37991828,True,Shadforth Lane,residential,False,50.823,,,"LINESTRING (130.8411654 -12.4634696, 130.8410254 -12.4633333, 130.840844 -12.4631568, 130.8408339 -12.4631469)",
684286902,False,Knuckey Street,unclassified,False,75.098,50,,"LINESTRING (130.8411654 -12.4634696, 130.8411266 -12.4635081, 130.840681 -12.4639517)",
684286902,False,Knuckey Street,unclassified,True,70.328,50,,"LINESTRING (130.8411654 -12.4634696, 130.8415513 -12.4630853, 130.8416189 -12.463018)",
372556794,False,Cardona Court,residential,True,61.192,,,"LINESTRING (130.8450307 -12.4615811, 130.8447104 -12.4618974, 130.8446338 -12.4619718)",
547877696,False,Woods Street,unclassified,True,91.302,,,"LINESTRING (130.8446338 -12.4619718, 130.8452433 -12.4625375)",
372556794,False,Cardona Court,residential,False,61.192,,,"LINESTRING (130.8446338 -12.4619718, 130.8447104 -12.4618974, 130.8450307 -12.4615811)",
547877696,False,Woods Street,unclassified,False,73.94,,,"LINESTRING (130.8446338 -12.4619718, 130.8445084 -12.4618514, 130.8441482 -12.4615056)",
4650841,False,McMinn Street,tertiary,True,3.625,,2,"LINESTRING (130.844641 -12.4600364, 130.8446183 -12.4600125)",
372588557,True,McMinn Street,tertiary,False,20.374,,,"LINESTRING (130.844641 -12.4600364, 130.8446686 -12.4600382, 130.8446908 -12.4600418, 130.8447172 -12.4600534, 130.8447501 -12.46008, 130.8447977 -12.4601244)",
372588557,True,McMinn Street,tertiary,False,72.46600000000001,,,"LINESTRING (130.8447977 -12.4601244, 130.8449235 -12.4602466, 130.8450561 -12.4603759, 130.8451615 -12.4604815, 130.8452638 -12.4605907)",
372588562,True,,residential,False,79.95,,,"LINESTRING (130.8447977 -12.4601244, 130.8448781 -12.4601837, 130.8449597 -12.4602453, 130.844998 -12.4602761, 130.8451547 -12.4604259, 130.8451827 -12.4604528, 130.8452091 -12.4604735, 130.8452251 -12.4604824, 130.8452432 -12.4604881, 130.8452687 -12.4604917, 130.8452964 -12.4604919, 130.8453307 -12.4604876, 130.845394 -12.4604735)",
4650896,False,Carey Street,residential,False,19.227,,,"LINESTRING (130.845394 -12.4604735, 130.8452638 -12.4605907)",
372588558,True,McMinn Street,tertiary,False,67.316,,,"LINESTRING (130.8450711 -12.460472, 130.8450554 -12.460454, 130.8449815 -12.4603844, 130.8448308 -12.4602402, 130.844641 -12.4600364)",
684294301,False,Carey Street,tertiary,True,7.218,,,"LINESTRING (130.8452172 -12.460637, 130.8452638 -12.4605907)",
372588558,True,McMinn Street,tertiary,False,24.257,,,"LINESTRING (130.8452172 -12.460637, 130.8451912 -12.4606093, 130.8451578 -12.4605709, 130.8451293 -12.4605389, 130.8450711 -12.460472)",
372588545,False,Foelsche Street,residential,False,127.679,,,"LINESTRING (130.8449609 -12.4606757, 130.8441482 -12.4615056)",
372588548,True,Foelsche Street,residential,False,27.116,,,"LINESTRING (130.8449609 -12.4606757, 130.8450478 -12.4605713, 130.8450632 -12.460552, 130.8450717 -12.4605389, 130.8450773 -12.4605277, 130.8450789 -12.460522, 130.8450796 -12.4605142, 130.8450793 -12.460508, 130.8450784 -12.460502, 130.8450763 -12.4604901, 130.8450711 -12.460472)",
372588558,True,McMinn Street,tertiary,False,88.686,,,"LINESTRING (130.8455869 -12.4613407, 130.8455262 -12.4611568, 130.8455068 -12.4611006, 130.8454685 -12.4610133, 130.8453986 -12.4608902, 130.8453555 -12.4608211, 130.8453142 -12.4607617, 130.8452695 -12.4607017, 130.8452172 -12.460637)",
"[372588547, 684294302]",True,"['Foelsche Street', 'McMinn Street']",residential,False,115.50099999999998,,,"LINESTRING (130.8455869 -12.4613407, 130.8455376 -12.4612559, 130.8454921 -12.4611768, 130.8453648 -12.4609642, 130.8452745 -12.4608088, 130.8452302 -12.4607389, 130.8451961 -12.4606896, 130.8451712 -12.4606552, 130.8451628 -12.4606448, 130.8451538 -12.4606351, 130.8451423 -12.4606257, 130.8451259 -12.460614, 130.8451207 -12.4606116, 130.8451142 -12.4606095, 130.8451068 -12.4606086, 130.8450948 -12.4606084, 130.8450825 -12.4606097, 130.8450653 -12.460614, 130.8450447 -12.4606203, 130.8450328 -12.4606252, 130.8450219 -12.4606315, 130.845012 -12.4606387, 130.8449609 -12.4606757)",
"[684286882, 684286898]",True,"['Harry Chan Avenue', 'Cavenagh Street']",unclassified,False,42.842,,,"LINESTRING (130.8451504 -12.4641102, 130.8450203 -12.4642424, 130.8450066 -12.4642543, 130.8449903 -12.464265, 130.8449744 -12.4642723, 130.8449573 -12.4642763, 130.844939 -12.4642772, 130.8449224 -12.4642761, 130.8449043 -12.4642722, 130.8448891 -12.4642661, 130.8448721 -12.4642566, 130.844856 -12.4642458, 130.8448376 -12.4642298)",
684286911,False,Bennett Street,tertiary,True,113.863,40,,"LINESTRING (130.8451676 -12.4629818, 130.8444422 -12.4637213)",
547877693,True,Bennett Street,tertiary,False,37.099000000000004,40,,"LINESTRING (130.8451676 -12.4629818, 130.8452384 -12.462908, 130.8452904 -12.4628435, 130.8453785 -12.4627201)",
547877696,False,Woods Street,unclassified,False,91.302,,,"LINESTRING (130.8452433 -12.4625375, 130.8446338 -12.4619718)",
547877695,True,,unclassified,False,30.357,,1,"LINESTRING (130.8452433 -12.4625375, 130.8452969 -12.4625684, 130.845328 -12.4625817, 130.8453486 -12.4625891, 130.8453816 -12.4625965, 130.8454127 -12.4625999, 130.8454402 -12.4625982, 130.8454697 -12.4625925, 130.8455064 -12.4625806)",
547877693,True,Bennett Street,tertiary,False,10.54,40,,"LINESTRING (130.8455064 -12.4625806, 130.8455334 -12.4625537, 130.8455726 -12.4625113)",
595965100,False,,residential,False,62.94,,,"LINESTRING (130.8435966 -12.4563947, 130.8431948 -12.4568027)",
43364821,False,Harvey Street,unclassified,False,47.599,,2,"LINESTRING (130.8431948 -12.4568027, 130.8435229 -12.4570866)",
595965100,False,,residential,True,62.94,,,"LINESTRING (130.8431948 -12.4568027, 130.8435966 -12.4563947)",
718334252,True,Garramilla Boulevard,primary,False,9.54,50,2,"LINESTRING (130.8448026 -12.4560343, 130.8448603 -12.4559696)",A15
