osmid,lanes,ref,highway,junction,oneway,reversed,length,geometry,name,bridge,maxspeed,width
15749169,1,C102,primary,roundabout,True,False,10.355999999999998,"LINESTRING (145.8574835 -38.1363166, 145.857507 -38.1363141, 145.8575306 -38.1363154, 145.8575534 -38.1363205, 145.8575744 -38.1363291, 145.8575928 -38.1363408)",,,,
15749169,1,C102,primary,roundabout,True,False,13.483,"LINESTRING (145.8575318 -38.1364957, 145.8575099 -38.1364972, 145.8574879 -38.1364955, 145.8574668 -38.1364905, 145.8574473 -38.1364825, 145.85743 -38.1364718, 145.8574156 -38.1364587, 145.8574046 -38.1364437)",,,,
493011501,1,C431,secondary,,True,False,28.49,"LINESTRING (145.8575318 -38.1364957, 145.8575034 -38.1365238, 145.8574649 -38.1365615, 145.8573298 -38.1366967)",Westernport Road,,,
"[35572004, 481681751]",2,C431,secondary,,False,True,64.612,"LINESTRING (145.8568976 -38.1371679, 145.8571669 -38.1368683, 145.8573298 -38.1366967)",Westernport Road,yes,,
498246097,1,C431,secondary,,True,False,60.29799999999999,"LINESTRING (145.8568976 -38.1371679, 145.8568337 -38.1372418, 145.8567719 -38.1373089, 145.8567118 -38.1373644, 145.8566361 -38.1374283, 145.8565699 -38.1374753, 145.8565332 -38.1374979, 145.85643 -38.1375613)",Main South Road,,,
15749172,,,secondary,,False,False,7.61,"LINESTRING (145.8554068 -38.1381274, 145.8553495 -38.1380759)",Church Street,,,
498246097,1,C431,secondary,,True,False,118.41300000000001,"LINESTRING (145.8554068 -38.1381274, 145.8553999 -38.1381393, 145.8553794 -38.1381746, 145.8553503 -38.1382309, 145.855326 -38.1382981, 145.8553022 -38.1383698, 145.8552749 -38.1384747, 145.8552504 -38.1385855, 145.8552028 -38.1388333, 145.85519 -38.1389137, 145.8551776 -38.1389868, 145.8551742 -38.1390526, 145.8551786 -38.139112, 145.8551831 -38.1391699)",Main South Road,,,
174579701,,,secondary,,False,False,5.96,"LINESTRING (145.8551831 -38.1391699, 145.855115 -38.1391679)",Pearson Road,,,
498246097,1,C431,secondary,,True,False,98.26599999999999,"LINESTRING (145.8551831 -38.1391699, 145.8551879 -38.1391934, 145.8551978 -38.1392414, 145.8552252 -38.1393237, 145.8552575 -38.1393963, 145.8553039 -38.1394888, 145.8553665 -38.1395899, 145.8556104 -38.139983)",Main South Road,,,
43935517,,,residential,,False,False,25.374,"LINESTRING (145.8548285 -38.1371308, 145.8549021 -38.1370664, 145.8549175 -38.1370422, 145.8549244 -38.1370127, 145.8549231 -38.1369955, 145.8549223 -38.1369858, 145.8548994 -38.1369311)",Porter Place,,,
497855305,2,,tertiary,,False,False,61.239,"LINESTRING (145.8548285 -38.1371308, 145.8547882 -38.1371008, 145.8547401 -38.1370739, 145.854256 -38.1368146)",Church Street,,,
497855305,2,,tertiary,,False,True,66.97099999999999,"LINESTRING (145.8548285 -38.1371308, 145.8548778 -38.1371766, 145.8549052 -38.137212, 145.8549372 -38.1372745, 145.8550784 -38.1376211, 145.855109 -38.1376863)",Church Street,,,
35571996,,,residential,,False,False,206.74099999999999,"LINESTRING (145.8523952 -38.1356638, 145.8519642 -38.1360097, 145.8519315 -38.1360397, 145.8519109 -38.1360637, 145.8518954 -38.1360882, 145.8518831 -38.1361178, 145.8518736 -38.1361581, 145.8516408 -38.1373511)",Russell Street,,,
497855305,2,,tertiary,,False,True,58.556,"LINESTRING (145.8523952 -38.1356638, 145.8526089 -38.1358214, 145.8528576 -38.1359993, 145.852889 -38.1360193)",Church Street,,,
