osmid,oneway,lanes,highway,maxspeed,reversed,length,name,geometry,bridge,width,junction
987034840,False,2,primary,50,True,13.06,,"LINESTRING (152.9589326 -26.6256339, 152.9588461 -26.6255455)",,,
37977316,False,2,residential,50,False,92.65700000000001,Lowe Street,"LINESTRING (152.9589326 -26.6256339, 152.9589609 -26.6256646, 152.9589754 -26.6256768, 152.9589892 -26.6256849, 152.9590046 -26.6256908, 152.959055 -26.6257027, 152.9593975 -26.6257673, 152.9597016 -26.6258306, 152.959821 -26.6258419)",,,
39089490,True,2,primary,50,False,110.438,Currie Street,"LINESTRING (152.9589326 -26.6256339, 152.9589044 -26.6256842, 152.9588831 -26.6257249, 152.9588668 -26.6257728, 152.9588595 -26.6258197, 152.9588575 -26.6258537, 152.9588578 -26.6258963, 152.9588619 -26.62593, 152.958871 -26.6259711, 152.9588983 -26.6260645, 152.9590079 -26.6264296, 152.959051 -26.6265927)",,,
1094411235,False,,primary,,False,11.24,,"LINESTRING (152.9595206 -26.6245293, 152.9594301 -26.6244687)",,,
987034841,True,2,primary,50,False,136.179,Currie Street,"LINESTRING (152.9595206 -26.6245293, 152.959494 -26.6245632, 152.9594631 -26.6246042, 152.9594376 -26.624646, 152.9589825 -26.6255445, 152.9589326 -26.6256339)",,,
39089490,True,2,primary,50,False,17.835,Currie Street,"LINESTRING (152.9591246 -26.6268492, 152.9591438 -26.6269115, 152.9591707 -26.6270042)",,,
791043974,True,,secondary,,False,65.601,Howard Street,"LINESTRING (152.9591246 -26.6268492, 152.9591368 -26.6268605, 152.9591517 -26.6268731, 152.9591719 -26.6268866, 152.9592052 -26.6269047, 152.9592274 -26.6269155, 152.9592506 -26.6269258, 152.9592766 -26.6269351, 152.9593187 -26.6269466, 152.9593733 -26.6269591, 152.9597457 -26.6270176)",,,
1008003315,False,,secondary,60,True,26.342,Howard Street,"LINESTRING (152.9608212 -26.6270911, 152.9610858 -26.627078)",,,
"[965758553, 965758554, 965758555]",False,3,residential,,False,132.926,Ann Street,"LINESTRING (152.9608212 -26.6270911, 152.9608212 -26.6269962, 152.9608506 -26.6265864, 152.9608811 -26.6262255, 152.9608908 -26.625961, 152.9608925 -26.6258977)",,,
1008003316,False,,secondary,60,False,76.459,Howard Street,"LINESTRING (152.9608212 -26.6270911, 152.9606976 -26.6270984, 152.9605634 -26.6271067, 152.9604314 -26.6271136, 152.9603189 -26.627116, 152.9602756 -26.6271156, 152.96024 -26.6271128, 152.9602013 -26.62711, 152.9601337 -26.6271036, 152.9600546 -26.6270917)",,,
33261140,False,,residential,,False,215.59600000000006,Blackall Terrace,"LINESTRING (152.9607902 -26.6215393, 152.9612307 -26.6218557, 152.9612336 -26.621858, 152.9612557 -26.6218754, 152.9612747 -26.6218927, 152.961289 -26.6219093, 152.9613013 -26.6219288, 152.9613088 -26.6219496, 152.9613132 -26.6219674, 152.9613161 -26.6219844, 152.9613177 -26.6220016, 152.9613177 -26.6220222, 152.9613155 -26.6220425, 152.9613086 -26.6220648, 152.9612945 -26.6220909, 152.9612772 -26.6221126, 152.9612504 -26.6221431, 152.9612082 -26.6221797, 152.9610904 -26.6222772, 152.9608839 -26.6224336, 152.960748 -26.6225364, 152.9606797 -26.6225947, 152.9606422 -26.6226312, 152.9606101 -26.6226622, 152.9605753 -26.6227078, 152.9605498 -26.6227556, 152.9605394 -26.6227938, 152.9605337 -26.622822, 152.9605295 -26.6228564, 152.9605271 -26.6228972, 152.9605306 -26.6229397, 152.9605363 -26.622975)",,,
1094423243,False,,primary,,False,13.963,,"LINESTRING (152.960674 -26.6235123, 152.9606457 -26.6233893)",,,
"[39089489, 575521714, 987034841]",True,2,primary,50,False,161.088,"['Coronation Avenue', 'Currie Street', 'Petrie Creek (Southbound)']","LINESTRING (152.960674 -26.6235123, 152.9605808 -26.6235942, 152.9600671 -26.6240308, 152.959779 -26.6242816, 152.9596119 -26.6244388, 152.9595206 -26.6245293)",yes,,
"[834825051, 37977324]",False,3,residential,,True,134.404,Mathew Street,"LINESTRING (152.960674 -26.6235123, 152.9606784 -26.6235304, 152.9606862 -26.623548, 152.960699 -26.6235693, 152.9607145 -26.6235843, 152.9607459 -26.623606, 152.9609607 -26.6237203, 152.9612541 -26.6238827, 152.9613998 -26.6239584, 152.9617948 -26.6241639)",,,
1094423241,False,3,primary,,True,20.916999999999998,,"LINESTRING (152.960674 -26.6235123, 152.9606725 -26.6234943, 152.9606753 -26.6234683, 152.9606871 -26.6234263, 152.9606985 -26.6233941, 152.9607043 -26.623374, 152.9607165 -26.6233292)",,,
575521084,False,,primary,,False,11.6,Bury Street,"LINESTRING (152.9594193 -26.6279049, 152.959306 -26.6279299)",,,
575521083,True,2,primary,50,False,59.816,Currie Street,"LINESTRING (152.9594193 -26.6279049, 152.9595333 -26.6283088, 152.9595362 -26.6283248, 152.9595159 -26.6284284)",,,
805843235,False,,residential,,False,65.585,Sydney Street,"LINESTRING (152.9607988 -26.628583, 152.9607025 -26.6291665)",,,
"[778705296, 37976987]",False,3,residential,,True,169.788,Sydney Street,"LINESTRING (152.9607988 -26.628583, 152.9608071 -26.6285117, 152.9609971 -26.6275617, 152.9610165 -26.6274708, 152.9610695 -26.6271723, 152.9610858 -26.627078)",,,
778705297,False,,residential,,False,118.671,Maud Street,"LINESTRING (152.9607988 -26.628583, 152.9609121 -26.6285992, 152.961981 -26.6287317)",,,
