osmid,name,highway,oneway,reversed,length,geometry,bridge,junction,lanes
4904896,Railway Street,unclassified,False,False,658.28,"LINESTRING (150.6099141 -34.8557998, 150.6099466 -34.855443, 150.6101034 -34.8542727, 150.6101285 -34.8541269, 150.6101651 -34.8540093, 150.6102276 -34.8538726, 150.6104285 -34.8534955, 150.6109898 -34.8524506, 150.6115234 -34.8514555, 150.6121806 -34.8502402)",,,
773799346,Bolong Road,secondary,False,True,150.663,"LINESTRING (150.6099141 -34.8557998, 150.609763 -34.8558527, 150.6095835 -34.8559405, 150.6094157 -34.8560352, 150.6091874 -34.8561676, 150.6090139 -34.8562496, 150.6089024 -34.8562849, 150.608761 -34.8563064, 150.6086246 -34.8563045, 150.6084326 -34.8562778)",,,
291303089,Cambewarra Road,secondary,False,False,67.956,"LINESTRING (150.610685 -34.8496876, 150.6113606 -34.8499447)",,,
291303089,Cambewarra Road,secondary,False,True,32.602,"LINESTRING (150.610685 -34.8496876, 150.6103561 -34.8495731)",,,
4904896,Railway Street,unclassified,False,True,658.28,"LINESTRING (150.6121806 -34.8502402, 150.6115234 -34.8514555, 150.6109898 -34.8524506, 150.6104285 -34.8534955, 150.6102276 -34.8538726, 150.6101651 -34.8540093, 150.6101285 -34.8541269, 150.6101034 -34.8542727, 150.6099466 -34.855443, 150.6099141 -34.8557998)",,,
"[4904897, 291303089, 4904901]",Cambewarra Road,secondary,False,True,81.735,"LINESTRING (150.6121806 -34.8502402, 150.6120521 -34.8501964, 150.6116545 -34.8500463, 150.6113606 -34.8499447)",yes,,
291303089,Cambewarra Road,secondary,False,True,67.956,"LINESTRING (150.6113606 -34.8499447, 150.610685 -34.8496876)",,,
392695011,Meroo Street,secondary,False,True,200.423,"LINESTRING (150.6113606 -34.8499447, 150.6104738 -34.8515937)",,,
"[291303089, 4904897, 4904901]",Cambewarra Road,secondary,False,False,81.735,"LINESTRING (150.6113606 -34.8499447, 150.6116545 -34.8500463, 150.6120521 -34.8501964, 150.6121806 -34.8502402)",yes,,
"[773799347, 291727044]",Bolong Road,secondary,False,False,221.642,"LINESTRING (150.6052359 -34.8580602, 150.6058548 -34.857642, 150.606295 -34.8573421, 150.6067454 -34.8570021, 150.6070636 -34.8567489)",,,
4947772,Bunberra Street,tertiary,False,True,101.031,"LINESTRING (150.6095717 -34.8532634, 150.6085583 -34.8528974)",,,
392695011,Meroo Street,secondary,False,False,203.092,"LINESTRING (150.6095717 -34.8532634, 150.6104738 -34.8515937)",,,
392695011,Meroo Street,secondary,False,True,261.479,"LINESTRING (150.6095717 -34.8532634, 150.6094879 -34.8534207, 150.6093681 -34.853647, 150.6090417 -34.8542474, 150.6084157 -34.8554151)",,,
4947779,Birriley Street,residential,False,True,100.927,"LINESTRING (150.6104738 -34.8515937, 150.6094598 -34.8512312)",,,
392695011,Meroo Street,secondary,False,False,200.423,"LINESTRING (150.6104738 -34.8515937, 150.6113606 -34.8499447)",,,
392695011,Meroo Street,secondary,False,True,203.092,"LINESTRING (150.6104738 -34.8515937, 150.6095717 -34.8532634)",,,
291303089,Cambewarra Road,secondary,False,False,32.602,"LINESTRING (150.6103561 -34.8495731, 150.610685 -34.8496876)",,,
5031324,Coomea Street,residential,False,True,100.64099999999999,"LINESTRING (150.6103561 -34.8495731, 150.6101354 -34.849965, 150.6098953 -34.8503954)",,,
5031324,Coomea Street,residential,False,False,217.352,"LINESTRING (150.6070636 -34.8567489, 150.6067198 -34.856517, 150.6066911 -34.8564534, 150.6066988 -34.8563963, 150.6067759 -34.856221, 150.6074174 -34.8550566)",,,
773799347,Bolong Road,secondary,False,False,69.47,"LINESTRING (150.6070636 -34.8567489, 150.6073539 -34.856507, 150.607486 -34.8564082, 150.6076326 -34.8563394)",,,
"[773799347, 291727044]",Bolong Road,secondary,False,True,221.642,"LINESTRING (150.6070636 -34.8567489, 150.6067454 -34.8570021, 150.606295 -34.8573421, 150.6058548 -34.857642, 150.6052359 -34.8580602)",,,
5031324,Coomea Street,residential,False,False,261.691,"LINESTRING (150.6074174 -34.8550566, 150.6085583 -34.8528974)",,,
5293206,Tarawara Street,residential,False,False,99.432,"LINESTRING (150.6074174 -34.8550566, 150.6084157 -34.8554151)",,,
5293206,Tarawara Street,residential,False,True,101.127,"LINESTRING (150.6074174 -34.8550566, 150.6064006 -34.8546948)",,,
5031324,Coomea Street,residential,False,True,217.352,"LINESTRING (150.6074174 -34.8550566, 150.6067759 -34.856221, 150.6066988 -34.8563963, 150.6066911 -34.8564534, 150.6067198 -34.856517, 150.6070636 -34.8567489)",,,
5293206,Tarawara Street,residential,False,True,99.432,"LINESTRING (150.6084157 -34.8554151, 150.6074174 -34.8550566)",,,
392695011,Meroo Street,secondary,False,False,261.479,"LINESTRING (150.6084157 -34.8554151, 150.6090417 -34.8542474, 150.6093681 -34.853647, 150.6094879 -34.8534207, 150.6095717 -34.8532634)",,,
773799345,Meroo Street,secondary,False,True,58.914,"LINESTRING (150.6084157 -34.8554151, 150.6082007 -34.855813, 150.6081497 -34.8558978)",,,
4947772,Bunberra Street,tertiary,False,False,101.031,"LINESTRING (150.6085583 -34.8528974, 150.6095717 -34.8532634)",,,
5031324,Coomea Street,residential,False,True,261.691,"LINESTRING (150.6085583 -34.8528974, 150.6074174 -34.8550566)",,,
4947772,Bunberra Street,tertiary,False,True,99.696,"LINESTRING (150.6085583 -34.8528974, 150.6079591 -34.8526784, 150.607759 -34.8526054, 150.6075602 -34.8525327)",,,
5031324,Coomea Street,residential,False,False,202.716,"LINESTRING (150.6085583 -34.8528974, 150.6090677 -34.8519485, 150.6094598 -34.8512312)",,,
69961583,Karowa Street,residential,False,False,190.989,"LINESTRING (150.6054801 -34.8536463, 150.6063546 -34.8520858)",,,
69961583,Karowa Street,residential,False,True,100.572,"LINESTRING (150.6076919 -34.849601, 150.6076589 -34.8496401, 150.607245 -34.8504268)",,,
69961586,Tanang Street,residential,False,False,219.61700000000002,"LINESTRING (150.6076919 -34.849601, 150.6086978 -34.8499575, 150.6098953 -34.8503954)",,,
4947779,Birriley Street,residential,False,False,121.54,"LINESTRING (150.607245 -34.8504268, 150.608461 -34.8508728)",,,
4947779,Birriley Street,residential,False,True,119.833,"LINESTRING (150.607245 -34.8504268, 150.6060487 -34.8499823)",,,
69961583,Karowa Street,residential,False,True,201.573,"LINESTRING (150.607245 -34.8504268, 150.6063546 -34.8520858)",,,
69961583,Karowa Street,residential,False,False,100.572,"LINESTRING (150.607245 -34.8504268, 150.6076589 -34.8496401, 150.6076919 -34.849601)",,,
5031324,Coomea Street,residential,False,True,101.077,"LINESTRING (150.6098953 -34.8503954, 150.6094598 -34.8512312)",,,
5031324,Coomea Street,residential,False,False,100.64099999999999,"LINESTRING (150.6098953 -34.8503954, 150.6101354 -34.849965, 150.6103561 -34.8495731)",,,
69961586,Tanang Street,residential,False,True,219.61700000000002,"LINESTRING (150.6098953 -34.8503954, 150.6086978 -34.8499575, 150.6076919 -34.849601)",,,
4947772,Bunberra Street,tertiary,False,False,120.714,"LINESTRING (150.6063546 -34.8520858, 150.6075602 -34.8525327)",,,
4947772,Bunberra Street,tertiary,False,True,119.708,"LINESTRING (150.6063546 -34.8520858, 150.6051546 -34.8516508)",,,
69961583,Karowa Street,residential,False,False,201.573,"LINESTRING (150.6063546 -34.8520858, 150.607245 -34.8504268)",,,
69961583,Karowa Street,residential,False,True,190.989,"LINESTRING (150.6063546 -34.8520858, 150.6054801 -34.8536463)",,,
173351802,Bolong Road,secondary,True,False,3.498,"LINESTRING (150.6080991 -34.8561349, 150.608111 -34.8561648)",,roundabout,
773799348,Bolong Road,secondary,True,False,8.546,"LINESTRING (150.6078914 -34.8561676, 150.6078992 -34.8561428, 150.6079152 -34.8561208, 150.607938 -34.8561033)",,roundabout,
392695012,Bolong Road,secondary,True,False,31.522999999999996,"LINESTRING (150.607965 -34.8562636, 150.6078024 -34.8562929, 150.6076326 -34.8563394)",,,1
1097449053,Bolong Road,secondary,True,False,13.557,"LINESTRING (150.607965 -34.8562636, 150.6079325 -34.8562489, 150.6079077 -34.8562262, 150.6078934 -34.856198, 150.6078914 -34.8561676)",,roundabout,
392695015,Bolong Road,secondary,True,False,36.212,"LINESTRING (150.6084326 -34.8562778, 150.6082114 -34.8562691, 150.6081945 -34.8562686, 150.6080361 -34.8562641)",,,1
773799346,Bolong Road,secondary,False,False,150.663,"LINESTRING (150.6084326 -34.8562778, 150.6086246 -34.8563045, 150.608761 -34.8563064, 150.6089024 -34.8562849, 150.6090139 -34.8562496, 150.6091874 -34.8561676, 150.6094157 -34.8560352, 150.6095835 -34.8559405, 150.609763 -34.8558527, 150.6099141 -34.8557998)",,,
5293206,Tarawara Street,residential,False,False,101.127,"LINESTRING (150.6064006 -34.8546948, 150.6074174 -34.8550566)",,,
190028242,Dalwah Street,residential,False,False,262.67,"LINESTRING (150.6064006 -34.8546948, 150.6075602 -34.8525327)",,,
4947779,Birriley Street,residential,False,False,99.474,"LINESTRING (150.608461 -34.8508728, 150.6094598 -34.8512312)",,,
4947779,Birriley Street,residential,False,True,121.54,"LINESTRING (150.608461 -34.8508728, 150.607245 -34.8504268)",,,
190028242,Dalwah Street,residential,False,True,202.049,"LINESTRING (150.608461 -34.8508728, 150.6077701 -34.852146, 150.6075602 -34.8525327)",,,
4947772,Bunberra Street,tertiary,False,True,120.714,"LINESTRING (150.6075602 -34.8525327, 150.6063546 -34.8520858)",,,
190028242,Dalwah Street,residential,False,True,262.67,"LINESTRING (150.6075602 -34.8525327, 150.6064006 -34.8546948)",,,
4947772,Bunberra Street,tertiary,False,False,99.696,"LINESTRING (150.6075602 -34.8525327, 150.607759 -34.8526054, 150.6079591 -34.8526784, 150.6085583 -34.8528974)",,,
190028242,Dalwah Street,residential,False,False,202.049,"LINESTRING (150.6075602 -34.8525327, 150.6077701 -34.852146, 150.608461 -34.8508728)",,,
4947772,Bunberra Street,tertiary,False,False,119.708,"LINESTRING (150.6051546 -34.8516508, 150.6063546 -34.8520858)",,,
190028240,Tallayang Street,residential,False,False,178.476,"LINESTRING (150.6051546 -34.8516508, 150.6043574 -34.8531165)",,,
190028240,Tallayang Street,residential,False,True,202.67700000000002,"LINESTRING (150.6051546 -34.8516508, 150.6060217 -34.85003, 150.6060487 -34.8499823)",,,
4947779,Birriley Street,residential,False,False,119.833,"LINESTRING (150.6060487 -34.8499823, 150.607245 -34.8504268)",,,
4947779,Birriley Street,residential,False,True,102.098,"LINESTRING (150.6060487 -34.8499823, 150.605076 -34.8496246, 150.6050277 -34.8496068)",,,
190028240,Tallayang Street,residential,False,False,202.67700000000002,"LINESTRING (150.6060487 -34.8499823, 150.6060217 -34.85003, 150.6051546 -34.8516508)",,,
190028240,Tallayang Street,residential,False,True,178.476,"LINESTRING (150.6043574 -34.8531165, 150.6051546 -34.8516508)",,,
4947779,Birriley Street,residential,False,False,102.098,"LINESTRING (150.6050277 -34.8496068, 150.605076 -34.8496246, 150.6060487 -34.8499823)",,,
4947779,Birriley Street,residential,False,False,100.927,"LINESTRING (150.6094598 -34.8512312, 150.6104738 -34.8515937)",,,
4947779,Birriley Street,residential,False,True,99.474,"LINESTRING (150.6094598 -34.8512312, 150.608461 -34.8508728)",,,
5031324,Coomea Street,residential,False,False,101.077,"LINESTRING (150.6094598 -34.8512312, 150.6098953 -34.8503954)",,,
5031324,Coomea Street,residential,False,True,202.716,"LINESTRING (150.6094598 -34.8512312, 150.6090677 -34.8519485, 150.6085583 -34.8528974)",,,
173351817,Bolong Road,secondary,True,False,32.156,"LINESTRING (150.608111 -34.8561648, 150.608206 -34.8562146, 150.6082155 -34.8562196, 150.6084326 -34.8562778)",,,1
1097449055,Bolong Road,secondary,True,False,14.062,"LINESTRING (150.608111 -34.8561648, 150.6081112 -34.8561901, 150.6081028 -34.8562144, 150.6080866 -34.8562359, 150.6080638 -34.8562529, 150.6080361 -34.8562641)",,roundabout,
4904928,Meroo Street,secondary,True,False,29.923000000000002,"LINESTRING (150.607938 -34.8561033, 150.60808 -34.8559676, 150.6081497 -34.8558978)",,,1
173351802,Bolong Road,secondary,True,False,16.996,"LINESTRING (150.607938 -34.8561033, 150.6079717 -34.8560902, 150.6080088 -34.8560871, 150.608045 -34.8560942, 150.6080763 -34.8561108, 150.6080991 -34.8561349)",,roundabout,
392695016,Bolong Road,secondary,True,False,30.476999999999997,"LINESTRING (150.6076326 -34.8563394, 150.6077742 -34.8562599, 150.6078914 -34.8561676)",,,1
773799347,Bolong Road,secondary,False,True,69.47,"LINESTRING (150.6076326 -34.8563394, 150.607486 -34.8564082, 150.6073539 -34.856507, 150.6070636 -34.8567489)",,,
392695013,Meroo Street,secondary,True,False,26.834,"LINESTRING (150.6081497 -34.8558978, 150.6081162 -34.856005, 150.6080991 -34.8561349)",,,1
773799345,Meroo Street,secondary,False,False,58.914,"LINESTRING (150.6081497 -34.8558978, 150.6082007 -34.855813, 150.6084157 -34.8554151)",,,
1097449054,Bolong Road,secondary,True,False,6.576,"LINESTRING (150.6080361 -34.8562641, 150.6080005 -34.8562687, 150.607965 -34.8562636)",,roundabout,
