osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,junction,lanes,width
176176983,Burns Street,residential,False,True,231.596,"LINESTRING (145.5377193 -33.4817118, 145.5377398 -33.4815897, 145.5380653 -33.4796491)",,,,,
184882026,Keats Street,primary,False,False,134.489,"LINESTRING (145.5377193 -33.4817118, 145.5370028 -33.4816305, 145.5362829 -33.4815459)",B87,,,,
184882026,Keats Street,primary,False,True,137.379,"LINESTRING (145.5377193 -33.4817118, 145.5384548 -33.4818003, 145.5391854 -33.4818882)",B87,,,,
"[220585514, 220585510]","['Molesworth Street', 'Burns Street']",residential,False,True,342.648,"LINESTRING (145.5377193 -33.4817118, 145.5374175 -33.4834452, 145.5373599 -33.4835803, 145.5371885 -33.4837201, 145.5361958 -33.4842566)",,,,,
184882026,Keats Street,primary,False,False,16.765,"LINESTRING (145.5362829 -33.4815459, 145.5361039 -33.4815249)",B87,,,,
176176978,Byron Street,residential,False,False,231.664,"LINESTRING (145.5362829 -33.4815459, 145.536303 -33.4814279, 145.536635 -33.4794833)",,,,,
184882026,Keats Street,primary,False,True,134.489,"LINESTRING (145.5362829 -33.4815459, 145.5370028 -33.4816305, 145.5377193 -33.4817118)",B87,,,,
176176984,Moore Street,residential,False,False,232.274,"LINESTRING (145.5391854 -33.4818882, 145.5392482 -33.4814905, 145.5395125 -33.4798172)",,,,,
184882026,Keats Street,primary,False,False,137.379,"LINESTRING (145.5391854 -33.4818882, 145.5384548 -33.4818003, 145.5377193 -33.4817118)",B87,,,,
176176985,Rose Street,residential,False,True,151.89,"LINESTRING (145.5369205 -33.4851598, 145.5355478 -33.4859049)",,,,,
176176986,Collins Street,residential,False,True,120.845,"LINESTRING (145.5369205 -33.4851598, 145.5361958 -33.4842566)",,,,,
"[176176985, 221182149]",Rose Street,residential,False,False,251.08999999999997,"LINESTRING (145.5369205 -33.4851598, 145.5383138 -33.4843799, 145.5383554 -33.4843593, 145.5383865 -33.4843492, 145.5384197 -33.4843405, 145.5384598 -33.4843338, 145.5384988 -33.4843292, 145.5385379 -33.4843274, 145.5385887 -33.48433, 145.5393251 -33.4844096)",,,,,
176176986,Collins Street,residential,False,False,120.845,"LINESTRING (145.5361958 -33.4842566, 145.5369205 -33.4851598)",,,,,
220585510,Molesworth Street,residential,False,True,83.587,"LINESTRING (145.5361958 -33.4842566, 145.5354392 -33.4846651)",,,,,
"[220585514, 220585510]","['Molesworth Street', 'Burns Street']",residential,False,False,342.648,"LINESTRING (145.5361958 -33.4842566, 145.5371885 -33.4837201, 145.5373599 -33.4835803, 145.5374175 -33.4834452, 145.5377193 -33.4817118)",,,,,
176176985,Rose Street,residential,False,False,151.89,"LINESTRING (145.5355478 -33.4859049, 145.5369205 -33.4851598)",,,,,
176176973,Byron Street,residential,False,False,146.608,"LINESTRING (145.5354392 -33.4846651, 145.535714 -33.4833667)",,,,,
220585510,Molesworth Street,residential,False,False,83.587,"LINESTRING (145.5354392 -33.4846651, 145.5361958 -33.4842566)",,,,,
220585510,Molesworth Street,residential,False,True,136.651,"LINESTRING (145.5354392 -33.4846651, 145.5349937 -33.4849115, 145.5349053 -33.4849594, 145.5342185 -33.4853533)",,,,,
485023348,Florence Street,primary,False,True,7.037,"LINESTRING (145.5314884 -33.485542, 145.5314438 -33.4854908)",B87,50,,,
176176978,Byron Street,residential,False,True,231.254,"LINESTRING (145.5369705 -33.4774225, 145.536635 -33.4794833)",,,,,
176176971,Shelley Street,residential,False,False,133.28199999999998,"LINESTRING (145.5369705 -33.4774225, 145.5376581 -33.477499, 145.5383949 -33.4775811)",,,,,
