osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,junction,access
424694721,2,Kosciuszko Road,primary,60,False,True,163.575,"LINESTRING (148.6243064 -36.4182, 148.6231978 -36.4193697)",,
578871437,2,Kosciuszko Road,primary,60,True,False,121.43599999999999,"LINESTRING (148.6243064 -36.4182, 148.6245365 -36.4178732, 148.6245684 -36.417823, 148.6247079 -36.4175003, 148.6247567 -36.4173433, 148.6247934 -36.4171895)",,
6364113,,McLure Circuit,residential,50,False,False,448.702,"LINESTRING (148.6228744 -36.4135198, 148.6227775 -36.413349, 148.6222456 -36.4125371, 148.6221425 -36.4124038, 148.6220327 -36.4123444, 148.6218847 -36.4122981, 148.6217438 -36.4122949, 148.6216045 -36.4123423, 148.6214956 -36.4124097, 148.6212812 -36.4126365, 148.6212295 -36.4127401, 148.6212388 -36.4128342, 148.6213848 -36.4130887, 148.6215444 -36.4133356, 148.6216672 -36.413435, 148.6218295 -36.413522, 148.6220346 -36.4135514, 148.6223387 -36.4135591, 148.6226082 -36.4135505, 148.6228744 -36.4135198)",,
6364113,,McLure Circuit,residential,50,False,True,448.70199999999994,"LINESTRING (148.6228744 -36.4135198, 148.6226082 -36.4135505, 148.6223387 -36.4135591, 148.6220346 -36.4135514, 148.6218295 -36.413522, 148.6216672 -36.413435, 148.6215444 -36.4133356, 148.6213848 -36.4130887, 148.6212388 -36.4128342, 148.6212295 -36.4127401, 148.6212812 -36.4126365, 148.6214956 -36.4124097, 148.6216045 -36.4123423, 148.6217438 -36.4122949, 148.6218847 -36.4122981, 148.6220327 -36.4123444, 148.6221425 -36.4124038, 148.6222456 -36.4125371, 148.6227775 -36.413349, 148.6228744 -36.4135198)",,
6364113,,McLure Circuit,residential,50,False,True,98.865,"LINESTRING (148.6228744 -36.4135198, 148.622931 -36.4136057, 148.6229667 -36.4136771, 148.6229919 -36.4137494, 148.6229983 -36.4138285, 148.622992 -36.4140012, 148.6229872 -36.4140656, 148.6229649 -36.4142253, 148.6229412 -36.414319, 148.6229344 -36.414343, 148.6229247 -36.4143846)",,
"[1103807589, 6364117, 1042801918, 1042801919]",2,Thredbo Terrace,residential,50,False,False,223.561,"LINESTRING (148.622922 -36.4159728, 148.6230089 -36.416131, 148.6231162 -36.416286, 148.623228 -36.4164206, 148.6233671 -36.416552, 148.6235316 -36.4166761, 148.6237036 -36.4167852, 148.6239124 -36.4168901, 148.6241351 -36.4169733, 148.6242116 -36.4170025, 148.624254 -36.4170162, 148.6244705 -36.4170866, 148.6247934 -36.4171895)",,
6364117,2,Thredbo Terrace,residential,50,False,True,87.679,"LINESTRING (148.622922 -36.4159728, 148.62287 -36.4158261, 148.622822 -36.4156802, 148.6227958 -36.4155361, 148.622784 -36.4154308, 148.6227813 -36.4153118, 148.622789 -36.4151973)",,
6364121,2,Park Road,residential,50,False,False,149.30100000000002,"LINESTRING (148.622922 -36.4159728, 148.6225831 -36.4160677, 148.6225446 -36.4160743, 148.6220552 -36.4161587, 148.6218012 -36.4162025, 148.6213082 -36.4163077)",,
14867939,,Banjo Paterson Crescent,residential,50,False,False,12.682,"LINESTRING (148.6247934 -36.4171895, 148.6249158 -36.417247)",,
578871437,2,Kosciuszko Road,primary,60,True,False,370.11699999999996,"LINESTRING (148.6247934 -36.4171895, 148.6248223 -36.4170037, 148.624831 -36.416851, 148.624835 -36.4166919, 148.6248319 -36.4165664, 148.6248267 -36.416503, 148.6248098 -36.4162971, 148.6247732 -36.4161169, 148.6247243 -36.4159688, 148.624662 -36.4158249, 148.6245808 -36.4156729, 148.624494 -36.4155388, 148.6244036 -36.4154234, 148.6243061 -36.4153179, 148.624241 -36.41525, 148.6240222 -36.4150686, 148.6239247 -36.4149988, 148.6237518 -36.4149, 148.6236168 -36.414827, 148.6229525 -36.4145209)",,
"[6364117, 1103807589, 1042801918, 1042801919]",2,Thredbo Terrace,residential,50,False,True,223.56099999999998,"LINESTRING (148.6247934 -36.4171895, 148.6244705 -36.4170866, 148.624254 -36.4170162, 148.6242116 -36.4170025, 148.6241351 -36.4169733, 148.6239124 -36.4168901, 148.6237036 -36.4167852, 148.6235316 -36.4166761, 148.6233671 -36.416552, 148.623228 -36.4164206, 148.6231162 -36.416286, 148.6230089 -36.416131, 148.622922 -36.4159728)",,
"[1042802128, 6364121]",2,Park Road,residential,50,False,False,94.49600000000001,"LINESTRING (148.6213082 -36.4163077, 148.6205457 -36.4166706, 148.620406 -36.4167488)",,
6364121,2,Park Road,residential,50,False,True,149.30100000000002,"LINESTRING (148.6213082 -36.4163077, 148.6218012 -36.4162025, 148.6220552 -36.4161587, 148.6225446 -36.4160743, 148.6225831 -36.4160677, 148.622922 -36.4159728)",,
"[14867925, 19049253]",,Gippsland Street,residential,50,False,True,332.89,"LINESTRING (148.6213082 -36.4163077, 148.6214453 -36.4167438, 148.6215522 -36.4170232, 148.6217579 -36.4173574, 148.6219844 -36.4175862, 148.6221939 -36.4177508, 148.6225001 -36.4179396, 148.6226811 -36.4180638, 148.6227151 -36.418115, 148.6227096 -36.4181644, 148.6221638 -36.4187612)",,
"[753433252, 753433253, 6364126]",2,Gippsland Street,residential,"['40', '50']",False,True,114.227,"LINESTRING (148.6213082 -36.4163077, 148.6212792 -36.4162101, 148.6212718 -36.4161852, 148.6210565 -36.4154602, 148.6210382 -36.4154179, 148.6209927 -36.415313)",,
6364160,,Kurrajong Street,residential,50,False,False,97.511,"LINESTRING (148.6174972 -36.4179911, 148.6169158 -36.4172494)",,
151161927,,Bogong Street,residential,50,False,False,18.537,"LINESTRING (148.6174972 -36.4179911, 148.6176647 -36.4180892)",,
425694325,,Park Road,residential,50,False,True,124.711,"LINESTRING (148.6174972 -36.4179911, 148.6182535 -36.4176818, 148.6187404 -36.4174841)",,
"[753433252, 753433253, 6364126]",2,Gippsland Street,residential,"['40', '50']",False,False,114.227,"LINESTRING (148.6209927 -36.415313, 148.6210382 -36.4154179, 148.6210565 -36.4154602, 148.6212718 -36.4161852, 148.6212792 -36.4162101, 148.6213082 -36.4163077)",,
"[780336577, 780336578]",2,Snowy River Avenue,residential,"['40', '50']",False,False,155.22299999999998,"LINESTRING (148.6209927 -36.415313, 148.6208375 -36.4153521, 148.6202859 -36.4156092, 148.6200956 -36.4156979, 148.6197702 -36.4158511, 148.6197386 -36.415866, 148.619615 -36.4159242, 148.6194575 -36.4159328)",,
"[780336577, 49901693]",2,Snowy River Avenue,residential,40,False,True,162.817,"LINESTRING (148.6209927 -36.415313, 148.6211681 -36.4152618, 148.6213736 -36.4152213, 148.6215258 -36.4151988, 148.6217377 -36.415187, 148.6218732 -36.4151804, 148.6221798 -36.4151704, 148.622349 -36.4151691, 148.6225578 -36.4151704, 148.622789 -36.4151973)",,
151077785,,Kalkite Street,residential,50,False,False,35.597,"LINESTRING (148.6194575 -36.4159328, 148.6192639 -36.4157251, 148.6192188 -36.4156767)",,
"[780336577, 780336578]",2,Snowy River Avenue,residential,"['40', '50']",False,True,155.22299999999998,"LINESTRING (148.6194575 -36.4159328, 148.619615 -36.4159242, 148.6197386 -36.415866, 148.6197702 -36.4158511, 148.6200956 -36.4156979, 148.6202859 -36.4156092, 148.6208375 -36.4153521, 148.6209927 -36.415313)",,
151077785,,Kalkite Street,residential,50,False,False,60.456,"LINESTRING (148.6192188 -36.4156767, 148.6189917 -36.4152672, 148.6189432 -36.4151803)",,
151077785,,Kalkite Street,residential,50,False,True,35.597,"LINESTRING (148.6192188 -36.4156767, 148.6192639 -36.4157251, 148.6194575 -36.4159328)",,
1219250062,,Clyde Street,residential,50,False,False,154.86599999999999,"LINESTRING (148.6192188 -36.4156767, 148.6187152 -36.4158408, 148.6182641 -36.4159547, 148.6175623 -36.416063)",,
28483771,,Bent Street,residential,50,False,False,169.188,"LINESTRING (148.6175623 -36.416063, 148.6176494 -36.4167657, 148.6176438 -36.4168817, 148.6175564 -36.4169701, 148.6169158 -36.4172494)",,
425886031,,Clyde Street,residential,50,False,False,203.808,"LINESTRING (148.6175623 -36.416063, 148.6169759 -36.4161198, 148.616488 -36.4161011, 148.6158548 -36.4160416, 148.6153035 -36.4159578)",,
1219250062,,Clyde Street,residential,50,False,True,154.86599999999999,"LINESTRING (148.6175623 -36.416063, 148.6182641 -36.4159547, 148.6187152 -36.4158408, 148.6192188 -36.4156767)",,
425886031,,Clyde Street,residential,50,False,True,203.808,"LINESTRING (148.6153035 -36.4159578, 148.6158548 -36.4160416, 148.616488 -36.4161011, 148.6169759 -36.4161198, 148.6175623 -36.416063)",,
