osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width
116350391,A39;B64,Main Street,trunk,50,False,False,186.938,"LINESTRING (147.2072701 -33.9232372, 147.2066949 -33.9232402, 147.2062311 -33.9232973, 147.205286 -33.9235184)",,
116350391,A39;B64,Main Street,trunk,50,False,True,137.94,"LINESTRING (147.2072701 -33.9232372, 147.2079456 -33.9232447, 147.2080747 -33.9232461, 147.2087637 -33.9232815)",,
171518880,,Monash Street,residential,50,False,True,118.521,"LINESTRING (147.2072701 -33.9232372, 147.2073345 -33.9226585, 147.2074096 -33.9221778)",,
133297193,A39;B64,Main Street,trunk,50,False,True,23.997,"LINESTRING (147.2006819 -33.9221713, 147.2009393 -33.9222022)",,
173002733,A39,Reg Rattey Drive,trunk,50,False,False,133.886,"LINESTRING (147.2006819 -33.9221713, 147.2005967 -33.9224256, 147.2005022 -33.9225853, 147.2004158 -33.9227029, 147.2002785 -33.922848, 147.1999015 -33.9231574)",,
397253953,,Camp Street,residential,,False,False,125.839,"LINESTRING (147.2019537 -33.922281, 147.2022313 -33.921173)",,
133297193,A39;B64,Main Street,trunk,50,False,False,94.007,"LINESTRING (147.2019537 -33.922281, 147.2016257 -33.9222555, 147.201265 -33.9222275, 147.2009393 -33.9222022)",,
133297193,A39;B64,Main Street,trunk,50,False,True,65.488,"LINESTRING (147.2019537 -33.922281, 147.2024241 -33.9223257, 147.2026592 -33.9223452)",,
133297193,A39;B64,Main Street,trunk,50,False,False,45.038,"LINESTRING (147.2031221 -33.9224661, 147.2029223 -33.9223912, 147.2026592 -33.9223452)",,
133297193,A39;B64,Main Street,trunk,50,False,True,78.856,"LINESTRING (147.2031221 -33.9224661, 147.2032931 -33.9225482, 147.2038357 -33.9228557)",,
175820598,,Golden Street,residential,,False,True,138.31799999999998,"LINESTRING (147.2031221 -33.9224661, 147.2027439 -33.9229788, 147.2024242 -33.9235643)",,
397253953,,Camp Street,residential,,False,True,125.839,"LINESTRING (147.2022313 -33.921173, 147.2019537 -33.922281)",,
174122216,,Creswell Street,residential,,False,True,88.90799999999999,"LINESTRING (147.2022313 -33.921173, 147.2023421 -33.921198, 147.2024108 -33.9212408, 147.2028861 -33.9217359)",,
175820660,,Creswell Street,residential,,False,False,110.434,"LINESTRING (147.2022313 -33.921173, 147.2022445 -33.9210948, 147.2022779 -33.9208976, 147.2021975 -33.9207409, 147.2017837 -33.920318)",,
26827907,,Grenfell Street,residential,50,False,False,71.58500000000001,"LINESTRING (147.2026592 -33.9223452, 147.2027833 -33.9218812, 147.2028861 -33.9217359)",,
133297193,A39;B64,Main Street,trunk,50,False,False,65.488,"LINESTRING (147.2026592 -33.9223452, 147.2024241 -33.9223257, 147.2019537 -33.922281)",,
133297193,A39;B64,Main Street,trunk,50,False,True,45.038,"LINESTRING (147.2026592 -33.9223452, 147.2029223 -33.9223912, 147.2031221 -33.9224661)",,
26827907,,Grenfell Street,residential,50,False,True,165.233,"LINESTRING (147.2064037 -33.9191725, 147.2048965 -33.9199749)",,
26925153,,Barrier Street,residential,,False,False,68.617,"LINESTRING (147.2064037 -33.9191725, 147.206827 -33.9196207, 147.2068624 -33.9196582)",,
133297193,A39;B64,Main Street,trunk,50,False,False,5.622,"LINESTRING (147.205286 -33.9235184, 147.2052252 -33.9235217)",,
116350391,A39;B64,Main Street,trunk,50,False,True,186.938,"LINESTRING (147.205286 -33.9235184, 147.2062311 -33.9232973, 147.2066949 -33.9232402, 147.2072701 -33.9232372)",,
117939685,,Church Street,residential,50,False,False,125.286,"LINESTRING (147.205286 -33.9235184, 147.2052874 -33.9234217, 147.2052942 -33.9229701, 147.2052951 -33.9229147, 147.2053013 -33.9224982, 147.2053048 -33.9223918)",,
117939708,,Kurrajong Street,residential,50,False,True,223.599,"LINESTRING (147.2053375 -33.9207355, 147.2077421 -33.9209848)",,
175820651,,School Street,residential,,False,True,28.704,"LINESTRING (147.2053375 -33.9207355, 147.2053317 -33.9204774)",,
117939685,,Church Street,residential,50,False,True,134.125,"LINESTRING (147.2053375 -33.9207355, 147.2053232 -33.9213886, 147.2053198 -33.9219416)",,
133297193,A39;B64,Main Street,trunk,50,False,False,23.997,"LINESTRING (147.2009393 -33.9222022, 147.2006819 -33.9221713)",,
133297193,A39;B64,Main Street,trunk,50,False,True,94.007,"LINESTRING (147.2009393 -33.9222022, 147.201265 -33.9222275, 147.2016257 -33.9222555, 147.2019537 -33.922281)",,
175820662,,Fleece Street,residential,,False,True,132.555,"LINESTRING (147.2009393 -33.9222022, 147.2008369 -33.9228345, 147.2007598 -33.9233849)",,
116350391,A39;B64,Main Street,trunk,50,False,True,81.897,"LINESTRING (147.2087637 -33.9232815, 147.2096329 -33.9234307)",,
26828042,,Operator Street,residential,50,False,True,109.833,"LINESTRING (147.2087637 -33.9232815, 147.2090312 -33.9227481, 147.20922 -33.9223692)",,
116350391,A39;B64,Main Street,trunk,50,False,False,137.94,"LINESTRING (147.2087637 -33.9232815, 147.2080747 -33.9232461, 147.2079456 -33.9232447, 147.2072701 -33.9232372)",,
175820595,,Operator Street,residential,,False,True,111.045,"LINESTRING (147.2087637 -33.9232815, 147.2084949 -33.9238365, 147.2083771 -33.9242249)",,
117939688,,Water Street,residential,50,False,False,131.893,"LINESTRING (147.2029631 -33.9237952, 147.2033924 -33.9233329, 147.2038357 -33.9228557)",,
175820600,,Shire Street,residential,,False,False,147.44799999999998,"LINESTRING (147.2029631 -33.9237952, 147.2041315 -33.924413, 147.2043114 -33.924507)",,
175820600,,Shire Street,residential,,False,True,57.095,"LINESTRING (147.2029631 -33.9237952, 147.2025778 -33.9235808, 147.2024242 -33.9235643)",,
117939688,,Water Street,residential,50,False,True,131.893,"LINESTRING (147.2038357 -33.9228557, 147.2033924 -33.9233329, 147.2029631 -33.9237952)",,
133297193,A39;B64,Main Street,trunk,50,False,False,78.856,"LINESTRING (147.2038357 -33.9228557, 147.2032931 -33.9225482, 147.2031221 -33.9224661)",,
133297193,A39;B64,Main Street,trunk,50,False,True,150.25,"LINESTRING (147.2038357 -33.9228557, 147.2048877 -33.923452, 147.2050007 -33.9234989, 147.2050686 -33.9235151, 147.2051415 -33.9235238, 147.2052252 -33.9235217)",,
117939700,,Kurrajong Street,residential,50,False,False,188.387,"LINESTRING (147.2077028 -33.9211259, 147.208329 -33.921175, 147.2097349 -33.9212899)",,
171518880,,Monash Street,residential,50,False,False,120.054,"LINESTRING (147.2077028 -33.9211259, 147.2075628 -33.9216282, 147.2074096 -33.9221778)",,
171518880,,Monash Street,residential,50,False,True,16.103,"LINESTRING (147.2077028 -33.9211259, 147.2077265 -33.921041, 147.2077421 -33.9209848)",,
26828042,,Operator Street,residential,50,False,True,37.885,"LINESTRING (147.2097349 -33.9212899, 147.2098775 -33.9209704)",,
26828042,,Operator Street,residential,50,False,False,129.08100000000002,"LINESTRING (147.2097349 -33.9212899, 147.2094311 -33.9219115, 147.20922 -33.9223692)",,
117939700,,Kurrajong Street,residential,50,False,True,188.387,"LINESTRING (147.2097349 -33.9212899, 147.208329 -33.921175, 147.2077028 -33.9211259)",,
175820614,,North Street,residential,,False,False,168.066,"LINESTRING (147.2068624 -33.9196582, 147.2053317 -33.9204774)",,
26925153,,Barrier Street,residential,,False,True,68.617,"LINESTRING (147.2068624 -33.9196582, 147.206827 -33.9196207, 147.2064037 -33.9191725)",,
117939704,,North Street,residential,50,False,False,116.77799999999999,"LINESTRING (147.2068624 -33.9196582, 147.2076185 -33.9197387, 147.2081177 -33.9197918)",,
117939704,,North Street,residential,50,False,False,124.151,"LINESTRING (147.2081177 -33.9197918, 147.2094113 -33.9200989)",,
171518880,,Monash Street,residential,50,False,False,78.758,"LINESTRING (147.2081177 -33.9197918, 147.207902 -33.9204771)",,
117939704,,North Street,residential,50,False,True,116.77799999999999,"LINESTRING (147.2081177 -33.9197918, 147.2076185 -33.9197387, 147.2068624 -33.9196582)",,
117939704,,North Street,residential,50,False,False,74.554,"LINESTRING (147.2094113 -33.9200989, 147.2101875 -33.9202851)",,
