osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,width,junction
340904884,False,,,Armstrong Avenue,residential,,True,48.569,"LINESTRING (141.9242349 -34.1055108, 141.9246577 -34.1052496)",,,
340904884,False,,,Armstrong Avenue,residential,,False,47.087999999999994,"LINESTRING (141.9242349 -34.1055108, 141.9239718 -34.1056674, 141.9238216 -34.1057602)",,,
545820500,False,,B79,Wentworth Street,primary,,False,8.746,"LINESTRING (141.9231904 -34.1061642, 141.923153 -34.1060919)",,,
175209547,False,2,B79,Wentworth Street,primary,50,False,91.876,"LINESTRING (141.9231904 -34.1061642, 141.9232972 -34.1063035, 141.9233788 -34.1064208, 141.9236122 -34.1067275, 141.9237275 -34.1068601)",,,
187130080,True,1,B79,Silver City Highway,primary,50,False,73.20400000000001,"LINESTRING (141.9231904 -34.1061642, 141.9230009 -34.1062614, 141.9227787 -34.1063538, 141.9224805 -34.1064577)",,,
175209895,False,,,Darling Street,residential,50,True,140.396,"LINESTRING (141.9192356 -34.1068761, 141.9195731 -34.1081074)",,,
"[187130076, 187130077, 187130078]",False,2,B79,"['Silver City Highway', 'Sandwych Street']",primary,60,True,287.943,"LINESTRING (141.9192356 -34.1068761, 141.9202221 -34.1067514, 141.9219981 -34.1065152, 141.9222059 -34.106483, 141.9223222 -34.1064607)",yes,,
222580711,False,2,B79,Sandwych Street,primary,60,False,114.924,"LINESTRING (141.9192356 -34.1068761, 141.918515 -34.1070126, 141.9184925 -34.1070169, 141.9180188 -34.1071066)",,,
"[222580713, 222580708]",False,,,Darling Street,residential,,False,190.27800000000002,"LINESTRING (141.9192356 -34.1068761, 141.9190388 -34.1060511, 141.918943 -34.1057087, 141.9187974 -34.1052041)",,,
175209895,False,,,Darling Street,residential,50,False,179.311,"LINESTRING (141.9199703 -34.1098679, 141.9197737 -34.1090545, 141.9196118 -34.108283)",,,
175210338,False,,,Wilkes Street,residential,50,True,270.06,"LINESTRING (141.9162209 -34.1056271, 141.9155587 -34.1032611)",,,
700367301,False,,,,residential,,False,12.922,"LINESTRING (141.9162209 -34.1056271, 141.9162818 -34.1057318)",,,
222580712,True,,,Helena Street,residential,50,False,64.381,"LINESTRING (141.9162209 -34.1056271, 141.9162906 -34.1056144, 141.9169021 -34.1054964)",,,
639738986,True,,,Adelaide Street,residential,,False,11.472999999999999,"LINESTRING (141.9183491 -34.1085163, 141.9182935 -34.1085517, 141.9182634 -34.1085893)",,,
639738995,True,1,,Adelaide Street,residential,50,False,14.236999999999998,"LINESTRING (141.9183491 -34.1085163, 141.9182834 -34.1085184, 141.918204 -34.1084853)",,4.5,
644288035,False,,,Adams Street,residential,50,False,36.912,"LINESTRING (141.9185521 -34.1098567, 141.9184537 -34.1095349)",,,
175210337,True,1,,Adelaide Street,residential,50,False,78.398,"LINESTRING (141.9175538 -34.1084545, 141.9167076 -34.1083757)",,5,
222871229,False,,,Short Street,residential,,False,20.341,"LINESTRING (141.9175538 -34.1084545, 141.9175783 -34.1082727)",,,
175211948,False,,,Short Street,residential,,True,131.74,"LINESTRING (141.9175538 -34.1084545, 141.9174557 -34.1090177, 141.9173608 -34.1096284)",,,
180546695,False,2,,Wentworth Street,secondary,,True,161.22,"LINESTRING (141.9231837 -34.1056281, 141.9229498 -34.1047942, 141.9227876 -34.1042158)",,,
545820503,True,1,,Wentworth Street,secondary,,False,43.441,"LINESTRING (141.9231837 -34.1056281, 141.9232407 -34.1058467, 141.9233156 -34.1060018)",,,
"[175219825, 639738988]",False,,,"['Adelaide Street', 'Wharf Street']",residential,50,"[False, True]",204.118,"LINESTRING (141.9200951 -34.106985, 141.9201895 -34.1073194, 141.9204113 -34.108105, 141.9196118 -34.108283)",,,
926205214,False,,,Beverley Street,residential,50,False,7.357,"LINESTRING (141.9148643 -34.1093309, 141.914853 -34.1093964)",,,
175208170,False,,,Beverley Street,residential,50,True,124.69200000000001,"LINESTRING (141.9148643 -34.1093309, 141.9149451 -34.1087841, 141.9150296 -34.1082836, 141.9150406 -34.1082191)",,,
175208171,False,2,,Arthur Street,residential,50,False,110.738,"LINESTRING (141.9155587 -34.1032611, 141.9143831 -34.1034714)",,,
175210338,False,,,Wilkes Street,residential,50,False,270.06,"LINESTRING (141.9155587 -34.1032611, 141.9162209 -34.1056271)",,,
175208209,False,2,,Helena Street,residential,50,False,137.623,"LINESTRING (141.9187974 -34.1052041, 141.9180568 -34.1053353, 141.9173379 -34.1054712)",,,
"[222580713, 222580708]",False,,,Darling Street,residential,,True,190.27800000000002,"LINESTRING (141.9187974 -34.1052041, 141.918943 -34.1057087, 141.9190388 -34.1060511, 141.9192356 -34.1068761)",,,
340904884,False,,,Armstrong Avenue,residential,,False,48.569,"LINESTRING (141.9246577 -34.1052496, 141.9242349 -34.1055108)",,,
187130678,False,,,William Street,residential,50,False,150.933,"LINESTRING (141.9246577 -34.1052496, 141.9244522 -34.1046234, 141.92425 -34.103935)",,,
175209895,False,,,Darling Street,residential,50,False,19.848,"LINESTRING (141.9196118 -34.108283, 141.9195731 -34.1081074)",,,
175209895,False,,,Darling Street,residential,50,True,179.311,"LINESTRING (141.9196118 -34.108283, 141.9197737 -34.1090545, 141.9199703 -34.1098679)",,,
"[175219825, 639738988]",False,,,"['Adelaide Street', 'Wharf Street']",residential,50,"[False, True]",204.118,"LINESTRING (141.9196118 -34.108283, 141.9204113 -34.108105, 141.9201895 -34.1073194, 141.9200951 -34.106985)",,,
639738995,True,1,,Adelaide Street,residential,50,False,67.53399999999999,"LINESTRING (141.9196118 -34.108283, 141.9192088 -34.1083568, 141.9188963 -34.1084168)",,4.5,
175208170,False,,,Beverley Street,residential,50,True,21.404,"LINESTRING (141.9150406 -34.1082191, 141.9150554 -34.108027)",,,
175208170,False,,,Beverley Street,residential,50,False,124.69200000000001,"LINESTRING (141.9150406 -34.1082191, 141.9150296 -34.1082836, 141.9149451 -34.1087841, 141.9148643 -34.1093309)",,,
222580709,False,2,B79,Adams Street,primary,50,True,182.046,"LINESTRING (141.9173379 -34.1054712, 141.9177926 -34.1070645)",,,
175208209,False,2,,Helena Street,residential,50,True,137.623,"LINESTRING (141.9173379 -34.1054712, 141.9180568 -34.1053353, 141.9187974 -34.1052041)",,,
700365873,True,,,Helena Street,residential,50,False,40.531,"LINESTRING (141.9173379 -34.1054712, 141.917232 -34.1055419, 141.9169369 -34.105603)",,,
545820503,True,1,,Wentworth Street,secondary,,False,8.351,"LINESTRING (141.9233156 -34.1060018, 141.9233441 -34.1060731)",,,
545820501,True,1,,Armstrong Avenue,residential,,False,54.277,"LINESTRING (141.9233156 -34.1060018, 141.923719 -34.1057802, 141.9238216 -34.1057602)",,5.5,
700363466,True,1,B79,Sandwych Street,primary,,False,19.817,"LINESTRING (141.9180188 -34.1071066, 141.917808 -34.1071426)",,,
222580711,False,2,B79,Sandwych Street,primary,60,True,114.92399999999999,"LINESTRING (141.9180188 -34.1071066, 141.9184925 -34.1070169, 141.918515 -34.1070126, 141.9192356 -34.1068761)",,,
222871226,True,1,,Adelaide Street,residential,,False,79.249,"LINESTRING (141.916723 -34.1081925, 141.9175783 -34.1082727)",,5,
222871228,False,,,Adelaide Street,residential,,False,20.42,"LINESTRING (141.916723 -34.1081925, 141.9167076 -34.1083757)",,4,
175209895,False,,,Darling Street,residential,50,False,140.396,"LINESTRING (141.9195731 -34.1081074, 141.9192356 -34.1068761)",,,
175209895,False,,,Darling Street,residential,50,True,19.848,"LINESTRING (141.9195731 -34.1081074, 141.9196118 -34.108283)",,,
222871227,False,,,Adelaide Street,residential,,False,20.613,"LINESTRING (141.9156522 -34.1082702, 141.9156763 -34.1080859)",,4,
175210337,True,1,,Adelaide Street,residential,50,False,56.636,"LINESTRING (141.9156522 -34.1082702, 141.9152445 -34.1082269, 141.9150406 -34.1082191)",,5,
175208170,False,,,Beverley Street,residential,50,False,21.404,"LINESTRING (141.9150554 -34.108027, 141.9150406 -34.1082191)",,,
175208170,False,,,Beverley Street,residential,50,True,134.781,"LINESTRING (141.9150554 -34.108027, 141.9151529 -34.1074214, 141.9152582 -34.1068266)",,,
222871226,True,1,,Adelaide Street,residential,,False,57.554,"LINESTRING (141.9150554 -34.108027, 141.9152746 -34.108042, 141.9156763 -34.1080859)",,5,
222871227,False,,,Adelaide Street,residential,,True,20.613,"LINESTRING (141.9156763 -34.1080859, 141.9156522 -34.1082702)",,4,
222871226,True,1,,Adelaide Street,residential,,False,97.094,"LINESTRING (141.9156763 -34.1080859, 141.9162664 -34.1081447, 141.916723 -34.1081925)",,5,
222871229,False,,,Short Street,residential,,True,20.341,"LINESTRING (141.9175783 -34.1082727, 141.9175538 -34.1084545)",,,
222871226,True,1,,Adelaide Street,residential,,False,32.572,"LINESTRING (141.9175783 -34.1082727, 141.9177295 -34.1082846, 141.9179291 -34.1083098)",,5,
222871230,False,,,John Egge Lane,residential,,False,19.651,"LINESTRING (141.9188963 -34.1084168, 141.9188551 -34.1082434)",,,
639738995,True,1,,Adelaide Street,residential,50,False,51.583,"LINESTRING (141.9188963 -34.1084168, 141.918673 -34.1084562, 141.9184611 -34.1084973, 141.9183491 -34.1085163)",,4.5,
639738991,True,,,Adams Street,residential,,False,23.662,"LINESTRING (141.9180527 -34.1080942, 141.9180883 -34.1081325, 141.9181252 -34.1082125, 141.9181526 -34.108288)",,,
639738996,False,2,,Adams Street,residential,50,False,108.2,"LINESTRING (141.9180527 -34.1080942, 141.9179642 -34.1077116, 141.917808 -34.1071426)",,,
222871230,False,,,John Egge Lane,residential,,True,19.651,"LINESTRING (141.9188551 -34.1082434, 141.9188963 -34.1084168)",,,
222871224,True,1,,Adelaide Street,residential,,False,67.812,"LINESTRING (141.9188551 -34.1082434, 141.9190962 -34.1081977, 141.9194056 -34.1081391, 141.9195731 -34.1081074)",,4.5,
175210337,True,1,,Adelaide Street,residential,50,False,97.873,"LINESTRING (141.9167076 -34.1083757, 141.9156522 -34.1082702)",,5,
222871228,False,,,Adelaide Street,residential,,True,20.42,"LINESTRING (141.9167076 -34.1083757, 141.916723 -34.1081925)",,4,
175208170,False,,,Beverley Street,residential,50,False,103.877,"LINESTRING (141.9150249 -34.1059126, 141.9152582 -34.1068266)",,,
175208170,False,,,Beverley Street,residential,50,True,277.808,"LINESTRING (141.9150249 -34.1059126, 141.9147219 -34.1047764, 141.9143831 -34.1034714)",,,
222580712,True,,,Helena Street,residential,50,False,60.452,"LINESTRING (141.9150249 -34.1059126, 141.9151211 -34.1058395, 141.9156334 -34.1057407)",,,
175208207,True,,,Sandwych Street,residential,,False,65.038,"LINESTRING (141.9166362 -34.106936, 141.9173366 -34.1070121)",,,
700363469,False,,,,residential,,False,10.732,"LINESTRING (141.9166362 -34.106936, 141.916622 -34.1070318)",,,
"[187130076, 187130077, 187130078]",False,2,B79,"['Silver City Highway', 'Sandwych Street']",primary,60,False,287.943,"LINESTRING (141.9223222 -34.1064607, 141.9222059 -34.106483, 141.9219981 -34.1065152, 141.9202221 -34.1067514, 141.9192356 -34.1068761)",yes,,
545820499,True,1,B79,Silver City Highway,primary,,False,86.959,"LINESTRING (141.9223222 -34.1064607, 141.9224436 -34.1063994, 141.9226574 -34.1063241, 141.9228764 -34.1062329, 141.923153 -34.1060919)",,,
545820500,False,,B79,Wentworth Street,primary,,True,8.746,"LINESTRING (141.923153 -34.1060919, 141.9231904 -34.1061642)",,,
545820501,True,1,,Armstrong Avenue,residential,,False,18.014,"LINESTRING (141.923153 -34.1060919, 141.9233156 -34.1060018)",,5.5,
545820502,True,1,,Wentworth Street,secondary,,False,51.78099999999999,"LINESTRING (141.923153 -34.1060919, 141.9231799 -34.1059265, 141.9231735 -34.1057484, 141.9231837 -34.1056281)",,,
340904884,False,,,Armstrong Avenue,residential,,True,47.087999999999994,"LINESTRING (141.9238216 -34.1057602, 141.9239718 -34.1056674, 141.9242349 -34.1055108)",,,
639676101,True,,,Armstrong Avenue,residential,,False,56.48,"LINESTRING (141.9238216 -34.1057602, 141.9237728 -34.1058192, 141.9233441 -34.1060731)",,,
639676101,True,,,Armstrong Avenue,residential,,False,17.403,"LINESTRING (141.9233441 -34.1060731, 141.9231904 -34.1061642)",,,
222871224,True,1,,Adelaide Street,residential,,False,54.928,"LINESTRING (141.9182735 -34.1083535, 141.9183337 -34.1083421, 141.9188551 -34.1082434)",,4.5,
644288035,False,,,Adams Street,residential,50,True,36.912,"LINESTRING (141.9184537 -34.1095349, 141.9185521 -34.1098567)",,,
175210335,True,1,,Adams Street,residential,50,False,113.179,"LINESTRING (141.9184537 -34.1095349, 141.9183491 -34.1094406, 141.9182686 -34.1091508, 141.9181721 -34.1088043, 141.9181111 -34.1085729)",,,
639738990,True,1,,Adams Street,residential,50,False,107.902,"LINESTRING (141.9182634 -34.1085893, 141.9183719 -34.1089598, 141.9184899 -34.1094139, 141.9184537 -34.1095349)",,,
639738991,True,,,Adams Street,residential,,False,8.868,"LINESTRING (141.9181526 -34.108288, 141.9181748 -34.1083656)",,,
639738987,True,,,Adams Street,residential,,False,13.376999999999999,"LINESTRING (141.9181526 -34.108288, 141.9182123 -34.1083279, 141.9182735 -34.1083535)",,,
639738993,True,,,Adams Street,residential,,False,12.892,"LINESTRING (141.9180371 -34.1082077, 141.9180353 -34.1081358, 141.9180527 -34.1080942)",,,
222871226,True,1,,Adelaide Street,residential,,False,17.143,"LINESTRING (141.9179291 -34.1083098, 141.9179817 -34.1083152, 141.9180353 -34.1083313, 141.9180819 -34.1083812)",,5,
639738992,True,,,Adelaide Street,residential,,False,15.259,"LINESTRING (141.9179291 -34.1083098, 141.917989 -34.1082685, 141.9180371 -34.1082077)",,,
770727993,True,1,,Adelaide Street,residential,50,False,6.725,"LINESTRING (141.9180894 -34.1084907, 141.9180192 -34.1085074)",,5,
639738994,True,,,,residential,,False,13.782000000000002,"LINESTRING (141.9180894 -34.1084907, 141.918072 -34.1084759, 141.9180604 -34.1084576, 141.9180554 -34.1084373, 141.9180576 -34.1084168, 141.9180666 -34.1083975, 141.9180819 -34.1083812)",,6.5,roundabout
639738994,True,,,,residential,,False,2.292,"LINESTRING (141.9181111 -34.1085008, 141.9180894 -34.1084907)",,6.5,roundabout
639738990,True,1,,Adams Street,residential,50,False,12.575,"LINESTRING (141.9181838 -34.1084974, 141.9182634 -34.1085893)",,,
639738994,True,,,,residential,,False,6.8919999999999995,"LINESTRING (141.9181838 -34.1084974, 141.9181603 -34.1085044, 141.9181354 -34.1085055, 141.9181111 -34.1085008)",,6.5,roundabout
639738994,True,,,,residential,,False,2.295,"LINESTRING (141.918204 -34.1084853, 141.9181838 -34.1084974)",,6.5,roundabout
222871224,True,1,,Adelaide Street,residential,,False,7.462,"LINESTRING (141.9181945 -34.1083685, 141.9182735 -34.1083535)",,4.5,
639738994,True,,,,residential,,False,14.523000000000001,"LINESTRING (141.9181945 -34.1083685, 141.9182139 -34.1083906, 141.9182255 -34.1084089, 141.9182305 -34.1084291, 141.9182283 -34.1084497, 141.9182193 -34.1084689, 141.918204 -34.1084853)",,6.5,roundabout
639738994,True,,,,residential,,False,1.842,"LINESTRING (141.9181748 -34.1083656, 141.9181945 -34.1083685)",,6.5,roundabout
639738993,True,,,Adams Street,residential,,False,19.037,"LINESTRING (141.9181021 -34.108369, 141.9180782 -34.1083285, 141.9180514 -34.108273, 141.9180371 -34.1082077)",,,
639738994,True,,,,residential,,False,6.888999999999999,"LINESTRING (141.9181021 -34.108369, 141.9181256 -34.1083621, 141.9181505 -34.1083609, 141.9181748 -34.1083656)",,6.5,roundabout
639738994,True,,,,residential,,False,2.302,"LINESTRING (141.9180819 -34.1083812, 141.9181021 -34.108369)",,6.5,roundabout
770727993,True,1,,Adelaide Street,residential,50,False,43.25,"LINESTRING (141.9180192 -34.1085074, 141.9175538 -34.1084545)",,5,
175210335,True,1,,Adams Street,residential,50,False,8.017,"LINESTRING (141.9181111 -34.1085729, 141.9181111 -34.1085008)",,,
639738985,True,,,Adams Street,residential,,False,11.242,"LINESTRING (141.9181111 -34.1085729, 141.9180682 -34.1085345, 141.9180192 -34.1085074)",,,
926205214,False,,,Beverley Street,residential,50,True,5.537,"LINESTRING (141.9148445 -34.1094457, 141.914853 -34.1093964)",,,
926205213,False,,,Beverley Street,residential,50,False,128.772,"LINESTRING (141.9148445 -34.1094457, 141.9147567 -34.1100027, 141.9146596 -34.1105936)",,,
926205214,False,,,Beverley Street,residential,50,False,5.537,"LINESTRING (141.914853 -34.1093964, 141.9148445 -34.1094457)",,,
926205214,False,,,Beverley Street,residential,50,True,7.357,"LINESTRING (141.914853 -34.1093964, 141.9148643 -34.1093309)",,,
700233212,False,2,,Murray Street,residential,50,False,232.32,"LINESTRING (141.914853 -34.1093964, 141.916302 -34.1095302, 141.916499 -34.1095485, 141.9173608 -34.1096284)",,,
700363468,False,,,Sandwych Street,residential,,True,9.937,"LINESTRING (141.9173245 -34.1071009, 141.9173366 -34.1070121)",,,
700363471,True,,,Sandwych Street,residential,,False,65.133,"LINESTRING (141.9173245 -34.1071009, 141.916622 -34.1070318)",,,
175208207,True,,,Sandwych Street,residential,,False,42.386,"LINESTRING (141.9173366 -34.1070121, 141.9177926 -34.1070645)",,,
700363468,False,,,Sandwych Street,residential,,False,9.937,"LINESTRING (141.9173366 -34.1070121, 141.9173245 -34.1071009)",,,
700363470,False,,,Sandwych Street,residential,,True,10.879,"LINESTRING (141.9160047 -34.1069702, 141.9160145 -34.1068727)",,,
700363471,True,,,Sandwych Street,residential,,False,72.456,"LINESTRING (141.9160047 -34.1069702, 141.9153705 -34.1069066, 141.9152582 -34.1068266)",,,
175208207,True,,,Sandwych Street,residential,,False,57.67,"LINESTRING (141.9160145 -34.1068727, 141.9166362 -34.106936)",,,
700363470,False,,,Sandwych Street,residential,,False,10.879,"LINESTRING (141.9160145 -34.1068727, 141.9160047 -34.1069702)",,,
700363465,False,,B79,Adams Street,primary,50,False,8.799,"LINESTRING (141.917808 -34.1071426, 141.9177926 -34.1070645)",,,
639738996,False,2,,Adams Street,residential,50,True,108.2,"LINESTRING (141.917808 -34.1071426, 141.9179642 -34.1077116, 141.9180527 -34.1080942)",,,
700363471,True,,,Sandwych Street,residential,,False,44.759,"LINESTRING (141.917808 -34.1071426, 141.9176303 -34.1071298, 141.9173245 -34.1071009)",,,
700363469,False,,,,residential,,True,10.732,"LINESTRING (141.916622 -34.1070318, 141.9166362 -34.106936)",,,
700363471,True,,,Sandwych Street,residential,,False,57.245,"LINESTRING (141.916622 -34.1070318, 141.9160047 -34.1069702)",,,
700365871,False,,,,residential,,True,12.279,"LINESTRING (141.9156682 -34.1058473, 141.9156334 -34.1057407)",,,
700365873,True,,,Helena Street,residential,50,False,61.355999999999995,"LINESTRING (141.9156682 -34.1058473, 141.9151439 -34.1059505, 141.9150249 -34.1059126)",,,
222580712,True,,,Helena Street,residential,50,False,55.547,"LINESTRING (141.9156334 -34.1057407, 141.9162209 -34.1056271)",,,
700365871,False,,,,residential,,False,12.279,"LINESTRING (141.9156334 -34.1057407, 141.9156682 -34.1058473)",,,
700365872,False,,,,residential,,True,12.279,"LINESTRING (141.9169369 -34.105603, 141.9169021 -34.1054964)",,,
700365873,True,,,Helena Street,residential,50,False,61.992,"LINESTRING (141.9169369 -34.105603, 141.9162818 -34.1057318)",,,
700365872,False,,,,residential,,False,12.279,"LINESTRING (141.9169021 -34.1054964, 141.9169369 -34.105603)",,,
222580712,True,,,Helena Street,residential,50,False,41.029,"LINESTRING (141.9169021 -34.1054964, 141.9172011 -34.1054453, 141.9173379 -34.1054712)",,,
700365873,True,,,Helena Street,residential,50,False,57.936,"LINESTRING (141.9162818 -34.1057318, 141.9156682 -34.1058473)",,,
700367301,False,,,,residential,,True,12.922,"LINESTRING (141.9162818 -34.1057318, 141.9162209 -34.1056271)",,,
