osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes
174744624,False,10;250,Bussell Highway,trunk,60,False,48.485,"LINESTRING (115.1577289 -34.3117508, 115.1579266 -34.3121551)",
42303988,False,,Stirling Street,residential,,True,103.296,"LINESTRING (115.1577289 -34.3117508, 115.1577493 -34.3117439, 115.1586433 -34.3114391, 115.1587781 -34.3114501)",
174744624,False,10;250,Bussell Highway,trunk,60,True,60.59,"LINESTRING (115.1587494 -34.3138227, 115.158496 -34.3133196)",
42303581,False,,Green Street,residential,,False,45.191,"LINESTRING (115.1587494 -34.3138227, 115.1588253 -34.3137982, 115.1592078 -34.313675)",
174744624,False,10;250,Bussell Highway,trunk,60,False,251.476,"LINESTRING (115.1587494 -34.3138227, 115.1593022 -34.314959, 115.1597703 -34.3159212)",
608444286,False,,Ellis Street,unclassified,,True,195.388,"LINESTRING (115.1577851 -34.316553, 115.1597703 -34.3159212)",
31515899,False,,Allnut Terrace,residential,50,False,229.908,"LINESTRING (115.1577851 -34.316553, 115.1578868 -34.3167586, 115.1587317 -34.3184671)",2
31515899,False,,Allnut Terrace,residential,50,True,600.173,"LINESTRING (115.1577851 -34.316553, 115.1577115 -34.3163995, 115.1568781 -34.314661, 115.1558579 -34.3125772, 115.1553521 -34.3115436)",2
35981540,False,,Dawson Terrace,residential,50,True,169.791,"LINESTRING (115.1628438 -34.3199188, 115.1625752 -34.3195205, 115.162418 -34.3191551, 115.1624108 -34.318865, 115.1624866 -34.3184769)",
35981540,False,,Dawson Terrace,residential,50,False,169.791,"LINESTRING (115.1624866 -34.3184769, 115.1624108 -34.318865, 115.162418 -34.3191551, 115.1625752 -34.3195205, 115.1628438 -34.3199188)",
35981540,False,,Dawson Terrace,residential,50,True,194.27900000000002,"LINESTRING (115.1624866 -34.3184769, 115.1626664 -34.317796, 115.162657 -34.3175984, 115.1625831 -34.3172565, 115.1624724 -34.3169363, 115.1623883 -34.3167787)",
35981541,False,,Watson Avenue,residential,50,True,130.947,"LINESTRING (115.1624866 -34.3184769, 115.1622992 -34.3184212, 115.1621363 -34.3184113, 115.1611326 -34.3187013)",
35981540,False,,Dawson Terrace,residential,50,False,194.279,"LINESTRING (115.1623883 -34.3167787, 115.1624724 -34.3169363, 115.1625831 -34.3172565, 115.162657 -34.3175984, 115.1626664 -34.317796, 115.1624866 -34.3184769)",
"[35981540, 42303583]",False,,"['Dawson Terrace', 'Ellis Street']",residential,50,"[False, True]",188.66999999999996,"LINESTRING (115.1623883 -34.3167787, 115.162358 -34.3163544, 115.1622347 -34.3160296, 115.1621377 -34.3157262, 115.1620516 -34.3156495, 115.1619419 -34.3155519, 115.161675 -34.3153605, 115.1616241 -34.3152834)",
35981542,False,,Salkilld Place,residential,,False,163.6,"LINESTRING (115.1623883 -34.3167787, 115.1622511 -34.316819, 115.1616644 -34.3170222, 115.1615714 -34.3171056, 115.1615333 -34.3172306, 115.1617068 -34.317796)",
35981542,False,,Salkilld Place,residential,,True,163.6,"LINESTRING (115.1617068 -34.317796, 115.1615333 -34.3172306, 115.1615714 -34.3171056, 115.1616644 -34.3170222, 115.1622511 -34.316819, 115.1623883 -34.3167787)",
31515899,False,,Allnut Terrace,residential,50,True,112.378,"LINESTRING (115.1594439 -34.3199044, 115.15898 -34.3189692)",2
35981543,False,,Stanes Street,residential,,False,94.001,"LINESTRING (115.1594439 -34.3199044, 115.160399 -34.3196004)",
35981543,False,,Stanes Street,residential,,True,99.4,"LINESTRING (115.1614037 -34.3192679, 115.160399 -34.3196004)",
608444288,False,10;250,Blackwood Avenue,trunk,60,True,67.744,"LINESTRING (115.1614037 -34.3192679, 115.1611326 -34.3187013)",
35981543,False,,Stanes Street,residential,,False,99.4,"LINESTRING (115.160399 -34.3196004, 115.1614037 -34.3192679)",
35981543,False,,Stanes Street,residential,,True,94.001,"LINESTRING (115.160399 -34.3196004, 115.1594439 -34.3199044)",
35981544,False,,Parry Court,residential,,False,62.811,"LINESTRING (115.160399 -34.3196004, 115.1601806 -34.3190651)",
35981544,False,,Parry Court,residential,,True,62.811,"LINESTRING (115.1601806 -34.3190651, 115.160399 -34.3196004)",
42303581,False,,Green Street,residential,,True,41.019,"LINESTRING (115.1597603 -34.3134792, 115.1593486 -34.3136222)",
42303989,False,,Ewing Street,residential,,False,110.244,"LINESTRING (115.1597603 -34.3134792, 115.1593242 -34.3125555)",
42303989,False,,Ewing Street,residential,,True,200.85199999999998,"LINESTRING (115.1597603 -34.3134792, 115.1602892 -34.3145688, 115.1605452 -34.3151648)",
42303989,False,,Ewing Street,residential,,False,200.85199999999998,"LINESTRING (115.1605452 -34.3151648, 115.1602892 -34.3145688, 115.1597603 -34.3134792)",
250466606,False,,Stephenson Street,residential,,False,84.836,"LINESTRING (115.1571266 -34.3195983, 115.1579757 -34.3192978)",
250466606,False,,Stephenson Street,residential,,True,19.435,"LINESTRING (115.1571266 -34.3195983, 115.1569286 -34.31966)",
608444286,False,,Ellis Street,unclassified,,False,195.388,"LINESTRING (115.1597703 -34.3159212, 115.1577851 -34.316553)",
42303583,False,,Ellis Street,residential,50,True,184.662,"LINESTRING (115.1597703 -34.3159212, 115.1614322 -34.3153229, 115.1616241 -34.3152834)",
174744624,False,10;250,Bussell Highway,trunk,60,True,251.476,"LINESTRING (115.1597703 -34.3159212, 115.1593022 -34.314959, 115.1587494 -34.3138227)",
