osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction
572191926,True,A87,Telegraph Terrace,trunk,60,False,12.851,"LINESTRING (133.876716 -23.7010137, 133.8767699 -23.7009092)",
746279860,False,,Parsons Street,trunk,40,True,17.028,"LINESTRING (133.8785627 -23.6969597, 133.8787218 -23.6970069)",
225691572,False,,Whittaker Street,residential,,True,37.334,"LINESTRING (133.8785627 -23.6969597, 133.8784892 -23.696925, 133.8782236 -23.696833)",
"[225563505, 225921868]",True,A87,Telegraph Terrace,trunk,60,False,237.372,"LINESTRING (133.8785627 -23.6969597, 133.8786795 -23.6967577, 133.8787466 -23.6965914, 133.8792441 -23.6956605, 133.8793173 -23.6955141, 133.8794118 -23.6953253, 133.8794763 -23.695198, 133.8795226 -23.6950882, 133.8795442 -23.6950255)",
572191928,True,A87,Telegraph Terrace,trunk,60,False,12.954,"LINESTRING (133.8769941 -23.7008644, 133.8769456 -23.7009721)",
572191923,True,,Stott Terrace,secondary,60,False,53.176,"LINESTRING (133.8769941 -23.7008644, 133.87713 -23.7008488, 133.8772219 -23.7008459, 133.8773078 -23.7008493, 133.8773904 -23.7008549, 133.8775127 -23.7008765)",
572191916,True,6,,trunk,60,False,23.364,"LINESTRING (133.8767699 -23.7009092, 133.8769941 -23.7008644)",
572191925,True,A87,Telegraph Terrace,trunk,60,False,45.133,"LINESTRING (133.8767699 -23.7009092, 133.8769502 -23.7005384)",
225563506,True,A87,Telegraph Terrace,trunk,60,False,41.727,"LINESTRING (133.8769456 -23.7009721, 133.8767821 -23.7013162)",
572191927,True,6,,trunk,60,False,23.83,"LINESTRING (133.8769456 -23.7009721, 133.876716 -23.7010137)",
225563507,False,,Todd Street,residential,40,False,201.746,"LINESTRING (133.8822215 -23.7008906, 133.8813889 -23.702537)",
"[225691515, 229171988]",True,,Gregory Terrace,residential,"['40', '30']",False,141.498,"LINESTRING (133.8822215 -23.7008906, 133.8824039 -23.7009313, 133.8828133 -23.7011035, 133.882886 -23.7011347, 133.8834037 -23.7013658, 133.8834504 -23.7013788, 133.8834968 -23.7013776)",
"[229171987, 193134847]",False,,Gregory Terrace,residential,"['40', '30']",False,108.575,"LINESTRING (133.8822215 -23.7008906, 133.8819493 -23.700774, 133.8815334 -23.7006095, 133.8812512 -23.7004859)",
175357124,True,,,residential,,False,10.815999999999999,"LINESTRING (133.8834535 -23.7014644, 133.88346 -23.7014331, 133.8834743 -23.7014039, 133.8834968 -23.7013776)",roundabout
"[229171986, 135762700]",True,,Gregory Terrace,residential,"['40', '30']",False,141.194,"LINESTRING (133.8834535 -23.7014644, 133.8834202 -23.701435, 133.8833582 -23.7014005, 133.8828019 -23.7011671, 133.8823445 -23.7009701, 133.8822215 -23.7008906)",
186634013,True,,,secondary_link,40,False,73.982,"LINESTRING (133.8796788 -23.6943025, 133.8797187 -23.6944108, 133.8797507 -23.6945387, 133.8797782 -23.6946411, 133.8798269 -23.6947974, 133.8798515 -23.6948549, 133.8798776 -23.6948949, 133.8799068 -23.6949292)",
771973516,True,A87,Stuart Highway,trunk,60,False,60.593,"LINESTRING (133.8796788 -23.6943025, 133.8797113 -23.6944961, 133.8797165 -23.6946101, 133.8797149 -23.6947248, 133.8797083 -23.6948449)",
572191929,True,A87,Telegraph Terrace,trunk,60,False,7.113,"LINESTRING (133.8797083 -23.6948449, 133.8796999 -23.6949084)",
746279855,True,,Wills Terrace,secondary,,False,23.049,"LINESTRING (133.8797083 -23.6948449, 133.8797475 -23.6948461, 133.8797869 -23.6948527, 133.8798215 -23.6948675, 133.8798519 -23.6948858, 133.8799068 -23.6949292)",
572191924,True,,Stott Terrace,secondary,60,False,36.969,"LINESTRING (133.8773058 -23.7009302, 133.8769456 -23.7009721)",
195556686,True,,,secondary_link,60,False,69.42500000000001,"LINESTRING (133.8773058 -23.7009302, 133.8771795 -23.7009784, 133.8770998 -23.7010268, 133.8770181 -23.701087, 133.8768763 -23.7012123, 133.8767821 -23.7013162)",
172453245,True,,,secondary,60,False,1.472,"LINESTRING (133.8828948 -23.7027866, 133.8829009 -23.7027986)",roundabout
746279859,False,,Railway Terrace,residential,40,True,180.137,"LINESTRING (133.8775362 -23.7007262, 133.8782448 -23.6992418)",
225794454,True,,Railway Terrace,residential,,False,17.191000000000003,"LINESTRING (133.8775362 -23.7007262, 133.8775148 -23.7007784, 133.8775073 -23.7008247, 133.8775127 -23.7008765)",
186633713,False,,Parsons Street,residential,40,True,137.165,"LINESTRING (133.8792482 -23.6972331, 133.8804816 -23.6977292)",
746279859,False,,Railway Terrace,residential,40,False,2.701,"LINESTRING (133.8792482 -23.6972331, 133.8792372 -23.6972552)",
