osmid,lanes,highway,maxspeed,junction,oneway,reversed,length,geometry,name
172653988,1,secondary,80,roundabout,True,False,18.352,"LINESTRING (153.0457825 -27.8359551, 153.0457429 -27.8359334, 153.0457117 -27.8359026, 153.0456917 -27.8358654, 153.0456844 -27.8358246)",
172653986,1,secondary,80,,True,False,72.573,"LINESTRING (153.0462146 -27.8364837, 153.0460005 -27.8362418, 153.0457825 -27.8359551)",Mundoolun Road
187650794,2,secondary,80,,False,True,447.12399999999997,"LINESTRING (153.0462146 -27.8364837, 153.0468692 -27.8376081, 153.0474442 -27.8384961, 153.0477446 -27.8391868, 153.0479178 -27.8400846, 153.0479335 -27.8401658)",Mundoolun Road
46520351,,secondary,80,,True,False,58.36000000000001,"LINESTRING (153.0457088 -27.8357466, 153.0457179 -27.8355923, 153.0457082 -27.8355098, 153.0456713 -27.8354309, 153.0456107 -27.8353722, 153.0454889 -27.8353138)",Tamborine Street
771998381,1,secondary,80,roundabout,True,False,23.551000000000002,"LINESTRING (153.0457088 -27.8357466, 153.0457396 -27.8357142, 153.0457798 -27.8356911, 153.0458258 -27.8356793, 153.0458737 -27.8356798, 153.0459194 -27.8356925)",
46520352,,secondary,80,,True,False,64.15,"LINESTRING (153.0454889 -27.8353138, 153.0456294 -27.8353423, 153.0457191 -27.8353814, 153.0457738 -27.8354335, 153.0458769 -27.8356358, 153.0459194 -27.8356925)",Tamborine Street
187650794,2,secondary,80,,False,False,262.593,"LINESTRING (153.0483111 -27.8425034, 153.048088 -27.841236, 153.0479335 -27.8401658)",Mundoolun Road
187650794,2,secondary,80,,False,False,447.12399999999997,"LINESTRING (153.0479335 -27.8401658, 153.0479178 -27.8400846, 153.0477446 -27.8391868, 153.0474442 -27.8384961, 153.0468692 -27.8376081, 153.0462146 -27.8364837)",Mundoolun Road
187650794,2,secondary,80,,False,True,262.593,"LINESTRING (153.0479335 -27.8401658, 153.048088 -27.841236, 153.0483111 -27.8425034)",Mundoolun Road
771998382,1,secondary,80,roundabout,True,False,9.09,"LINESTRING (153.0456844 -27.8358246, 153.0456903 -27.8357841, 153.0457088 -27.8357466)",
172653987,1,secondary,80,,True,False,66.582,"LINESTRING (153.0459549 -27.8359319, 153.0460627 -27.8362083, 153.0462146 -27.8364837)",Mundoolun Road
172653988,1,secondary,80,roundabout,True,False,18.031,"LINESTRING (153.0459549 -27.8359319, 153.0459164 -27.8359539, 153.0458725 -27.8359656, 153.0458267 -27.835966, 153.0457825 -27.8359551)",
771998383,1,secondary,80,roundabout,True,False,14.84,"LINESTRING (153.0460111 -27.8358126, 153.0460068 -27.8358569, 153.0459875 -27.835898, 153.0459549 -27.8359319)",
771998385,1,secondary,80,roundabout,True,False,16.831,"LINESTRING (153.0459194 -27.8356925, 153.0459551 -27.8357133, 153.0459835 -27.8357416, 153.0460026 -27.8357755, 153.0460111 -27.8358126)",
