osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,junction
577278821,True,2,C392;64,High Street,secondary,50,False,36.216,"LINESTRING (145.1546228 -36.7819004, 145.1547378 -36.7822128)",,
26665334,False,,C392;64,High Street,secondary,40,False,73.617,"LINESTRING (145.1546228 -36.7819004, 145.154592 -36.7814349, 145.1545921 -36.781239)",,
697983466,False,2,C392;64,High Street,secondary,60,True,18.944,"LINESTRING (145.1527888 -36.7874506, 145.152729 -36.7876141)",,
26665341,True,1,C392;64,High Street,secondary,60,False,58.178,"LINESTRING (145.1527888 -36.7874506, 145.152826 -36.7872402, 145.1528411 -36.7871561, 145.1528424 -36.7870949, 145.1528384 -36.7870305, 145.1528165 -36.786932)",,
52867930,False,,,Marie Street,residential,,True,32.861000000000004,"LINESTRING (145.1533759 -36.7855034, 145.1535098 -36.7855512, 145.153713 -36.7856236)",,
167812075,True,2,C392;64,High Street,secondary,40,False,249.84900000000002,"LINESTRING (145.1533759 -36.7855034, 145.1537054 -36.7847154, 145.1539235 -36.7842979, 145.1540549 -36.7840343, 145.1543991 -36.7834132)",,
26665343,True,2,C392;64,High Street,secondary,40,False,159.748,"LINESTRING (145.1543596 -36.7842837, 145.1540997 -36.7847932, 145.153713 -36.7856236)",,
52868990,False,,,Prentice Street,residential,50,True,123.42,"LINESTRING (145.1543596 -36.7842837, 145.1544557 -36.784313, 145.1556549 -36.7846784)",,
697983469,True,1,C392;64,High Street,secondary,50,False,28.983,"LINESTRING (145.1529269 -36.7872147, 145.1528756 -36.787311, 145.1527888 -36.7874506)",,
"[697983468, 26665343]",True,"['1', '2']",C392;64,High Street,secondary,"['40', '50']",False,149.523,"LINESTRING (145.153713 -36.7856236, 145.1533507 -36.7863549, 145.1532957 -36.7864387, 145.1532313 -36.7865429, 145.1531361 -36.7867104, 145.1530596 -36.7868614)",,
52867930,False,,,Marie Street,residential,,False,32.861000000000004,"LINESTRING (145.153713 -36.7856236, 145.1535098 -36.7855512, 145.1533759 -36.7855034)",,
192918428,False,,,Marie Street,residential,50,False,121.673,"LINESTRING (145.153713 -36.7856236, 145.1537999 -36.7856512, 145.1549827 -36.7860277)",,
26665343,True,2,C392;64,High Street,secondary,40,False,98.49900000000001,"LINESTRING (145.1547101 -36.7834455, 145.1546494 -36.7836677, 145.1544244 -36.7841588, 145.1543596 -36.7842837)",,
47099072,False,,,Vine Street,residential,,False,27.927999999999997,"LINESTRING (145.1547101 -36.7834455, 145.1546415 -36.7834384, 145.1545641 -36.7834304, 145.1543991 -36.7834132)",,
