osmid,name,highway,junction,oneway,reversed,length,geometry,maxspeed,lanes,bridge,ref
175666095,Erina Street East,residential,,False,False,220.11,"LINESTRING (151.3446037 -33.4253144, 151.344712 -33.4253311, 151.3447445 -33.4253357, 151.3461659 -33.4255375, 151.3463403 -33.4255618, 151.3469413 -33.4256492)",50,,,
"[177045561, 302900963]",Henry Parry Drive,secondary,,False,False,118.911,"LINESTRING (151.3446037 -33.4253144, 151.3446213 -33.4252359, 151.3446277 -33.4252066, 151.3447006 -33.424848, 151.3448304 -33.4242619)","['60', '50']",4,,
302900964,Henry Parry Drive,secondary,,False,True,116.41499999999999,"LINESTRING (151.3446037 -33.4253144, 151.3445873 -33.425398, 151.3445821 -33.4254254, 151.3444248 -33.4262415, 151.3444027 -33.4263478)",50,4,,
411917345,Faunce Street West,residential,,False,False,71.608,"LINESTRING (151.3402951 -33.4226514, 151.3402558 -33.4226448, 151.3395386 -33.4225247)",,,,
411917345,Faunce Street West,residential,,False,True,94.004,"LINESTRING (151.3402951 -33.4226514, 151.3403402 -33.4226585, 151.3411895 -33.4227914, 151.341291 -33.4228056)",,,,
942415202,Holden Street,residential,,False,False,178.443,"LINESTRING (151.3402951 -33.4226514, 151.3401938 -33.4231211, 151.3400383 -33.4239781, 151.3399884 -33.4242355)",,,,
942415202,Holden Street,residential,,False,True,38.491,"LINESTRING (151.3402951 -33.4226514, 151.340327 -33.4224853, 151.3403622 -33.4223098)",,,,
"[24748021, 177045559]",Georgiana Terrace,residential,,False,False,112.832,"LINESTRING (151.3390814 -33.4285681, 151.3391733 -33.4285807, 151.3394321 -33.4286162, 151.3402787 -33.4287445)",50,,,
148021906,Dane Drive,tertiary,,False,False,207.103,"LINESTRING (151.3390814 -33.4285681, 151.3392351 -33.4277766, 151.3392383 -33.4277599, 151.3393922 -33.4270046, 151.3393909 -33.4269339, 151.3393696 -33.4268716, 151.3393408 -33.4268202, 151.339314 -33.426778, 151.3392893 -33.4267465)",50,,,
148021906,Dane Drive,tertiary,,False,True,38.885,"LINESTRING (151.3390814 -33.4285681, 151.3390102 -33.4288886, 151.3390054 -33.428912)",50,,,
28276045,Donnison Street,secondary,,False,False,60.299,"LINESTRING (151.341848 -33.4269402, 151.3419427 -33.4269541, 151.3419679 -33.4269577, 151.3424884 -33.4270319)",40,,,
"[177045564, 28276046]",Mann Street,tertiary,,False,False,214.83800000000002,"LINESTRING (151.341848 -33.4269402, 151.3418332 -33.4270204, 151.3418286 -33.4270422, 151.3414972 -33.4286373, 151.3414541 -33.4288441)",40,,,
28276286,Mann Street,primary,,False,False,223.212,"LINESTRING (151.341848 -33.4269402, 151.3418645 -33.4268582, 151.3418697 -33.4268322, 151.3420085 -33.4261405, 151.3420275 -33.4260462, 151.3420493 -33.4259507, 151.3422322 -33.4250643, 151.3422373 -33.4250393, 151.342253 -33.4249615)",40,,,
443280351,Donnison Street,primary,,False,True,71.491,"LINESTRING (151.341848 -33.4269402, 151.3417487 -33.4269266, 151.3417194 -33.4269224, 151.3410888 -33.4268312)",40,,,
148021909,Henry Parry Drive,secondary,,False,True,52.387,"LINESTRING (151.3442236 -33.4272872, 151.3442118 -33.4273692, 151.3442044 -33.4274016, 151.344187 -33.4274598, 151.3441577 -33.4275322, 151.344122 -33.4275928, 151.3440717 -33.4276511, 151.344001 -33.4277048)",50,4,,
175666094,Donnison Street,residential,,False,False,219.21800000000002,"LINESTRING (151.3442236 -33.4272872, 151.34433 -33.4273023, 151.3443615 -33.4273068, 151.3453093 -33.4274435, 151.3463225 -33.4275991, 151.3464857 -33.4276227, 151.3465494 -33.4276319)",50,,,
"[28276045, 177045558]",Donnison Street,secondary,,False,True,163.51500000000001,"LINESTRING (151.3442236 -33.4272872, 151.3440957 -33.4272697, 151.34407 -33.4272659, 151.3435274 -33.4271856, 151.3430699 -33.4271203, 151.3424884 -33.4270319)","['40', '50']",,,
302900964,Henry Parry Drive,secondary,,False,False,105.87,"LINESTRING (151.3442236 -33.4272872, 151.3442354 -33.4272086, 151.3442402 -33.4271718, 151.3442834 -33.4268704, 151.3443602 -33.4264979, 151.3443699 -33.4264511, 151.3444027 -33.4263478)",50,4,,
24748036,Erina Street East,tertiary,,False,False,113.477,"LINESTRING (151.342253 -33.4249615, 151.3423493 -33.4249773, 151.3423763 -33.4249814, 151.3432738 -33.4251174, 151.3434563 -33.4251427)",40,,,
28276286,Mann Street,primary,,False,False,212.47299999999998,"LINESTRING (151.342253 -33.4249615, 151.3422778 -33.4248393, 151.3423765 -33.4243801, 151.3424478 -33.4240549, 151.3425363 -33.42359, 151.3426238 -33.4231549, 151.3426381 -33.423078)",40,,,
28276286,Mann Street,primary,,False,True,223.21200000000005,"LINESTRING (151.342253 -33.4249615, 151.3422373 -33.4250393, 151.3422322 -33.4250643, 151.3420493 -33.4259507, 151.3420275 -33.4260462, 151.3420085 -33.4261405, 151.3418697 -33.4268322, 151.3418645 -33.4268582, 151.341848 -33.4269402)",40,,,
24748036,Erina Street East,tertiary,,False,True,113.477,"LINESTRING (151.3434563 -33.4251427, 151.3432738 -33.4251174, 151.3423763 -33.4249814, 151.3423493 -33.4249773, 151.342253 -33.4249615)",40,,,
24748047,Watt Street,residential,,False,False,223.154,"LINESTRING (151.3434563 -33.4251427, 151.3434778 -33.4249938, 151.3438128 -33.4232535, 151.3438306 -33.4231604)",40,2,,
140621137,Erina Street East,tertiary,,False,False,108.18199999999999,"LINESTRING (151.3434563 -33.4251427, 151.3444673 -33.4252953, 151.344501 -33.4253004, 151.3446037 -33.4253144)",40,2,,
24748003,Faunce Street,residential,,False,False,85.543,"LINESTRING (151.3438306 -33.4231604, 151.3438802 -33.423167, 151.3439104 -33.4231711, 151.3447151 -33.4232819, 151.3447401 -33.4232853)",50,,,
24748003,Faunce Street,residential,,False,True,102.261,"LINESTRING (151.3438306 -33.4231604, 151.3437784 -33.4231531, 151.343249 -33.4230792, 151.3428075 -33.4230214, 151.342743 -33.4230129)",50,,,
"[177045567, 24748047]",Watt Street,residential,,False,False,110.729,"LINESTRING (151.3438306 -33.4231604, 151.3438597 -33.4230158, 151.3439816 -33.4224424, 151.3440296 -33.4221786)","['40', '50']",2,,
24748047,Watt Street,residential,,False,True,223.154,"LINESTRING (151.3438306 -33.4231604, 151.3438128 -33.4232535, 151.3434778 -33.4249938, 151.3434563 -33.4251427)",40,2,,
25046378,Donnison Street West,residential,,False,False,0.976,"LINESTRING (151.3381754 -33.4264421, 151.3381835 -33.4264477)",,,,
28319436,Kendall Street,residential,,False,True,256.623,"LINESTRING (151.3381754 -33.4264421, 151.3383301 -33.4263308, 151.3398169 -33.4245905)",,,,
28276152,Pacific Highway,primary,roundabout,True,False,6.15,"LINESTRING (151.3383212 -33.4265257, 151.3383432 -33.4265244, 151.338365 -33.4265275, 151.3383854 -33.4265346)",,,,
"[172555724, 177045556]",Baker Street,residential,,False,False,200.154,"LINESTRING (151.3402787 -33.4287445, 151.34029 -33.4286958, 151.3403606 -33.4283922, 151.340489 -33.4277177, 151.340568 -33.4273023, 151.3406315 -33.4269689)",50,,,
177045559,Georgiana Terrace,residential,,False,False,100.451,"LINESTRING (151.3402787 -33.4287445, 151.3404549 -33.4287726, 151.3413424 -33.4289119)",50,,,
"[24748021, 177045559]",Georgiana Terrace,residential,,False,True,112.832,"LINESTRING (151.3402787 -33.4287445, 151.3394321 -33.4286162, 151.3391733 -33.4285807, 151.3390814 -33.4285681)",50,,,
25047311,Albany Street North,residential,,False,False,113.052,"LINESTRING (151.3465494 -33.4276319, 151.3466208 -33.4272916, 151.346735 -33.4267252, 151.3467544 -33.4266297)",50,,,
175666094,Donnison Street,residential,,False,False,107.35199999999998,"LINESTRING (151.3465494 -33.4276319, 151.3466066 -33.4276403, 151.3468656 -33.4276781, 151.3469599 -33.4277005, 151.3470396 -33.4277296, 151.3470943 -33.4277748, 151.3471288 -33.4278264, 151.3471503 -33.4278841, 151.3471619 -33.4279431, 151.3471567 -33.4280123, 151.3471423 -33.4280813, 151.3471054 -33.4282385)",50,,,
175666094,Donnison Street,residential,,False,True,219.218,"LINESTRING (151.3465494 -33.4276319, 151.3464857 -33.4276227, 151.3463225 -33.4275991, 151.3453093 -33.4274435, 151.3443615 -33.4273068, 151.34433 -33.4273023, 151.3442236 -33.4272872)",50,,,
25047311,Albany Street North,residential,,False,False,42.635999999999996,"LINESTRING (151.3467544 -33.4266297, 151.346777 -33.4265156, 151.3468293 -33.4262514)",50,,,
25047311,Albany Street North,residential,,False,True,113.05199999999999,"LINESTRING (151.3467544 -33.4266297, 151.346735 -33.4267252, 151.3466208 -33.4272916, 151.3465494 -33.4276319)",50,,,
177045568,William Street,residential,,False,True,221.34400000000002,"LINESTRING (151.3467544 -33.4266297, 151.3466802 -33.4266195, 151.3446092 -33.4263341, 151.3445318 -33.4263234, 151.3445032 -33.4263278, 151.3444027 -33.4263478)",50,,,
25047311,Albany Street North,residential,,False,True,67.764,"LINESTRING (151.3469413 -33.4256492, 151.3468293 -33.4262514)",50,,,
175666095,Erina Street East,residential,,False,True,220.11,"LINESTRING (151.3469413 -33.4256492, 151.3463403 -33.4255618, 151.3461659 -33.4255375, 151.3447445 -33.4253357, 151.344712 -33.4253311, 151.3446037 -33.4253144)",50,,,
177045568,William Street,residential,,False,False,221.34400000000002,"LINESTRING (151.3444027 -33.4263478, 151.3445032 -33.4263278, 151.3445318 -33.4263234, 151.3446092 -33.4263341, 151.3466802 -33.4266195, 151.3467544 -33.4266297)",50,,,
"[177045568, 28275664]",William Street,"['residential', 'living_street']",,False,True,148.72000000000003,"LINESTRING (151.3444027 -33.4263478, 151.3442853 -33.4263635, 151.3442653 -33.4263648, 151.3436512 -33.4262764, 151.3435782 -33.4262659, 151.3432559 -33.4262205, 151.342954 -33.426178, 151.3428226 -33.4261592)","['50', '10']",,,
302900964,Henry Parry Drive,secondary,,False,False,116.41499999999999,"LINESTRING (151.3444027 -33.4263478, 151.3444248 -33.4262415, 151.3445821 -33.4254254, 151.3445873 -33.425398, 151.3446037 -33.4253144)",50,4,,
302900964,Henry Parry Drive,secondary,,False,True,105.87,"LINESTRING (151.3444027 -33.4263478, 151.3443699 -33.4264511, 151.3443602 -33.4264979, 151.3442834 -33.4268704, 151.3442402 -33.4271718, 151.3442354 -33.4272086, 151.3442236 -33.4272872)",50,4,,
28319436,Kendall Street,residential,,False,False,256.623,"LINESTRING (151.3398169 -33.4245905, 151.3383301 -33.4263308, 151.3381754 -33.4264421)",,,,
28319442,Kibble Street,residential,,False,False,68.488,"LINESTRING (151.3398169 -33.4245905, 151.3399656 -33.4246398, 151.3401941 -33.4246707, 151.3403652 -33.4246828, 151.340445 -33.4246566, 151.3405153 -33.424611)",,,,
942415202,Holden Street,residential,,False,True,42.792,"LINESTRING (151.3398169 -33.4245905, 151.3399338 -33.4244014, 151.3399884 -33.4242355)",,,,
411917345,Faunce Street West,residential,,False,True,149.709,"LINESTRING (151.3379489 -33.4222961, 151.3395386 -33.4225247)",,,,
28319402,Cape Street North,residential,,False,True,70.272,"LINESTRING (151.3379489 -33.4222961, 151.3379631 -33.4222272, 151.3380278 -33.4219127, 151.3380366 -33.4218699, 151.3380511 -33.4217996, 151.3380787 -33.4216735)",,,,
28319402,Cape Street North,residential,,False,False,40.811,"LINESTRING (151.338146 -33.4213108, 151.3381204 -33.4214446, 151.3380787 -33.4216735)",,,,
24748003,Faunce Street,residential,,False,True,85.543,"LINESTRING (151.3447401 -33.4232853, 151.3447151 -33.4232819, 151.3439104 -33.4231711, 151.3438802 -33.423167, 151.3438306 -33.4231604)",50,,,
142866021,Beane Street,residential,,False,False,58.948,"LINESTRING (151.3460504 -33.4214502, 151.3454253 -33.4213562)",50,,,
"[177045565, 80718103]",Mann Street,primary,,False,False,213.91500000000002,"LINESTRING (151.3430593 -33.4210202, 151.342976 -33.4214217, 151.3428097 -33.4222301, 151.3427575 -33.4224962, 151.3426818 -33.4228278, 151.3426625 -33.4229152)","['60', '40']",,,
649328267,Beane Street,residential,,False,True,104.719,"LINESTRING (151.3430593 -33.4210202, 151.3431529 -33.4210338, 151.3435509 -33.4210904, 151.3441403 -33.4211748, 151.3441715 -33.4211789)",50,,,
142866021,Beane Street,residential,,False,True,58.948,"LINESTRING (151.3454253 -33.4213562, 151.3460504 -33.4214502)",50,,,
142866021,Beane Street,residential,,False,False,105.76400000000001,"LINESTRING (151.3454253 -33.4213562, 151.3445345 -33.4212299, 151.3443246 -33.4212001, 151.3443018 -33.4211969)",50,,,
654884658,,residential,roundabout,True,False,10.064,"LINESTRING (151.3442436 -33.4211321, 151.3442645 -33.4211369, 151.3442824 -33.4211471, 151.3442955 -33.4211616, 151.3443021 -33.4211788, 151.3443018 -33.4211969)",,,,
28275649,Mortimer Lane,living_street,,True,False,105.10699999999999,"LINESTRING (151.3424884 -33.4270319, 151.3425015 -33.4269574, 151.3425227 -33.4268459, 151.34256 -33.4266564, 151.3426061 -33.4264388, 151.3426247 -33.4263593, 151.342684 -33.4262991, 151.3427183 -33.4262762, 151.3427665 -33.4262442, 151.3428226 -33.4261592)",10,,,
"[28276045, 177045558]",Donnison Street,secondary,,False,False,163.515,"LINESTRING (151.3424884 -33.4270319, 151.3430699 -33.4271203, 151.3435274 -33.4271856, 151.34407 -33.4272659, 151.3440957 -33.4272697, 151.3442236 -33.4272872)","['40', '50']",,,
28276045,Donnison Street,secondary,,False,True,60.299,"LINESTRING (151.3424884 -33.4270319, 151.3419679 -33.4269577, 151.3419427 -33.4269541, 151.341848 -33.4269402)",40,,,
"[28275664, 177045568]",William Street,"['living_street', 'residential']",,False,False,148.71999999999997,"LINESTRING (151.3428226 -33.4261592, 151.342954 -33.426178, 151.3432559 -33.4262205, 151.3435782 -33.4262659, 151.3436512 -33.4262764, 151.3442653 -33.4263648, 151.3442853 -33.4263635, 151.3444027 -33.4263478)","['50', '10']",,,
574817087,,primary,,False,True,7.404,"LINESTRING (151.3392454 -33.4266909, 151.3392893 -33.4267465)",50,,,
443280354,Donnison Street,primary,,True,False,131.01,"LINESTRING (151.3392454 -33.4266909, 151.3393884 -33.4266334, 151.3394471 -33.4266144, 151.3395052 -33.426605, 151.3395734 -33.4266053, 151.339646 -33.4266128, 151.339717 -33.4266238, 151.3404727 -33.4267353, 151.3405513 -33.4267423, 151.3406221 -33.4267426)",50,,,
443280346,Donnison Street,primary,,True,False,9.487,"LINESTRING (151.3384538 -33.4267215, 151.3383655 -33.4266785)",,,,
"[172608737, 28317340]",Donnison Street,primary,,False,False,47.522999999999996,"LINESTRING (151.3384538 -33.4267215, 151.3386266 -33.4268718, 151.3386607 -33.4268907, 151.3387043 -33.4269065, 151.3387459 -33.4269158, 151.3387894 -33.4269183, 151.3388325 -33.4269154, 151.3388756 -33.4269075)",50,,yes,
28276152,Pacific Highway,primary,roundabout,True,False,5.85,"LINESTRING (151.3382474 -33.4266255, 151.3382438 -33.4265994, 151.3382507 -33.4265737)",,,,
28276119,Showground Road,tertiary,,True,False,166.97699999999998,"LINESTRING (151.3383854 -33.4265346, 151.3384554 -33.4264889, 151.338513 -33.4264513, 151.3388621 -33.4261837, 151.3391082 -33.4259429, 151.3391418 -33.4259064, 151.3391785 -33.4258667, 151.3395404 -33.4253973)",,,,
28276152,Pacific Highway,primary,roundabout,True,False,8.145,"LINESTRING (151.3383854 -33.4265346, 151.3384083 -33.4265498, 151.3384246 -33.42657, 151.3384328 -33.4265935)",,,,
28296395,Bent Street,residential,,False,False,99.958,"LINESTRING (151.3440296 -33.4221786, 151.3441418 -33.4221935, 151.3450932 -33.4223202)",50,,,
140621138,Watt Street,residential,,False,False,106.426,"LINESTRING (151.3440296 -33.4221786, 151.3440453 -33.4221143, 151.3441114 -33.4218999, 151.3441004 -33.4217571, 151.3441547 -33.4215933, 151.344219 -33.4212571, 151.3442221 -33.4212407)",50,,,
"[24748047, 177045567]",Watt Street,residential,,False,True,110.729,"LINESTRING (151.3440296 -33.4221786, 151.3439816 -33.4224424, 151.3438597 -33.4230158, 151.3438306 -33.4231604)","['40', '50']",2,,
28296395,Bent Street,residential,,False,True,99.958,"LINESTRING (151.3450932 -33.4223202, 151.3441418 -33.4221935, 151.3440296 -33.4221786)",50,,,
28319384,Cape Street South,residential,,False,False,78.337,"LINESTRING (151.3370428 -33.4266632, 151.3369762 -33.4271215, 151.3369604 -33.4272562, 151.336948 -33.4273632)",,,,
28319384,Cape Street South,residential,,False,True,78.337,"LINESTRING (151.336948 -33.4273632, 151.3369604 -33.4272562, 151.3369762 -33.4271215, 151.3370428 -33.4266632)",,,,
780482674,Riou Street,primary,,False,False,126.63499999999999,"LINESTRING (151.336948 -33.4273632, 151.3370446 -33.4273038, 151.3371366 -33.4272521, 151.3380837 -33.4267321)",,,,
28319424,Ward Street,residential,,False,False,232.742,"LINESTRING (151.3403622 -33.4223098, 151.3402307 -33.4222948, 151.3401568 -33.4222633, 151.3401102 -33.4222245, 151.3398663 -33.4219562, 151.3397824 -33.4219251, 151.3396967 -33.4219029, 151.3389605 -33.4217942, 151.3381572 -33.4216848, 151.3380787 -33.4216735)",,,,
942415202,Holden Street,residential,,False,False,38.491,"LINESTRING (151.3403622 -33.4223098, 151.340327 -33.4224853, 151.3402951 -33.4226514)",,,,
942415202,Holden Street,residential,,False,True,141.25900000000001,"LINESTRING (151.3403622 -33.4223098, 151.3405601 -33.4213427, 151.3406063 -33.4211326, 151.3405953 -33.4210575)",,,,
28319402,Cape Street North,residential,,False,False,70.27199999999999,"LINESTRING (151.3380787 -33.4216735, 151.3380511 -33.4217996, 151.3380366 -33.4218699, 151.3380278 -33.4219127, 151.3379631 -33.4222272, 151.3379489 -33.4222961)",,,,
28319402,Cape Street North,residential,,False,True,40.811,"LINESTRING (151.3380787 -33.4216735, 151.3381204 -33.4214446, 151.338146 -33.4213108)",,,,
28319424,Ward Street,residential,,False,True,232.74200000000005,"LINESTRING (151.3380787 -33.4216735, 151.3381572 -33.4216848, 151.3389605 -33.4217942, 151.3396967 -33.4219029, 151.3397824 -33.4219251, 151.3398663 -33.4219562, 151.3401102 -33.4222245, 151.3401568 -33.4222633, 151.3402307 -33.4222948, 151.3403622 -33.4223098)",,,,
411917345,Faunce Street West,residential,,False,False,149.709,"LINESTRING (151.3395386 -33.4225247, 151.3379489 -33.4222961)",,,,
411917345,Faunce Street West,residential,,False,True,71.608,"LINESTRING (151.3395386 -33.4225247, 151.3402558 -33.4226448, 151.3402951 -33.4226514)",,,,
28319448,Hargraves Street,residential,,True,False,206.55599999999998,"LINESTRING (151.3399884 -33.4242355, 151.3398353 -33.4239604, 151.3394818 -33.4235414, 151.3394207 -33.4234297, 151.3393934 -33.4233077, 151.3393924 -33.423144, 151.3394836 -33.4227576, 151.3395386 -33.4225247)",,,,
942415202,Holden Street,residential,,False,False,42.792,"LINESTRING (151.3399884 -33.4242355, 151.3399338 -33.4244014, 151.3398169 -33.4245905)",,,,
942415202,Holden Street,residential,,False,True,178.44299999999998,"LINESTRING (151.3399884 -33.4242355, 151.3400383 -33.4239781, 151.3401938 -33.4231211, 151.3402951 -33.4226514)",,,,
28413607,Terama Place,residential,,False,True,111.234,"LINESTRING (151.3459041 -33.4247065, 151.3448304 -33.4242619)",50,,,
25047311,Albany Street North,residential,,False,False,67.764,"LINESTRING (151.3468293 -33.4262514, 151.3469413 -33.4256492)",50,,,
25047311,Albany Street North,residential,,False,True,42.635999999999996,"LINESTRING (151.3468293 -33.4262514, 151.346777 -33.4265156, 151.3467544 -33.4266297)",50,,,
28413738,John Whiteway Drive,residential,,False,False,878.6570000000002,"LINESTRING (151.343787 -33.429297, 151.3435954 -33.4302011, 151.3435841 -33.4302592, 151.3435834 -33.4303282, 151.3435937 -33.4303922, 151.3436303 -33.43046, 151.3436858 -33.4305162, 151.3438789 -33.4306471, 151.3440297 -33.4307547, 151.344171 -33.4308723, 151.3443086 -33.4310041, 151.3444052 -33.4311201, 151.3444934 -33.4312466, 151.3445845 -33.4313941, 151.3448008 -33.4318194, 151.3448372 -33.4318795, 151.3449021 -33.4319551, 151.3449725 -33.4320063, 151.3450657 -33.4320417, 151.3451681 -33.4320601, 151.3452789 -33.4320613, 151.3453844 -33.4320371, 151.3454812 -33.4319941, 151.3458018 -33.4318219, 151.3461317 -33.4316492, 151.34623 -33.4315728, 151.3463028 -33.4314743, 151.3463449 -33.4313728, 151.3463524 -33.4312719, 151.3463381 -33.4311771, 151.3463074 -33.4310961, 151.3462752 -33.4309897, 151.3462577 -33.4309061, 151.3462523 -33.4308802, 151.3462433 -33.4307693, 151.3462416 -33.4305096, 151.346247 -33.4304405, 151.3462658 -33.4303654, 151.3462978 -33.430291, 151.3463428 -33.4302159, 151.3463938 -33.4301417, 151.3464576 -33.4300786, 151.3465241 -33.430028, 151.3466874 -33.42989, 151.3468401 -33.4297375, 151.3469073 -33.4295462, 151.3469849 -33.4292826, 151.3471182 -33.4288133, 151.3470763 -33.4284646, 151.3471054 -33.4282385)",50,,,
28413738,John Whiteway Drive,residential,,False,True,385.27799999999996,"LINESTRING (151.343787 -33.429297, 151.343818 -33.4293001, 151.3445142 -33.4293709, 151.3450849 -33.4294395, 151.3452739 -33.4294588, 151.345435 -33.4294598, 151.3456345 -33.4294403, 151.3458003 -33.4294176, 151.3458305 -33.4294135, 151.3460269 -33.4293802, 151.3462 -33.4293212, 151.3463128 -33.429256, 151.3464239 -33.429176, 151.3465011 -33.4290554, 151.3468468 -33.4282959, 151.3468695 -33.4282713, 151.3468994 -33.4282527, 151.3469337 -33.4282422, 151.346975 -33.4282391, 151.3470297 -33.4282388, 151.347074 -33.4282386, 151.3471054 -33.4282385)",50,,,
28413747,Georgiana Terrace,residential,,False,True,114.82,"LINESTRING (151.343787 -33.429297, 151.3437614 -33.4292927, 151.3436657 -33.4292764, 151.3432775 -33.4292081, 151.3426764 -33.4291127, 151.3426192 -33.4291033, 151.3425735 -33.4290957)",50,,,
28413747,Georgiana Terrace,residential,,False,False,114.82,"LINESTRING (151.3425735 -33.4290957, 151.3426192 -33.4291033, 151.3426764 -33.4291127, 151.3432775 -33.4292081, 151.3436657 -33.4292764, 151.3437614 -33.4292927, 151.343787 -33.429297)",50,,,
"[953859651, 148021909]",Henry Parry Drive,secondary,,False,False,242.664,"LINESTRING (151.3425735 -33.4290957, 151.3425721 -33.4289678, 151.3425846 -33.4288234, 151.342598 -33.4287037, 151.3426191 -33.4285748, 151.342644 -33.428444, 151.3426693 -33.428323, 151.3426952 -33.4282373, 151.3427305 -33.4281463, 151.3427762 -33.4280684, 151.3428297 -33.4279945, 151.3428917 -33.4279381, 151.3429692 -33.4278934, 151.3430545 -33.4278581, 151.3431455 -33.4278335, 151.3432437 -33.4278174, 151.3437014 -33.4277857, 151.3437837 -33.4277757, 151.3438602 -33.4277608, 151.3439359 -33.4277372, 151.344001 -33.4277048)",50,"['2', '4']",,
