osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,lanes,junction,bridge
56188345,False,Anderson Street,residential,50,True,240.849,"LINESTRING (142.3920614 -36.2486028, 142.3920622 -36.2507688)",,,,
56188091,False,Phillips Street,residential,50,False,134.402,"LINESTRING (142.3920614 -36.2486028, 142.3927005 -36.2484257, 142.3929154 -36.2483898, 142.3930923 -36.2483806, 142.3933855 -36.2483654, 142.3935177 -36.2483586)",,,,
"[56188091, 130024933]",False,"['Phillips Street', 'The Avenue']","['residential', 'unclassified']",50,True,392.95,"LINESTRING (142.3920614 -36.2486028, 142.3918503 -36.248658, 142.3915199 -36.2487357, 142.3908905 -36.2486879, 142.390506 -36.2486751, 142.3903817 -36.2487116, 142.3901949 -36.2488525, 142.3902003 -36.2494581, 142.3900769 -36.2500248, 142.3900783 -36.2501756, 142.3900822 -36.2506045, 142.3901144 -36.2507862)",,,,
56188334,True,Scott Street,residential,,False,52.06,"LINESTRING (142.3950312 -36.2465937, 142.3950299 -36.2467998, 142.3949844 -36.2470593)",,,,
364886473,False,Scott Street,residential,,False,101.494,"LINESTRING (142.3949844 -36.2470593, 142.3949813 -36.2472767, 142.3949809 -36.2473081, 142.3949787 -36.2474622, 142.3949758 -36.2476648, 142.3949715 -36.247972)",,,,
56188345,False,Anderson Street,residential,50,True,210.615,"LINESTRING (142.3920573 -36.2532218, 142.3920535 -36.2551159)",,,,
104090341,False,Lyle Street,secondary,,False,94.664,"LINESTRING (142.3920573 -36.2532218, 142.3910016 -36.253221)",C234,,,
104090341,False,Lyle Street,secondary,,True,134.603,"LINESTRING (142.3920573 -36.2532218, 142.3935584 -36.2532272)",C234,,,
56188345,False,Anderson Street,residential,50,False,272.761,"LINESTRING (142.3920573 -36.2532218, 142.3920598 -36.2519457, 142.3920619 -36.2509062, 142.3920622 -36.2507688)",,,,
56188345,False,Anderson Street,residential,50,False,240.849,"LINESTRING (142.3920622 -36.2507688, 142.3920614 -36.2486028)",,,,
56188345,False,Anderson Street,residential,50,True,272.76099999999997,"LINESTRING (142.3920622 -36.2507688, 142.3920619 -36.2509062, 142.3920598 -36.2519457, 142.3920573 -36.2532218)",,,,
89784420,False,Woolcock Street,residential,,False,134.49099999999999,"LINESTRING (142.3920622 -36.2507688, 142.3933919 -36.250774, 142.393562 -36.2507747)",,,,
89784420,False,Woolcock Street,residential,,True,174.67399999999998,"LINESTRING (142.3920622 -36.2507688, 142.3912058 -36.2507765, 142.3901144 -36.2507862)",,,,
104090325,False,Phillips Street,residential,50,False,129.356,"LINESTRING (142.3964505 -36.2483281, 142.397893 -36.2483299)",,,,
104090325,False,Phillips Street,residential,50,True,93.918,"LINESTRING (142.3964505 -36.2483281, 142.3954032 -36.2483231)",,,,
89784424,False,Devereux Street,residential,50,False,272.43899999999996,"LINESTRING (142.3964505 -36.2483281, 142.3964494 -36.248914, 142.3964461 -36.2507782)",,,,
89784419,False,Milbourne Street,residential,,True,213.075,"LINESTRING (142.4002305 -36.2553168, 142.3978542 -36.2553116)",,,,
97069281,False,Thomas Street,residential,50,True,95.472,"LINESTRING (142.4002305 -36.2553168, 142.4002321 -36.2544582)",,,,
56188344,False,Molyneaux Street,residential,50,True,273.377,"LINESTRING (142.3978841 -36.2507884, 142.3978838 -36.2503543, 142.3978839 -36.2499546, 142.3978851 -36.2489075, 142.397893 -36.2483299)",,,,
104090372,False,Woolcock Street,residential,,True,128.953,"LINESTRING (142.3978841 -36.2507884, 142.3971639 -36.250784, 142.3964461 -36.2507782)",,,,
219964781,False,Molyneaux Street,residential,50,False,136.50400000000002,"LINESTRING (142.3978841 -36.2507884, 142.3978534 -36.2514, 142.3978535 -36.2520155)",,,,
219964782,False,Woolcock Street,residential,,False,200.08399999999997,"LINESTRING (142.3978841 -36.2507884, 142.3990135 -36.2507846, 142.399787 -36.2507813, 142.4001152 -36.2507726)",,,,
89784420,False,Woolcock Street,residential,,False,174.67399999999998,"LINESTRING (142.3901144 -36.2507862, 142.3912058 -36.2507765, 142.3920622 -36.2507688)",,,,
"[56188091, 130024933]",False,"['Phillips Street', 'The Avenue']","['unclassified', 'residential']",50,False,392.95,"LINESTRING (142.3901144 -36.2507862, 142.3900822 -36.2506045, 142.3900783 -36.2501756, 142.3900769 -36.2500248, 142.3902003 -36.2494581, 142.3901949 -36.2488525, 142.3903817 -36.2487116, 142.390506 -36.2486751, 142.3908905 -36.2486879, 142.3915199 -36.2487357, 142.3918503 -36.248658, 142.3920614 -36.2486028)",,,,
89784416,False,King Street,residential,,False,86.089,"LINESTRING (142.3900366 -36.2551288, 142.3909967 -36.2551308)",,,,
89784421,False,Campbell Street,residential,50,True,212.232,"LINESTRING (142.3900366 -36.2551288, 142.3900386 -36.254892, 142.3900528 -36.2532202)",,,,
89784419,False,Milbourne Street,residential,,False,127.004,"LINESTRING (142.3964378 -36.2553084, 142.3978542 -36.2553116)",,,,
89784419,False,Milbourne Street,residential,,True,130.91,"LINESTRING (142.3964378 -36.2553084, 142.3949779 -36.2552974)",,,,
89784424,False,Devereux Street,residential,50,True,232.17600000000002,"LINESTRING (142.3964378 -36.2553084, 142.3964414 -36.253356, 142.3964416 -36.2532204)",,,,
"[130024939, 104090325]",False,"['Phillips Street', 'Tarrant Street']",residential,50,True,354.67,"LINESTRING (142.4001152 -36.2507726, 142.3993685 -36.2496884, 142.3985875 -36.2485517, 142.3984954 -36.2484417, 142.3984382 -36.2483955, 142.3983783 -36.2483671, 142.398315 -36.2483492, 142.3982376 -36.2483376, 142.3981383 -36.2483303, 142.397893 -36.2483299)",,,,
219644080,False,Tarrant Street,residential,50,False,22.465,"LINESTRING (142.4001152 -36.2507726, 142.4001806 -36.2508596, 142.4002384 -36.2509484)",,,,
219964782,False,Woolcock Street,residential,,True,200.084,"LINESTRING (142.4001152 -36.2507726, 142.399787 -36.2507813, 142.3990135 -36.2507846, 142.3978841 -36.2507884)",,,,
89784427,False,Shank Street,residential,50,True,213.687,"LINESTRING (142.3978535 -36.2520155, 142.4002365 -36.2520068)",,,,
89784427,False,Shank Street,residential,50,False,126.423,"LINESTRING (142.3978535 -36.2520155, 142.3971699 -36.2520072, 142.3964438 -36.2519984)",,,,
219964781,False,Molyneaux Street,residential,50,False,135.99099999999999,"LINESTRING (142.3978535 -36.2520155, 142.3978536 -36.2526014, 142.3978538 -36.2532385)",,,,
219964781,False,Molyneaux Street,residential,50,True,136.50400000000002,"LINESTRING (142.3978535 -36.2520155, 142.3978534 -36.2514, 142.3978841 -36.2507884)",,,,
89784419,False,Milbourne Street,residential,,False,130.91,"LINESTRING (142.3949779 -36.2552974, 142.3964378 -36.2553084)",,,,
104090367,False,Scott Street,residential,,True,200.463,"LINESTRING (142.3949779 -36.2552974, 142.3949734 -36.2534946)",,,,
89784419,False,Milbourne Street,residential,,True,127.555,"LINESTRING (142.3949779 -36.2552974, 142.3942303 -36.255302, 142.3935554 -36.2553062)",,,,
89784423,False,Jamouneau Street,residential,50,True,231.175,"LINESTRING (142.3935584 -36.2532272, 142.3935554 -36.2553062)",,,,
104090341,False,Lyle Street,secondary,,False,134.603,"LINESTRING (142.3935584 -36.2532272, 142.3920573 -36.2532218)",C234,,,
89784423,False,Jamouneau Street,residential,50,False,272.705,"LINESTRING (142.3935584 -36.2532272, 142.3935616 -36.2510723, 142.3935618 -36.2509106, 142.393562 -36.2507747)",,,,
104090341,False,Lyle Street,secondary,,True,105.37100000000001,"LINESTRING (142.3935584 -36.2532272, 142.3943688 -36.2532297, 142.3947335 -36.2532308)",C234,,,
56188345,False,Anderson Street,residential,50,False,19.014,"LINESTRING (142.3920532 -36.2552869, 142.3920535 -36.2551159)",,,,
89784419,False,Milbourne Street,residential,,False,134.714,"LINESTRING (142.3920532 -36.2552869, 142.3928158 -36.2552967, 142.3935554 -36.2553062)",,,,
89784420,False,Woolcock Street,residential,,False,100.482,"LINESTRING (142.393562 -36.2507747, 142.3946825 -36.2507832)",,,,
89784420,False,Woolcock Street,residential,,True,134.49099999999999,"LINESTRING (142.393562 -36.2507747, 142.3933919 -36.250774, 142.3920622 -36.2507688)",,,,
89784423,False,Jamouneau Street,residential,50,False,268.704,"LINESTRING (142.393562 -36.2507747, 142.3935137 -36.2484137, 142.3935177 -36.2483586)",,,,
89784423,False,Jamouneau Street,residential,50,True,272.705,"LINESTRING (142.393562 -36.2507747, 142.3935618 -36.2509106, 142.3935616 -36.2510723, 142.3935584 -36.2532272)",,,,
56188345,False,Anderson Street,residential,50,False,210.615,"LINESTRING (142.3920535 -36.2551159, 142.3920573 -36.2532218)",,,,
56188345,False,Anderson Street,residential,50,True,19.014,"LINESTRING (142.3920535 -36.2551159, 142.3920532 -36.2552869)",,,,
89784416,False,King Street,residential,,True,94.774,"LINESTRING (142.3920535 -36.2551159, 142.3909967 -36.2551308)",,,,
89784424,False,Devereux Street,residential,50,False,135.881,"LINESTRING (142.3964438 -36.2519984, 142.3964416 -36.2532204)",,,,
89784424,False,Devereux Street,residential,50,True,135.68,"LINESTRING (142.3964438 -36.2519984, 142.3964452 -36.2512752, 142.3964461 -36.2507782)",,,,
89784427,False,Shank Street,residential,50,True,126.423,"LINESTRING (142.3964438 -36.2519984, 142.3971699 -36.2520072, 142.3978535 -36.2520155)",,,,
97072491,False,Borung Highway,secondary,,False,213.458,"LINESTRING (142.4002343 -36.2532333, 142.3978538 -36.2532385)",C234,,,
97069281,False,Thomas Street,residential,50,False,136.202,"LINESTRING (142.4002343 -36.2532333, 142.4002341 -36.2533223, 142.4002332 -36.2538412, 142.4002321 -36.2544582)",,,,
97069281,False,Thomas Street,residential,50,True,136.38,"LINESTRING (142.4002343 -36.2532333, 142.4002345 -36.2531312, 142.4002354 -36.2526062, 142.4002365 -36.2520068)",,,,
89784424,False,Devereux Street,residential,50,True,135.881,"LINESTRING (142.3964416 -36.2532204, 142.3964438 -36.2519984)",,,,
97072491,False,Borung Highway,secondary,,False,102.82,"LINESTRING (142.3964416 -36.2532204, 142.395295 -36.2532304)",C234,,,
89784424,False,Devereux Street,residential,50,False,232.17600000000002,"LINESTRING (142.3964416 -36.2532204, 142.3964414 -36.253356, 142.3964378 -36.2553084)",,,,
97072491,False,Borung Highway,secondary,,True,126.64699999999999,"LINESTRING (142.3964416 -36.2532204, 142.3971459 -36.2532294, 142.3978538 -36.2532385)",C234,,,
89784416,False,King Street,residential,,False,94.774,"LINESTRING (142.3909967 -36.2551308, 142.3920535 -36.2551159)",,,,
89784416,False,King Street,residential,,True,86.089,"LINESTRING (142.3909967 -36.2551308, 142.3900366 -36.2551288)",,,,
89784418,False,Beggs Street,residential,50,True,212.361,"LINESTRING (142.3909967 -36.2551308, 142.3910016 -36.253221)",,,,
89784427,False,Shank Street,residential,50,False,213.687,"LINESTRING (142.4002365 -36.2520068, 142.3978535 -36.2520155)",,,,
97069281,False,Thomas Street,residential,50,False,136.38000000000002,"LINESTRING (142.4002365 -36.2520068, 142.4002354 -36.2526062, 142.4002345 -36.2531312, 142.4002343 -36.2532333)",,,,
97069281,False,Thomas Street,residential,50,True,117.689,"LINESTRING (142.4002365 -36.2520068, 142.4002376 -36.2513977, 142.4002384 -36.2509484)",,,,
89784424,False,Devereux Street,residential,50,False,135.68,"LINESTRING (142.3964461 -36.2507782, 142.3964452 -36.2512752, 142.3964438 -36.2519984)",,,,
89784424,False,Devereux Street,residential,50,True,272.43899999999996,"LINESTRING (142.3964461 -36.2507782, 142.3964494 -36.248914, 142.3964505 -36.2483281)",,,,
104090372,False,Woolcock Street,residential,,False,128.953,"LINESTRING (142.3964461 -36.2507782, 142.3971639 -36.250784, 142.3978841 -36.2507884)",,,,
104090372,False,Woolcock Street,residential,,True,104.452,"LINESTRING (142.3964461 -36.2507782, 142.3955796 -36.2507827, 142.3952813 -36.2507842)",,,,
89784419,False,Milbourne Street,residential,,False,213.075,"LINESTRING (142.3978542 -36.2553116, 142.4002305 -36.2553168)",,,,
89784419,False,Milbourne Street,residential,,True,127.004,"LINESTRING (142.3978542 -36.2553116, 142.3964378 -36.2553084)",,,,
219964781,False,Molyneaux Street,residential,50,True,93.993,"LINESTRING (142.3978542 -36.2553116, 142.397854 -36.2544663)",,,,
104090325,False,Phillips Street,residential,50,True,129.356,"LINESTRING (142.397893 -36.2483299, 142.3964505 -36.2483281)",,,,
56188344,False,Molyneaux Street,residential,50,False,273.377,"LINESTRING (142.397893 -36.2483299, 142.3978851 -36.2489075, 142.3978839 -36.2499546, 142.3978838 -36.2503543, 142.3978841 -36.2507884)",,,,
"[130024939, 104090325]",False,"['Phillips Street', 'Tarrant Street']",residential,50,False,354.67,"LINESTRING (142.397893 -36.2483299, 142.3981383 -36.2483303, 142.3982376 -36.2483376, 142.398315 -36.2483492, 142.3983783 -36.2483671, 142.3984382 -36.2483955, 142.3984954 -36.2484417, 142.3985875 -36.2485517, 142.3993685 -36.2496884, 142.4001152 -36.2507726)",,,,
89784418,False,Beggs Street,residential,50,False,212.361,"LINESTRING (142.3910016 -36.253221, 142.3909967 -36.2551308)",,,,
104090341,False,Lyle Street,secondary,,False,85.078,"LINESTRING (142.3910016 -36.253221, 142.3900528 -36.2532202)",C234,,,
104090341,False,Lyle Street,secondary,,True,94.664,"LINESTRING (142.3910016 -36.253221, 142.3920573 -36.2532218)",C234,,,
89784423,False,Jamouneau Street,residential,50,False,231.175,"LINESTRING (142.3935554 -36.2553062, 142.3935584 -36.2532272)",,,,
89784419,False,Milbourne Street,residential,,False,127.555,"LINESTRING (142.3935554 -36.2553062, 142.3942303 -36.255302, 142.3949779 -36.2552974)",,,,
89784419,False,Milbourne Street,residential,,True,134.714,"LINESTRING (142.3935554 -36.2553062, 142.3928158 -36.2552967, 142.3920532 -36.2552869)",,,,
104090341,False,Lyle Street,secondary,,True,85.078,"LINESTRING (142.3900528 -36.2532202, 142.3910016 -36.253221)",C234,,,
89784421,False,Campbell Street,residential,50,False,212.232,"LINESTRING (142.3900528 -36.2532202, 142.3900386 -36.254892, 142.3900366 -36.2551288)",,,,
97069281,False,Thomas Street,residential,50,False,117.689,"LINESTRING (142.4002384 -36.2509484, 142.4002376 -36.2513977, 142.4002365 -36.2520068)",,,,
