osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,width,access
243014970,Sussex Street,tertiary,50,False,True,118.833,"LINESTRING (151.2033934 -33.8668311, 151.2033914 -33.8669049, 151.2033913 -33.8669276, 151.2034445 -33.8673411, 151.203513 -33.8678945)",,,
527690684,Erskine Street,tertiary,40,False,False,89.20299999999999,"LINESTRING (151.2033934 -33.8668311, 151.2035218 -33.8668208, 151.2035552 -33.8668182, 151.2042427 -33.8667632, 151.2042772 -33.8667604, 151.2043551 -33.8667542)",4,12,
"[1097892514, 1186155111, 1186155112, 150290322, 150290323]",Sussex Street,tertiary,50,False,False,303.7149999999999,"LINESTRING (151.2033934 -33.8668311, 151.2033957 -33.8667229, 151.2033962 -33.8666974, 151.2033959 -33.8665734, 151.20339 -33.866447, 151.2033713 -33.8662258, 151.2033589 -33.8661275, 151.2032662 -33.8657448, 151.2032203 -33.8654465, 151.2031853 -33.8652177, 151.2031512 -33.8649575, 151.2031303 -33.8647334, 151.2030903 -33.8643074, 151.2030879 -33.8642783, 151.2030746 -33.8641168)",,,
"[129087878, 1186155109, 1186155110]",Erskine Street,tertiary,,False,True,75.93700000000001,"LINESTRING (151.2033934 -33.8668311, 151.2032715 -33.8668417, 151.2032376 -33.8668447, 151.203046 -33.8668625, 151.202812 -33.8668694, 151.2027338 -33.8668718, 151.2026987 -33.8668718, 151.2025732 -33.8668717)",4,12,
3190200,King Street,secondary,40,True,False,88.509,"LINESTRING (151.2036324 -33.868799, 151.2037127 -33.868792, 151.2044731 -33.8687871, 151.2045078 -33.8687861, 151.2045905 -33.8687837)",3,,
"[129194905, 243014970]",Sussex Street,tertiary,50,False,False,101.28,"LINESTRING (151.2036324 -33.868799, 151.2036296 -33.868746, 151.2036191 -33.8687144, 151.2036102 -33.8686876, 151.2035834 -33.8684692, 151.203513 -33.8678945)",,,
826184865,Sussex Street,tertiary,50,True,False,22.994,"LINESTRING (151.2036324 -33.868799, 151.2036369 -33.8688707, 151.2036454 -33.8690055)",4,,
"[901816996, 408466887, 152425771, 408466893, 816490712]",Elizabeth Street,primary,40,False,False,318.0720000000001,"LINESTRING (151.210757 -33.8663402, 151.2107467 -33.8664179, 151.210741 -33.8664606, 151.2106326 -33.8672999, 151.2105932 -33.8676016, 151.2105893 -33.8676341, 151.210585 -33.8676696, 151.2105801 -33.867711, 151.2105708 -33.8677874, 151.2105616 -33.8678658, 151.2105579 -33.8678965, 151.2105558 -33.8679137, 151.2105142 -33.8682617, 151.210449 -33.8689428, 151.2104325 -33.8690547, 151.2104281 -33.8690845, 151.2104241 -33.8691114, 151.2104191 -33.8691381, 151.210408 -33.8691855)","['5', '6']",,
235499634,Hunter Street,unclassified,40,False,False,66.69699999999999,"LINESTRING (151.210757 -33.8663402, 151.2106172 -33.8663191, 151.21058 -33.8663135, 151.2101574 -33.8662496, 151.2101293 -33.8662449, 151.210047 -33.8662299)",4,,
2077117,Lime Street,residential,40,False,False,115.514,"LINESTRING (151.2018345 -33.8669238, 151.201846 -33.8670331, 151.2018924 -33.8674718, 151.2019364 -33.8678879, 151.2019447 -33.8679586)",2,,
2077117,Lime Street,residential,40,False,True,119.96600000000001,"LINESTRING (151.2018345 -33.8669238, 151.2018163 -33.8668141, 151.2017703 -33.8663932, 151.2017285 -33.8660095, 151.2017255 -33.8659384, 151.2017251 -33.8658493)",2,,
129087878,Erskine Street,tertiary,,False,False,68.449,"LINESTRING (151.2018345 -33.8669238, 151.2024446 -33.8668808, 151.2024774 -33.8668785, 151.2025732 -33.8668717)",4,12,
