osmid,oneway,name,highway,reversed,length,geometry,maxspeed,lanes,junction,ref
4937259,True,Spencer Street,secondary,False,7.297,"LINESTRING (115.6392213 -33.3270587, 115.6392164 -33.3271242)",,,,
174763537,True,Stirling Street,secondary,False,52.698,"LINESTRING (115.6392213 -33.3270587, 115.6397885 -33.3270585)",,,,
62155705,True,Edward Street,residential,False,8.306,"LINESTRING (115.6392202 -33.3281858, 115.6391308 -33.3281852)",,,,
4937259,True,Spencer Street,secondary,False,62.162000000000006,"LINESTRING (115.6392202 -33.3281858, 115.6392152 -33.3285388, 115.6392413 -33.3287096, 115.6392157 -33.3287358)",,,,
172941652,True,Blair Street,primary,False,9.386,"LINESTRING (115.6419876 -33.329885, 115.6419449 -33.3298085)",60,,,
579707120,True,Blair Street,primary,False,9.878,"LINESTRING (115.6399965 -33.3245117, 115.6399224 -33.324448)",60,,,
5003324,True,Haley Street,tertiary,False,19.255,"LINESTRING (115.6399965 -33.3245117, 115.6399058 -33.3245647, 115.6398212 -33.3246036)",,,,
34596737,False,Symmons Street,secondary,False,12.267,"LINESTRING (115.6385868 -33.3232208, 115.6387162 -33.3231989)",,,,
34596737,False,Symmons Street,secondary,True,144.817,"LINESTRING (115.6385868 -33.3232208, 115.6384981 -33.3232346, 115.6382386 -33.3232536, 115.638005 -33.3232558, 115.6370307 -33.3232555)",,,,
34587413,False,Upper Esplanade,tertiary,False,98.58,"LINESTRING (115.6321133 -33.3244292, 115.6321244 -33.3253157)",,,,
34596748,False,Wellington Street,tertiary,True,239.46,"LINESTRING (115.6321133 -33.3244292, 115.6346904 -33.3244034)",,,,
34587413,False,Upper Esplanade,tertiary,True,111.863,"LINESTRING (115.6321133 -33.3244292, 115.6321014 -33.3236111, 115.6320206 -33.3234358)",,,,
174702469,True,Blair Street,primary,False,7.925,"LINESTRING (115.6410359 -33.3270754, 115.641015 -33.3271445)",60,,,
34596731,False,Stephen Street,tertiary,True,119.818,"LINESTRING (115.6355926 -33.3261945, 115.6368822 -33.3261887)",,,,
711422157,False,Wellington Street,tertiary,False,102.00099999999999,"LINESTRING (115.6355926 -33.3261945, 115.6355926 -33.3261597, 115.635595 -33.3261331, 115.6355931 -33.3257927, 115.6355891 -33.3253243, 115.6355872 -33.3252773)",,,,
34587413,False,Upper Esplanade,tertiary,True,98.58,"LINESTRING (115.6321244 -33.3253157, 115.6321133 -33.3244292)",,,,
4989982,False,Prinsep Street,tertiary,False,161.846,"LINESTRING (115.6321244 -33.3253157, 115.6328884 -33.3253123, 115.6338662 -33.3252983)",,2,,
711422157,False,Wellington Street,tertiary,False,91.807,"LINESTRING (115.6355872 -33.3252773, 115.6355688 -33.3244518)",,,,
4989982,False,Prinsep Street,tertiary,True,159.917,"LINESTRING (115.6355872 -33.3252773, 115.6347287 -33.3252874, 115.6338662 -33.3252983)",,2,,
34590773,False,Prinsep Street,tertiary,False,120.25800000000001,"LINESTRING (115.6355872 -33.3252773, 115.6363698 -33.3252653, 115.6368814 -33.325268)",,,,
711422157,False,Wellington Street,tertiary,True,102.00099999999999,"LINESTRING (115.6355872 -33.3252773, 115.6355891 -33.3253243, 115.6355931 -33.3257927, 115.635595 -33.3261331, 115.6355926 -33.3261597, 115.6355926 -33.3261945)",,,,
34590774,True,,tertiary,False,26.512,"LINESTRING (115.6387684 -33.3249883, 115.638725 -33.3249721, 115.6386911 -33.3249443, 115.6386708 -33.3249083, 115.6386668 -33.3248687, 115.6386795 -33.3248304, 115.6387074 -33.3247982)",,,roundabout,
"[617437028, 34596733]",False,"['Prinsep Street', 'Carmody Place']",tertiary,True,174.415,"LINESTRING (115.6387684 -33.3249883, 115.6387076 -33.3250958, 115.6386613 -33.3251737, 115.6386251 -33.3252118, 115.6385688 -33.3252416, 115.6384495 -33.3252556, 115.6378478 -33.3252614, 115.6370641 -33.3252704)",,,,
34590774,True,,tertiary,False,18.723000000000003,"LINESTRING (115.6387074 -33.3247982, 115.6387402 -33.3247787, 115.6387785 -33.3247682, 115.6388188 -33.3247676, 115.6388575 -33.3247771, 115.6388911 -33.3247957)",,,roundabout,
"[617437030, 34590775]",False,"['Wellington Street', 'Carmody Place']",tertiary,False,174.029,"LINESTRING (115.6387074 -33.3247982, 115.6385721 -33.3246947, 115.6383441 -33.3244683, 115.6382543 -33.324391, 115.638198 -33.3243607, 115.6381152 -33.3243473, 115.637111 -33.3243521, 115.63706 -33.3243542)",,,,
4996860,False,Molloy Street,residential,False,121.553,"LINESTRING (115.6346389 -33.3233111, 115.6346904 -33.3244034)",,,,
34587412,False,Symmons Street,secondary,False,74.674,"LINESTRING (115.6346389 -33.3233111, 115.6354409 -33.3232675)",,,,
34587412,False,Symmons Street,secondary,True,235.46499999999997,"LINESTRING (115.6346389 -33.3233111, 115.6329204 -33.3233481, 115.6321054 -33.3233626)",,,,
34596737,False,Symmons Street,secondary,True,12.267,"LINESTRING (115.6387162 -33.3231989, 115.6385868 -33.3232208)",,,,
579702798,True,Blair Street,primary,False,180.45,"LINESTRING (115.6387162 -33.3231989, 115.6387833 -33.323278, 115.6389446 -33.3234389, 115.6399417 -33.324299, 115.6399601 -33.3243152, 115.6400022 -33.3243544, 115.6400385 -33.3243856)",60,,,
