osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,junction
538379081,C604,Paynesville Road,secondary,60,False,False,101.123,"LINESTRING (147.7097515 -37.9059367, 147.7108852 -37.9061007)",,
538379088,C604,Paynesville Road,secondary,60,True,False,105.404,"LINESTRING (147.7097515 -37.9059367, 147.7087957 -37.9058537, 147.7085593 -37.9058219)",,
135615391,,Waterlily Way,residential,,False,True,93.3,"LINESTRING (147.7154618 -37.906399, 147.7144162 -37.906246)",,
135615393,,Magnolia Way,residential,,False,True,24.938,"LINESTRING (147.7144492 -37.9048945, 147.7141785 -37.9048261)",,
292670713,,Jacaranda Drive,residential,,False,False,156.481,"LINESTRING (147.7144492 -37.9048945, 147.7146673 -37.9049449, 147.7148078 -37.9049779, 147.7151821 -37.9051005, 147.715356 -37.9051641, 147.7155387 -37.9052346, 147.7159018 -37.9054028, 147.7160817 -37.9054467)",,
"[135615394, 538453973, 538453974]",,Toonalook Waters,residential,,False,True,144.92499999999998,"LINESTRING (147.7144492 -37.9048945, 147.7143363 -37.9051553, 147.7143069 -37.9052301, 147.7142906 -37.9052831, 147.7142793 -37.9053311, 147.714271 -37.9053836, 147.7142635 -37.9054327, 147.7142574 -37.9054853, 147.7142497 -37.9056182, 147.7142537 -37.9056748, 147.7142647 -37.9057603, 147.7142867 -37.9058667, 147.714328 -37.9060328, 147.7143355 -37.9060683, 147.7143403 -37.9061184, 147.7143387 -37.9061703)",yes,
135615389,,Camellia Close,residential,,False,True,28.428,"LINESTRING (147.7142457 -37.904576, 147.7141785 -37.9048261)",,
135615393,,Magnolia Way,residential,,False,False,98.187,"LINESTRING (147.7131465 -37.9045044, 147.7132956 -37.9045784, 147.7134446 -37.9046501, 147.7135903 -37.9046971, 147.7137272 -37.9047348, 147.7139235 -37.9047793, 147.7141785 -37.9048261)",,
135615462,,May Park Drive,residential,,False,True,285.322,"LINESTRING (147.7145437 -37.9109425, 147.7148189 -37.910706, 147.7148942 -37.9106168, 147.7149265 -37.9105459, 147.7149373 -37.9104453, 147.7149351 -37.910362, 147.7149284 -37.9084839)",,
814525663,,Ashley Street,residential,,False,False,260.543,"LINESTRING (147.7145437 -37.9109425, 147.7148705 -37.9112614, 147.7150615 -37.911451, 147.7152587 -37.9115871, 147.7154084 -37.9116706, 147.7155242 -37.9117236, 147.7156331 -37.9117628, 147.7157795 -37.9117936, 147.7170517 -37.9119745)",,
814525663,,Ashley Street,residential,,False,True,71.932,"LINESTRING (147.7145437 -37.9109425, 147.7143167 -37.910793, 147.7141165 -37.9106858, 147.7139946 -37.9106302, 147.7138673 -37.9105815)",,
594764103,,William Street,residential,,False,False,114.162,"LINESTRING (147.716181 -37.9099949, 147.7174604 -37.9101824)",,
135615462,,May Park Drive,residential,,False,False,285.322,"LINESTRING (147.7149284 -37.9084839, 147.7149351 -37.910362, 147.7149373 -37.9104453, 147.7149265 -37.9105459, 147.7148942 -37.9106168, 147.7148189 -37.910706, 147.7145437 -37.9109425)",,
814525663,,Ashley Street,residential,,False,True,17.228,"LINESTRING (147.7126603 -37.9103755, 147.7124673 -37.9103469)",,
135618744,,Hakea Court,residential,,False,True,135.756,"LINESTRING (147.7126603 -37.9103755, 147.7125758 -37.9107496, 147.7125541 -37.9108195, 147.7125058 -37.9108877, 147.7124199 -37.9109602, 147.7122532 -37.9110212, 147.7119281 -37.9111267, 147.7117136 -37.9111288)",,
814525663,,Ashley Street,residential,,False,False,108.637,"LINESTRING (147.7126603 -37.9103755, 147.7135213 -37.9104919, 147.7137077 -37.9105314, 147.7138673 -37.9105815)",,
135618744,,Hakea Court,residential,,False,False,135.75599999999997,"LINESTRING (147.7117136 -37.9111288, 147.7119281 -37.9111267, 147.7122532 -37.9110212, 147.7124199 -37.9109602, 147.7125058 -37.9108877, 147.7125541 -37.9108195, 147.7125758 -37.9107496, 147.7126603 -37.9103755)",,
135618743,,Waratah Avenue,residential,,False,True,181.838,"LINESTRING (147.7138673 -37.9105815, 147.7136369 -37.9109867, 147.7134077 -37.9113663, 147.713067 -37.9118001, 147.7129064 -37.9120276)",,
