osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge
172579945,True,2,A1,Stuart Highway,trunk,60,False,138.062,"LINESTRING (132.2611189 -14.4636565, 132.2621248 -14.4644265)",,
734020215,False,,A1,Victoria Highway,trunk,60,True,19.267,"LINESTRING (132.2611189 -14.4636565, 132.2610168 -14.4637988)",,
958980613,False,1,,Giles Street,secondary,60,False,15.012,"LINESTRING (132.2637162 -14.4656659, 132.2636382 -14.4657778)",,
763166091,True,2,A1,Stuart Highway,trunk,60,False,217.89,"LINESTRING (132.2637162 -14.4656659, 132.264373 -14.4661218, 132.2649344 -14.4665114, 132.2652557 -14.466729, 132.2653645 -14.4668027)",,
958980611,True,,,Giles Street,secondary,,False,78.381,"LINESTRING (132.2637162 -14.4656659, 132.263708 -14.4655923, 132.2637954 -14.4654801, 132.2639661 -14.4652735, 132.264146 -14.4651299)",,
174252040,False,,,Fourth Street,unclassified,,True,128.791,"LINESTRING (132.267274 -14.4611818, 132.2682107 -14.4619021)",,
174252045,False,,,Fourth Street,unclassified,,True,24.23,"LINESTRING (132.267274 -14.4611818, 132.2670976 -14.4610465)",,
958980576,False,1,,Giles Street,secondary,60,True,25.861,"LINESTRING (132.267274 -14.4611818, 132.2673841 -14.4609751)",,
958980576,False,1,,Giles Street,secondary,60,False,26.174,"LINESTRING (132.267274 -14.4611818, 132.2672183 -14.4612555, 132.2671305 -14.4613718)",,
763165511,False,1,,Giles Street,secondary,60,True,59.532,"LINESTRING (132.2632677 -14.4661752, 132.2636382 -14.4657778)",,
26563703,False,,,Railway Terrace,secondary,50,False,222.87399999999997,"LINESTRING (132.2632677 -14.4661752, 132.263582 -14.4664234, 132.2636351 -14.4664584, 132.2639825 -14.4666872, 132.2641694 -14.4668103, 132.2648873 -14.4672425, 132.264911 -14.4672533, 132.2649388 -14.4672601, 132.2649633 -14.4672587, 132.2649919 -14.4672528)",,
26563703,False,,,Railway Terrace,secondary,50,True,350.626,"LINESTRING (132.2632677 -14.4661752, 132.262586 -14.4656355, 132.2607285 -14.464201)",,
174252037,False,,,Warburton Street,residential,,True,130.23,"LINESTRING (132.2638888 -14.4622519, 132.2631355 -14.4631682)",,
174252053,False,,,Second Street,unclassified,,True,173.872,"LINESTRING (132.2638888 -14.4622519, 132.2651806 -14.4631902)",,
174252053,False,,,Second Street,unclassified,,False,145.542,"LINESTRING (132.2638888 -14.4622519, 132.2632246 -14.4616951, 132.2630706 -14.4615306, 132.2629679 -14.4613164)",,
26563926,False,,,First Street,tertiary,,False,127.97200000000001,"LINESTRING (132.2608878 -14.4617341, 132.261047 -14.4618362, 132.2618138 -14.4624541)",,
174252027,False,,,O'Shea Terrace,tertiary,,False,89.13600000000001,"LINESTRING (132.2608878 -14.4617341, 132.2610279 -14.4616366, 132.261491 -14.461251, 132.2615234 -14.4612214)",,
174252027,False,,,O'Shea Terrace,tertiary,,True,138.316,"LINESTRING (132.2608878 -14.4617341, 132.2606853 -14.4619188, 132.260561 -14.4621002, 132.2604939 -14.462249, 132.2603889 -14.4626965, 132.2603682 -14.4627845, 132.2603541 -14.4628277)",,
134007923,False,,A1,Victoria Highway,trunk,60,False,59.625,"LINESTRING (132.260319 -14.4659764, 132.2603946 -14.4654452)",,
134007923,False,,A1,Victoria Highway,trunk,60,True,116.952,"LINESTRING (132.260319 -14.4659764, 132.2602373 -14.4666356, 132.2601463 -14.4670133)",,
134007923,False,,A1,Victoria Highway,trunk,60,True,104.338,"LINESTRING (132.2601463 -14.4670133, 132.2598666 -14.4679117)",,
134007923,False,,A1,Victoria Highway,trunk,60,False,116.952,"LINESTRING (132.2601463 -14.4670133, 132.2602373 -14.4666356, 132.260319 -14.4659764)",,
134007923,False,,A1,Victoria Highway,trunk,60,False,104.338,"LINESTRING (132.2598666 -14.4679117, 132.2601463 -14.4670133)",,
134007923,False,,A1,Victoria Highway,trunk,60,True,110.528,"LINESTRING (132.2598666 -14.4679117, 132.259547 -14.4688563)",,
134007923,False,,A1,Victoria Highway,trunk,60,False,110.528,"LINESTRING (132.259547 -14.4688563, 132.2598666 -14.4679117)",,
32108699,True,,,,tertiary,,False,14.476,"LINESTRING (132.2662548 -14.4658519, 132.2662352 -14.4658703, 132.2662109 -14.4658823, 132.266184 -14.4658869, 132.2661569 -14.4658838, 132.2661337 -14.4658741)",roundabout,
"[174252051, 958160771, 958160772]",False,,,First Street,tertiary,,True,127.796,"LINESTRING (132.2662548 -14.4658519, 132.2663767 -14.4659838, 132.2666949 -14.4662107, 132.2668672 -14.466315, 132.2672191 -14.4665106)",,yes
32108699,True,,,,tertiary,,False,10.365,"LINESTRING (132.2661822 -14.4657077, 132.266209 -14.4657118, 132.2662334 -14.4657232, 132.2662552 -14.4657432, 132.2662608 -14.4657535)",roundabout,
965235349,True,,,Lindsay Street,tertiary,,False,18.242,"LINESTRING (132.2661822 -14.4657077, 132.2661969 -14.4656984, 132.2662152 -14.4656826, 132.2662366 -14.465659, 132.2662589 -14.4656344, 132.2662874 -14.4656177, 132.2663139 -14.4656096)",,
572413349,True,2,A1,Stuart Highway,trunk,60,False,61.617,"LINESTRING (132.2596757 -14.4625289, 132.2601213 -14.4628766)",,
174252027,False,,,O'Shea Terrace,tertiary,,False,21.431,"LINESTRING (132.2602942 -14.4630115, 132.2603541 -14.4628277)",,
174252027,False,,,O'Shea Terrace,tertiary,,True,17.61,"LINESTRING (132.2602942 -14.4630115, 132.2602104 -14.4631475)",,
679355078,True,2,A1,Stuart Highway,trunk,60,False,114.143,"LINESTRING (132.2602942 -14.4630115, 132.2603916 -14.4630877, 132.2607142 -14.4633399, 132.2611189 -14.4636565)",,
174252027,False,,,O'Shea Terrace,tertiary,,False,17.61,"LINESTRING (132.2602104 -14.4631475, 132.2602942 -14.4630115)",,
