osmid,oneway,ref,name,highway,reversed,length,bridge,geometry,lanes
23001882,True,62,Gray Street,primary,False,128.417,,"LINESTRING (144.2003268 -20.8437952, 144.2005742 -20.8426637)",
555951603,True,A6,Stansfield Street,trunk,False,14.558,,"LINESTRING (144.2003268 -20.8437952, 144.2004645 -20.8438193)",
28579064,True,A6,Gray Street,trunk,False,18.289,,"LINESTRING (144.1998587 -20.8465036, 144.1998641 -20.8463392)",
824100884,True,62,Gray Street,primary,False,16.025,,"LINESTRING (144.2010913 -20.841306, 144.2010153 -20.8414314)",
"[28579072, 28601637, 28601638]",False,62,Kennedy Developmental Road,primary,False,252.45600000000002,yes,"LINESTRING (144.2010913 -20.841306, 144.2013633 -20.8409893, 144.2023507 -20.8398186, 144.2025993 -20.839526)",
28574722,True,,Stansfield Street,residential,False,226.62600000000003,,"LINESTRING (144.2047312 -20.8447559, 144.204614 -20.8447072, 144.2044649 -20.8446549, 144.2043429 -20.8446301, 144.2042795 -20.844618, 144.2026043 -20.8443277)",
555951501,True,,Stansfield Street,trunk,False,14.591,,"LINESTRING (144.2004382 -20.8439522, 144.2003001 -20.8439285)",
762855559,True,A6;62,Gray Street,trunk,False,132.03,,"LINESTRING (144.2004382 -20.8439522, 144.2002073 -20.8451198)",
28574736,True,A6,Stansfield Street,trunk,False,122.336,,"LINESTRING (144.2003001 -20.8439285, 144.1991426 -20.8437279)",
555951523,True,62,Gray Street,primary,False,15.08,,"LINESTRING (144.2003001 -20.8439285, 144.2003268 -20.8437952)",
28574737,True,,Stansfield Street,residential,False,228.889,,"LINESTRING (144.2004645 -20.8438193, 144.2026287 -20.844202)",
555951741,True,A6;62,Gray Street,trunk,False,15.028,,"LINESTRING (144.2004645 -20.8438193, 144.2004382 -20.8439522)",
28574728,False,,Flynn Street,residential,True,130.462,,"LINESTRING (144.1959222 -20.8430111, 144.1961585 -20.8418588)",
28660386,False,,Flynn Street,residential,False,17.228,,"LINESTRING (144.1959222 -20.8430111, 144.1958929 -20.8431636)",
795267764,True,A6,Stansfield Street,trunk,False,234.024,,"LINESTRING (144.1959222 -20.8430111, 144.196013 -20.8430285, 144.1981343 -20.8434055)",
28660386,False,,Flynn Street,residential,False,134.031,,"LINESTRING (144.1958929 -20.8431636, 144.1956391 -20.8443454)",
28660386,False,,Flynn Street,residential,True,17.228,,"LINESTRING (144.1958929 -20.8431636, 144.1959222 -20.8430111)",
28574728,False,,Flynn Street,residential,False,20.729,,"LINESTRING (144.196196 -20.8416757, 144.1961585 -20.8418588)",
28574728,False,,Flynn Street,residential,True,119.403,,"LINESTRING (144.196196 -20.8416757, 144.1963881 -20.840617)",
28574739,True,,Brodie Street,residential,False,86.625,,"LINESTRING (144.196196 -20.8416757, 144.197014 -20.8418256)",1
28574738,True,,Brodie Street,residential,False,188.573,,"LINESTRING (144.2046283 -20.8434032, 144.2028433 -20.843098)",1
28574742,True,,Hardwicke Street,residential,False,5.15,,"LINESTRING (144.2009692 -20.8414144, 144.2010153 -20.8414314)",
795267765,True,62,Gray Street,primary,False,17.527,,"LINESTRING (144.2009692 -20.8414144, 144.2010073 -20.8413749, 144.2010913 -20.841306)",
28574749,False,,Comyn Street,residential,True,150.512,,"LINESTRING (144.2023739 -20.8421883, 144.2022507 -20.8421743, 144.202109 -20.8421488, 144.2020184 -20.8421279, 144.2019486 -20.8421023, 144.2018905 -20.8420767, 144.2018092 -20.8420233, 144.201147 -20.8415282)",
28574749,False,,Comyn Street,residential,False,150.512,,"LINESTRING (144.201147 -20.8415282, 144.2018092 -20.8420233, 144.2018905 -20.8420767, 144.2019486 -20.8421023, 144.2020184 -20.8421279, 144.202109 -20.8421488, 144.2022507 -20.8421743, 144.2023739 -20.8421883)",
824100885,True,,Comyn Street,residential,False,17.867,,"LINESTRING (144.201147 -20.8415282, 144.2010593 -20.841491, 144.2009859 -20.841474)",
28574746,False,,Hardwicke Street,residential,False,235.143,,"LINESTRING (144.198613 -20.8410021, 144.1963881 -20.840617)",
28574755,False,,Resolution Street,residential,False,121.844,,"LINESTRING (144.198613 -20.8410021, 144.1983941 -20.8420786)",
28574755,False,,Resolution Street,residential,True,126.442,,"LINESTRING (144.198613 -20.8410021, 144.1988311 -20.8398834)",
28574742,True,,Hardwicke Street,residential,False,249.528,,"LINESTRING (144.198613 -20.8410021, 144.1987685 -20.8409995, 144.2007389 -20.8413591, 144.2008877 -20.8413899, 144.2009692 -20.8414144)",
28574728,False,,Flynn Street,residential,False,119.403,,"LINESTRING (144.1963881 -20.840617, 144.196196 -20.8416757)",
28574728,False,,Flynn Street,residential,True,129.499,,"LINESTRING (144.1963881 -20.840617, 144.1966088 -20.8394708)",
28574746,False,,Hardwicke Street,residential,True,235.143,,"LINESTRING (144.1963881 -20.840617, 144.198613 -20.8410021)",
28574758,False,,Uhr Street,residential,True,276.117,,"LINESTRING (144.2007161 -20.841161, 144.2006355 -20.8410096, 144.1989428 -20.8393207)",
28574753,False,,Voss Street,residential,True,158.078,,"LINESTRING (144.1983057 -20.8386839, 144.1968153 -20.8383996)",
28574758,False,,Uhr Street,residential,False,96.94,,"LINESTRING (144.1983057 -20.8386839, 144.1989428 -20.8393207)",
28574728,False,,Flynn Street,residential,False,121.03,,"LINESTRING (144.1968153 -20.8383996, 144.1966088 -20.8394708)",
28574753,False,,Voss Street,residential,False,158.078,,"LINESTRING (144.1968153 -20.8383996, 144.1983057 -20.8386839)",
28574728,False,,Flynn Street,residential,False,129.499,,"LINESTRING (144.1966088 -20.8394708, 144.1963881 -20.840617)",
28574728,False,,Flynn Street,residential,True,121.03,,"LINESTRING (144.1966088 -20.8394708, 144.1968153 -20.8383996)",
28574754,False,,Goldring Street,residential,False,235.456,,"LINESTRING (144.1966088 -20.8394708, 144.1988311 -20.8398834)",
28574755,False,,Resolution Street,residential,False,63.637,,"LINESTRING (144.1989428 -20.8393207, 144.1988311 -20.8398834)",
28574758,False,,Uhr Street,residential,True,96.94,,"LINESTRING (144.1989428 -20.8393207, 144.1983057 -20.8386839)",
28574758,False,,Uhr Street,residential,False,276.117,,"LINESTRING (144.1989428 -20.8393207, 144.2006355 -20.8410096, 144.2007161 -20.841161)",
28574754,False,,Goldring Street,residential,True,235.456,,"LINESTRING (144.1988311 -20.8398834, 144.1966088 -20.8394708)",
28574755,False,,Resolution Street,residential,False,126.442,,"LINESTRING (144.1988311 -20.8398834, 144.198613 -20.8410021)",
28574755,False,,Resolution Street,residential,True,63.637,,"LINESTRING (144.1988311 -20.8398834, 144.1989428 -20.8393207)",
28574738,True,,Brodie Street,residential,False,227.547,,"LINESTRING (144.2028433 -20.843098, 144.2006979 -20.8426886)",1
28579053,False,,Flinders Street,residential,False,124.769,,"LINESTRING (144.2028433 -20.843098, 144.2026287 -20.844202)",
28579053,False,,Flinders Street,residential,True,15.856,,"LINESTRING (144.2028433 -20.843098, 144.20287 -20.8429576)",
28574739,True,,Brodie Street,residential,False,188.525,,"LINESTRING (144.20287 -20.8429576, 144.2046529 -20.843271)",1
28579053,False,,Flinders Street,residential,False,15.856,,"LINESTRING (144.20287 -20.8429576, 144.2028433 -20.843098)",
28579053,False,,Flinders Street,residential,False,14.205,,"LINESTRING (144.2026287 -20.844202, 144.2026043 -20.8443277)",
28579053,False,,Flinders Street,residential,True,124.769,,"LINESTRING (144.2026287 -20.844202, 144.2028433 -20.843098)",
28574737,True,,Stansfield Street,residential,False,229.03199999999998,,"LINESTRING (144.2026287 -20.844202, 144.2040709 -20.8444569, 144.2041747 -20.8444818, 144.2043699 -20.844578, 144.2047312 -20.8447559)",
28574722,True,,Stansfield Street,residential,False,228.936,,"LINESTRING (144.2026043 -20.8443277, 144.2004382 -20.8439522)",
28579053,False,,Flinders Street,residential,False,132.71,,"LINESTRING (144.2026043 -20.8443277, 144.2023762 -20.845502)",
28579053,False,,Flinders Street,residential,True,14.205,,"LINESTRING (144.2026043 -20.8443277, 144.2026287 -20.844202)",
28579053,False,,Flinders Street,residential,True,125.89,,"LINESTRING (144.2021341 -20.8467161, 144.2023566 -20.8456032)",
28601633,False,,Moran Street,residential,True,233.407,,"LINESTRING (144.2021341 -20.8467161, 144.2001889 -20.8463634, 144.1999282 -20.8463209)",
28601638,False,62,Kennedy Developmental Road,primary,False,123.08600000000001,,"LINESTRING (144.2025993 -20.839526, 144.202732 -20.8393494, 144.202859 -20.8391511, 144.2029627 -20.8389833, 144.2030617 -20.8388021, 144.2031832 -20.8385651)",
"[28579072, 28601637, 28601638]",False,62,Kennedy Developmental Road,primary,True,252.45600000000002,yes,"LINESTRING (144.2025993 -20.839526, 144.2023507 -20.8398186, 144.2013633 -20.8409893, 144.2010913 -20.841306)",
28601638,False,62,Kennedy Developmental Road,primary,True,123.086,,"LINESTRING (144.2031832 -20.8385651, 144.2030617 -20.8388021, 144.2029627 -20.8389833, 144.202859 -20.8391511, 144.202732 -20.8393494, 144.2025993 -20.839526)",
28574755,False,,Resolution Street,residential,False,19.176,,"LINESTRING (144.1983941 -20.8420786, 144.1983637 -20.8422487)",
28574755,False,,Resolution Street,residential,True,121.844,,"LINESTRING (144.1983941 -20.8420786, 144.198613 -20.8410021)",
28574739,True,,Brodie Street,residential,False,234.917,,"LINESTRING (144.1983941 -20.8420786, 144.1987239 -20.84215, 144.2006048 -20.8425197)",1
28574738,True,,Brodie Street,residential,False,79.745,,"LINESTRING (144.1983637 -20.8422487, 144.1976097 -20.8421154)",1
28574755,False,,Resolution Street,residential,False,130.821,,"LINESTRING (144.1983637 -20.8422487, 144.1981343 -20.8434055)",
28574755,False,,Resolution Street,residential,True,19.176,,"LINESTRING (144.1983637 -20.8422487, 144.1983941 -20.8420786)",
28574743,True,,Hardwicke Street,residential,False,6.251,,"LINESTRING (144.2009859 -20.841474, 144.2009294 -20.8414547)",
28574716,True,62,Gray Street,primary,False,122.939,,"LINESTRING (144.2009859 -20.841474, 144.2009512 -20.841533, 144.2009228 -20.8415897, 144.2008877 -20.8416865, 144.200846 -20.8418934, 144.2007188 -20.8425456)",
795267765,True,62,Gray Street,primary,False,6.098,,"LINESTRING (144.2009294 -20.8414547, 144.2009692 -20.8414144)",
28574743,True,,Hardwicke Street,residential,False,246.23999999999998,,"LINESTRING (144.2009294 -20.8414547, 144.200796 -20.8414301, 144.2005759 -20.8413839, 144.1987481 -20.8410556, 144.198613 -20.8410021)",
28579071,True,A6,Gray Street,trunk,False,21.561,,"LINESTRING (144.1999282 -20.8463209, 144.1998587 -20.8465036)",
28601632,True,,Moran Street,residential,False,6.965,,"LINESTRING (144.1999282 -20.8463209, 144.1998641 -20.8463392)",1
28601633,False,,Moran Street,residential,False,233.407,,"LINESTRING (144.1999282 -20.8463209, 144.2001889 -20.8463634, 144.2021341 -20.8467161)",
28580225,True,,Moran Street,residential,False,7.016,,"LINESTRING (144.1998617 -20.84631, 144.1999282 -20.8463209)",1
28579064,True,A6,Gray Street,trunk,False,127.171,,"LINESTRING (144.1998617 -20.84631, 144.1998659 -20.8460867, 144.2000478 -20.8451822)",
28580225,True,,Moran Street,residential,False,235.756,,"LINESTRING (144.1976238 -20.8459705, 144.1978074 -20.8459771, 144.1979138 -20.8459923, 144.1998617 -20.84631)",1
711649930,False,62,Resolution Street,primary,True,134.711,,"LINESTRING (144.1976238 -20.8459705, 144.1976469 -20.8458633, 144.197857 -20.8447788)",
28574755,False,,Resolution Street,residential,True,130.821,,"LINESTRING (144.1981343 -20.8434055, 144.1983637 -20.8422487)",
28580221,False,,Resolution Street,residential,False,16.138,,"LINESTRING (144.1981343 -20.8434055, 144.198106 -20.8435482)",
795267764,True,A6,Stansfield Street,trunk,False,109.49,,"LINESTRING (144.1981343 -20.8434055, 144.1991697 -20.8435878)",
28574736,True,A6,Stansfield Street,trunk,False,233.924,,"LINESTRING (144.198106 -20.8435482, 144.1958929 -20.8431636)",
28580221,False,,Resolution Street,residential,False,131.261,,"LINESTRING (144.198106 -20.8435482, 144.1978747 -20.8447087)",
