osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,lanes
178135656,False,Blackwell Street,residential,,True,210.065,,"LINESTRING (138.9188116 -34.3424845, 138.9195598 -34.341544, 138.9200478 -34.340895)",
178135663,False,Christchurch Street,residential,,False,155.711,,"LINESTRING (138.9200572 -34.3425673, 138.920957 -34.3413803)",
"[178135730, 270519691]",False,"['Branson Crescent', 'Strickland Street']",residential,,False,150.25799999999998,,"LINESTRING (138.9200572 -34.3425673, 138.9203706 -34.3427261, 138.9203974 -34.3427501, 138.9204219 -34.3427704, 138.9204309 -34.342798, 138.9204242 -34.342822, 138.9203884 -34.3428626, 138.9201874 -34.3431226, 138.9201763 -34.343154, 138.9201785 -34.343189, 138.9201874 -34.3432167, 138.9202098 -34.3432406, 138.9206677 -34.3434807)",
270519691,False,Branson Crescent,residential,,True,93.32900000000001,,"LINESTRING (138.9200572 -34.3425673, 138.91981 -34.3424421, 138.9197631 -34.3424237, 138.9197251 -34.3424108, 138.9196916 -34.3424089, 138.9196626 -34.3424126, 138.9196291 -34.3424237, 138.9192628 -34.3426321, 138.9192181 -34.3426726, 138.9192063 -34.3426892)",
178135696,False,Mary Street,residential,,True,105.08600000000001,,"LINESTRING (138.9212619 -34.3426735, 138.920815 -34.3432554, 138.9206677 -34.3434807)",
177974036,False,Crase Street,residential,,True,42.816,,"LINESTRING (138.9192063 -34.3426892, 138.9189816 -34.3425799, 138.9188116 -34.3424845)",
178135657,False,Branson Crescent,residential,,True,133.869,,"LINESTRING (138.9192063 -34.3426892, 138.9191958 -34.342704, 138.9191779 -34.3427593, 138.9191779 -34.3428312, 138.9191891 -34.3429105, 138.9191823 -34.3429585, 138.9191622 -34.3430046, 138.9191131 -34.3430802, 138.918599 -34.343752)",
270519691,False,Branson Crescent,residential,,False,93.329,,"LINESTRING (138.9192063 -34.3426892, 138.9192181 -34.3426726, 138.9192628 -34.3426321, 138.9196291 -34.3424237, 138.9196626 -34.3424126, 138.9196916 -34.3424089, 138.9197251 -34.3424108, 138.9197631 -34.3424237, 138.91981 -34.3424421, 138.9200572 -34.3425673)",
178135661,False,Chapel Street,residential,,True,74.392,,"LINESTRING (138.9166811 -34.3427793, 138.9159969 -34.3424209)",
178135740,False,White Street,residential,,True,131.551,,"LINESTRING (138.9166811 -34.3427793, 138.9174427 -34.3417772)",
178135661,False,Chapel Street,residential,,False,91.09299999999999,,"LINESTRING (138.9166811 -34.3427793, 138.9171007 -34.3429991, 138.9175219 -34.3432142)",
178135661,False,Chapel Street,residential,,False,59.073,,"LINESTRING (138.9175219 -34.3432142, 138.918069 -34.3434938)",
178135712,False,Oldham Street,residential,,True,131.205,,"LINESTRING (138.9175219 -34.3432142, 138.9182847 -34.3422164)",
178135661,False,Chapel Street,residential,,True,91.09299999999999,,"LINESTRING (138.9175219 -34.3432142, 138.9171007 -34.3429991, 138.9166811 -34.3427793)",
178135695,False,Mary Street,residential,,True,125.272,,"LINESTRING (138.9206677 -34.3434807, 138.9199495 -34.3444386)",
178135696,False,Mary Street,residential,,False,105.08600000000001,,"LINESTRING (138.9206677 -34.3434807, 138.920815 -34.3432554, 138.9212619 -34.3426735)",
"[178135730, 270519691]",False,"['Branson Crescent', 'Strickland Street']",residential,,True,150.258,,"LINESTRING (138.9206677 -34.3434807, 138.9202098 -34.3432406, 138.9201874 -34.3432167, 138.9201785 -34.343189, 138.9201763 -34.343154, 138.9201874 -34.3431226, 138.9203884 -34.3428626, 138.9204242 -34.342822, 138.9204309 -34.342798, 138.9204219 -34.3427704, 138.9203974 -34.3427501, 138.9203706 -34.3427261, 138.9200572 -34.3425673)",
178135655,False,Blackwell Street,residential,,True,131.315,,"LINESTRING (138.918069 -34.3434938, 138.9188116 -34.3424845)",
178135661,False,Chapel Street,residential,,True,59.073,,"LINESTRING (138.918069 -34.3434938, 138.9175219 -34.3432142)",
178135661,False,Chapel Street,residential,,False,56.509,,"LINESTRING (138.918069 -34.3434938, 138.9183135 -34.3436187, 138.918599 -34.343752)",
270519692,False,Bagot Street,residential,,False,12.894,,"LINESTRING (138.918599 -34.343752, 138.9187213 -34.343809)",2
178135657,False,Branson Crescent,residential,,False,133.869,,"LINESTRING (138.918599 -34.343752, 138.9191131 -34.3430802, 138.9191622 -34.3430046, 138.9191823 -34.3429585, 138.9191891 -34.3429105, 138.9191779 -34.3428312, 138.9191779 -34.3427593, 138.9191958 -34.342704, 138.9192063 -34.3426892)",
178135661,False,Chapel Street,residential,,True,56.509,,"LINESTRING (138.918599 -34.343752, 138.9183135 -34.3436187, 138.918069 -34.3434938)",
270519692,False,Bagot Street,residential,,True,12.894,,"LINESTRING (138.9187213 -34.343809, 138.918599 -34.343752)",2
270519693,False,Bagot Street,residential,,False,132.738,,"LINESTRING (138.9187213 -34.343809, 138.9188429 -34.3438658, 138.9199495 -34.3444386)",2
178135695,False,Mary Street,residential,,False,125.272,,"LINESTRING (138.9199495 -34.3444386, 138.9206677 -34.3434807)",
270519693,False,Bagot Street,residential,,True,132.738,,"LINESTRING (138.9199495 -34.3444386, 138.9188429 -34.3438658, 138.9187213 -34.343809)",2
177974023,False,Blyth Street,residential,,False,98.318,,"LINESTRING (138.9142612 -34.3389222, 138.9148258 -34.3381709)",
177974023,False,Blyth Street,residential,,True,130.102,,"LINESTRING (138.9142612 -34.3389222, 138.9135141 -34.3399164)",
261315361,False,Beck Street,residential,,False,100.155,,"LINESTRING (138.9142612 -34.3389222, 138.9133359 -34.3384452)",
261315361,False,Beck Street,residential,,True,114.979,,"LINESTRING (138.9142612 -34.3389222, 138.9150959 -34.3393524, 138.9153224 -34.3394712)",
287032061,False,Alfred Street,residential,,False,29.627000000000002,,"LINESTRING (138.9152536 -34.33684, 138.9153421 -34.3368802, 138.9154538 -34.3369308, 138.9155248 -34.336982)",
