osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction
1125598486,False,2,A6,Main Street,trunk,50,True,7.892,"LINESTRING (147.0505035 -43.0269926, 147.0505399 -43.0269268)",
232214372,False,,,Heron Street,residential,,True,60.218,"LINESTRING (147.0505035 -43.0269926, 147.0504093 -43.0269578, 147.0499374 -43.0266469)",
"[765547676, 1125598486]",False,2,A6,Main Street,trunk,50,False,425.28499999999997,"LINESTRING (147.0505035 -43.0269926, 147.0504272 -43.0271375, 147.0500112 -43.0279271, 147.0499861 -43.0279748, 147.0496683 -43.0285784, 147.0496384 -43.0286352, 147.0492835 -43.0293159, 147.0491532 -43.0295657, 147.0490508 -43.0297471, 147.0488878 -43.0300357, 147.0486101 -43.0305579)",
198720536,False,2,A6,Main Street,trunk,50,True,174.13400000000001,"LINESTRING (147.0470948 -43.0329678, 147.0475663 -43.0322284, 147.0478574 -43.0317719, 147.0479999 -43.0315484)",
198721650,False,,,Short Street,residential,,True,203.01899999999998,"LINESTRING (147.0470948 -43.0329678, 147.0469707 -43.032885, 147.0468178 -43.0327834, 147.0466075 -43.0326117, 147.0462763 -43.0323299, 147.0459216 -43.0319848, 147.0458061 -43.0318538, 147.045635 -43.0315136)",
23926228,False,,,Tennis Court Road,residential,,False,310.461,"LINESTRING (147.0466647 -43.0279584, 147.0475779 -43.0277454, 147.0476157 -43.027735, 147.0487115 -43.0274346, 147.048773 -43.0274177, 147.0489843 -43.0273425, 147.0491664 -43.0272414, 147.0496747 -43.0268426, 147.0499374 -43.0266469)",
198720543,False,,C620,Wilmot Road,secondary,,False,317.197,"LINESTRING (147.0466647 -43.0279584, 147.0475049 -43.0295801, 147.0477754 -43.030088, 147.0480485 -43.0306256)",
23926228,False,,,Tennis Court Road,residential,,True,310.461,"LINESTRING (147.0499374 -43.0266469, 147.0496747 -43.0268426, 147.0491664 -43.0272414, 147.0489843 -43.0273425, 147.048773 -43.0274177, 147.0487115 -43.0274346, 147.0476157 -43.027735, 147.0475779 -43.0277454, 147.0466647 -43.0279584)",
232214372,False,,,Heron Street,residential,,False,60.218,"LINESTRING (147.0499374 -43.0266469, 147.0504093 -43.0269578, 147.0505035 -43.0269926)",
1125598486,False,2,A6,Main Street,trunk,50,False,7.892,"LINESTRING (147.0505399 -43.0269268, 147.0505035 -43.0269926)",
41949675,False,,,Shield Street,residential,,False,156.68099999999998,"LINESTRING (147.0505399 -43.0269268, 147.0513266 -43.0273075, 147.0517597 -43.0275436, 147.0520912 -43.0277593)",
41949675,False,,,Shield Street,residential,,False,260.549,"LINESTRING (147.0520912 -43.0277593, 147.0520947 -43.0280005, 147.0520657 -43.0282422, 147.0520386 -43.0284083, 147.0520553 -43.0285265, 147.0521909 -43.0288507, 147.0526754 -43.030033)",
41949675,False,,,Shield Street,residential,,True,156.68099999999998,"LINESTRING (147.0520912 -43.0277593, 147.0517597 -43.0275436, 147.0513266 -43.0273075, 147.0505399 -43.0269268)",
198720550,False,,,Oak Street,residential,,False,325.536,"LINESTRING (147.0520912 -43.0277593, 147.0523087 -43.0276792, 147.0525782 -43.0276028, 147.0527237 -43.0275973, 147.0531146 -43.0277514, 147.0532705 -43.0278724, 147.0540146 -43.0297355)",
198720549,False,,,Sale Street,residential,,False,83.913,"LINESTRING (147.0540146 -43.0297355, 147.0550087 -43.029532)",
198720549,False,,,Sale Street,residential,,True,113.77,"LINESTRING (147.0540146 -43.0297355, 147.0526754 -43.030033)",
198720550,False,,,Oak Street,residential,,True,325.536,"LINESTRING (147.0540146 -43.0297355, 147.0532705 -43.0278724, 147.0531146 -43.0277514, 147.0527237 -43.0275973, 147.0525782 -43.0276028, 147.0523087 -43.0276792, 147.0520912 -43.0277593)",
41949676,False,,,Tutton Avenue,residential,,False,184.482,"LINESTRING (147.0547252 -43.0278517, 147.0553617 -43.0294442)",
41949676,False,,,Tutton Avenue,residential,,True,184.482,"LINESTRING (147.0553617 -43.0294442, 147.0547252 -43.0278517)",
198720549,False,,,Sale Street,residential,,True,30.309,"LINESTRING (147.0553617 -43.0294442, 147.0550087 -43.029532)",
198720549,False,,,Sale Street,residential,,False,113.77,"LINESTRING (147.0526754 -43.030033, 147.0540146 -43.0297355)",
41949675,False,,,Shield Street,residential,,True,260.549,"LINESTRING (147.0526754 -43.030033, 147.0521909 -43.0288507, 147.0520553 -43.0285265, 147.0520386 -43.0284083, 147.0520657 -43.0282422, 147.0520947 -43.0280005, 147.0520912 -43.0277593)",
198720549,False,,,Sale Street,residential,,True,174.73999999999998,"LINESTRING (147.0526754 -43.030033, 147.0507556 -43.0304397, 147.050635 -43.0305061)",
823293227,False,,,Shield Street,residential,,True,200.183,"LINESTRING (147.0526754 -43.030033, 147.0527262 -43.0301941, 147.0527314 -43.0304002, 147.0527266 -43.0306307, 147.0527007 -43.0307938, 147.0526263 -43.0310657, 147.0525519 -43.0313884, 147.0525293 -43.0316472, 147.0525595 -43.031816)",
198720537,True,1,A6,Main Street,trunk,50,False,31.197000000000003,"LINESTRING (147.0486101 -43.0305579, 147.0485973 -43.0306314, 147.0485579 -43.0307294, 147.0485113 -43.030828)",
"[765547676, 1125598486]",False,2,A6,Main Street,trunk,50,True,425.28499999999997,"LINESTRING (147.0486101 -43.0305579, 147.0488878 -43.0300357, 147.0490508 -43.0297471, 147.0491532 -43.0295657, 147.0492835 -43.0293159, 147.0496384 -43.0286352, 147.0496683 -43.0285784, 147.0499861 -43.0279748, 147.0500112 -43.0279271, 147.0504272 -43.0271375, 147.0505035 -43.0269926)",
198720543,False,,C620,Wilmot Road,secondary,,True,317.197,"LINESTRING (147.0480485 -43.0306256, 147.0477754 -43.030088, 147.0475049 -43.0295801, 147.0466647 -43.0279584)",
198720545,True,1,C620,Wilmot Road,secondary,,False,30.791,"LINESTRING (147.0480485 -43.0306256, 147.0481806 -43.0307233, 147.0482468 -43.0307496, 147.0483502 -43.0307873)",
198720535,True,1,A6,,trunk,50,False,10.793999999999999,"LINESTRING (147.0484045 -43.0307784, 147.0484373 -43.0307821, 147.0484675 -43.0307921, 147.0484928 -43.0308078, 147.0485113 -43.030828)",roundabout
198720540,True,1,A6,Main Street,trunk,50,False,29.768000000000004,"LINESTRING (147.0484045 -43.0307784, 147.0484403 -43.0307326, 147.0484814 -43.0306804, 147.04855 -43.0306076, 147.0486101 -43.0305579)",
198720535,True,1,A6,,trunk,50,False,4.552,"LINESTRING (147.0483502 -43.0307873, 147.0483766 -43.0307806, 147.0484045 -43.0307784)",roundabout
198720535,True,1,A6,,trunk,50,False,2.149,"LINESTRING (147.0485113 -43.030828, 147.0485202 -43.0308462)",roundabout
198720535,True,1,A6,,trunk,50,False,13.436,"LINESTRING (147.0482867 -43.0308893, 147.048283 -43.0308592, 147.0482934 -43.03083, 147.0483167 -43.0308051, 147.0483502 -43.0307873)",roundabout
198720544,True,1,C620,Wilmot Road,secondary,,False,36.486999999999995,"LINESTRING (147.0482867 -43.0308893, 147.0481916 -43.0308462, 147.0481216 -43.0307748, 147.0480834 -43.0307002, 147.0480485 -43.0306256)",
198720535,True,1,A6,,trunk,50,False,3.443,"LINESTRING (147.0483047 -43.0309172, 147.048294 -43.0309038, 147.0482867 -43.0308893)",roundabout
198720546,False,,,Sale Street,residential,,False,53.748000000000005,"LINESTRING (147.0488539 -43.0309086, 147.0491745 -43.030937, 147.0495098 -43.0309699)",
198720548,True,1,,Sale Street,residential,,False,29.686,"LINESTRING (147.0488539 -43.0309086, 147.048713 -43.0309135, 147.0486004 -43.0309177, 147.0484898 -43.0309275)",
198720535,True,1,A6,,trunk,50,False,5.5489999999999995,"LINESTRING (147.0484898 -43.0309275, 147.0484628 -43.0309428, 147.0484311 -43.030952)",roundabout
198720535,True,1,A6,,trunk,50,False,11.616000000000001,"LINESTRING (147.0484311 -43.030952, 147.0483955 -43.0309543, 147.0483606 -43.0309488, 147.0483294 -43.0309361, 147.0483047 -43.0309172)",roundabout
198720538,True,1,A6,Main Street,trunk,50,False,39.482,"LINESTRING (147.0484311 -43.030952, 147.048376 -43.0310272, 147.0483153 -43.0311092, 147.048256 -43.0311874, 147.0481829 -43.0312562)",
198720536,False,2,A6,Main Street,trunk,50,False,35.734,"LINESTRING (147.0481829 -43.0312562, 147.0479999 -43.0315484)",
198720539,True,1,A6,Main Street,trunk,50,False,39.079,"LINESTRING (147.0481829 -43.0312562, 147.0481963 -43.0311853, 147.0482385 -43.0310775, 147.0482688 -43.030987, 147.0483047 -43.0309172)",
198720549,False,,,Sale Street,residential,,False,30.309,"LINESTRING (147.0550087 -43.029532, 147.0553617 -43.0294442)",
198720549,False,,,Sale Street,residential,,True,83.913,"LINESTRING (147.0550087 -43.029532, 147.0540146 -43.0297355)",
198721474,False,,,Acacia Street,residential,,True,121.27600000000001,"LINESTRING (147.0550087 -43.029532, 147.0551113 -43.0297791, 147.0551335 -43.0298806, 147.055083 -43.0300194, 147.0550259 -43.0301361, 147.0547672 -43.0305577)",
198721473,False,,,Lynch Avenue,residential,,False,118.286,"LINESTRING (147.050661 -43.0295931, 147.0503632 -43.0297519, 147.050331 -43.0298725, 147.050635 -43.0305061)",
198721472,False,,,Acacia Street,residential,,False,23.74,"LINESTRING (147.0545122 -43.0304536, 147.0547672 -43.0305577)",
198720546,False,,,Sale Street,residential,,True,109.00800000000001,"LINESTRING (147.050635 -43.0305061, 147.0505173 -43.0305721, 147.0504304 -43.0306353, 147.05028 -43.0307601, 147.0501089 -43.0308545, 147.0499496 -43.0309115, 147.0498362 -43.0309422, 147.0497045 -43.0309644, 147.0495098 -43.0309699)",
198720549,False,,,Sale Street,residential,,False,174.73999999999998,"LINESTRING (147.050635 -43.0305061, 147.0507556 -43.0304397, 147.0526754 -43.030033)",
198721473,False,,,Lynch Avenue,residential,,True,118.286,"LINESTRING (147.050635 -43.0305061, 147.050331 -43.0298725, 147.0503632 -43.0297519, 147.050661 -43.0295931)",
198721472,False,,,Acacia Street,residential,,True,23.74,"LINESTRING (147.0547672 -43.0305577, 147.0545122 -43.0304536)",
198721474,False,,,Acacia Street,residential,,False,121.27600000000001,"LINESTRING (147.0547672 -43.0305577, 147.0550259 -43.0301361, 147.055083 -43.0300194, 147.0551335 -43.0298806, 147.0551113 -43.0297791, 147.0550087 -43.029532)",
198721474,False,,,Acacia Street,residential,,True,100.296,"LINESTRING (147.0547672 -43.0305577, 147.0543495 -43.0312623, 147.0542088 -43.0313483)",
198721474,False,,,Acacia Street,residential,,False,100.296,"LINESTRING (147.0542088 -43.0313483, 147.0543495 -43.0312623, 147.0547672 -43.0305577)",
198721650,False,,,Short Street,residential,,False,203.01900000000003,"LINESTRING (147.045635 -43.0315136, 147.0458061 -43.0318538, 147.0459216 -43.0319848, 147.0462763 -43.0323299, 147.0466075 -43.0326117, 147.0468178 -43.0327834, 147.0469707 -43.032885, 147.0470948 -43.0329678)",
198720546,False,,,Sale Street,residential,,False,109.00799999999998,"LINESTRING (147.0495098 -43.0309699, 147.0497045 -43.0309644, 147.0498362 -43.0309422, 147.0499496 -43.0309115, 147.0501089 -43.0308545, 147.05028 -43.0307601, 147.0504304 -43.0306353, 147.0505173 -43.0305721, 147.050635 -43.0305061)",
198720546,False,,,Sale Street,residential,,True,53.748000000000005,"LINESTRING (147.0495098 -43.0309699, 147.0491745 -43.030937, 147.0488539 -43.0309086)",
