osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,access,bridge
"[167064889, 167064890]",True,1,North Terrace,tertiary,40,False,294.28099999999995,"LINESTRING (145.9069563 -41.0499256, 145.9070683 -41.0499385, 145.9074577 -41.0499899, 145.9075149 -41.0499943, 145.9075687 -41.0499959, 145.90767 -41.0499931, 145.9077288 -41.0499863, 145.9078085 -41.0499726, 145.9078731 -41.0499612, 145.9079938 -41.049948, 145.9080965 -41.049942, 145.9081844 -41.049946, 145.9082486 -41.0499528, 145.9083649 -41.0499736, 145.9084372 -41.0499943, 145.9085126 -41.0500195, 145.9086253 -41.0500643, 145.9087045 -41.0501066, 145.9087708 -41.050155, 145.9088341 -41.0502073, 145.908885 -41.0502614, 145.9089347 -41.0503223, 145.9089828 -41.0503924, 145.9090219 -41.0504722, 145.9090413 -41.0505439, 145.9090518 -41.0506199, 145.9090531 -41.0507142, 145.9090385 -41.0507907, 145.9090188 -41.0508533, 145.9089962 -41.0509033, 145.9089558 -41.0509797, 145.9089413 -41.0510115, 145.9089316 -41.0510368, 145.908922 -41.0510678, 145.9089055 -41.0511066, 145.9088833 -41.051146, 145.9088511 -41.0511957, 145.9087912 -41.0512708)",,,
785887386,False,2,Wilson Street,tertiary,50,True,119.55199999999999,"LINESTRING (145.9069563 -41.0499256, 145.9069497 -41.0499569, 145.9069457 -41.049976, 145.9068812 -41.0502816, 145.9068588 -41.050388, 145.906849 -41.0504343, 145.9068319 -41.0505152, 145.9068068 -41.0506342, 145.9067527 -41.0508907, 145.9067323 -41.0509874)",,,
1214358447,True,4,Bass Highway,trunk,70,False,14.175,"LINESTRING (145.9044143 -41.0554918, 145.9043129 -41.0553898)",A2,,
1060901436,True,2,Mount Street,trunk,60,False,83.74600000000001,"LINESTRING (145.9044143 -41.0554918, 145.9043821 -41.0556039, 145.9043559 -41.0557108, 145.9043217 -41.0558316, 145.9042821 -41.0559471, 145.9042352 -41.0560885, 145.9041885 -41.0562252)",B18,,
1060901437,True,,Fleming Court,trunk,,False,10.408,"LINESTRING (145.9044143 -41.0554918, 145.9043466 -41.0554935, 145.9042905 -41.0554892)",,,
167164183,True,2,Mount Street,trunk,60,False,60.607,"LINESTRING (145.9045085 -41.0549514, 145.9044143 -41.0554918)",B18,,
"[785813706, 23593895]",True,"['4', '3']",Bass Highway,trunk,70,False,84.521,"LINESTRING (145.9045085 -41.0549514, 145.9048054 -41.0551953, 145.9051728 -41.0555229)",1,,
41506593,True,2,Bass Highway,trunk,,False,14.291,"LINESTRING (145.9019375 -41.0480731, 145.901787 -41.0481334)",,,
55563174,True,2,Bass Highway,trunk,70,False,48.043,"LINESTRING (145.9019375 -41.0480731, 145.9019839 -41.0481595, 145.9020391 -41.0482714, 145.9020829 -41.0483668, 145.9021248 -41.048481)",A2,,
158848324,True,1,,residential,,False,68.19699999999999,"LINESTRING (145.9020016 -41.048569, 145.9018578 -41.0484174, 145.9018248 -41.0483895, 145.9017913 -41.0483695, 145.9017532 -41.048356, 145.9017129 -41.048348, 145.9016698 -41.0483464, 145.9016304 -41.0483526, 145.9015998 -41.0483618, 145.9015792 -41.0483682, 145.9015262 -41.0483917, 145.9014956 -41.0484136, 145.9014759 -41.0484317, 145.9014577 -41.0484557, 145.9014242 -41.0485105)",,,
998068728,True,2,Bass Highway,trunk,70,False,51.763999999999996,"LINESTRING (145.9020016 -41.048569, 145.9019738 -41.0484881, 145.9018998 -41.0483335, 145.9018597 -41.0482528, 145.9018196 -41.0481841, 145.901787 -41.0481334)",A2,,
167057290,True,1,Queen Street,residential,,False,27.412999999999997,"LINESTRING (145.901787 -41.0481334, 145.9017132 -41.048167, 145.9016598 -41.0481941, 145.9016159 -41.0482225, 145.9015799 -41.0482497, 145.9015402 -41.0482909)",,,
1060992200,True,2,Marine Terrace,tertiary,50,False,20.184,"LINESTRING (145.9087912 -41.0512708, 145.9086621 -41.051424)",,,
167423951,False,2,Wilmot Street,tertiary,50,False,122.86099999999999,"LINESTRING (145.9053195 -41.0508176, 145.9051891 -41.0508019, 145.9048457 -41.0507607, 145.904644 -41.0507364, 145.9046121 -41.0507326, 145.9045542 -41.0507256, 145.9045157 -41.050721, 145.9042105 -41.0506843, 145.903985 -41.0506572, 145.9038726 -41.0506437)",,,
167423951,False,2,Wilmot Street,tertiary,50,True,119.96500000000002,"LINESTRING (145.9053195 -41.0508176, 145.9054295 -41.0508308, 145.9064399 -41.0509522, 145.9066107 -41.0509728, 145.9067323 -41.0509874)",,,
997854010,False,2,Mount Street,tertiary,50,False,160.82799999999997,"LINESTRING (145.9053195 -41.0508176, 145.9053006 -41.0509061, 145.9051892 -41.0514265, 145.9051399 -41.0516572, 145.9050454 -41.0520986, 145.9050329 -41.0521572, 145.9050141 -41.0522455)",,,
997854010,False,2,Mount Street,tertiary,50,True,118.30100000000002,"LINESTRING (145.9053195 -41.0508176, 145.9053384 -41.0507294, 145.9053862 -41.0505061, 145.9053948 -41.0504656, 145.9054077 -41.0504054, 145.9054344 -41.0502807, 145.9054556 -41.0501814, 145.9055021 -41.0499643, 145.9055127 -41.0499151, 145.9055314 -41.0498272, 145.9055451 -41.0497674)",,,
