osmid,ref,highway,maxspeed,junction,oneway,reversed,length,name,geometry,lanes
726866614,B400;C246,primary,60,roundabout,True,False,7.137,,"LINESTRING (143.560806 -35.3385153, 143.5607352 -35.3384873)",
364193352,,secondary,,,True,False,31.114,Campbell Street,"LINESTRING (143.5594389 -35.3387314, 143.5593594 -35.3384592)",
220423027,C246,secondary,,,True,False,114.174,McCallum Street,"LINESTRING (143.5594389 -35.3387314, 143.5583814 -35.3389245, 143.5582195 -35.3389788)",
364193354,C246,secondary,,,True,False,8.681,McCallum Street,"LINESTRING (143.5593594 -35.3384592, 143.5594525 -35.3384411)",
220423026,,tertiary,,,True,False,224.231,Campbell Street,"LINESTRING (143.5593594 -35.3384592, 143.5592029 -35.3378956, 143.5591374 -35.3376448, 143.5587634 -35.3365026)",
193457082,,tertiary,,roundabout,True,False,6.7059999999999995,,"LINESTRING (143.560617 -35.3428933, 143.5605841 -35.3428795, 143.560559 -35.3428574)",
193447913,,unclassified,,roundabout,True,False,21.688000000000002,,"LINESTRING (143.5592454 -35.3432163, 143.5591979 -35.3432186, 143.5591523 -35.3432074, 143.5591141 -35.3431842, 143.5590879 -35.3431518, 143.5590769 -35.3431131)",
193447914,,unclassified,,,False,True,192.199,Beveridge Street,"LINESTRING (143.5587031 -35.341315, 143.558819 -35.3417227, 143.5589412 -35.3421526, 143.5589749 -35.342271, 143.5589897 -35.3423231, 143.559045 -35.3425178, 143.5591818 -35.3429988)",
193457097,,unclassified,,,True,False,25.501,Beveridge Street,"LINESTRING (143.5587031 -35.341315, 143.5586339 -35.3411965, 143.5585826 -35.3411078)",
193447911,,unclassified,,,False,True,6.286,Beveridge Street,"LINESTRING (143.5569719 -35.3351853, 143.5569874 -35.3352404)",
178451684,,residential,,,False,True,126.199,Pye Street,"LINESTRING (143.5569719 -35.3351853, 143.5568514 -35.3352084, 143.555652 -35.3354388, 143.5556177 -35.3354454)",
178451684,,residential,,,False,False,11.877,Pye Street,"LINESTRING (143.5554902 -35.3354697, 143.5556177 -35.3354454)",
178451684,,residential,,,False,True,115.318,Pye Street,"LINESTRING (143.5554902 -35.3354697, 143.5554542 -35.3354769, 143.5542922 -35.3357104, 143.5542558 -35.3357177)",
178451684,,residential,,,False,True,6.707,Pye Street,"LINESTRING (143.5542558 -35.3357177, 143.5541829 -35.3357278)",
930647883,,residential,,,True,False,165.712,High Street,"LINESTRING (143.5542558 -35.3357177, 143.5546688 -35.3371694)",
178451684,,residential,,,False,False,115.318,Pye Street,"LINESTRING (143.5542558 -35.3357177, 143.5542922 -35.3357104, 143.5554542 -35.3354769, 143.5554902 -35.3354697)",
352737131,,residential,,roundabout,True,False,9.256,,"LINESTRING (143.5559031 -35.3416633, 143.5558732 -35.3416766, 143.5558401 -35.3416828, 143.5558061 -35.3416815)",
193447911,,unclassified,,,False,False,168.61800000000002,Beveridge Street,"LINESTRING (143.5578151 -35.3381945, 143.5574077 -35.3367406, 143.5574009 -35.3367162)",
193447912,,unclassified,,,True,False,60.788,Beveridge Street,"LINESTRING (143.5578151 -35.3381945, 143.5578498 -35.3382834, 143.5579524 -35.3385446, 143.5580168 -35.3386496, 143.558048 -35.3387058)",
194424247,,secondary_link,,,False,False,32.344,McCallum Street,"LINESTRING (143.5537752 -35.3395354, 143.5538489 -35.33982)",
111475593,C246,secondary,,,True,False,112.655,McCallum Street,"LINESTRING (143.5537752 -35.3395354, 143.5545892 -35.3394002, 143.5549864 -35.3393132)",
178535917,,tertiary,,roundabout,True,False,7.86,,"LINESTRING (143.5584563 -35.3349001, 143.5584874 -35.3349247, 143.5585047 -35.3349571)",
178535917,,tertiary,,roundabout,True,False,18.408,,"LINESTRING (143.5582896 -35.3349478, 143.558305 -35.3349233, 143.5583287 -35.3349036, 143.5583586 -35.3348906, 143.5583918 -35.3348856, 143.5584254 -35.3348888, 143.5584563 -35.3349001)",
178535911,,tertiary,,,True,False,147.135,Campbell Street,"LINESTRING (143.5585003 -35.3350083, 143.558534 -35.3352804, 143.5586333 -35.3357914, 143.5587962 -35.3363069)",
178535917,,tertiary,,roundabout,True,False,16.174,,"LINESTRING (143.5585003 -35.3350083, 143.5584828 -35.3350336, 143.5584563 -35.3350531, 143.5584237 -35.3350649, 143.5583882 -35.3350676, 143.5583534 -35.3350611)",
178535917,,tertiary,,roundabout,True,False,8.546,,"LINESTRING (143.5583534 -35.3350611, 143.5583145 -35.3350394, 143.55829 -35.3350066)",
178535909,,tertiary,,,True,False,144.839,Campbell Street,"LINESTRING (143.5586967 -35.3363332, 143.5583534 -35.3350611)",
178535916,,tertiary,,roundabout,True,False,9.770999999999999,,"LINESTRING (143.5586967 -35.3363332, 143.5587317 -35.3363142, 143.5587726 -35.3363062, 143.5587962 -35.3363069)",
178535916,,tertiary,,roundabout,True,False,16.125,,"LINESTRING (143.5587962 -35.3363069, 143.5588363 -35.3363172, 143.5588696 -35.3363382, 143.5588921 -35.3363671, 143.5589011 -35.3364086)",
194081439,,residential,,,False,False,115.113,Pritchard Street,"LINESTRING (143.5589011 -35.3364086, 143.5601388 -35.33618)",
178535916,,tertiary,,roundabout,True,False,10.449,,"LINESTRING (143.5589011 -35.3364086, 143.5588922 -35.3364421, 143.5588698 -35.3364711, 143.5588461 -35.3364876)",
178535901,,tertiary,,,True,False,224.25900000000001,Campbell Street,"LINESTRING (143.5588461 -35.3364876, 143.5588818 -35.3367053, 143.5590115 -35.337094, 143.5591872 -35.3376237, 143.5592674 -35.3378637, 143.5594525 -35.3384411)",
178535916,,tertiary,,roundabout,True,False,7.809,,"LINESTRING (143.5588461 -35.3364876, 143.5588074 -35.336501, 143.5587634 -35.3365026)",
178535916,,tertiary,,roundabout,True,False,7.633,,"LINESTRING (143.5587634 -35.3365026, 143.5587234 -35.336492, 143.5586902 -35.3364709)",
220423025,C246,secondary,,,True,False,113.015,McCallum Street,"LINESTRING (143.5594525 -35.3384411, 143.5606665 -35.3382125)",
224315370,,secondary,,,True,False,31.125,Campbell Street,"LINESTRING (143.5594525 -35.3384411, 143.559532 -35.3387134)",
178489686,C246,secondary,,,True,False,115.763,McCallum Street,"LINESTRING (143.5581227 -35.3387163, 143.5593594 -35.3384592)",
178535822,C246,secondary,,roundabout,True,False,35.105,,"LINESTRING (143.5581227 -35.3387163, 143.5581891 -35.3387487, 143.5582368 -35.3387985, 143.5582591 -35.338859, 143.558253 -35.3389219, 143.5582195 -35.3389788)",
364193353,C246,secondary,,,True,False,8.679,McCallum Street,"LINESTRING (143.559532 -35.3387134, 143.5594389 -35.3387314)",
220423029,,tertiary,,,True,False,225.451,Campbell Street,"LINESTRING (143.559532 -35.3387134, 143.5597267 -35.3394177, 143.5597814 -35.3396336, 143.559834 -35.3398415, 143.5600212 -35.3405911, 143.5600225 -35.3406989)",1
178535822,C246,secondary,,roundabout,True,False,4.591,,"LINESTRING (143.55789 -35.338766, 143.5579272 -35.338738)",
930647880,C246,secondary,,,True,False,122.928,McCallum Street,"LINESTRING (143.5579591 -35.339032, 143.5566426 -35.3392944)",
178535822,C246,secondary,,roundabout,True,False,34.667,,"LINESTRING (143.5579591 -35.339032, 143.5578972 -35.3389952, 143.5578556 -35.3389428, 143.5578397 -35.3388817, 143.5578525 -35.3388222, 143.55789 -35.338766)",
930647881,C246,secondary,,,True,False,118.17500000000001,McCallum Street,"LINESTRING (143.5553117 -35.3392642, 143.5554648 -35.3392375, 143.5555682 -35.3392189, 143.5557155 -35.3391888, 143.5559085 -35.3391512, 143.5561908 -35.3390956, 143.5564919 -35.3390378, 143.5565798 -35.3390207)",
930647886,,secondary,,roundabout,True,False,34.968,,"LINESTRING (143.5553117 -35.3392642, 143.5553551 -35.3392918, 143.5553901 -35.3393265, 143.5554148 -35.3393667, 143.5554279 -35.3394103, 143.555429 -35.3394552, 143.5554178 -35.3394992, 143.555395 -35.3395401)",
930647879,C246,secondary,,roundabout,True,False,6.575,,"LINESTRING (143.555395 -35.3395401, 143.5553742 -35.3395643, 143.5553493 -35.3395858)",
178535918,,tertiary,,roundabout,True,False,9.328,,"LINESTRING (143.559929 -35.3407259, 143.5599576 -35.3407078, 143.5599922 -35.3406987, 143.5600225 -35.3406989)",
178535921,,tertiary,,,True,False,226.19099999999997,Campbell Street,"LINESTRING (143.559929 -35.3407259, 143.5597119 -35.3398255, 143.5596148 -35.3394378, 143.5594389 -35.3387314)",1
178535918,,tertiary,,roundabout,True,False,6.036,,"LINESTRING (143.5600225 -35.3406989, 143.5600568 -35.3407084, 143.560081 -35.3407233)",
178535907,,tertiary,,,True,False,216.051,Campbell Street,"LINESTRING (143.5600646 -35.3408542, 143.5601842 -35.3412726, 143.5603408 -35.3417369, 143.5604147 -35.3419424, 143.5604439 -35.3420235, 143.5606426 -35.3426155, 143.5606867 -35.3427293)",
178535918,,tertiary,,roundabout,True,False,8.757,,"LINESTRING (143.5600646 -35.3408542, 143.5600312 -35.3408661, 143.5599948 -35.340868, 143.5599718 -35.3408636)",
178535918,,tertiary,,roundabout,True,False,3.31,,"LINESTRING (143.5599718 -35.3408636, 143.55994 -35.340849)",
193457082,,tertiary,,roundabout,True,False,8.161,,"LINESTRING (143.5606867 -35.3427293, 143.5607243 -35.3427495, 143.5607483 -35.3427805)",
193457082,,tertiary,,roundabout,True,False,10.508,,"LINESTRING (143.5605777 -35.3427454, 143.5606107 -35.3427291, 143.5606487 -35.3427235, 143.5606867 -35.3427293)",
193457096,,tertiary,,,True,False,216.433,Campbell Street,"LINESTRING (143.5605777 -35.3427454, 143.5605555 -35.3426332, 143.5603772 -35.3420449, 143.5602908 -35.3417915, 143.5600072 -35.3409763, 143.5599718 -35.3408636)",
178489691,,residential,,,False,False,114.412,Rutherford Street,"LINESTRING (143.5607483 -35.3427805, 143.5613032 -35.3426783, 143.5618073 -35.3425829, 143.5619778 -35.3425506)",
193457082,,tertiary,,roundabout,True,False,9.013000000000002,,"LINESTRING (143.5607483 -35.3427805, 143.5607547 -35.342807, 143.5607508 -35.3428339, 143.560737 -35.3428584)",
193457082,,tertiary,,roundabout,True,False,12.33,,"LINESTRING (143.560737 -35.3428584, 143.5607138 -35.3428787, 143.5606841 -35.3428921, 143.5606506 -35.3428971, 143.560617 -35.3428933)",
193447913,,unclassified,,roundabout,True,False,8.639,,"LINESTRING (143.5591818 -35.3429988, 143.5592293 -35.3429964, 143.559275 -35.3430074)",
193447914,,unclassified,,,False,False,192.199,Beveridge Street,"LINESTRING (143.5591818 -35.3429988, 143.559045 -35.3425178, 143.5589897 -35.3423231, 143.5589749 -35.342271, 143.5589412 -35.3421526, 143.558819 -35.3417227, 143.5587031 -35.341315)",
726866614,B400;C246,primary,60,roundabout,True,False,9.334,,"LINESTRING (143.5608533 -35.3381347, 143.5608959 -35.3381531, 143.5609384 -35.3381812)",
178489687,C246,secondary,,,False,False,24.23,McCallum Street,"LINESTRING (143.5618613 -35.3381506, 143.5621223 -35.3381042)",
178489689,C246,secondary,,,True,False,85.779,McCallum Street,"LINESTRING (143.5618613 -35.3381506, 143.5616126 -35.3382423, 143.5609888 -35.3384478)",1
178489693,B400,primary,60,,True,False,226.844,Curlewis Street,"LINESTRING (143.5607125 -35.3381648, 143.5606752 -35.3379626, 143.5602179 -35.3364653, 143.5601388 -35.33618)",
726866614,B400;C246,primary,60,roundabout,True,False,13.530000000000001,,"LINESTRING (143.5607125 -35.3381648, 143.5607624 -35.338141, 143.5608122 -35.3381355, 143.5608533 -35.3381347)",
178489690,C246,secondary,,,True,False,83.78800000000001,McCallum Street,"LINESTRING (143.5609384 -35.3381812, 143.5615882 -35.338156, 143.5618613 -35.3381506)",1
726866614,B400;C246,primary,60,roundabout,True,False,31.535999999999998,,"LINESTRING (143.5609384 -35.3381812, 143.5609758 -35.338232, 143.5609961 -35.338276, 143.5610142 -35.3383352, 143.5610148 -35.3383892, 143.5609888 -35.3384478)",
726866614,B400;C246,primary,60,roundabout,True,False,6.749,,"LINESTRING (143.5606665 -35.3382125, 143.5607125 -35.3381648)",
726866614,B400;C246,primary,60,roundabout,True,False,4.892,,"LINESTRING (143.5609888 -35.3384478, 143.5609608 -35.3384854)",
178489696,B400,primary,60,,True,False,234.225,Curlewis Street,"LINESTRING (143.5609608 -35.3384854, 143.5609836 -35.3387138, 143.5613971 -35.3401878, 143.5614963 -35.3405439)",
