osmid,name,highway,oneway,reversed,length,geometry,maxspeed,lanes,junction,width
4298760,Wooli Street,secondary,False,True,158.724,"LINESTRING (153.356283 -29.4379253, 153.356114 -29.4379526, 153.3559385 -29.4379599, 153.3557699 -29.4379515, 153.3551074 -29.4378721, 153.354694 -29.437709)",,,,
392887354,Wooli Street,secondary,False,False,92.776,"LINESTRING (153.356283 -29.4379253, 153.3563753 -29.437882, 153.3564604 -29.4378409, 153.3565418 -29.4377987, 153.3570841 -29.4374693)",,,,
392887356,Claude Street,residential,False,False,105.62700000000001,"LINESTRING (153.356283 -29.4379253, 153.3568676 -29.4386657, 153.3569014 -29.4387078)",50,,,
626347107,Claude Street,residential,False,True,63.03999999999999,"LINESTRING (153.356283 -29.4379253, 153.3561948 -29.437841, 153.3561275 -29.4377627, 153.3560265 -29.4376289, 153.3558941 -29.4374717)",50,,,
4298837,River Street,residential,False,False,55.198,"LINESTRING (153.3579154 -29.4363071, 153.358233 -29.4367193)",50,,,
4298837,River Street,residential,False,True,55.089,"LINESTRING (153.3579154 -29.4363071, 153.3577715 -29.4362417, 153.357532 -29.4359556)",50,,,
576929321,Yamba Street,tertiary,False,False,63.504,"LINESTRING (153.3602534 -29.4356163, 153.36064 -29.4360776)",50,2,,
576929318,,tertiary,True,False,14.889,"LINESTRING (153.3602534 -29.4356163, 153.3602265 -29.4356292, 153.3601964 -29.4356349, 153.3601658 -29.435633, 153.360137 -29.4356235, 153.3601125 -29.4356073)",,,roundabout,
576929321,Yamba Street,tertiary,False,True,54.776,"LINESTRING (153.3609537 -29.4364875, 153.3607133 -29.4361755, 153.36064 -29.4360776)",50,2,,
1215683042,,tertiary,True,False,15.276,"LINESTRING (153.3609537 -29.4364875, 153.3609896 -29.4364733, 153.3610291 -29.4364723, 153.3610659 -29.4364844, 153.3610947 -29.4365079)",,1,roundabout,
179704945,Coldstream Street,residential,False,True,264.246,"LINESTRING (153.354711 -29.4397021, 153.3547945 -29.4397188, 153.3548659 -29.439733, 153.3552649 -29.4397792, 153.3555426 -29.4398163, 153.3556719 -29.4398288, 153.3557812 -29.4398177, 153.3558811 -29.4397833, 153.3562835 -29.439538, 153.356856 -29.43917, 153.3571272 -29.4389971)",,,,
577317260,Coldstream Street,residential,False,True,4.102,"LINESTRING (153.3571272 -29.4389971, 153.3571617 -29.4389757)",,,,
179704945,Coldstream Street,residential,False,False,264.24600000000004,"LINESTRING (153.3571272 -29.4389971, 153.356856 -29.43917, 153.3562835 -29.439538, 153.3558811 -29.4397833, 153.3557812 -29.4398177, 153.3556719 -29.4398288, 153.3555426 -29.4398163, 153.3552649 -29.4397792, 153.3548659 -29.439733, 153.3547945 -29.4397188, 153.354711 -29.4397021)",,,,
624153483,Claude Street,residential,True,False,39.183,"LINESTRING (153.3571272 -29.4389971, 153.3569049 -29.4387305, 153.3569014 -29.4387078)",50,,,
34622057,Convent Lane,residential,True,False,230.188,"LINESTRING (153.3614412 -29.4370627, 153.3633735 -29.4358571)",50,,,4
35565106,Convent Lane,residential,False,True,231.842,"LINESTRING (153.3614412 -29.4370627, 153.3594828 -29.438262)",50,,,
225680877,Yamba Street,tertiary,False,True,59.928,"LINESTRING (153.3614412 -29.4370627, 153.3610712 -29.4366307)",50,2,,
225680877,Yamba Street,tertiary,False,False,32.873,"LINESTRING (153.3614412 -29.4370627, 153.3616111 -29.4372774, 153.3616342 -29.4373059)",50,2,,
188874773,Clarence Street,tertiary,False,True,60.572,"LINESTRING (153.3633735 -29.4358571, 153.3637349 -29.4363017)",50,2,,
34622058,Church Street,residential,False,True,35.846,"LINESTRING (153.3626707 -29.4400092, 153.36297 -29.4398195)",50,,,
188874778,Queen Street,residential,False,False,50.782,"LINESTRING (153.3626108 -29.4385966, 153.3621796 -29.4388565)",50,,,
188874786,Yamba Street,tertiary,True,False,137.494,"LINESTRING (153.3626108 -29.4385966, 153.3621796 -29.4380693, 153.3618574 -29.4376654, 153.3617952 -29.4375845)",50,,,
188874778,Queen Street,residential,False,True,175.945,"LINESTRING (153.3607119 -29.4397887, 153.3608362 -29.4397126, 153.3619509 -29.4389893, 153.3621796 -29.4388565)",50,,,
577317263,River Street,tertiary,False,False,257.704,"LINESTRING (153.3607119 -29.4397887, 153.3608769 -29.439986, 153.3615786 -29.4408253, 153.3622126 -29.4415837, 153.3622783 -29.4416623)",50,2,,
577317263,River Street,tertiary,False,True,70.18299999999999,"LINESTRING (153.3607119 -29.4397887, 153.3605515 -29.4395926, 153.3604434 -29.4394596, 153.3602974 -29.439271)",50,2,,
188874769,Beach Street,residential,False,True,8.408,"LINESTRING (153.3617952 -29.4375845, 153.3618663 -29.4375411)",50,,,
188874769,Beach Street,residential,False,False,50.79,"LINESTRING (153.3617952 -29.4375845, 153.3616166 -29.4377025, 153.3613738 -29.4378564)",50,,,
188874786,Yamba Street,tertiary,True,False,35.202,"LINESTRING (153.3617952 -29.4375845, 153.3616921 -29.4374357, 153.3616412 -29.4373645, 153.3616342 -29.4373059)",50,,,
188874769,Beach Street,residential,False,True,176.37900000000002,"LINESTRING (153.3598835 -29.4387683, 153.3605154 -29.4383781, 153.3608867 -29.4381525, 153.3612362 -29.4379401, 153.3613738 -29.4378564)",50,,,
577317263,River Street,tertiary,False,False,68.783,"LINESTRING (153.3598835 -29.4387683, 153.360166 -29.4391114, 153.3602626 -29.4392287, 153.3602974 -29.439271)",50,2,,
577317263,River Street,tertiary,False,True,68.375,"LINESTRING (153.3598835 -29.4387683, 153.3596215 -29.4384372, 153.3594828 -29.438262)",50,2,,
392887354,Wooli Street,secondary,False,False,131.069,"LINESTRING (153.3570841 -29.4374693, 153.3573683 -29.4372978, 153.3574561 -29.4372438, 153.3574838 -29.4372268, 153.3579333 -29.4369553, 153.3582006 -29.4368032)",,,,
392887354,Wooli Street,secondary,False,True,92.776,"LINESTRING (153.3570841 -29.4374693, 153.3565418 -29.4377987, 153.3564604 -29.4378409, 153.3563753 -29.437882, 153.356283 -29.4379253)",,,,
626347108,Bent Street,residential,False,True,154.725,"LINESTRING (153.3570841 -29.4374693, 153.3569891 -29.4373615, 153.3568476 -29.4371948, 153.3566976 -29.4370338, 153.3566606 -29.4370255, 153.3566235 -29.4370295, 153.3565788 -29.4370457, 153.3560014 -29.437399, 153.3558941 -29.4374717)",50,,,
35565103,Little High Street,residential,True,False,177.504,"LINESTRING (153.3586665 -29.4372595, 153.360168 -29.4363439)",,,,
225680878,River Street,tertiary,False,True,60.335,"LINESTRING (153.3586665 -29.4372595, 153.3583056 -29.4368172)",50,,,
225680878,River Street,tertiary,False,False,64.461,"LINESTRING (153.3586665 -29.4372595, 153.3587502 -29.4373586, 153.3587739 -29.4373867, 153.3590609 -29.4377265)",50,,,
41842718,Little High Street,residential,False,True,21.843,"LINESTRING (153.3603464 -29.4362237, 153.360168 -29.4363439)",,,,
35565104,Little High Street,residential,False,False,67.202,"LINESTRING (153.360168 -29.4363439, 153.360562 -29.4368414)",,,,
