osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,junction,width,bridge
"[170057076, 170055413]",2,"['Darling Street', 'Kable Avenue']",unclassified,50,False,"[False, True]",321.461,"LINESTRING (150.9267175 -31.0891965, 150.9266344 -31.0890969, 150.926036 -31.0883789, 150.9258682 -31.0881858, 150.925482 -31.0877414, 150.9254477 -31.0876903, 150.9254301 -31.0876028, 150.9254383 -31.0875611, 150.9254537 -31.0875156, 150.9254819 -31.0874807, 150.9255167 -31.0874559, 150.9255989 -31.0873905, 150.9256303 -31.0873655, 150.9257934 -31.0872558, 150.9259403 -31.087156, 150.9261148 -31.0870374, 150.9261501 -31.0870158, 150.9262206 -31.0869726)",,,,
170057076,2,Kable Avenue,unclassified,50,False,True,228.94799999999998,"LINESTRING (150.9267175 -31.0891965, 150.9271247 -31.089646, 150.9281098 -31.0907334, 150.9281339 -31.09076, 150.928191 -31.0908235)",,,,
1051202471,2,Brisbane Street,residential,50,False,True,104.47399999999999,"LINESTRING (150.9341557 -31.0868248, 150.9334325 -31.0873057, 150.9332892 -31.0874011)",,,,
93691336,2,Bourke Street,residential,,False,False,112.69,"LINESTRING (150.9316636 -31.0858364, 150.9315625 -31.085905, 150.9311464 -31.0861873, 150.930736 -31.0864657)",,,,
191860551,2,Carthage Street,residential,,False,False,220.967,"LINESTRING (150.9316636 -31.0858364, 150.9318189 -31.0860015, 150.9330219 -31.0872806, 150.9331192 -31.087384)",,,,
"[35893274, 545118342]",2,Brisbane Street,residential,50,False,False,85.158,"LINESTRING (150.9315572 -31.0885791, 150.9316916 -31.0884911, 150.9317871 -31.0884281, 150.9318864 -31.0883627, 150.9322616 -31.0881073)",,,,
191860524,2,Brisbane Street,residential,50,True,False,32.058,"LINESTRING (150.9315572 -31.0885791, 150.9314117 -31.0887261, 150.931396 -31.0887419, 150.9313388 -31.0887985)",,,,
46907201,2,,primary,,True,False,14.832999999999998,"LINESTRING (150.9341556 -31.0921496, 150.9341307 -31.0921106, 150.9341227 -31.0920667, 150.9341326 -31.092023)",B56,roundabout,,
54455722,2,White Street,residential,,False,True,209.53500000000003,"LINESTRING (150.9341556 -31.0921496, 150.933898 -31.0923245, 150.933726 -31.0924414, 150.9325469 -31.0932388, 150.9324294 -31.0933183)",,,,
569042895,2,Kable Avenue,residential,,False,True,9.668,"LINESTRING (150.9282547 -31.0908912, 150.928191 -31.0908235)",,,,
15507153,2,Kable Avenue,residential,,False,False,227.23299999999998,"LINESTRING (150.9282547 -31.0908912, 150.9283105 -31.0909514, 150.9283303 -31.090973, 150.9285556 -31.0912183, 150.9294887 -31.0922342, 150.9296497 -31.0924007, 150.9297379 -31.092492)",,,,
170057078,2,Bridge Street,primary,60,True,False,74.275,"LINESTRING (150.9282547 -31.0908912, 150.9281313 -31.0909639, 150.9279346 -31.0910691, 150.9275513 -31.0911619)",B56,,,
301772482,,Brisbane Street,primary,50,True,False,10.903,"LINESTRING (150.9313388 -31.0887985, 150.9312486 -31.0888589)",B56,,,
"[798377823, 17495703]",2,Marius Street,primary,50,True,False,227.791,"LINESTRING (150.9313388 -31.0887985, 150.9313876 -31.0888514, 150.9318754 -31.0893787, 150.932132 -31.0896524, 150.9323664 -31.0899062, 150.9325286 -31.0900809, 150.9326451 -31.0901968, 150.9327211 -31.0902804, 150.9328301 -31.0904001)",B56,,,
301772659,,Marius Street,primary,50,True,False,11.688,"LINESTRING (150.9312486 -31.0888589, 150.9311756 -31.0887744)",B56,,,
564021465,2,Brisbane Street,primary,50,True,False,231.854,"LINESTRING (150.9312486 -31.0888589, 150.9311695 -31.0889116, 150.9297819 -31.089836, 150.9294545 -31.0900542, 150.9294319 -31.0900692, 150.9293268 -31.0901392)",B56,,,
15509871,2,Fitzroy Street,residential,50,False,False,13.056,"LINESTRING (150.9327202 -31.0904703, 150.9328301 -31.0904001)",,,,
15509871,2,Fitzroy Street,residential,50,False,True,229.59000000000003,"LINESTRING (150.9327202 -31.0904703, 150.9326145 -31.0905405, 150.9322701 -31.0907699, 150.93199 -31.0909587, 150.9317668 -31.0911069, 150.9313056 -31.0914155, 150.9309205 -31.0916751, 150.9308208 -31.0917421)",,,,
48502156,2,Marius Street,primary,50,True,False,227.51999999999998,"LINESTRING (150.9327202 -31.0904703, 150.9326138 -31.090354, 150.9323728 -31.0900907, 150.9319983 -31.0897054, 150.9316762 -31.0893289, 150.93131 -31.0889264, 150.9312972 -31.0889123, 150.9312486 -31.0888589)",B56,,,
17495829,2,Bourke Street,residential,40,False,True,9.887,"LINESTRING (150.9296998 -31.0871846, 150.9297812 -31.0871294)",,,,
17495829,2,Bourke Street,residential,40,False,False,118.595,"LINESTRING (150.9296998 -31.0871846, 150.9295947 -31.0872559, 150.9287236 -31.0878469)",,,,
48502160,2,Marius Street,primary,50,True,False,215.627,"LINESTRING (150.9296998 -31.0871846, 150.9296067 -31.0870827, 150.9284822 -31.0858504, 150.9284047 -31.0857742, 150.9283752 -31.0857491, 150.9282854 -31.0856716)",,,,
15507291,2,White Street,residential,40,False,False,103.342,"LINESTRING (150.9322075 -31.0934867, 150.9321352 -31.0935349, 150.9318603 -31.0937182, 150.9317246 -31.0938087, 150.9316236 -31.093876, 150.9314186 -31.0940127, 150.9313512 -31.0940577)",,,,
54455725,2,,secondary,,True,False,23.283,"LINESTRING (150.9322075 -31.0934867, 150.9321835 -31.0934393, 150.9321782 -31.0933999, 150.9321888 -31.0933575, 150.932206 -31.0933262, 150.9322386 -31.0932974)",,roundabout,,
54455721,2,Peel Street,secondary,50,False,False,219.39600000000002,"LINESTRING (150.9322386 -31.0932974, 150.9321277 -31.0931757, 150.9315075 -31.0924954, 150.9309172 -31.0918478, 150.9308208 -31.0917421)",,,,
54455725,2,,secondary,,True,False,19.644,"LINESTRING (150.9322386 -31.0932974, 150.9322883 -31.0932809, 150.93234 -31.0932804, 150.9323886 -31.0932926, 150.9324294 -31.0933183)",,roundabout,,
54455722,2,White Street,residential,,False,False,209.53499999999997,"LINESTRING (150.9324294 -31.0933183, 150.9325469 -31.0932388, 150.933726 -31.0924414, 150.933898 -31.0923245, 150.9341556 -31.0921496)",,,,
54455725,2,,secondary,,True,False,24.127,"LINESTRING (150.9324294 -31.0933183, 150.9324513 -31.0933438, 150.9324679 -31.0933848, 150.9324656 -31.0934342, 150.9324452 -31.0934739, 150.9324046 -31.0935086)",,roundabout,,
54455725,2,,secondary,,True,False,20.381999999999998,"LINESTRING (150.9324046 -31.0935086, 150.9323582 -31.0935259, 150.9323097 -31.0935288, 150.9322609 -31.0935172, 150.9322075 -31.0934867)",,roundabout,,
70682842,2,,residential,,True,False,36.559999999999995,"LINESTRING (150.9313406 -31.0942052, 150.9313 -31.094226, 150.9312532 -31.0942319, 150.9312159 -31.0942238, 150.9312074 -31.094222, 150.9311694 -31.0941979, 150.9311452 -31.0941631, 150.9311383 -31.094123, 150.9311498 -31.0940838, 150.931178 -31.0940513, 150.9311829 -31.0940488)",,roundabout,,
17558341,2,Fitzroy Street,residential,,False,False,19.048,"LINESTRING (150.9337735 -31.0897359, 150.9336243 -31.08985)",,,,
657921933,1,Griffin Avenue,residential,50,False,False,231.36799999999997,"LINESTRING (150.9337735 -31.0897359, 150.9336856 -31.0896382, 150.9331125 -31.0890015, 150.9326044 -31.0884676, 150.9323796 -31.0882313, 150.9323464 -31.0881965, 150.9322616 -31.0881073)",,,,
70682855,2,Griffin Avenue,residential,50,False,False,233.765,"LINESTRING (150.9322616 -31.0881073, 150.9322029 -31.0880719, 150.9321371 -31.0880178, 150.9314013 -31.0872177, 150.9308062 -31.0865662, 150.930736 -31.0864657)",,,,
545118342,2,Brisbane Street,residential,50,False,False,102.894,"LINESTRING (150.9322616 -31.0881073, 150.9329884 -31.0876025, 150.9331009 -31.0875245)",,,,
"[35893274, 545118342]",2,Brisbane Street,residential,50,False,True,85.158,"LINESTRING (150.9322616 -31.0881073, 150.9318864 -31.0883627, 150.9317871 -31.0884281, 150.9316916 -31.0884911, 150.9315572 -31.0885791)",,,,
657921933,1,Griffin Avenue,residential,50,False,True,231.368,"LINESTRING (150.9322616 -31.0881073, 150.9323464 -31.0881965, 150.9323796 -31.0882313, 150.9326044 -31.0884676, 150.9331125 -31.0890015, 150.9336856 -31.0896382, 150.9337735 -31.0897359)",,,,
93691336,2,Bourke Street,residential,,False,False,17.116,"LINESTRING (150.930736 -31.0864657, 150.9305973 -31.0865636)",,,,
70682855,2,Griffin Avenue,residential,50,False,True,233.76500000000001,"LINESTRING (150.930736 -31.0864657, 150.9308062 -31.0865662, 150.9314013 -31.0872177, 150.9321371 -31.0880178, 150.9322029 -31.0880719, 150.9322616 -31.0881073)",,,,
93691336,2,Bourke Street,residential,,False,True,112.69000000000001,"LINESTRING (150.930736 -31.0864657, 150.9311464 -31.0861873, 150.9315625 -31.085905, 150.9316636 -31.0858364)",,,,
83606822,2,,residential,50,True,False,18.399,"LINESTRING (150.9332892 -31.0874011, 150.9333071 -31.0874304, 150.9333132 -31.0874631, 150.9333066 -31.0874957, 150.9332881 -31.0875248, 150.9332597 -31.0875472)",,roundabout,,
1051202471,2,Brisbane Street,residential,50,False,False,104.47399999999999,"LINESTRING (150.9332892 -31.0874011, 150.9334325 -31.0873057, 150.9341557 -31.0868248)",,,,
83606822,2,,residential,50,True,False,17.319,"LINESTRING (150.9331009 -31.0875245, 150.9330833 -31.0874972, 150.9330762 -31.0874667, 150.9330802 -31.0874357, 150.933095 -31.0874073, 150.9331192 -31.087384)",,roundabout,,
545118342,2,Brisbane Street,residential,50,False,True,102.894,"LINESTRING (150.9331009 -31.0875245, 150.9329884 -31.0876025, 150.9322616 -31.0881073)",,,,
83606822,2,,residential,50,True,False,18.129,"LINESTRING (150.9331192 -31.087384, 150.9331521 -31.0873676, 150.9331894 -31.0873609, 150.9332272 -31.0873647, 150.9332616 -31.0873786, 150.9332892 -31.0874011)",,roundabout,,
191860551,2,Carthage Street,residential,,False,True,220.967,"LINESTRING (150.9331192 -31.087384, 150.9330219 -31.0872806, 150.9318189 -31.0860015, 150.9316636 -31.0858364)",,,,
93691336,2,Bourke Street,residential,,False,True,17.116,"LINESTRING (150.9305973 -31.0865636, 150.930736 -31.0864657)",,,,
17495829,2,Bourke Street,residential,40,False,False,102.281,"LINESTRING (150.9287236 -31.0878469, 150.9281607 -31.0882288, 150.9279505 -31.0883714, 150.9278817 -31.0884181)",,,,
17495829,2,Bourke Street,residential,40,False,True,118.595,"LINESTRING (150.9287236 -31.0878469, 150.9295947 -31.0872559, 150.9296998 -31.0871846)",,,,
159015830,2,Dowe Street,residential,50,False,False,227.462,"LINESTRING (150.9287236 -31.0878469, 150.9288102 -31.0879472, 150.9291252 -31.0883118, 150.9292792 -31.0884902, 150.9293847 -31.0886122, 150.9298038 -31.0890975, 150.9300956 -31.0894356, 150.9301441 -31.0894915)",,,,
159015830,2,Dowe Street,residential,50,False,True,227.46200000000005,"LINESTRING (150.9301441 -31.0894915, 150.9300956 -31.0894356, 150.9298038 -31.0890975, 150.9293847 -31.0886122, 150.9292792 -31.0884902, 150.9291252 -31.0883118, 150.9288102 -31.0879472, 150.9287236 -31.0878469)",,,,
"[798377824, 33551360]",2,Brisbane Street,primary,50,True,False,126.514,"LINESTRING (150.9301441 -31.0894915, 150.9308089 -31.0890293, 150.9310762 -31.0888435, 150.931095 -31.0888304, 150.9311756 -31.0887744)",B56,,,
170055414,1,,primary,60,True,False,18.67,"LINESTRING (150.9264124 -31.0868287, 150.9264298 -31.0868524, 150.9264396 -31.0868791, 150.9264411 -31.086907, 150.9264343 -31.0869344, 150.9264196 -31.0869594, 150.926398 -31.0869804)",B95,roundabout,,
170055592,2,Darling Street,primary,60,False,False,212.682,"LINESTRING (150.9264124 -31.0868287, 150.9264756 -31.0867856, 150.9272578 -31.0862524, 150.9280679 -31.0857006, 150.9281601 -31.0856378)",,,,
170055414,1,,primary,60,True,False,16.181,"LINESTRING (150.9261918 -31.086867, 150.9262057 -31.0868405, 150.9262273 -31.086818, 150.9262551 -31.0868013, 150.9262871 -31.0867914, 150.926321 -31.0867891)",B95,roundabout,,
170055917,,Peel Street,primary,60,True,False,25.335,"LINESTRING (150.9261918 -31.086867, 150.9261425 -31.0867778, 150.9261348 -31.0867625, 150.9260993 -31.0866542)",B95,,,
107424807,2,Peel Street,secondary,50,False,True,200.88299999999998,"LINESTRING (150.926398 -31.0869804, 150.9264459 -31.0870322, 150.9272256 -31.0878756, 150.9276524 -31.0883318, 150.927711 -31.0883944)",B95,,,
170055414,1,,primary,60,True,False,18.630000000000003,"LINESTRING (150.926398 -31.0869804, 150.9263649 -31.0869983, 150.9263271 -31.0870068, 150.926288 -31.0870051, 150.9262514 -31.0869933, 150.9262206 -31.0869726)",B95,roundabout,,
"[170057076, 170055413]",2,"['Kable Avenue', 'Darling Street']",unclassified,50,False,"[False, True]",321.461,"LINESTRING (150.9262206 -31.0869726, 150.9261501 -31.0870158, 150.9261148 -31.0870374, 150.9259403 -31.087156, 150.9257934 -31.0872558, 150.9256303 -31.0873655, 150.9255989 -31.0873905, 150.9255167 -31.0874559, 150.9254819 -31.0874807, 150.9254537 -31.0875156, 150.9254383 -31.0875611, 150.9254301 -31.0876028, 150.9254477 -31.0876903, 150.925482 -31.0877414, 150.9258682 -31.0881858, 150.926036 -31.0883789, 150.9266344 -31.0890969, 150.9267175 -31.0891965)",,,,
170055414,1,,primary,60,True,False,12.581,"LINESTRING (150.9262206 -31.0869726, 150.9262015 -31.0869495, 150.9261898 -31.0869231, 150.9261865 -31.0868949, 150.9261918 -31.086867)",B95,roundabout,,
170055595,1,,primary,,True,False,12.862,"LINESTRING (150.9282854 -31.0856716, 150.9282388 -31.0856707, 150.9281967 -31.085659, 150.9281601 -31.0856378)",,roundabout,,
35893215,2,Marius Street,primary,50,True,False,214.301,"LINESTRING (150.9283995 -31.0856086, 150.9284421 -31.0856613, 150.9284654 -31.0856891, 150.9285097 -31.0857423, 150.9285663 -31.0858077, 150.9288453 -31.0861049, 150.9291882 -31.0864853, 150.9294449 -31.0867595, 150.9296706 -31.0870031, 150.9296899 -31.0870252, 150.9297812 -31.0871294)",,,,
170055595,1,,primary,,True,False,13.318000000000001,"LINESTRING (150.9283995 -31.0856086, 150.9283694 -31.0856391, 150.9283303 -31.0856608, 150.9282854 -31.0856716)",,roundabout,,
170055592,2,Darling Street,primary,60,False,True,212.68200000000002,"LINESTRING (150.9281601 -31.0856378, 150.9280679 -31.0857006, 150.9272578 -31.0862524, 150.9264756 -31.0867856, 150.9264124 -31.0868287)",,,,
170055414,1,,primary,60,True,False,10.018999999999998,"LINESTRING (150.926321 -31.0867891, 150.9263469 -31.0867926, 150.9263715 -31.0868007, 150.9263936 -31.0868129, 150.9264124 -31.0868287)",B95,roundabout,,
170055915,,Peel Street,primary,60,True,False,25.922,"LINESTRING (150.9260993 -31.0866542, 150.9262194 -31.0867218, 150.9262307 -31.0867281, 150.926321 -31.0867891)",B95,,,
17495829,2,Bourke Street,residential,40,False,True,102.281,"LINESTRING (150.9278817 -31.0884181, 150.9279505 -31.0883714, 150.9281607 -31.0882288, 150.9287236 -31.0878469)",,,,
170056090,1,,secondary,,True,False,10.505,"LINESTRING (150.9278817 -31.0884181, 150.9278996 -31.0884478, 150.9279056 -31.0884779, 150.9279013 -31.0885082)",B95,roundabout,7,
170056088,2,Bourke Street,residential,50,False,False,117.263,"LINESTRING (150.9276832 -31.0885428, 150.9276146 -31.0885991, 150.9272106 -31.0888717, 150.9267175 -31.0891965)",,,,
170056090,1,,secondary,,True,False,18.522,"LINESTRING (150.9276832 -31.0885428, 150.9276654 -31.0885132, 150.9276593 -31.0884803, 150.9276654 -31.0884474, 150.9276833 -31.0884178, 150.927711 -31.0883944)",B95,roundabout,7,
170056090,1,,secondary,,True,False,13.639000000000001,"LINESTRING (150.9278107 -31.0885871, 150.9277898 -31.0885857, 150.9277493 -31.088582, 150.9277124 -31.0885672, 150.9276832 -31.0885428)",B95,roundabout,7,
107424807,2,Peel Street,secondary,50,False,False,200.883,"LINESTRING (150.927711 -31.0883944, 150.9276524 -31.0883318, 150.9272256 -31.0878756, 150.9264459 -31.0870322, 150.926398 -31.0869804)",B95,,,
170056090,1,,secondary,,True,False,18.194,"LINESTRING (150.927711 -31.0883944, 150.9277459 -31.0883796, 150.9277844 -31.0883749, 150.9278227 -31.0883806, 150.927857 -31.0883963, 150.9278817 -31.0884181)",B95,roundabout,7,
22803956,,Peel Street,primary,,False,False,8.522,"LINESTRING (150.9293268 -31.0901392, 150.9292679 -31.0900815)",B95,,,
46907222,2,Brisbane Street,primary,50,True,False,131.963,"LINESTRING (150.9293268 -31.0901392, 150.9292141 -31.0902192, 150.928933 -31.090419, 150.9283837 -31.0908014, 150.9283721 -31.0908095, 150.9282547 -31.0908912)",B56,,,
54455721,2,Peel Street,secondary,50,False,True,228.04800000000003,"LINESTRING (150.9293268 -31.0901392, 150.9294225 -31.0902418, 150.9294368 -31.0902571, 150.9300799 -31.090947, 150.9307145 -31.0916281, 150.9308208 -31.0917421)",,,,
22803956,,Peel Street,primary,,False,True,8.522,"LINESTRING (150.9292679 -31.0900815, 150.9293268 -31.0901392)",B95,,,
687558733,2,Peel Street,secondary,,False,False,16.898,"LINESTRING (150.9292679 -31.0900815, 150.9291621 -31.0899595)",B95,,,
798377824,2,Brisbane Street,primary,50,True,False,106.13799999999999,"LINESTRING (150.9292679 -31.0900815, 150.9293722 -31.0900112, 150.9301441 -31.0894915)",B56,,,
170057077,2,Bridge Street,primary,60,True,False,71.631,"LINESTRING (150.9275513 -31.0911619, 150.9278971 -31.0909899, 150.9280437 -31.0909091, 150.9280698 -31.0908947, 150.928191 -31.0908235)",B56,,,
"[170057080, 170057082, 170057079]",2,Bridge Street,primary,60,False,False,176.726,"LINESTRING (150.9275513 -31.0911619, 150.9274056 -31.0911895, 150.9272469 -31.0912139, 150.927177 -31.0912235, 150.92594 -31.0913489, 150.925713 -31.0913752)",B56,,,yes
255320992,2,Carter Street,residential,,False,True,11.264,"LINESTRING (150.9247044 -31.0915568, 150.9246719 -31.0914594)",,,,
170057074,2,Bridge Street,primary,60,True,False,98.212,"LINESTRING (150.925713 -31.0913752, 150.9253167 -31.0914634, 150.9247044 -31.0915568)",B56,,,
"[170057080, 170057082, 170057079]",2,Bridge Street,primary,60,False,True,176.726,"LINESTRING (150.925713 -31.0913752, 150.92594 -31.0913489, 150.927177 -31.0912235, 150.9272469 -31.0912139, 150.9274056 -31.0911895, 150.9275513 -31.0911619)",B56,,,yes
569042895,2,Kable Avenue,residential,,False,False,9.668,"LINESTRING (150.928191 -31.0908235, 150.9282547 -31.0908912)",,,,
170057076,2,Kable Avenue,unclassified,50,False,False,228.94799999999998,"LINESTRING (150.928191 -31.0908235, 150.9281339 -31.09076, 150.9281098 -31.0907334, 150.9271247 -31.089646, 150.9267175 -31.0891965)",,,,
564021466,2,Brisbane Street,primary,50,True,False,131.615,"LINESTRING (150.928191 -31.0908235, 150.9283094 -31.0907424, 150.9287345 -31.0904509, 150.92913 -31.0901771, 150.9291577 -31.0901579, 150.9292679 -31.0900815)",B56,,,
255320992,2,Carter Street,residential,,False,False,11.264,"LINESTRING (150.9246719 -31.0914594, 150.9247044 -31.0915568)",,,,
175260345,2,Bridge Street,primary,60,True,False,99.701,"LINESTRING (150.9246719 -31.0914594, 150.9252971 -31.0913868, 150.925713 -31.0913752)",B56,,,
220972123,2,Fitzroy Street,residential,,False,False,63.116,"LINESTRING (150.9333334 -31.0900316, 150.933283 -31.090063, 150.9329152 -31.0903264, 150.9328301 -31.0904001)",,,,
15507153,2,Kable Avenue,residential,,False,True,221.138,"LINESTRING (150.9311829 -31.0940488, 150.9311184 -31.0939793, 150.9309726 -31.0938223, 150.9308145 -31.093652, 150.9306905 -31.0935185, 150.9305527 -31.0933701, 150.9302404 -31.0930241, 150.9298299 -31.0925917, 150.9297379 -31.092492)",,,,
70682842,2,,residential,,True,False,17.564999999999998,"LINESTRING (150.9311829 -31.0940488, 150.9312186 -31.0940305, 150.9312654 -31.0940246, 150.9313113 -31.0940345, 150.9313512 -31.0940577)",,roundabout,,
15507291,2,White Street,residential,40,False,True,103.34199999999998,"LINESTRING (150.9313512 -31.0940577, 150.9314186 -31.0940127, 150.9316236 -31.093876, 150.9317246 -31.0938087, 150.9318603 -31.0937182, 150.9321352 -31.0935349, 150.9322075 -31.0934867)",,,,
70682842,2,,residential,,True,False,18.008,"LINESTRING (150.9313512 -31.0940577, 150.9313735 -31.0940934, 150.9313804 -31.0941335, 150.9313688 -31.0941727, 150.9313406 -31.0942052)",,roundabout,,
15509871,2,Fitzroy Street,residential,50,False,True,13.056,"LINESTRING (150.9328301 -31.0904001, 150.9327202 -31.0904703)",,,,
48502159,2,Marius Street,primary,50,True,False,218.42999999999998,"LINESTRING (150.9328301 -31.0904001, 150.9329274 -31.0905106, 150.9330515 -31.09065, 150.9335858 -31.0912301, 150.9339969 -31.0916764, 150.9342523 -31.0919412)",B56,,,
220972123,2,Fitzroy Street,residential,,False,True,63.116,"LINESTRING (150.9328301 -31.0904001, 150.9329152 -31.0903264, 150.933283 -31.090063, 150.9333334 -31.0900316)",,,,
170056090,1,,secondary,,True,False,12.608,"LINESTRING (150.9279013 -31.0885082, 150.9278871 -31.0885361, 150.9278107 -31.0885871)",B95,roundabout,7,
687558732,,Peel Street,secondary,,True,False,201.38,"LINESTRING (150.9279013 -31.0885082, 150.9279626 -31.0886018, 150.92851 -31.0892095, 150.9290479 -31.0897966, 150.9291421 -31.089931, 150.9291621 -31.0899595)",B95,,,
17558341,2,Fitzroy Street,residential,,False,True,19.048,"LINESTRING (150.9336243 -31.08985, 150.9337735 -31.0897359)",,,,
657221224,,Fitzroy Street,residential,,False,False,45.566,"LINESTRING (150.9297379 -31.092492, 150.9301136 -31.0922382)",,,,
15507153,2,Kable Avenue,residential,,False,False,221.138,"LINESTRING (150.9297379 -31.092492, 150.9298299 -31.0925917, 150.9302404 -31.0930241, 150.9305527 -31.0933701, 150.9306905 -31.0935185, 150.9308145 -31.093652, 150.9309726 -31.0938223, 150.9311184 -31.0939793, 150.9311829 -31.0940488)",,,,
15507153,2,Kable Avenue,residential,,False,True,227.23299999999998,"LINESTRING (150.9297379 -31.092492, 150.9296497 -31.0924007, 150.9294887 -31.0922342, 150.9285556 -31.0912183, 150.9283303 -31.090973, 150.9283105 -31.0909514, 150.9282547 -31.0908912)",,,,
15509871,2,Fitzroy Street,residential,50,False,False,229.58999999999997,"LINESTRING (150.9308208 -31.0917421, 150.9309205 -31.0916751, 150.9313056 -31.0914155, 150.9317668 -31.0911069, 150.93199 -31.0909587, 150.9322701 -31.0907699, 150.9326145 -31.0905405, 150.9327202 -31.0904703)",,,,
54455721,2,Peel Street,secondary,50,False,False,228.04800000000003,"LINESTRING (150.9308208 -31.0917421, 150.9307145 -31.0916281, 150.9300799 -31.090947, 150.9294368 -31.0902571, 150.9294225 -31.0902418, 150.9293268 -31.0901392)",,,,
54455721,2,Peel Street,secondary,50,False,True,219.396,"LINESTRING (150.9308208 -31.0917421, 150.9309172 -31.0918478, 150.9315075 -31.0924954, 150.9321277 -31.0931757, 150.9322386 -31.0932974)",,,,
657221224,,Fitzroy Street,residential,,False,True,45.566,"LINESTRING (150.9301136 -31.0922382, 150.9297379 -31.092492)",,,,
657221225,,Fitzroy Street,residential,,True,False,52.699,"LINESTRING (150.9301136 -31.0922382, 150.9301506 -31.0921449, 150.930214 -31.0921036, 150.9302706 -31.0921052, 150.930285 -31.0921203, 150.9303075 -31.0921437, 150.9302906 -31.0921826, 150.9302152 -31.0922298, 150.9301136 -31.0922382)",,,,
687558733,2,Peel Street,secondary,,False,True,16.898,"LINESTRING (150.9291621 -31.0899595, 150.9292679 -31.0900815)",B95,,,
564021467,,Peel Street,secondary,,True,False,200.11100000000002,"LINESTRING (150.9291621 -31.0899595, 150.9290023 -31.089831, 150.9284668 -31.0892385, 150.9279018 -31.0886462, 150.9278107 -31.0885871)",B95,,,
