osmid,oneway,name,highway,maxspeed,reversed,length,lanes,geometry,bridge,ref
81083687,False,Cambridge Street,residential,50,False,152.249,,"LINESTRING (143.8933707 -37.4223265, 143.893222 -37.4209624)",,
787319313,False,Victoria Street,residential,,False,26.285,,"LINESTRING (143.8933707 -37.4223265, 143.8930746 -37.4223506)",,
787319313,False,Victoria Street,residential,,True,18.645,,"LINESTRING (143.8933707 -37.4223265, 143.8935811 -37.4223125)",,
61954858,False,Napier Street,residential,40,False,112.197,2,"LINESTRING (143.8916595 -37.4214419, 143.8917155 -37.4218909, 143.8917847 -37.422446)",,
61954858,False,Napier Street,residential,40,False,241.17700000000002,2,"LINESTRING (143.8917847 -37.422446, 143.8919878 -37.4244413, 143.8920048 -37.4246079)",,
61954858,False,Napier Street,residential,40,True,112.197,2,"LINESTRING (143.8917847 -37.422446, 143.8917155 -37.4218909, 143.8916595 -37.4214419)",,
"[253983960, 787319313, 253983958]",False,Victoria Street,residential,,False,142.025,,"LINESTRING (143.8917847 -37.422446, 143.8905374 -37.4226498, 143.8903972 -37.4226727, 143.8902066 -37.4226892)",yes,
787319313,False,Victoria Street,residential,,True,114.402,,"LINESTRING (143.8917847 -37.422446, 143.8924305 -37.4223982, 143.8930746 -37.4223506)",,
61954858,False,Napier Street,residential,40,False,118.314,2,"LINESTRING (143.8920429 -37.4249291, 143.892169 -37.4259884)",,
61954858,False,Napier Street,residential,40,True,35.874,2,"LINESTRING (143.8920429 -37.4249291, 143.8920048 -37.4246079)",,
97307006,True,Raglan Street,residential,,False,127.70100000000002,1,"LINESTRING (143.8920429 -37.4249291, 143.8911956 -37.4249594, 143.8910643 -37.4249574, 143.8909349 -37.4249495, 143.8907851 -37.4249372, 143.8906015 -37.4249123)",,
61954858,False,Napier Street,residential,40,False,34.361,2,"LINESTRING (143.8924042 -37.4284948, 143.8924427 -37.4288023)",,
61954858,False,Napier Street,residential,40,True,158.04700000000003,2,"LINESTRING (143.8924042 -37.4284948, 143.892391 -37.4283007, 143.8923393 -37.4277015, 143.8922854 -37.4270766)",,
359671311,False,Little Street,residential,,True,180.653,,"LINESTRING (143.8924042 -37.4284948, 143.892491 -37.4284952, 143.8925335 -37.4284859, 143.8925652 -37.4284663, 143.8925887 -37.4284402, 143.8928443 -37.4278535, 143.8929117 -37.4276773, 143.892937 -37.4274832, 143.8929402 -37.4270266)",,
61954859,False,Church Street,residential,40,True,129.53,,"LINESTRING (143.8906015 -37.4249123, 143.8907463 -37.4260715)",,
97307006,True,Raglan Street,residential,,False,35.17,1,"LINESTRING (143.8906015 -37.4249123, 143.8905485 -37.4248999, 143.8904847 -37.4248785, 143.8903286 -37.4248128, 143.8902935 -37.4248051, 143.8902331 -37.4248005)",,
61954861,False,Raglan Street,residential,,False,21.357000000000003,,"LINESTRING (143.8942347 -37.4247629, 143.8941895 -37.4247653, 143.8940428 -37.4247732, 143.8939937 -37.4247783)",,
"[776429361, 219642462]",False,Albert Street,trunk,"['60', '50']",False,127.65899999999999,2,"LINESTRING (143.8942347 -37.4247629, 143.8941813 -37.4248807, 143.894109 -37.425047, 143.894067 -37.4251818, 143.8940265 -37.4253817, 143.8940072 -37.4255365, 143.893991 -37.4258863)",,A300;C291
764539556,False,Albert Street,trunk,50,True,75.093,2,"LINESTRING (143.8942347 -37.4247629, 143.8943625 -37.4245347, 143.8945732 -37.4241434)",,A300;C291
253983960,False,Victoria Street,residential,,False,120.495,,"LINESTRING (143.8902066 -37.4226892, 143.8888475 -37.4227854)",,
61954867,False,Drummond Street,residential,,False,240.304,,"LINESTRING (143.8902066 -37.4226892, 143.8902431 -37.4228298, 143.8900942 -37.4232782, 143.889884 -37.4245887, 143.8898626 -37.4248208)",,
"[253983960, 787319313, 253983958]",False,Victoria Street,residential,,True,142.025,,"LINESTRING (143.8902066 -37.4226892, 143.8903972 -37.4226727, 143.8905374 -37.4226498, 143.8917847 -37.422446)",yes,
81083697,False,Raglan Street,residential,,True,32.795,,"LINESTRING (143.8898626 -37.4248208, 143.8902331 -37.4248005)",,
61954867,False,Drummond Street,residential,,True,240.304,,"LINESTRING (143.8898626 -37.4248208, 143.889884 -37.4245887, 143.8900942 -37.4232782, 143.8902431 -37.4228298, 143.8902066 -37.4226892)",,
"[81083697, 97306890, 173518077]",False,"['Lewers Street', 'Raglan Street']",residential,,False,303.254,,"LINESTRING (143.8898626 -37.4248208, 143.8890636 -37.4248692, 143.8889115 -37.4234169, 143.8888475 -37.4227854)",,
81083697,False,Raglan Street,residential,,False,32.795,,"LINESTRING (143.8902331 -37.4248005, 143.8898626 -37.4248208)",,
61954869,True,Raglan Street,residential,,False,157.983,1,"LINESTRING (143.8902331 -37.4248005, 143.890348 -37.4247817, 143.8904392 -37.4247668, 143.8905385 -37.4247529, 143.8906782 -37.4247345, 143.8911633 -37.4246842, 143.8920048 -37.4246079)",,
61954858,False,Napier Street,residential,40,False,35.874,2,"LINESTRING (143.8920048 -37.4246079, 143.8920429 -37.4249291)",,
61954858,False,Napier Street,residential,40,True,241.17700000000002,2,"LINESTRING (143.8920048 -37.4246079, 143.8919878 -37.4244413, 143.8917847 -37.422446)",,
61954869,True,Raglan Street,residential,,False,123.402,1,"LINESTRING (143.8920048 -37.4246079, 143.893291 -37.4245112, 143.8933953 -37.4244987)",,
61954859,False,Church Street,residential,40,False,122.79,,"LINESTRING (143.890813 -37.4271745, 143.8907463 -37.4260715)",,
81083695,False,South Street,residential,50,False,130.472,,"LINESTRING (143.890813 -37.4271745, 143.8922854 -37.4270766)",,
61954859,False,Church Street,residential,40,True,192.397,,"LINESTRING (143.890813 -37.4271745, 143.8910381 -37.4288578, 143.8910484 -37.4288944)",,
81083695,False,South Street,residential,50,False,58.088,,"LINESTRING (143.8922854 -37.4270766, 143.8929402 -37.4270266)",,
81083695,False,South Street,residential,50,True,130.472,,"LINESTRING (143.8922854 -37.4270766, 143.890813 -37.4271745)",,
61954858,False,Napier Street,residential,40,False,158.047,2,"LINESTRING (143.8922854 -37.4270766, 143.8923393 -37.4277015, 143.892391 -37.4283007, 143.8924042 -37.4284948)",,
61954858,False,Napier Street,residential,40,True,121.438,2,"LINESTRING (143.8922854 -37.4270766, 143.8922572 -37.4268133, 143.892169 -37.4259884)",,
61954887,False,Turner Street,residential,50,False,123.543,,"LINESTRING (143.8910484 -37.4288944, 143.8924427 -37.4288023)",,
61954859,False,Church Street,residential,40,False,192.397,,"LINESTRING (143.8910484 -37.4288944, 143.8910381 -37.4288578, 143.890813 -37.4271745)",,
61954858,False,Napier Street,residential,40,True,34.361,2,"LINESTRING (143.8924427 -37.4288023, 143.8924042 -37.4284948)",,
61954887,False,Turner Street,residential,50,True,123.543,,"LINESTRING (143.8924427 -37.4288023, 143.8910484 -37.4288944)",,
61954859,False,Church Street,residential,40,False,129.53,,"LINESTRING (143.8907463 -37.4260715, 143.8906015 -37.4249123)",,
61954859,False,Church Street,residential,40,True,122.79,,"LINESTRING (143.8907463 -37.4260715, 143.890813 -37.4271745)",,
81083696,False,Hall Street,residential,50,False,125.97,,"LINESTRING (143.8907463 -37.4260715, 143.892169 -37.4259884)",,
61954858,False,Napier Street,residential,40,True,118.314,2,"LINESTRING (143.892169 -37.4259884, 143.8920429 -37.4249291)",,
81083696,False,Hall Street,residential,50,True,125.97,,"LINESTRING (143.892169 -37.4259884, 143.8907463 -37.4260715)",,
61954858,False,Napier Street,residential,40,False,121.438,2,"LINESTRING (143.892169 -37.4259884, 143.8922572 -37.4268133, 143.8922854 -37.4270766)",,
81083696,False,Hall Street,residential,50,False,161.297,,"LINESTRING (143.892169 -37.4259884, 143.8937333 -37.4258965, 143.8937916 -37.4258945, 143.893991 -37.4258863)",,
"[763596264, 253983962, 253983965, 81083679]",False,Water Street,residential,,True,218.17700000000002,,"LINESTRING (143.8968593 -37.4239396, 143.8966979 -37.4239721, 143.8963345 -37.4240607, 143.8962369 -37.4240891, 143.8961289 -37.4241185, 143.8959982 -37.424165, 143.8955485 -37.4243584, 143.895425 -37.4243948, 143.8953277 -37.4244004, 143.8952351 -37.4243802, 143.8951644 -37.4243554, 143.8946516 -37.4241715, 143.8945732 -37.4241434)",yes,
"[787319315, 81083678]",False,Moore Street,residential,,True,448.3800000000001,,"LINESTRING (143.8968593 -37.4239396, 143.8966117 -37.4217818, 143.8966078 -37.4216712, 143.8966278 -37.4215321, 143.8967233 -37.4214137, 143.8974818 -37.4211133, 143.8975826 -37.421016, 143.8976038 -37.4208806, 143.897593 -37.4207899, 143.89754 -37.4203442)",,
"[763599737, 787319318]",False,Water Street,residential,,False,87.429,,"LINESTRING (143.8968593 -37.4239396, 143.8971213 -37.4239298, 143.8974304 -37.4239147, 143.8975944 -37.4239062, 143.8977214 -37.423935, 143.8978237 -37.4239873)",,
"[763596264, 253983962, 253983965, 81083679]",False,Water Street,residential,,False,218.17699999999996,,"LINESTRING (143.8945732 -37.4241434, 143.8946516 -37.4241715, 143.8951644 -37.4243554, 143.8952351 -37.4243802, 143.8953277 -37.4244004, 143.895425 -37.4243948, 143.8955485 -37.4243584, 143.8959982 -37.424165, 143.8961289 -37.4241185, 143.8962369 -37.4240891, 143.8963345 -37.4240607, 143.8966979 -37.4239721, 143.8968593 -37.4239396)",yes,
764539556,False,Albert Street,trunk,50,False,75.093,2,"LINESTRING (143.8945732 -37.4241434, 143.8943625 -37.4245347, 143.8942347 -37.4247629)",,A300;C291
"[787319540, 787319317, 787319310]",False,Albert Street,trunk,50,True,266.028,2,"LINESTRING (143.8945732 -37.4241434, 143.8946613 -37.4239698, 143.8947566 -37.423763, 143.8948495 -37.4235252, 143.8949023 -37.4232784, 143.8949287 -37.4231275, 143.8949634 -37.4228705, 143.8949728 -37.4225416, 143.894933 -37.4223037, 143.8948656 -37.4219004, 143.894853 -37.4218018)",,A300;C291
81083681,False,Water Street,residential,,False,78.485,,"LINESTRING (143.8978237 -37.4239873, 143.8979273 -37.4239376, 143.898063 -37.4239014, 143.8986865 -37.423872)",,
