osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,width,ref,junction,access
3633527,False,,Bishopgate Street,residential,,True,66.012,"LINESTRING (151.1762442 -33.893531, 151.1755727 -33.8937353)",,,,
3169140,False,,Denison Street,residential,50,True,186.63,"LINESTRING (151.1762442 -33.893531, 151.1761229 -33.8932528, 151.1755867 -33.892024, 151.1755557 -33.8919529)",,,,
3633527,False,,Bishopgate Street,residential,,False,67.554,"LINESTRING (151.1762442 -33.893531, 151.1768668 -33.8933437, 151.1769323 -33.893324)",,,,
3633527,False,,Bishopgate Street,residential,,True,67.554,"LINESTRING (151.1769323 -33.893324, 151.1768668 -33.8933437, 151.1762442 -33.893531)",,,,
24414228,False,2,Australia Street,residential,50,True,182.86599999999999,"LINESTRING (151.1769323 -33.893324, 151.1768098 -33.8930434, 151.1763031 -33.8918803, 151.1762925 -33.8918558, 151.1762588 -33.8917774)",6.2,,,
"[382412050, 382412051]",False,2,Australia Street,residential,50,False,73.74300000000001,"LINESTRING (151.1769323 -33.893324, 151.1770554 -33.8936006, 151.1771756 -33.8938707, 151.1772085 -33.8939463)",6.2,,,
3633527,False,,Bishopgate Street,residential,,False,65.789,"LINESTRING (151.1749035 -33.893939, 151.1755727 -33.8937353)",,,,
3633527,False,,Bishopgate Street,residential,,False,66.012,"LINESTRING (151.1755727 -33.8937353, 151.1762442 -33.893531)",,,,
3633527,False,,Bishopgate Street,residential,,True,65.789,"LINESTRING (151.1755727 -33.8937353, 151.1749035 -33.893939)",,,,
3633548,False,,Probert Street,residential,50,True,202.662,"LINESTRING (151.1755727 -33.8937353, 151.1754519 -33.8934577, 151.1748646 -33.8921086, 151.1748274 -33.8920725, 151.1747763 -33.8920562)",,,,
3633548,False,,Probert Street,residential,50,False,202.662,"LINESTRING (151.1747763 -33.8920562, 151.1748274 -33.8920725, 151.1748646 -33.8921086, 151.1754519 -33.8934577, 151.1755727 -33.8937353)",,,,
172324293,False,,St. Marys Street,residential,50,False,23.630000000000003,"LINESTRING (151.1747763 -33.8920562, 151.1748188 -33.891903, 151.1748337 -33.8918491)",,,,
591957149,True,,Sparkes Street,residential,,False,90.398,"LINESTRING (151.1817779 -33.8851225, 151.1808948 -33.8853222, 151.1808744 -33.8853269, 151.1808318 -33.8853307)",,,,
168823510,False,2,Fowler Street,residential,50,False,76.138,"LINESTRING (151.175677 -33.8904486, 151.1763704 -33.8902377, 151.1764238 -33.8902215, 151.1764515 -33.890213)",,,,
291753606,False,,Australia Street,residential,,True,83.825,"LINESTRING (151.175677 -33.8904486, 151.1754807 -33.8899948, 151.1753701 -33.8897391)",,,,
907891729,False,2,Australia Street,residential,50,False,96.783,"LINESTRING (151.175677 -33.8904486, 151.1757018 -33.8905053, 151.175851 -33.8908472, 151.1759141 -33.8909917, 151.1760343 -33.8912669)",6.2,,,
172729873,False,,O'Connell Street,residential,50,False,29.874,"LINESTRING (151.1817507 -33.8920312, 151.1816463 -33.8917769)",,,,
172729873,False,,O'Connell Street,residential,50,True,58.637,"LINESTRING (151.1817507 -33.8920312, 151.1819558 -33.8925303)",,,,
172720399,False,,Raper Street,residential,50,True,124.244,"LINESTRING (151.1817507 -33.8920312, 151.1813766 -33.8921403, 151.1804807 -33.8924015)",,,,
172720401,False,,Hordern Street,residential,50,False,72.928,"LINESTRING (151.180964 -33.8935113, 151.1806954 -33.8928945)",,,,
172720398,False,,Prospect Street,residential,50,False,56.038000000000004,"LINESTRING (151.180964 -33.8935113, 151.1809823 -33.8935059, 151.1812466 -33.893428, 151.1815174 -33.8933481, 151.1815361 -33.8933426)",,,,
172720398,False,,Prospect Street,residential,50,True,64.58,"LINESTRING (151.180964 -33.8935113, 151.180935 -33.8935198, 151.1806223 -33.8936121, 151.1803038 -33.8937036)",,,,
172729873,False,,O'Connell Street,residential,50,False,13.045,"LINESTRING (151.1822082 -33.8931444, 151.1821614 -33.8930337)",,,,
172729873,False,,O'Connell Street,residential,50,True,12.234,"LINESTRING (151.1822082 -33.8931444, 151.1822511 -33.8932485)",,,,
172720398,False,,Prospect Street,residential,50,True,65.834,"LINESTRING (151.1822082 -33.8931444, 151.1818564 -33.8932482, 151.1815675 -33.8933334, 151.1815361 -33.8933426)",,,,
3169064,False,2,Fowler Street,residential,50,False,102.13000000000001,"LINESTRING (151.1767719 -33.8900929, 151.1777272 -33.8898209, 151.177772 -33.8898059, 151.1778167 -33.8897909)",,,,
215320360,False,2,Church Street,residential,50,False,37.519,"LINESTRING (151.1785647 -33.8895604, 151.1784117 -33.8892478)",,,,
32397529,False,2,Fowler Street,residential,50,True,73.654,"LINESTRING (151.1785647 -33.8895604, 151.1785304 -33.889571, 151.178497 -33.8895813, 151.1780074 -33.8897297, 151.1779049 -33.8897645, 151.1778611 -33.8897776, 151.1778167 -33.8897909)",,,,
215320363,False,2,Church Street,residential,50,True,43.683,"LINESTRING (151.1785647 -33.8895604, 151.1786291 -33.8897172, 151.1786977 -33.8898851, 151.1787172 -33.8899323)",,,,
291753606,False,,Australia Street,residential,,False,83.825,"LINESTRING (151.1753701 -33.8897391, 151.1754807 -33.8899948, 151.175677 -33.8904486)",,,,
168823510,False,2,Fowler Street,residential,50,True,76.138,"LINESTRING (151.1764515 -33.890213, 151.1764238 -33.8902215, 151.1763704 -33.8902377, 151.175677 -33.8904486)",,,,
3169064,False,2,Fowler Street,residential,50,True,102.13,"LINESTRING (151.1778167 -33.8897909, 151.177772 -33.8898059, 151.1777272 -33.8898209, 151.1767719 -33.8900929)",,,,
32397529,False,2,Fowler Street,residential,50,False,73.654,"LINESTRING (151.1778167 -33.8897909, 151.1778611 -33.8897776, 151.1779049 -33.8897645, 151.1780074 -33.8897297, 151.178497 -33.8895813, 151.1785304 -33.889571, 151.1785647 -33.8895604)",,,,
41805665,False,,Mallett Street,tertiary,40,False,43.44,"LINESTRING (151.1778167 -33.8897909, 151.1778488 -33.8898675, 151.1779709 -33.89016)",,,,
292027008,False,2,Mallett Street,tertiary,40,True,252.279,"LINESTRING (151.1778167 -33.8897909, 151.1777804 -33.8897067, 151.1773731 -33.8887513, 151.1772564 -33.8884736, 151.1771421 -33.8882271, 151.1768967 -33.8876546)",,,,
172302241,False,,Missenden Road,unclassified,50,True,11.337,"LINESTRING (151.1791202 -33.8862636, 151.1791519 -33.8861651)",,,,
"[1095300514, 169908867]",True,3,Parramatta Road,trunk,60,False,168.738,"LINESTRING (151.1791202 -33.8862636, 151.1789457 -33.8863035, 151.1774935 -33.8866334, 151.1774674 -33.8866394, 151.1773575 -33.8866655)",,A22,,
1095300516,False,3,Missenden Road,tertiary,40,False,48.915000000000006,"LINESTRING (151.1791202 -33.8862636, 151.1791415 -33.8863384, 151.1791477 -33.886356, 151.1791663 -33.8863972, 151.17919 -33.8864286, 151.1793944 -33.8866304)",,,,
82022387,False,3,Mallett Street,tertiary,40,False,43.313,"LINESTRING (151.1765696 -33.8868531, 151.176589 -33.8869037, 151.1765942 -33.8869174, 151.1766027 -33.8869394, 151.1767122 -33.8872242)",,,,
"[168828136, 169911597]",False,,Mallett Street,trunk,50,True,10.431000000000001,"LINESTRING (151.1765696 -33.8868531, 151.1765616 -33.8868175, 151.1765488 -33.8867609)",,,,
172324326,False,2,,unclassified,25,False,79.92599999999999,"LINESTRING (151.1845265 -33.8851644, 151.1845558 -33.8852569, 151.1845623 -33.8852775, 151.1846847 -33.8857646, 151.1847168 -33.8858654)",,,,
"[574814032, 1095300515, 569414956]",True,3,Parramatta Road,trunk,60,False,513.877,"LINESTRING (151.1845265 -33.8851644, 151.1829847 -33.8854555, 151.1822313 -33.8855968, 151.1818796 -33.8856627, 151.1809776 -33.8858523, 151.1793029 -33.8862218, 151.179272 -33.8862286, 151.1791202 -33.8862636)",,A22,,
172302241,False,,Missenden Road,unclassified,50,False,11.337,"LINESTRING (151.1791519 -33.8861651, 151.1791202 -33.8862636)",,,,
172302240,False,,Lyons Road,residential,,False,47.492000000000004,"LINESTRING (151.1791519 -33.8861651, 151.179131 -33.8860942, 151.1791225 -33.8860656, 151.1790182 -33.8857527)",,,,
503698395,True,3,Parramatta Road,trunk,60,False,41.998000000000005,"LINESTRING (151.1791519 -33.8861651, 151.1792449 -33.8861459, 151.1795907 -33.8860654)",,A22,,
"[168828136, 169911597]",False,,Mallett Street,trunk,50,False,10.431000000000001,"LINESTRING (151.1765488 -33.8867609, 151.1765616 -33.8868175, 151.1765696 -33.8868531)",,,,
242582516,True,3,Parramatta Road,trunk,60,False,77.63400000000001,"LINESTRING (151.1765488 -33.8867609, 151.1766372 -33.8867419, 151.1772093 -33.8866192, 151.1772446 -33.8866116, 151.1773624 -33.8865841)",,A22,,
1007640707,False,2,Mallett Street,secondary,,True,73.208,"LINESTRING (151.1765488 -33.8867609, 151.1765281 -33.8866918, 151.1765213 -33.8866691, 151.176392 -33.8862193, 151.1763648 -33.8861205)",,,,
172324352,False,,Larkin Street,residential,,False,48.468999999999994,"LINESTRING (151.1809619 -33.885753, 151.1809393 -33.885681, 151.1808318 -33.8853307)",,,,
503698395,True,3,Parramatta Road,trunk,60,False,131.254,"LINESTRING (151.1795907 -33.8860654, 151.1809619 -33.885753)",,A22,,
3633495,False,,Federation Road,unclassified,50,False,25.203,"LINESTRING (151.1796336 -33.893222, 151.1798908 -33.8931459)",,,,
3633495,False,,Federation Road,unclassified,50,True,82.46000000000001,"LINESTRING (151.1796336 -33.893222, 151.1796101 -33.8932285, 151.1792169 -33.8933435, 151.1788979 -33.8934432, 151.1787936 -33.8934744)",,,,
3633503,False,,Northwood Street,residential,50,False,248.291,"LINESTRING (151.1796336 -33.893222, 151.1787176 -33.8912027, 151.1786857 -33.8911323)",,,,
3633495,False,,Federation Road,unclassified,50,True,25.203,"LINESTRING (151.1798908 -33.8931459, 151.1796336 -33.893222)",,,,
41805665,False,,Mallett Street,tertiary,40,True,116.043,"LINESTRING (151.1783866 -33.8911449, 151.1783521 -33.8910631, 151.178254 -33.8908307, 151.1781212 -33.8905161, 151.1779709 -33.89016)",,,,
170888275,True,,,secondary,,False,11.405000000000001,"LINESTRING (151.1783866 -33.8911449, 151.1784067 -33.8911411, 151.1784272 -33.8911429, 151.178446 -33.8911499, 151.1784611 -33.8911614, 151.1784711 -33.8911764, 151.1784748 -33.8911932)",,,roundabout,
3633495,False,,Federation Road,unclassified,50,False,81.598,"LINESTRING (151.177962 -33.8937234, 151.1783917 -33.8935948, 151.1787155 -33.8934978, 151.1787936 -33.8934744)",,,,
3633495,False,,Federation Road,unclassified,50,True,73.833,"LINESTRING (151.177962 -33.8937234, 151.1775652 -33.8938422, 151.1772961 -33.8939207, 151.1772085 -33.8939463)",,,,
3633498,False,,Hopetoun Street,residential,50,False,254.47400000000002,"LINESTRING (151.177962 -33.8937234, 151.1770731 -33.8916437, 151.1770401 -33.8915666)",,,,
286360948,True,,Salisbury Road,secondary,50,False,59.693,"LINESTRING (151.1755362 -33.8919111, 151.1756541 -33.8919192, 151.1757562 -33.891906, 151.1758865 -33.8918548, 151.1760458 -33.8918102, 151.1761585 -33.8918064)",,,,
291753604,False,,Denison Street,residential,50,True,53.062,"LINESTRING (151.1755362 -33.8919111, 151.1755079 -33.89185, 151.1754635 -33.8917541, 151.1753363 -33.8914637)",,,,
173224922,False,,Elizabeth Street,residential,,True,36.577,"LINESTRING (151.1838571 -33.8913861, 151.1838613 -33.8914476, 151.1838654 -33.8914599, 151.1838985 -33.8915585, 151.183942 -33.8916764, 151.1839524 -33.891704)",,,,
"[1095300528, 793901596]",False,5,Carillon Avenue,secondary,50,False,105.62100000000001,"LINESTRING (151.1838571 -33.8913861, 151.1833612 -33.8913973, 151.1831155 -33.8914103, 151.1828359 -33.8914465, 151.1827182 -33.8914612)",,,,
41805665,False,,Mallett Street,tertiary,40,False,116.043,"LINESTRING (151.1779709 -33.89016, 151.1781212 -33.8905161, 151.178254 -33.8908307, 151.1783521 -33.8910631, 151.1783866 -33.8911449)",,,,
41805665,False,,Mallett Street,tertiary,40,True,43.44,"LINESTRING (151.1779709 -33.89016, 151.1778488 -33.8898675, 151.1778167 -33.8897909)",,,,
173220527,False,,Fowler Lane,living_street,,True,73.39200000000001,"LINESTRING (151.1779709 -33.89016, 151.1780504 -33.8901358, 151.1786598 -33.8899498, 151.1787172 -33.8899323)",,,,
3633083,False,2,Mallett Street,secondary,,False,29.485999999999997,"LINESTRING (151.1761668 -33.8854183, 151.1762018 -33.8855273, 151.176212 -33.8855562, 151.1762531 -33.8856736)",,,,
242582513,False,4,Pyrmont Bridge Road,primary,40,False,65.284,"LINESTRING (151.1761668 -33.8854183, 151.1763066 -33.8853363, 151.1763361 -33.8853197, 151.1764695 -33.8852467, 151.1766559 -33.8851692, 151.1767782 -33.8851276)",,,,
"[292127159, 824021503]",False,4,Pyrmont Bridge Road,primary,40,True,102.035,"LINESTRING (151.1761668 -33.8854183, 151.1760759 -33.8854704, 151.176043 -33.8854886, 151.1757119 -33.8856872, 151.1754786 -33.8858392, 151.1752816 -33.8859674)",,,,
172304428,False,,Mason Street,residential,,False,74.141,"LINESTRING (151.1762531 -33.8856736, 151.1770309 -33.8855073)",,,,
1007640707,False,2,Mallett Street,secondary,,False,50.752,"LINESTRING (151.1762531 -33.8856736, 151.1763648 -33.8861205)",,,,
3633083,False,2,Mallett Street,secondary,,True,29.485999999999997,"LINESTRING (151.1762531 -33.8856736, 151.176212 -33.8855562, 151.1762018 -33.8855273, 151.1761668 -33.8854183)",,,,
"[47518048, 286361438]",False,,Salisbury Road,secondary,50,False,46.282,"LINESTRING (151.178354 -33.8912195, 151.1782967 -33.8912348, 151.1782694 -33.8912412, 151.1778751 -33.8913428)",,,,
170888275,True,,,secondary,,False,9.901000000000002,"LINESTRING (151.178354 -33.8912195, 151.1783472 -33.8912026, 151.1783475 -33.8911848, 151.1783548 -33.8911681, 151.1783683 -33.8911542, 151.1783866 -33.8911449)",,,roundabout,
290327881,False,,Salisbury Road,secondary,50,True,18.149,"LINESTRING (151.1770401 -33.8915666, 151.1772272 -33.8915164)",,,,
3633498,False,,Hopetoun Street,residential,50,True,254.47400000000002,"LINESTRING (151.1770401 -33.8915666, 151.1770731 -33.8916437, 151.177962 -33.8937234)",,,,
290327881,False,,Salisbury Road,secondary,50,False,75.833,"LINESTRING (151.1770401 -33.8915666, 151.1767404 -33.8916469, 151.1766177 -33.8916797, 151.1763616 -33.8917473, 151.1763297 -33.8917566, 151.1762588 -33.8917774)",,,,
3633500,False,,Roberts Street,residential,50,True,251.729,"LINESTRING (151.1778751 -33.8913428, 151.1779082 -33.8914197, 151.1787936 -33.8934744)",,,,
"[47518048, 286361438]",False,,Salisbury Road,secondary,50,True,46.282,"LINESTRING (151.1778751 -33.8913428, 151.1782694 -33.8912412, 151.1782967 -33.8912348, 151.178354 -33.8912195)",,,,
290327881,False,,Salisbury Road,secondary,50,False,62.841,"LINESTRING (151.1778751 -33.8913428, 151.1774636 -33.8914539, 151.1772272 -33.8915164)",,,,
3633495,False,,Federation Road,unclassified,50,False,82.46000000000001,"LINESTRING (151.1787936 -33.8934744, 151.1788979 -33.8934432, 151.1792169 -33.8933435, 151.1796101 -33.8932285, 151.1796336 -33.893222)",,,,
3633495,False,,Federation Road,unclassified,50,True,81.598,"LINESTRING (151.1787936 -33.8934744, 151.1787155 -33.8934978, 151.1783917 -33.8935948, 151.177962 -33.8937234)",,,,
3633500,False,,Roberts Street,residential,50,False,251.729,"LINESTRING (151.1787936 -33.8934744, 151.1779082 -33.8914197, 151.1778751 -33.8913428)",,,,
290327881,False,,Salisbury Road,secondary,50,False,18.149,"LINESTRING (151.1772272 -33.8915164, 151.1770401 -33.8915666)",,,,
8873660,False,2,Gibbens Street,residential,50,False,150.09099999999998,"LINESTRING (151.1772272 -33.8915164, 151.1771872 -33.8914238, 151.1770681 -33.8911477, 151.1767954 -33.8905148, 151.1766963 -33.8902775, 151.1766825 -33.8902446)",,,,
290327881,False,,Salisbury Road,secondary,50,True,62.841,"LINESTRING (151.1772272 -33.8915164, 151.1774636 -33.8914539, 151.1778751 -33.8913428)",,,,
170888275,True,,,secondary,,False,15.758000000000001,"LINESTRING (151.1784748 -33.8911932, 151.1784717 -33.8912107, 151.1784619 -33.8912264, 151.1784464 -33.8912386, 151.1784269 -33.8912459, 151.1784057 -33.8912475, 151.178385 -33.8912432, 151.1783671 -33.8912335, 151.178354 -33.8912195)",,,roundabout,
175260613,False,,Salisbury Road,secondary,,False,20.611,"LINESTRING (151.1784748 -33.8911932, 151.1785558 -33.8911699, 151.1786857 -33.8911323)",,,,
3633503,False,,Northwood Street,residential,50,True,248.291,"LINESTRING (151.1786857 -33.8911323, 151.1787176 -33.8912027, 151.1796336 -33.893222)",,,,
175260613,False,,Salisbury Road,secondary,,True,20.611,"LINESTRING (151.1786857 -33.8911323, 151.1785558 -33.8911699, 151.1784748 -33.8911932)",,,,
"[290327880, 290327879]",False,2,Salisbury Road,secondary,50,False,44.688,"LINESTRING (151.1786857 -33.8911323, 151.1788188 -33.8910946, 151.1790991 -33.8910168, 151.1791445 -33.891004)",,,,
"[242582514, 1095300516]",False,3,Missenden Road,tertiary,40,False,65.493,"LINESTRING (151.1793944 -33.8866304, 151.1794511 -33.8866852, 151.1796716 -33.8868911, 151.1797783 -33.8869907, 151.1798647 -33.8870714)",,,,
1095300516,False,3,Missenden Road,tertiary,40,True,48.915000000000006,"LINESTRING (151.1793944 -33.8866304, 151.17919 -33.8864286, 151.1791663 -33.8863972, 151.1791477 -33.886356, 151.1791415 -33.8863384, 151.1791202 -33.8862636)",,,,
242582522,False,,,unclassified,,True,9.063,"LINESTRING (151.1773575 -33.8866655, 151.1773624 -33.8865841)",,,,
215320360,False,2,Church Street,residential,50,True,59.053,"LINESTRING (151.1773575 -33.8866655, 151.1773802 -33.8867349, 151.177387 -33.8867555, 151.177442 -33.8868986, 151.1775041 -33.8870918, 151.1775338 -33.8871759)",,,,
242582517,True,3,Parramatta Road,trunk,60,False,75.664,"LINESTRING (151.1773575 -33.8866655, 151.1773317 -33.8866719, 151.1772694 -33.8866872, 151.1766996 -33.8868211, 151.1766642 -33.8868298, 151.1765696 -33.8868531)",,A22,,
242582514,False,,Missenden Road,tertiary,40,False,58.775,"LINESTRING (151.1798647 -33.8870714, 151.1802878 -33.8874664)",,,,
172302244,True,,Marsden Street,residential,50,False,206.794,"LINESTRING (151.1798647 -33.8870714, 151.1797718 -33.8870999, 151.1778142 -33.8876682, 151.1777831 -33.8876771, 151.1777502 -33.8876857)",,,,
"[242582514, 1095300516]",False,3,Missenden Road,tertiary,40,True,65.493,"LINESTRING (151.1798647 -33.8870714, 151.1797783 -33.8869907, 151.1796716 -33.8868911, 151.1794511 -33.8866852, 151.1793944 -33.8866304)",,,,
172302247,True,,Brodrick Street,residential,50,False,182.67799999999997,"LINESTRING (151.1775338 -33.8871759, 151.1776139 -33.8871532, 151.1793154 -33.8866825, 151.1793944 -33.8866304)",,,,
215320360,False,2,Church Street,residential,50,False,59.053000000000004,"LINESTRING (151.1775338 -33.8871759, 151.1775041 -33.8870918, 151.177442 -33.8868986, 151.177387 -33.8867555, 151.1773802 -33.8867349, 151.1773575 -33.8866655)",,,,
215320360,False,2,Church Street,residential,50,True,60.103,"LINESTRING (151.1775338 -33.8871759, 151.1776391 -33.8874241, 151.1777502 -33.8876857)",,,,
242582514,False,,Missenden Road,tertiary,40,False,65.6,"LINESTRING (151.1802878 -33.8874664, 151.18076 -33.8879073)",,,,
242582514,False,,Missenden Road,tertiary,40,True,58.775,"LINESTRING (151.1802878 -33.8874664, 151.1798647 -33.8870714)",,,,
215320360,False,2,Church Street,residential,50,False,60.103,"LINESTRING (151.1777502 -33.8876857, 151.1776391 -33.8874241, 151.1775338 -33.8871759)",,,,
215320360,False,2,Church Street,residential,50,True,58.216,"LINESTRING (151.1777502 -33.8876857, 151.1778805 -33.8880042, 151.1779122 -33.8880764, 151.1779576 -33.8881801)",,,,
242582514,False,,Missenden Road,tertiary,40,True,65.6,"LINESTRING (151.18076 -33.8879073, 151.1802878 -33.8874664)",,,,
172302246,True,1,Dunblane Street,residential,50,False,254.328,"LINESTRING (151.18076 -33.8879073, 151.1806797 -33.8879302, 151.1796627 -33.8882306, 151.1784874 -33.8885726, 151.1781964 -33.8886553, 151.1781607 -33.8886659)",,,,yes
219617203,False,,Missenden Road,tertiary,40,False,58.042,"LINESTRING (151.18076 -33.8879073, 151.1808314 -33.8879739, 151.1811778 -33.8882974)",,,,
215320360,False,2,Church Street,residential,50,True,57.179,"LINESTRING (151.1779576 -33.8881801, 151.1781607 -33.8886659)",,,,
172302245,True,1,Briggs Street,residential,50,False,229.62800000000001,"LINESTRING (151.1779576 -33.8881801, 151.1780197 -33.8881617, 151.1802229 -33.8875081, 151.1802878 -33.8874664)",,,,
215320360,False,2,Church Street,residential,50,False,58.216,"LINESTRING (151.1779576 -33.8881801, 151.1779122 -33.8880764, 151.1778805 -33.8880042, 151.1777502 -33.8876857)",,,,
"[1095300517, 215320362, 215320364, 1095300529, 219617203, 175974423]",False,3,Missenden Road,tertiary,40,False,387.255,"LINESTRING (151.1811778 -33.8882974, 151.1815739 -33.8886672, 151.1816049 -33.8886961, 151.1817325 -33.8888153, 151.181814 -33.8888914, 151.18189 -33.8889691, 151.1819135 -33.8889993, 151.1819326 -33.8890298, 151.1820556 -33.889413, 151.182069 -33.8894549, 151.1820929 -33.8895292, 151.1821318 -33.8896504, 151.1821776 -33.8897932, 151.1822306 -33.8899581, 151.1822385 -33.8899828, 151.1822625 -33.8900578, 151.1822917 -33.8901486, 151.1823011 -33.890178, 151.1823605 -33.8903631, 151.1823727 -33.890401, 151.1824422 -33.8906175, 151.1825806 -33.8910487, 151.1826054 -33.8911262, 151.1826837 -33.8913712, 151.1827182 -33.8914612)",,,,
219617203,False,,Missenden Road,tertiary,40,True,58.042,"LINESTRING (151.1811778 -33.8882974, 151.1808314 -33.8879739, 151.18076 -33.8879073)",,,,
215320360,False,2,Church Street,residential,50,False,57.179,"LINESTRING (151.1781607 -33.8886659, 151.1779576 -33.8881801)",,,,
215320360,False,2,Church Street,residential,50,True,68.72800000000001,"LINESTRING (151.1781607 -33.8886659, 151.1783406 -33.8890871, 151.1784117 -33.8892478)",,,,
215320360,False,2,Church Street,residential,50,True,37.519,"LINESTRING (151.1784117 -33.8892478, 151.1785647 -33.8895604)",,,,
172302242,True,,Lucas Street,residential,50,False,278.91399999999993,"LINESTRING (151.1784117 -33.8892478, 151.1799367 -33.8888153, 151.1800724 -33.8887757, 151.1807294 -33.888584, 151.1807946 -33.888565, 151.1811185 -33.8883388, 151.1811778 -33.8882974)",,,,
215320360,False,2,Church Street,residential,50,False,68.72800000000001,"LINESTRING (151.1784117 -33.8892478, 151.1783406 -33.8890871, 151.1781607 -33.8886659)",,,,
172304431,True,,Lambert Street,residential,,False,170.277,"LINESTRING (151.1788344 -33.885184, 151.1770462 -33.8855599)",,,,
172302240,False,,Lyons Road,residential,,True,65.473,"LINESTRING (151.1788344 -33.885184, 151.1789563 -33.8855612, 151.1790182 -33.8857527)",,,,
172304427,False,,Layton Street,residential,,False,44.489,"LINESTRING (151.1770462 -33.8855599, 151.1771624 -33.8859482)",,,,
172304427,False,,Layton Street,residential,,True,6.017,"LINESTRING (151.1770462 -33.8855599, 151.1770309 -33.8855073)",,,,
172302240,False,,Lyons Road,residential,,False,65.473,"LINESTRING (151.1790182 -33.8857527, 151.1789563 -33.8855612, 151.1788344 -33.885184)",,,,
172302240,False,,Lyons Road,residential,,True,47.492000000000004,"LINESTRING (151.1790182 -33.8857527, 151.1791225 -33.8860656, 151.179131 -33.8860942, 151.1791519 -33.8861651)",,,,
172304432,False,,Purkis Street,residential,,True,171.043,"LINESTRING (151.1790182 -33.8857527, 151.1789135 -33.8857743, 151.1776785 -33.8860284, 151.1773088 -33.8861126, 151.1772225 -33.8861318)",,,,
172304427,False,,Layton Street,residential,,False,21.156,"LINESTRING (151.1771624 -33.8859482, 151.1772225 -33.8861318)",,,,
172304427,False,,Layton Street,residential,,True,44.489,"LINESTRING (151.1771624 -33.8859482, 151.1770462 -33.8855599)",,,,
172304427,False,,Layton Street,residential,,True,21.156,"LINESTRING (151.1772225 -33.8861318, 151.1771624 -33.8859482)",,,,
172304427,False,,Layton Street,residential,,False,51.926,"LINESTRING (151.1772225 -33.8861318, 151.1773322 -33.8864833, 151.1773394 -33.8865074, 151.1773624 -33.8865841)",,,,
172304432,False,,Purkis Street,residential,,False,171.043,"LINESTRING (151.1772225 -33.8861318, 151.1773088 -33.8861126, 151.1776785 -33.8860284, 151.1789135 -33.8857743, 151.1790182 -33.8857527)",,,,
172324352,False,,Larkin Street,residential,,True,48.468999999999994,"LINESTRING (151.1808318 -33.8853307, 151.1809393 -33.885681, 151.1809619 -33.885753)",,,,
603066180,False,,Sparkes Street,residential,,True,45.013000000000005,"LINESTRING (151.1808318 -33.8853307, 151.1808037 -33.8853343, 151.1807906 -33.885337, 151.1803582 -33.8854267)",,,,
286360557,False,,Salisbury Road,secondary,,True,9.617,"LINESTRING (151.1792476 -33.8909915, 151.1791445 -33.891004)",,,,
173710574,True,1,Church Street,residential,,False,40.614999999999995,"LINESTRING (151.1792476 -33.8909915, 151.1792207 -33.8910767, 151.1792184 -33.8910841, 151.1792119 -33.8911236, 151.1792316 -33.8911918, 151.1792911 -33.8913435)",,,,
