osmid,oneway,name,highway,reversed,length,geometry,junction,ref,maxspeed
4933999,True,Archer Street,secondary,False,7.659000000000001,"LINESTRING (146.8267556 -19.2595782, 146.8267195 -19.2595663, 146.8266871 -19.2595545)",,,
566783770,True,Perkins Street,secondary,False,78.784,"LINESTRING (146.8267556 -19.2595782, 146.8267035 -19.2596808, 146.8265164 -19.2600433, 146.8265034 -19.260066, 146.8264928 -19.2600839, 146.8264753 -19.2601067, 146.8264555 -19.260127, 146.8264372 -19.2601434, 146.8264126 -19.2601613, 146.8263805 -19.2601813)",,,
4933998,False,Archer Street,secondary,True,62.07300000000001,"LINESTRING (146.8279919 -19.2599885, 146.8278475 -19.2599244, 146.8277633 -19.2598882, 146.8276625 -19.2598435, 146.8275693 -19.2598104, 146.8274485 -19.2597696)",,,
1092770592,False,,unclassified,False,9.077,"LINESTRING (146.8257957 -19.2588749, 146.8258803 -19.2588918)",,,
1092770590,True,Ross Street,unclassified,False,48.010999999999996,"LINESTRING (146.8257957 -19.2588749, 146.8258064 -19.2588405, 146.82582 -19.2588116, 146.8258407 -19.258781, 146.8258792 -19.2587357, 146.825918 -19.2586986, 146.8259682 -19.2586598, 146.8260408 -19.2586023, 146.8260921 -19.2585559)",,,
43746054,False,Ross Street,unclassified,True,187.574,"LINESTRING (146.8279739 -19.2555074, 146.8279229 -19.2555506, 146.8278879 -19.2555896, 146.8278487 -19.2556429, 146.8278201 -19.2556912, 146.8276675 -19.2559901, 146.8276458 -19.2560344, 146.8276282 -19.2560696, 146.8274408 -19.2564387, 146.8274002 -19.2565104, 146.8272609 -19.2567465, 146.8272206 -19.2568154, 146.8271219 -19.256983)",,,
1092754635,True,,secondary,False,11.426,"LINESTRING (146.8252799 -19.2603331, 146.8253021 -19.2602325)",,,
194767130,True,McIlwraith Street,secondary,False,125.86099999999999,"LINESTRING (146.8252799 -19.2603331, 146.8251597 -19.2603426, 146.8250306 -19.2603555, 146.8249455 -19.2603654, 146.8248177 -19.2603827, 146.8245533 -19.2604158, 146.8244624 -19.2604269, 146.8243818 -19.2604416, 146.8243132 -19.2604572, 146.8242135 -19.2604858, 146.8240993 -19.2605156)",,,
443726774,False,Palmer Street,unclassified,False,9.565,"LINESTRING (146.824386 -19.2592514, 146.8244742 -19.2592298)",,,
443726774,False,Palmer Street,unclassified,True,237.01199999999997,"LINESTRING (146.824386 -19.2592514, 146.8242145 -19.2592928, 146.8240859 -19.2593225, 146.8226119 -19.2597224, 146.8222973 -19.2598078, 146.8222507 -19.2598179, 146.8222118 -19.259825)",,,
"[441649249, 4934061]",True,Palmer Street,unclassified,False,121.999,"LINESTRING (146.8251911 -19.2591281, 146.8252494 -19.2591149, 146.8252983 -19.2591017, 146.8253572 -19.2590848, 146.8254304 -19.2590572, 146.8254824 -19.2590353, 146.8255195 -19.2590183, 146.8255391 -19.2590084, 146.8255525 -19.2590004, 146.825567 -19.2589895, 146.8255871 -19.2589751, 146.8255952 -19.2589701, 146.8256063 -19.2589661, 146.825615 -19.2589636, 146.825625 -19.2589618, 146.825638 -19.2589613, 146.8256498 -19.2589621, 146.8256613 -19.2589651, 146.8256696 -19.2589689, 146.8256793 -19.2589742, 146.8256904 -19.2589822, 146.8256982 -19.258991, 146.8257054 -19.2590024, 146.8257085 -19.2590122, 146.8257099 -19.2590239, 146.8257099 -19.2590353, 146.8257093 -19.2590378, 146.8257067 -19.2590476, 146.8257005 -19.2590615, 146.825692 -19.2590765, 146.8256843 -19.2590842, 146.8256763 -19.2590887, 146.8256633 -19.2590951, 146.8256476 -19.2591002, 146.8256318 -19.259102, 146.8256184 -19.2591018, 146.825601 -19.2591005, 146.8255876 -19.2590995, 146.8255717 -19.2590984, 146.8255469 -19.2590983, 146.8255156 -19.2591004, 146.8254657 -19.2591038, 146.8251911 -19.2591281)",,,
443726774,False,Palmer Street,unclassified,True,76.162,"LINESTRING (146.8251911 -19.2591281, 146.8246216 -19.2591985, 146.824572 -19.2592067, 146.8245339 -19.259215, 146.8244742 -19.2592298)",,,
4934057,False,Morehead Street,unclassified,False,70.612,"LINESTRING (146.8240943 -19.2600944, 146.8243893 -19.2595237)",,,
200234870,True,Morehead Street,unclassified,False,39.097,"LINESTRING (146.8240943 -19.2600944, 146.8240564 -19.260218, 146.8240514 -19.2602453, 146.8240498 -19.2602702, 146.8240542 -19.2603002, 146.8240658 -19.2603402, 146.8241023 -19.2604325)",,,
37624021,True,,tertiary,False,9.394,"LINESTRING (146.8217122 -19.2598898, 146.8217304 -19.2598675, 146.8217555 -19.2598523, 146.8217846 -19.259846)",roundabout,,
186240442,True,Plume Street,unclassified,False,19.426000000000002,"LINESTRING (146.8217122 -19.2598898, 146.821699 -19.2598682, 146.8216844 -19.2598379, 146.8216744 -19.2598119, 146.8216471 -19.2597269)",,,
443726776,False,Plume Street,unclassified,True,77.254,"LINESTRING (146.8214278 -19.2590637, 146.8216471 -19.2597269)",,,
703463664,False,Anthony Street,unclassified,False,50.373,"LINESTRING (146.8214278 -19.2590637, 146.8218853 -19.258927)",,,
"[443726776, 703463589]",False,"['Tomlins Street', 'Plume Street']",unclassified,False,138.62400000000002,"LINESTRING (146.8214278 -19.2590637, 146.821275 -19.2585922, 146.8212421 -19.2585624, 146.8212133 -19.2585478, 146.8211798 -19.2585408, 146.8211262 -19.2585396, 146.8205307 -19.2587396)",,,
4942515,True,Anthony Street,unclassified,False,190.051,"LINESTRING (146.8196942 -19.2595565, 146.8214278 -19.2590637)",,,
"[136793842, 4942518]",True,"['Tomlins Street', 'Dibbs Street']",unclassified,False,141.715,"LINESTRING (146.8196942 -19.2595565, 146.8196636 -19.2594549, 146.8196449 -19.2593511, 146.8196436 -19.2593101, 146.8196492 -19.2592935, 146.8196596 -19.2592815, 146.819718 -19.2592283, 146.8197696 -19.2591821, 146.8198762 -19.2590954, 146.8200243 -19.2590114, 146.8205307 -19.2587396)",,,
703463588,False,Dibbs Street,unclassified,True,95.498,"LINESTRING (146.8196942 -19.2595565, 146.8199414 -19.2603355, 146.8199553 -19.2603792)",,,
703463664,False,Anthony Street,unclassified,True,50.373,"LINESTRING (146.8218853 -19.258927, 146.8214278 -19.2590637)",,,
703463588,False,Dibbs Street,unclassified,True,9.65,"LINESTRING (146.8199553 -19.2603792, 146.8199796 -19.2604629)",,,
216952234,True,Palmer Street,tertiary,False,191.665,"LINESTRING (146.8199553 -19.2603792, 146.8200558 -19.2603516, 146.8215615 -19.2599378, 146.8217084 -19.2598974)",,,
703463588,False,Dibbs Street,unclassified,False,95.498,"LINESTRING (146.8199553 -19.2603792, 146.8199414 -19.2603355, 146.8196942 -19.2595565)",,,
605238068,False,Cannan Street,unclassified,False,85.468,"LINESTRING (146.8250229 -19.2610056, 146.8257587 -19.2613347)",,,
605238069,False,Davidson Street,residential,False,59.608,"LINESTRING (146.8250229 -19.2610056, 146.8250864 -19.2608732, 146.8251429 -19.2607593, 146.8251774 -19.260695, 146.8252123 -19.2606393, 146.8252606 -19.2605703, 146.8252862 -19.2605318)",,,
605238068,False,Cannan Street,unclassified,True,85.468,"LINESTRING (146.8257587 -19.2613347, 146.8250229 -19.2610056)",,,
1211492276,False,Perkins Street,residential,True,112.267,"LINESTRING (146.8257587 -19.2613347, 146.82622 -19.2604238)",,,
578231388,True,McIlwraith Street,secondary,False,84.759,"LINESTRING (146.8261353 -19.2602326, 146.8257822 -19.2602792, 146.8253344 -19.2603291)",,,
1211492276,False,Perkins Street,residential,False,112.267,"LINESTRING (146.82622 -19.2604238, 146.8257587 -19.2613347)",,,
