osmid,oneway,name,highway,maxspeed,reversed,length,geometry,bridge,ref,junction
41944292,False,Sutton Street,tertiary,50,True,219.875,"LINESTRING (148.0275567 -34.6410462, 148.0260491 -34.6425862)",,,
144489243,False,Sutton Street,residential,,True,231.576,"LINESTRING (148.0275567 -34.6410462, 148.0291488 -34.6394271)",,,
392382774,False,Wallendoon Street,tertiary,50,False,137.185,"LINESTRING (148.0275567 -34.6410462, 148.028141 -34.6414368, 148.0287213 -34.6418234)",,,
392382774,False,Wallendoon Street,tertiary,50,True,137.868,"LINESTRING (148.0275567 -34.6410462, 148.0269796 -34.640649, 148.0263793 -34.6402728)",,,
221563273,False,Thompson Street,residential,,False,230.395,"LINESTRING (148.0247912 -34.6418809, 148.0263793 -34.6402728)",,,
41944291,False,Mackay Street,residential,,False,136.31400000000002,"LINESTRING (148.0247912 -34.6418809, 148.0242293 -34.6414784, 148.0236622 -34.6410809)",,,
41944291,False,Mackay Street,residential,,True,125.578,"LINESTRING (148.0247912 -34.6418809, 148.0253882 -34.6422649, 148.0258529 -34.6425962)",,,
"[221563273, 221563290, 19793178]",False,Thompson Street,residential,,True,231.384,"LINESTRING (148.0247912 -34.6418809, 148.0236182 -34.6431152, 148.0234745 -34.6432664, 148.0233216 -34.6434273, 148.0232333 -34.6435202)",yes,,
23170422,False,Hurley Street,tertiary,,False,110.86000000000001,"LINESTRING (148.0220557 -34.6427255, 148.0214787 -34.6423358, 148.0211162 -34.6420958)",,,
23170422,False,Hurley Street,tertiary,,True,139.34,"LINESTRING (148.0220557 -34.6427255, 148.0226328 -34.6431222, 148.0232333 -34.6435202)",,,
"[221563273, 19793178, 221563290]",False,Thompson Street,residential,,False,231.384,"LINESTRING (148.0232333 -34.6435202, 148.0233216 -34.6434273, 148.0234745 -34.6432664, 148.0236182 -34.6431152, 148.0247912 -34.6418809)",yes,,
23170422,False,Hurley Street,tertiary,,False,139.34,"LINESTRING (148.0232333 -34.6435202, 148.0226328 -34.6431222, 148.0220557 -34.6427255)",,,
