osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,access
236153272,Old Willunga Hill Road,secondary,False,False,69.83,"LINESTRING (138.5595584 -35.2747944, 138.560191 -35.2751517)",,,
823161523,High Street,secondary,False,True,195.724,"LINESTRING (138.5595584 -35.2747944, 138.5577933 -35.2737836)",,,
70955287,Hailstone Lane,residential,False,True,43.245,"LINESTRING (138.5595584 -35.2747944, 138.5595421 -35.2748615, 138.5595413 -35.275182)",,,
118449980,High Street,residential,False,False,61.525,"LINESTRING (138.5595584 -35.2747944, 138.5597375 -35.2747404, 138.5602243 -35.2747369)",,,
823161524,St Judes Street,residential,False,False,143.272,"LINESTRING (138.5545563 -35.2754389, 138.5561322 -35.2753684)",,,
"[823815402, 313777181]",St Andrews Terrace,secondary,False,False,210.638,"LINESTRING (138.5545563 -35.2754389, 138.5544634 -35.2742762, 138.5544525 -35.2741393, 138.5544516 -35.2741277, 138.5544053 -35.2735486)",,,
19011087,Aldinga Road,secondary,False,False,15.045,"LINESTRING (138.5514531 -35.2718151, 138.5512877 -35.2718236)",2,,
19011087,Aldinga Road,secondary,False,True,254.506,"LINESTRING (138.5514531 -35.2718151, 138.5542517 -35.2716801)",2,,
32284625,Railway Terrace,residential,False,True,270.55600000000004,"LINESTRING (138.5514531 -35.2718151, 138.5514217 -35.2713004, 138.5513829 -35.2707502, 138.5513115 -35.2697372, 138.5511504 -35.2696724, 138.5510407 -35.2696647, 138.5509065 -35.2696281)",,,
256123306,Station Road,residential,False,False,114.493,"LINESTRING (138.5540605 -35.2688485, 138.5527998 -35.2688757)",,,
26586176,Main Road,secondary,False,True,112.529,"LINESTRING (138.5540605 -35.2688485, 138.5541145 -35.2695162, 138.5541421 -35.2698583)",2,,
32284626,Hill Street,residential,False,True,221.41799999999998,"LINESTRING (138.5540605 -35.2688485, 138.5547667 -35.2690065, 138.5546703 -35.2695165, 138.5546065 -35.269854, 138.5545966 -35.2699062, 138.5545427 -35.2701914, 138.5545167 -35.2703284, 138.5545063 -35.2703836)",,,
32284631,Richards Road,residential,False,True,53.014,"LINESTRING (138.5519794 -35.2736843, 138.5515002 -35.2739568)",,,
32284631,Richards Road,residential,False,False,71.36800000000001,"LINESTRING (138.5519794 -35.2736843, 138.5526115 -35.2734268, 138.5526877 -35.2734076)",,,
32284631,Richards Road,residential,False,False,79.099,"LINESTRING (138.5500446 -35.2746649, 138.5508247 -35.274348)",,,
32284859,Evelyn Sturt Drive,residential,False,False,341.64700000000005,"LINESTRING (138.5500446 -35.2746649, 138.5502243 -35.2750415, 138.5503236 -35.2751882, 138.5506105 -35.2761758, 138.5506374 -35.2762108, 138.550691 -35.2762349, 138.5515547 -35.2761999, 138.5516003 -35.2761867, 138.5516512 -35.2761539, 138.551892 -35.2755912)",,,
32284631,Richards Road,residential,False,False,75.183,"LINESTRING (138.5508247 -35.274348, 138.5515002 -35.2739568)",,,
32284631,Richards Road,residential,False,True,79.099,"LINESTRING (138.5508247 -35.274348, 138.5500446 -35.2746649)",,,
32284852,Waye Street,residential,False,False,174.107,"LINESTRING (138.5508247 -35.274348, 138.5513161 -35.2752141, 138.5514421 -35.2753512, 138.5515921 -35.2754492, 138.551892 -35.2755912)",,,
32284631,Richards Road,residential,False,False,53.014,"LINESTRING (138.5515002 -35.2739568, 138.5519794 -35.2736843)",,,
32284631,Richards Road,residential,False,True,75.183,"LINESTRING (138.5515002 -35.2739568, 138.5508247 -35.274348)",,,
32284854,Aubrey Drive,residential,False,False,89.33,"LINESTRING (138.5515002 -35.2739568, 138.5517061 -35.2741709, 138.5518561 -35.2744011, 138.552048 -35.2746215)",,,
313777181,St Andrews Terrace,secondary,False,True,39.299,"LINESTRING (138.5543626 -35.2731969, 138.5544053 -35.2735486)",,,
32284631,Richards Road,residential,False,True,154.80800000000002,"LINESTRING (138.5543626 -35.2731969, 138.5535121 -35.2732294, 138.5531785 -35.2732839, 138.5526877 -35.2734076)",,,
