osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name
726374049,2,B68,primary,60,roundabout,True,False,7.83,"LINESTRING (151.4829641 -32.8171978, 151.4829917 -32.8172013, 151.4830182 -32.8172088, 151.4830426 -32.8172202)",
712591034,2,B68,primary,60,,True,False,72.845,"LINESTRING (151.4830844 -32.8174059, 151.483168 -32.8176208, 151.483205 -32.8176963, 151.4833559 -32.8180197)",Victoria Street
726374050,2,B68,primary,60,roundabout,True,False,13.571000000000002,"LINESTRING (151.4830844 -32.8174059, 151.4830605 -32.8174289, 151.483031 -32.8174466, 151.4829975 -32.8174583, 151.4829616 -32.8174632)",
726374053,2,B68,primary,60,roundabout,True,False,9.019,"LINESTRING (151.4829616 -32.8174632, 151.4829295 -32.8174617, 151.4828984 -32.8174548, 151.4828696 -32.8174427)",
"[5541705, 706162442, 712591033]",1,,tertiary,40,,True,False,219.90999999999997,"LINESTRING (151.4828696 -32.8174427, 151.4825067 -32.8175725, 151.4824164 -32.8176156, 151.4823197 -32.817681, 151.481168 -32.8185454, 151.4810351 -32.8186557)",Lang Street
726374052,2,B68,primary,60,roundabout,True,False,20.082,"LINESTRING (151.4828696 -32.8174427, 151.4828345 -32.8174172, 151.4828097 -32.8173843, 151.4827973 -32.8173468, 151.4827964 -32.8173161, 151.4828061 -32.8172841)",
5539381,2,B68,primary,60,roundabout,True,False,13.364,"LINESTRING (151.4828361 -32.8172421, 151.4828627 -32.817222, 151.482894 -32.8172075, 151.4829284 -32.8171993, 151.4829641 -32.8171978)",
"[712591035, 23892966]",2,B68,primary,60,,True,False,129.637,"LINESTRING (151.4828361 -32.8172421, 151.482802 -32.81713, 151.482743 -32.816997, 151.482616 -32.816731, 151.4823313 -32.8161573)",Mitchell Avenue
5541697,,,residential,50,,False,False,140.296,"LINESTRING (151.4852421 -32.8165348, 151.4855217 -32.817142, 151.4857967 -32.8177072)",Merthyr Street
5541697,,,residential,50,,False,True,143.204,"LINESTRING (151.4852421 -32.8165348, 151.4849399 -32.8159142, 151.4849284 -32.8158905, 151.4846506 -32.8153468)",Merthyr Street
"[706162393, 5539617]",2,,secondary,60,,False,False,229.962,"LINESTRING (151.4852421 -32.8165348, 151.4859134 -32.8162926, 151.4863721 -32.8161145, 151.4875066 -32.8157262)",Lang Street
"[706162394, 706162395]",2,,secondary,60,,False,True,142.83100000000002,"LINESTRING (151.4852421 -32.8165348, 151.4845254 -32.8167693, 151.4838253 -32.8170164)",Lang Street
5543832,,,residential,50,,False,False,232.649,"LINESTRING (151.4857967 -32.8177072, 151.4880896 -32.8168921)",Barton Street
5541697,,,residential,50,,False,False,137.996,"LINESTRING (151.4857967 -32.8177072, 151.4860801 -32.8182749, 151.4863654 -32.8188525)",Merthyr Street
5541697,,,residential,50,,False,True,140.296,"LINESTRING (151.4857967 -32.8177072, 151.4855217 -32.817142, 151.4852421 -32.8165348)",Merthyr Street
5543832,,,residential,50,,False,True,212.572,"LINESTRING (151.4857967 -32.8177072, 151.4852343 -32.8179244, 151.4848414 -32.8180599, 151.4837103 -32.8184684)",Barton Street
9186869,,,residential,50,,False,False,232.893,"LINESTRING (151.4863654 -32.8188525, 151.4886539 -32.8180231)",Rawson Street
9186869,,,residential,50,,False,True,223.923,"LINESTRING (151.4863654 -32.8188525, 151.4841535 -32.8196271)",Rawson Street
5541697,,,residential,50,,False,False,137.019,"LINESTRING (151.4863654 -32.8188525, 151.4866499 -32.8194214, 151.4869363 -32.8199875)",Merthyr Street
5541697,,,residential,50,,False,True,137.996,"LINESTRING (151.4863654 -32.8188525, 151.4860801 -32.8182749, 151.4857967 -32.8177072)",Merthyr Street
5772323,,,residential,50,,False,False,224.953,"LINESTRING (151.4869363 -32.8199875, 151.484718 -32.8207733)",Hopetoun Street
5541697,,,residential,50,,False,False,132.22500000000002,"LINESTRING (151.4869363 -32.8199875, 151.4872045 -32.8205623, 151.4874657 -32.8210902)",Merthyr Street
5541697,,,residential,50,,False,True,137.019,"LINESTRING (151.4869363 -32.8199875, 151.4866499 -32.8194214, 151.4863654 -32.8188525)",Merthyr Street
5765559,,,residential,50,,False,False,156.516,"LINESTRING (151.4874657 -32.8210902, 151.4859185 -32.8216294)",Edward Street
5541697,,,residential,50,,False,True,132.22500000000002,"LINESTRING (151.4874657 -32.8210902, 151.4872045 -32.8205623, 151.4869363 -32.8199875)",Merthyr Street
30619665,,,residential,50,,False,True,232.279,"LINESTRING (151.4840663 -32.8141826, 151.4863667 -32.8133915)",Aberdare Street
5541697,,,residential,50,,False,False,140.499,"LINESTRING (151.4840663 -32.8141826, 151.4843564 -32.8147565, 151.4846506 -32.8153468)",Merthyr Street
30619665,,,residential,50,,False,False,225.36599999999999,"LINESTRING (151.4840663 -32.8141826, 151.4819097 -32.8149672, 151.4818532 -32.8149878)",Aberdare Street
67845158,,,residential,50,,False,True,231.093,"LINESTRING (151.4846506 -32.8153468, 151.4869255 -32.814532)",Maitland Street
5541697,,,residential,50,,False,False,143.204,"LINESTRING (151.4846506 -32.8153468, 151.4849284 -32.8158905, 151.4849399 -32.8159142, 151.4852421 -32.8165348)",Merthyr Street
5541697,,,residential,50,,False,True,140.499,"LINESTRING (151.4846506 -32.8153468, 151.4843564 -32.8147565, 151.4840663 -32.8141826)",Merthyr Street
67845158,,,residential,50,,False,False,226.57299999999998,"LINESTRING (151.4846506 -32.8153468, 151.4824697 -32.8161067, 151.4824113 -32.8161279)",Maitland Street
5541707,1,,tertiary,40,roundabout,True,False,20.779999999999998,"LINESTRING (151.4809194 -32.8185251, 151.4809428 -32.8185271, 151.4809661 -32.8185339, 151.4809969 -32.8185501, 151.4810206 -32.8185732, 151.4810353 -32.818601, 151.4810381 -32.8186284, 151.4810351 -32.8186557)",
"[706162441, 5541703]",1,,tertiary,40,,True,False,225.33999999999997,"LINESTRING (151.4809194 -32.8185251, 151.4811152 -32.8183851, 151.4822576 -32.8175282, 151.4823478 -32.8174684, 151.4824369 -32.8174287, 151.4828061 -32.8172841)",Lang Street
5541707,1,,tertiary,40,roundabout,True,False,5.452999999999999,"LINESTRING (151.4807955 -32.8186356, 151.4807968 -32.8186111, 151.4808051 -32.8185876)",
5541709,1,,tertiary,50,roundabout,True,False,7.994,"LINESTRING (151.4789037 -32.8199762, 151.478931 -32.8199694, 151.4789595 -32.8199675, 151.4789877 -32.8199708)",
6470340,,,residential,50,,False,False,132.688,"LINESTRING (151.4789037 -32.8199762, 151.4788507 -32.8198661, 151.4786618 -32.8194736, 151.4783533 -32.8188763)",Allworth Street
5541709,1,,tertiary,50,roundabout,True,False,7.622,"LINESTRING (151.4790887 -32.8200988, 151.4790817 -32.8201209, 151.4790696 -32.8201413, 151.4790528 -32.8201593)",
"[706162394, 706162395]",2,,secondary,60,,False,False,142.83100000000002,"LINESTRING (151.4838253 -32.8170164, 151.4845254 -32.8167693, 151.4852421 -32.8165348)",Lang Street
"[5542448, 706162396]","['1', '2']",,secondary,60,,True,False,75.733,"LINESTRING (151.4838253 -32.8170164, 151.4835745 -32.8171289, 151.4831972 -32.8173002, 151.483112 -32.8173397)",Lang Street
5543825,1,,tertiary,40,,True,False,32.344,"LINESTRING (151.4792652 -32.8197971, 151.4793285 -32.8197836, 151.4794024 -32.8197754, 151.4794745 -32.8197775, 151.4795485 -32.8197949, 151.4796007 -32.8198147)",Barton Street
"[706162443, 706162444, 5541701]",1,,tertiary,40,,True,False,192.71099999999998,"LINESTRING (151.4792652 -32.8197971, 151.4794305 -32.8196749, 151.4799406 -32.8192763, 151.4806549 -32.8187394, 151.4807475 -32.8186741, 151.4807955 -32.8186356)",Lang Street
5543829,1,,tertiary,40,,True,False,22.59,"LINESTRING (151.4798056 -32.8198382, 151.4795876 -32.819926)",Barton Street
706162445,2,,tertiary,40,,False,False,147.343,"LINESTRING (151.4798056 -32.8198382, 151.4811414 -32.8193672, 151.4812588 -32.819324)",Barton Street
5543825,1,,tertiary,40,,True,False,19.551,"LINESTRING (151.4796007 -32.8198147, 151.4796664 -32.8198338, 151.4797313 -32.8198403, 151.4798056 -32.8198382)",Barton Street
68047388,1,,tertiary,40,,True,False,13.082,"LINESTRING (151.4796007 -32.8198147, 151.4796136 -32.8198488, 151.4796126 -32.8198789, 151.479604 -32.8199003, 151.4795876 -32.819926)",Barton Street
5543832,,,residential,50,,False,True,232.649,"LINESTRING (151.4880896 -32.8168921, 151.4857967 -32.8177072)",Barton Street
6470352,,,residential,50,,False,False,140.65699999999998,"LINESTRING (151.4880896 -32.8168921, 151.4877972 -32.8163421, 151.4875066 -32.8157262)",Stanford Street
6470352,,,residential,50,,False,True,136.40800000000002,"LINESTRING (151.4880896 -32.8168921, 151.4883943 -32.8174652, 151.4886539 -32.8180231)",Stanford Street
