osmid,lanes,ref,name,highway,width,oneway,reversed,length,geometry,maxspeed
28825412,2,C413,Russell Street,secondary,10,False,False,151.616,"LINESTRING (147.2475563 -41.5714348, 147.2476279 -41.5713761, 147.2477754 -41.571243, 147.2478412 -41.5711915, 147.2479075 -41.57115, 147.2479854 -41.571111, 147.2480472 -41.5710831, 147.2481184 -41.5710636, 147.248188 -41.5710515, 147.2482622 -41.5710436, 147.2491736 -41.5709795)",
178769534,,C416,High Street,secondary,,False,True,60.182,"LINESTRING (147.2475563 -41.5714348, 147.2476098 -41.5714736, 147.2476424 -41.5715007, 147.2476748 -41.5715371, 147.2479114 -41.5719017)",
28825412,2,C413,Russell Street,secondary,10,False,True,37.534,"LINESTRING (147.2532039 -41.5709027, 147.2527591 -41.5708461)",
"[31296144, 599509379]",2,,"['Collins Street', 'Huxtables Lane']",residential,7,False,False,510.426,"LINESTRING (147.2532039 -41.5709027, 147.2531888 -41.5709892, 147.2531866 -41.5710464, 147.2532199 -41.5714054, 147.2532081 -41.5714686, 147.2531603 -41.5715096, 147.253093 -41.5715426, 147.2529844 -41.5715577, 147.2480676 -41.5718349, 147.2479995 -41.5718524, 147.2479114 -41.5719017)",
599509380,,C413,Logan Road,secondary,,False,False,59.59100000000001,"LINESTRING (147.2532039 -41.5709027, 147.2536833 -41.5709643, 147.2539099 -41.5709934)",
31278378,,,Glover Court,residential,,False,False,68.245,"LINESTRING (147.2470256 -41.5661025, 147.2464745 -41.5656479)",
31278378,,,Glover Court,residential,,False,True,68.245,"LINESTRING (147.2464745 -41.5656479, 147.2470256 -41.5661025)",
"[297007804, 31278358]",,,"['Cambock Lane West', 'Cambock Lane East']",residential,,False,True,195.865,"LINESTRING (147.2464745 -41.5656479, 147.2472097 -41.5651894, 147.2472522 -41.5651658, 147.2472823 -41.5651586, 147.2473081 -41.5651607, 147.2473439 -41.5651757, 147.2482098 -41.565796, 147.2482437 -41.5658202)",
28825412,2,C413,Russell Street,secondary,10,False,True,174.638,"LINESTRING (147.2512676 -41.570868, 147.2491736 -41.5709795)",
31278462,2,,Macquarie Street,residential,7,False,False,23.852,"LINESTRING (147.2512676 -41.570868, 147.2512248 -41.5706559)",
28825412,2,C413,Russell Street,secondary,10,False,False,124.333,"LINESTRING (147.2512676 -41.570868, 147.2522536 -41.5708277, 147.2523554 -41.5708236, 147.2524498 -41.5708243, 147.2525398 -41.5708292, 147.2526537 -41.5708359, 147.2527591 -41.5708461)",
726078321,2,,Rodgers Lane,residential,7,False,False,1.6,"LINESTRING (147.2512439 -41.5706576, 147.2512248 -41.5706559)",
726078324,2,,Macquarie Street,residential,7,False,False,286.369,"LINESTRING (147.2512439 -41.5706576, 147.2506345 -41.5681229)",
726078321,2,,Rodgers Lane,residential,7,False,True,127.779,"LINESTRING (147.2512439 -41.5706576, 147.2519228 -41.5707421, 147.2527591 -41.5708461)",
726078324,2,,Macquarie Street,residential,7,False,True,286.369,"LINESTRING (147.2506345 -41.5681229, 147.2512439 -41.5706576)",
31296083,2,,Arthur Street,residential,7,False,False,247.809,"LINESTRING (147.2506345 -41.5681229, 147.2480847 -41.5690385, 147.2479662 -41.5691079)",
31296083,2,,Arthur Street,residential,7,False,True,105.849,"LINESTRING (147.2506345 -41.5681229, 147.25145 -41.5678113, 147.251779 -41.5677083)",
726078324,2,,Macquarie Street,residential,7,False,False,114.496,"LINESTRING (147.2506345 -41.5681229, 147.2505565 -41.5677376, 147.2505237 -41.5676124, 147.2503998 -41.5671699, 147.2503604 -41.5671173)",
31296079,2,,Scone Street,residential,7,False,True,50.119,"LINESTRING (147.2494523 -41.5700109, 147.2494216 -41.5700541, 147.249411 -41.5700776, 147.2494011 -41.5701018, 147.2493698 -41.5703608, 147.2493621 -41.5704003, 147.2493478 -41.5704509)",
726078317,,,Murray Street,residential,,False,False,159.288,"LINESTRING (147.2494523 -41.5700109, 147.2481197 -41.5692103, 147.2479662 -41.5691079)",
726078317,,,Murray Street,residential,,False,True,92.045,"LINESTRING (147.2494523 -41.5700109, 147.2500753 -41.5703974, 147.250304 -41.5705393)",
28825412,2,C413,Russell Street,secondary,10,False,False,174.638,"LINESTRING (147.2491736 -41.5709795, 147.2512676 -41.570868)",
