osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,ref
574201869,True,1,trunk_link,60,False,95.493,"LINESTRING (150.5342961 -33.6969376, 150.5342966 -33.6969948, 150.5342945 -33.6970243, 150.5342884 -33.6970582, 150.5342546 -33.6971481, 150.5342358 -33.6971979, 150.5341682 -33.697351, 150.5341474 -33.6974018, 150.5341307 -33.6974704, 150.5340723 -33.6977711)",,
"[776452952, 200574940, 776452951]",False,,residential,,False,321.828,"LINESTRING (150.5342961 -33.6969376, 150.5342495 -33.6969288, 150.5341908 -33.6969174, 150.5338354 -33.6968571, 150.5337043 -33.6968354, 150.5332781 -33.696775, 150.5332578 -33.6967721, 150.5332409 -33.6967699, 150.532613 -33.696688, 150.5325184 -33.6966752, 150.5322888 -33.6966439, 150.5319594 -33.6965991, 150.5319026 -33.6965827, 150.5317756 -33.6965254, 150.5317548 -33.696516, 150.5317206 -33.696504, 150.5316973 -33.6965004, 150.531674 -33.696499, 150.5316427 -33.6965004, 150.5316156 -33.6965068, 150.5314983 -33.6965486, 150.5314622 -33.6965544, 150.5314194 -33.696558, 150.5313786 -33.6965581, 150.5313312 -33.6965549, 150.5311164 -33.6965154, 150.5309033 -33.6964744)",Railway Avenue,
574201870,True,1,trunk_link,60,False,66.497,"LINESTRING (150.5347481 -33.6964864, 150.5345745 -33.6966397, 150.5344156 -33.696869, 150.5343887 -33.6968954, 150.5343565 -33.6969139, 150.5342961 -33.6969376)",,
578196359,True,2,trunk,60,False,156.688,"LINESTRING (150.5347481 -33.6964864, 150.5346209 -33.696662, 150.5345209 -33.6968054, 150.5344091 -33.6969861, 150.5342989 -33.6971851, 150.534199 -33.6974086, 150.5340723 -33.6977711)",Great Western Highway,A32
578196358,True,2,trunk,60,False,19.527,"LINESTRING (150.5336596 -33.6987099, 150.5337245 -33.6985428)",Great Western Highway,A32
776452953,True,1,residential,,False,18.687,"LINESTRING (150.5336596 -33.6987099, 150.5335979 -33.6986909, 150.5335784 -33.6986736, 150.5335588 -33.698648, 150.53353 -33.6985938)",Parkes Crescent,
200574938,False,,residential,,True,325.96299999999997,"LINESTRING (150.530654 -33.6973264, 150.530821 -33.6974495, 150.5308664 -33.6974912, 150.5309256 -33.6975518, 150.5309602 -33.6976006, 150.5309921 -33.6976515, 150.5310595 -33.6977417, 150.5310903 -33.6977751, 150.5311185 -33.697799, 150.5311627 -33.6978243, 150.5312032 -33.6978423, 150.5312579 -33.6978603, 150.5314512 -33.6979127, 150.5314894 -33.6979179, 150.5315201 -33.6979198, 150.5315499 -33.697921, 150.5315844 -33.6979187, 150.5316201 -33.6979136, 150.5316602 -33.697904, 150.5319091 -33.6978313, 150.5319475 -33.6978239, 150.5319754 -33.6978194, 150.5320025 -33.6978171, 150.5321956 -33.697822, 150.5322779 -33.69783, 150.5323612 -33.6978421, 150.5324394 -33.6978592, 150.5324955 -33.6978748, 150.5325436 -33.6978947, 150.5326168 -33.6979347, 150.533127 -33.6983037, 150.5331648 -33.6983309, 150.5332081 -33.6983621, 150.53353 -33.6985938)",Parkes Crescent,
578196358,True,2,trunk,60,False,186.592,"LINESTRING (150.5337245 -33.6985428, 150.533972 -33.697673, 150.5340652 -33.6974082, 150.5342961 -33.6969376)",Great Western Highway,A32
"[776452952, 200574940, 776452951]",False,,residential,,True,321.828,"LINESTRING (150.5309033 -33.6964744, 150.5311164 -33.6965154, 150.5313312 -33.6965549, 150.5313786 -33.6965581, 150.5314194 -33.696558, 150.5314622 -33.6965544, 150.5314983 -33.6965486, 150.5316156 -33.6965068, 150.5316427 -33.6965004, 150.531674 -33.696499, 150.5316973 -33.6965004, 150.5317206 -33.696504, 150.5317548 -33.696516, 150.5317756 -33.6965254, 150.5319026 -33.6965827, 150.5319594 -33.6965991, 150.5322888 -33.6966439, 150.5325184 -33.6966752, 150.532613 -33.696688, 150.5332409 -33.6967699, 150.5332578 -33.6967721, 150.5332781 -33.696775, 150.5337043 -33.6968354, 150.5338354 -33.6968571, 150.5341908 -33.6969174, 150.5342495 -33.6969288, 150.5342961 -33.6969376)",Railway Avenue,
578196359,True,2,trunk,60,False,37.987,"LINESTRING (150.5340723 -33.6977711, 150.533976 -33.6981032)",Great Western Highway,A32
