osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,lanes,bridge,junction,width
383932627,Macquarie Street,tertiary,False,False,7.453,"LINESTRING (146.8237288 -41.1067565, 146.8238076 -41.1067254)",,,,,,
30065733,Anne Street,residential,False,False,143.697,"LINESTRING (146.8237288 -41.1067565, 146.823912 -41.1070442, 146.8244705 -41.1079217)",,,,,,
30065733,Anne Street,residential,False,True,271.81399999999996,"LINESTRING (146.8237288 -41.1067565, 146.823604 -41.1065793, 146.8235525 -41.1065047, 146.8223476 -41.104545)",,,,,,
383932627,Macquarie Street,tertiary,False,True,123.424,"LINESTRING (146.8237288 -41.1067565, 146.8230383 -41.1070146, 146.822405 -41.1072434)",,,,,,
319651094,Cimitiere Street,residential,False,False,135.606,"LINESTRING (146.8251241 -41.1034951, 146.8236835 -41.1040509)",,,,,,
319651094,Cimitiere Street,residential,False,True,139.707,"LINESTRING (146.8251241 -41.1034951, 146.8266129 -41.1029294)",,,,,,
771293711,Goulburn Street,secondary,False,False,269.168,"LINESTRING (146.8251241 -41.1034951, 146.8265051 -41.1056807)",A8,60,,,,
771293711,Goulburn Street,secondary,False,True,269.224,"LINESTRING (146.8251241 -41.1034951, 146.8237775 -41.1012968)",A8,60,,,,
30065733,Anne Street,residential,False,False,110.53,"LINESTRING (146.8209761 -41.1023559, 146.8215185 -41.103262)",,,,,,
37273664,Arthur Street,residential,False,False,123.651,"LINESTRING (146.8209761 -41.1023559, 146.8223009 -41.101866)",,,,,,
37273664,Arthur Street,residential,False,True,139.55,"LINESTRING (146.8209761 -41.1023559, 146.8194872 -41.1029183)",,,,,,
30065733,Anne Street,residential,False,True,158.678,"LINESTRING (146.8223476 -41.104545, 146.8215185 -41.103262)",,,,,,
319651094,Cimitiere Street,residential,False,False,259.354,"LINESTRING (146.8223476 -41.104545, 146.8195876 -41.105601)",,,,,,
319651094,Cimitiere Street,residential,False,True,124.688,"LINESTRING (146.8223476 -41.104545, 146.8236835 -41.1040509)",,,,,,
30065733,Anne Street,residential,False,False,271.81399999999996,"LINESTRING (146.8223476 -41.104545, 146.8235525 -41.1065047, 146.823604 -41.1065793, 146.8237288 -41.1067565)",,,,,,
30065733,Anne Street,residential,False,True,143.697,"LINESTRING (146.8244705 -41.1079217, 146.823912 -41.1070442, 146.8237288 -41.1067565)",,,,,,
37273664,Arthur Street,residential,False,False,139.383,"LINESTRING (146.8237775 -41.1012968, 146.825253 -41.100718)",,,,,,
37273664,Arthur Street,residential,False,True,138.974,"LINESTRING (146.8237775 -41.1012968, 146.8223009 -41.101866)",,,,,,
771293711,Goulburn Street,secondary,False,False,269.224,"LINESTRING (146.8237775 -41.1012968, 146.8251241 -41.1034951)",A8,60,,,,
104744219,Macquarie Street,residential,False,False,100.762,"LINESTRING (146.8185366 -41.1086994, 146.8196128 -41.1082949)",,,,,,
383932630,Barrack Street,residential,False,False,66.15,"LINESTRING (146.8185366 -41.1086994, 146.818823 -41.1091867, 146.8188468 -41.109246)",,,,,,
37273670,Wellington Street,residential,False,False,265.556,"LINESTRING (146.8196128 -41.1082949, 146.8182672 -41.1061326)",,,,,,
37273670,Wellington Street,residential,False,True,99.52,"LINESTRING (146.8196128 -41.1082949, 146.8201066 -41.1091089)",,,,,,
104744219,Macquarie Street,residential,False,False,122.26,"LINESTRING (146.8196128 -41.1082949, 146.8209196 -41.1078056)",,,,,,
104744219,Macquarie Street,residential,False,True,100.762,"LINESTRING (146.8196128 -41.1082949, 146.8185366 -41.1086994)",,,,,,
