osmid,name,highway,oneway,reversed,length,geometry,junction,bridge,lanes,width
28317681,Buchan Avenue,residential,False,True,271.521,"LINESTRING (153.5459061 -28.180382, 153.5460456 -28.180278, 153.5460996 -28.1802251, 153.5461314 -28.1801881, 153.5461589 -28.1801427, 153.546177 -28.1801006, 153.5461911 -28.1800499, 153.5461958 -28.179999, 153.5461926 -28.1799494, 153.5461882 -28.1799229, 153.5461784 -28.1798935, 153.5461656 -28.1798558, 153.5455139 -28.1782085, 153.545487 -28.1781401)",,,,
28317686,Tupia Avenue,residential,False,False,132.798,"LINESTRING (153.5459061 -28.180382, 153.5464527 -28.1809716, 153.5467671 -28.1813041)",,,,
28317684,Banks Avenue,residential,False,False,135.88899999999998,"LINESTRING (153.5467671 -28.1813041, 153.5469481 -28.1805101, 153.5469602 -28.1804482, 153.5469624 -28.1803904, 153.5469588 -28.180342, 153.5469495 -28.1802945, 153.5469265 -28.1802239, 153.5468859 -28.1801079)",,,,
28317684,Banks Avenue,residential,False,True,110.64699999999999,"LINESTRING (153.5467671 -28.1813041, 153.5467388 -28.1814518, 153.5467151 -28.1815589, 153.546679 -28.1816473, 153.5466527 -28.1816912, 153.546609 -28.1817411, 153.5463906 -28.181906, 153.546147 -28.1820795)",,,,
28317686,Tupia Avenue,residential,False,True,132.798,"LINESTRING (153.5467671 -28.1813041, 153.5464527 -28.1809716, 153.5459061 -28.180382)",,,,
"[181060648, 28317697, 28317698]",Island Drive,residential,False,"[False, True]",433.924,"LINESTRING (153.5466258 -28.1839624, 153.5465364 -28.1840495, 153.5464721 -28.1840817, 153.5463935 -28.1841068, 153.5459189 -28.1842203, 153.5455722 -28.1842991, 153.5452688 -28.1843742, 153.5450609 -28.1844731, 153.5449412 -28.1845683, 153.544784 -28.1847129, 153.544658 -28.1848169, 153.5445623 -28.1848724, 153.5444354 -28.1849319, 153.5442618 -28.1849923, 153.5440707 -28.1850272, 153.5438647 -28.1850248, 153.5436094 -28.1849861, 153.5429896 -28.1848635, 153.5427451 -28.1848066, 153.5425774 -28.1847466)",,yes,,
181060627,,residential,True,False,23.291,"LINESTRING (153.5466258 -28.1839624, 153.5466009 -28.183942, 153.5465852 -28.1839155, 153.5465803 -28.1838859, 153.5465869 -28.1838566, 153.5466041 -28.1838308, 153.5466301 -28.1838115, 153.5466619 -28.183801)",roundabout,,,
28317683,Botany Crescent,residential,False,False,99.706,"LINESTRING (153.544388 -28.1788145, 153.5442215 -28.1788085, 153.543392 -28.1789745)",,,,
632877629,Keith Compton Drive,residential,False,False,109.846,"LINESTRING (153.5436233 -28.1799411, 153.543392 -28.1789745)",,,,
632877628,Keith Compton Drive,residential,True,False,33.529,"LINESTRING (153.5436233 -28.1799411, 153.543679 -28.1800692, 153.5436914 -28.1801174, 153.5437078 -28.180154, 153.5437316 -28.1801862, 153.5437653 -28.1802085)",,,,
632877631,Navigators Way,residential,False,True,7.106,"LINESTRING (153.5437437 -28.1802695, 153.5437653 -28.1802085)",,,2,5
632877630,Keith Compton Drive,residential,True,False,41.752,"LINESTRING (153.5437437 -28.1802695, 153.5437119 -28.1802574, 153.5436656 -28.1802246, 153.5436428 -28.18019, 153.5436237 -28.1801442, 153.5436173 -28.1801071, 153.543615 -28.1800701, 153.5436233 -28.1799411)",,,,
"[181060621, 632877631]",Navigators Way,residential,False,False,49.769000000000005,"LINESTRING (153.5437437 -28.1802695, 153.5437252 -28.1803263, 153.5437119 -28.1803871, 153.5437524 -28.1805476, 153.5437947 -28.1807054)",,,2,"['3.5', '5']"
233813193,Keith Compton Drive,residential,False,True,121.006,"LINESTRING (153.5441849 -28.1802862, 153.544306 -28.1803085, 153.5444316 -28.180351, 153.5445494 -28.1804065, 153.5446624 -28.1804724, 153.5447604 -28.1805544, 153.544856 -28.1806503, 153.5451245 -28.1809433)",,,,
632877630,Keith Compton Drive,residential,True,False,43.682,"LINESTRING (153.5441849 -28.1802862, 153.5440133 -28.1802976, 153.5439435 -28.1802994, 153.5438939 -28.180297, 153.5438419 -28.1802926, 153.5437953 -28.1802846, 153.5437437 -28.1802695)",,,,
181060621,Navigators Way,residential,False,False,42.388,"LINESTRING (153.5437947 -28.1807054, 153.5438128 -28.1808053, 153.5438768 -28.1810796)",,,2,3.5
"[181060621, 632877631]",Navigators Way,residential,False,True,49.769,"LINESTRING (153.5437947 -28.1807054, 153.5437524 -28.1805476, 153.5437119 -28.1803871, 153.5437252 -28.1803263, 153.5437437 -28.1802695)",,,2,"['3.5', '5']"
386600742,Navigators Way,residential,False,True,137.75099999999998,"LINESTRING (153.5437947 -28.1807054, 153.5438768 -28.180693, 153.5439348 -28.1806901, 153.5440465 -28.1806945, 153.544131 -28.1807031, 153.544196 -28.1807182, 153.5442671 -28.1807421, 153.5443201 -28.1807731, 153.5443566 -28.1807953, 153.5443895 -28.1808204, 153.5444327 -28.1808618, 153.544535 -28.1809753, 153.5446909 -28.1811443, 153.5448334 -28.1812989, 153.5448538 -28.1813207, 153.5448696 -28.1813521)",,,2,3.5
181060637,,residential,False,False,13.059,"LINESTRING (153.5435427 -28.1810252, 153.5435312 -28.1811422)",,,2,5
181060621,Navigators Way,residential,False,False,156.46099999999998,"LINESTRING (153.5438768 -28.1810796, 153.543972 -28.1814797, 153.5439948 -28.1815489, 153.5440059 -28.1815767, 153.544023 -28.1815962, 153.5440498 -28.1816151, 153.5440834 -28.1816279, 153.544135 -28.1816287, 153.5442527 -28.181603, 153.5446082 -28.181538, 153.544718 -28.1815167, 153.5447832 -28.1815, 153.5448226 -28.181478, 153.5448506 -28.1814452, 153.5448635 -28.181418, 153.5448704 -28.1813913, 153.5448696 -28.1813521)",,,2,3.5
181060621,Navigators Way,residential,False,True,42.388,"LINESTRING (153.5438768 -28.1810796, 153.5438128 -28.1808053, 153.5437947 -28.1807054)",,,2,3.5
"[632877633, 181060629]",,residential,False,False,34.582,"LINESTRING (153.5438768 -28.1810796, 153.5437417 -28.1811044, 153.5435312 -28.1811422)",,,2,5
181060637,,residential,False,True,13.059,"LINESTRING (153.5435312 -28.1811422, 153.5435427 -28.1810252)",,,2,5
181060637,,residential,False,False,16.211,"LINESTRING (153.5435312 -28.1811422, 153.5435243 -28.1812298, 153.5435318 -28.1812874)",,,2,5
"[632877633, 181060629]",,residential,False,True,34.582,"LINESTRING (153.5435312 -28.1811422, 153.5437417 -28.1811044, 153.5438768 -28.1810796)",,,2,5
181060637,,residential,False,True,16.211,"LINESTRING (153.5435318 -28.1812874, 153.5435243 -28.1812298, 153.5435312 -28.1811422)",,,2,5
181060621,Navigators Way,residential,False,True,156.461,"LINESTRING (153.5448696 -28.1813521, 153.5448704 -28.1813913, 153.5448635 -28.181418, 153.5448506 -28.1814452, 153.5448226 -28.181478, 153.5447832 -28.1815, 153.544718 -28.1815167, 153.5446082 -28.181538, 153.5442527 -28.181603, 153.544135 -28.1816287, 153.5440834 -28.1816279, 153.5440498 -28.1816151, 153.544023 -28.1815962, 153.5440059 -28.1815767, 153.5439948 -28.1815489, 153.543972 -28.1814797, 153.5438768 -28.1810796)",,,2,3.5
386600742,Navigators Way,residential,False,False,137.75099999999998,"LINESTRING (153.5448696 -28.1813521, 153.5448538 -28.1813207, 153.5448334 -28.1812989, 153.5446909 -28.1811443, 153.544535 -28.1809753, 153.5444327 -28.1808618, 153.5443895 -28.1808204, 153.5443566 -28.1807953, 153.5443201 -28.1807731, 153.5442671 -28.1807421, 153.544196 -28.1807182, 153.544131 -28.1807031, 153.5440465 -28.1806945, 153.5439348 -28.1806901, 153.5438768 -28.180693, 153.5437947 -28.1807054)",,,2,3.5
632877632,Navigators Way,residential,False,True,45.727999999999994,"LINESTRING (153.5448696 -28.1813521, 153.5448971 -28.1813482, 153.5449199 -28.1813568, 153.5449364 -28.1813707, 153.5451798 -28.1816405)",,,,
28317684,Banks Avenue,residential,False,False,110.64699999999999,"LINESTRING (153.546147 -28.1820795, 153.5463906 -28.181906, 153.546609 -28.1817411, 153.5466527 -28.1816912, 153.546679 -28.1816473, 153.5467151 -28.1815589, 153.5467388 -28.1814518, 153.5467671 -28.1813041)",,,,
233813193,Keith Compton Drive,residential,False,False,161.275,"LINESTRING (153.546147 -28.1820795, 153.546088 -28.1820068, 153.5451245 -28.1809433)",,,,
233813193,Keith Compton Drive,residential,False,True,198.256,"LINESTRING (153.546147 -28.1820795, 153.5461999 -28.1821737, 153.5462354 -28.182267, 153.546277 -28.1824036, 153.5464485 -28.1830124, 153.5466619 -28.183801)",,,,
181060627,,residential,True,False,18.396,"LINESTRING (153.5466619 -28.183801, 153.5466931 -28.1838, 153.5467232 -28.1838075, 153.5467492 -28.1838228, 153.5467687 -28.1838444, 153.5467797 -28.1838702, 153.5467811 -28.1838978)",roundabout,,,
233813193,Keith Compton Drive,residential,False,False,198.256,"LINESTRING (153.5466619 -28.183801, 153.5464485 -28.1830124, 153.546277 -28.1824036, 153.5462354 -28.182267, 153.5461999 -28.1821737, 153.546147 -28.1820795)",,,,
181060627,,residential,True,False,20.067,"LINESTRING (153.5467811 -28.1838978, 153.5467718 -28.1839267, 153.546752 -28.1839512, 153.546724 -28.1839685, 153.5466911 -28.1839765, 153.5466571 -28.1839744, 153.5466258 -28.1839624)",roundabout,,,
181060633,Keith Compton Drive,residential,False,False,528.6389999999999,"LINESTRING (153.5467811 -28.1838978, 153.5468864 -28.1838827, 153.5470081 -28.1838428, 153.5470916 -28.1837863, 153.5474266 -28.1835201, 153.5477466 -28.1831923, 153.5478653 -28.1830204, 153.547906 -28.1829485, 153.5479319 -28.1828766, 153.5479297 -28.1827997, 153.5479166 -28.182723, 153.5477792 -28.1822719, 153.5477351 -28.1821123, 153.5477246 -28.1819781, 153.5477403 -28.1818332, 153.5477653 -28.1816708, 153.5478499 -28.1811221, 153.5478785 -28.1809908, 153.5479396 -28.1808498, 153.5481215 -28.1806016, 153.5481432 -28.1805457, 153.5481463 -28.1804967, 153.5481324 -28.180441, 153.5481147 -28.1804019, 153.5479247 -28.1800091, 153.5477998 -28.1797649)",,,,
181060628,,residential,True,False,24.9,"LINESTRING (153.542399 -28.1846776, 153.5424246 -28.1846615, 153.5424572 -28.1846503, 153.5424956 -28.1846501, 153.5425284 -28.1846609, 153.5425545 -28.1846806, 153.5425719 -28.1847074, 153.5425774 -28.1847466)",roundabout,,,
181060628,,residential,True,False,22.85,"LINESTRING (153.5425774 -28.1847466, 153.5425678 -28.1847763, 153.542508 -28.1848221, 153.5424686 -28.1848261, 153.5424347 -28.1848182, 153.5423996 -28.1847946)",roundabout,,,
"[181060648, 28317697, 28317698]",Island Drive,residential,False,"[False, True]",433.924,"LINESTRING (153.5425774 -28.1847466, 153.5427451 -28.1848066, 153.5429896 -28.1848635, 153.5436094 -28.1849861, 153.5438647 -28.1850248, 153.5440707 -28.1850272, 153.5442618 -28.1849923, 153.5444354 -28.1849319, 153.5445623 -28.1848724, 153.544658 -28.1848169, 153.544784 -28.1847129, 153.5449412 -28.1845683, 153.5450609 -28.1844731, 153.5452688 -28.1843742, 153.5455722 -28.1842991, 153.5459189 -28.1842203, 153.5463935 -28.1841068, 153.5464721 -28.1840817, 153.5465364 -28.1840495, 153.5466258 -28.1839624)",,yes,,
632877632,Navigators Way,residential,False,False,45.727999999999994,"LINESTRING (153.5451798 -28.1816405, 153.5449364 -28.1813707, 153.5449199 -28.1813568, 153.5448971 -28.1813482, 153.5448696 -28.1813521)",,,,
632877631,Navigators Way,residential,False,False,7.106,"LINESTRING (153.5437653 -28.1802085, 153.5437437 -28.1802695)",,,2,5
632877628,Keith Compton Drive,residential,True,False,42.150000000000006,"LINESTRING (153.5437653 -28.1802085, 153.5438027 -28.1802217, 153.5438516 -28.1802305, 153.5440032 -28.1802468, 153.5441849 -28.1802862)",,,,
