osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,junction,lanes
794382557,True,1;52,Robert Street,trunk,60,False,56.744,"LINESTRING (145.4747367 -17.2681924, 145.4748118 -17.268242, 145.4749465 -17.2682868, 145.4752327 -17.2683741)",,
1097448974,True,1;52,,trunk,,False,14.855,"LINESTRING (145.4747367 -17.2681924, 145.4747083 -17.2682575, 145.4746582 -17.2682986)",roundabout,
794285923,False,1;52,Robert Street,trunk,60,True,37.999,"LINESTRING (145.4783143 -17.2692651, 145.4785262 -17.26928, 145.4786712 -17.2692902)",,
794288883,True,1;52,Robert Street,trunk,60,False,180.86700000000002,"LINESTRING (145.4783143 -17.2692651, 145.4781561 -17.2692734, 145.4766686 -17.2688749)",,
23505200,True,,Mabel Street,residential,,False,13.792,"LINESTRING (145.4757199 -17.2686201, 145.4757813 -17.2685108)",,
173741841,True,1;52,Robert Street,trunk,60,False,59.316,"LINESTRING (145.4757199 -17.2686201, 145.4753784 -17.2685271, 145.4751827 -17.2684738)",,
196108375,True,,Jack Street,residential,,False,60.868,"LINESTRING (145.4768557 -17.2642678, 145.4773657 -17.2645177)",,
196108394,True,1,Main Street,trunk,50,False,5.546,"LINESTRING (145.4768557 -17.2642678, 145.4768317 -17.2643121)",,
139041509,True,,Arnott Lane,residential,,False,219.33,"LINESTRING (145.4763537 -17.2663697, 145.4773091 -17.2646209)",,
196108504,True,,Vernon Street,residential,,False,56.601,"LINESTRING (145.4763537 -17.2663697, 145.4767661 -17.2665806, 145.4768128 -17.2666241)",,
173741845,True,,Mabel Street,residential,,False,216.473,"LINESTRING (145.4768666 -17.266604, 145.476884 -17.2665324, 145.4777689 -17.2649225, 145.477817 -17.2648921)",,
173741866,True,,,residential,,False,8.329,"LINESTRING (145.4768666 -17.266604, 145.4769065 -17.2666083, 145.47694 -17.266626)",roundabout,
196108392,True,1,Main Street,trunk,50,False,221.563,"LINESTRING (145.4757329 -17.266068, 145.4762046 -17.2652007, 145.4766946 -17.2642997)",,
26435562,True,1,Main Street,trunk,50,False,124.139,"LINESTRING (145.4745916 -17.2680261, 145.4751609 -17.267051)",,
1097448972,True,52,,trunk,,False,16.672,"LINESTRING (145.4745916 -17.2680261, 145.4746626 -17.2680455, 145.4747205 -17.2681025)",roundabout,
29005249,True,1;52,,trunk,,False,13.356,"LINESTRING (145.4744585 -17.2682482, 145.4744379 -17.2681986, 145.4744407 -17.2681319)",roundabout,
139040894,False,,Wylie Street,residential,,False,71.911,"LINESTRING (145.4734437 -17.2702657, 145.4728249 -17.2700029)",,
139040894,False,,Wylie Street,residential,,True,16.202,"LINESTRING (145.4734437 -17.2702657, 145.4735892 -17.2703096)",,
