osmid,oneway,name,highway,reversed,length,lanes,ref,maxspeed,geometry,access,junction,bridge
642807922,True,Edith Street,unclassified,False,19.997,,,,"LINESTRING (146.0281134 -17.5243822, 146.0279255 -17.5243668)",,,
201390035,True,Ernest Street,trunk,False,15.274000000000001,2,A1,60,"LINESTRING (146.0281134 -17.5243822, 146.0281383 -17.524412, 146.0281601 -17.5244445, 146.0281765 -17.5244777, 146.0281849 -17.5245003)",,,
120051995,True,Owen Street,unclassified,False,15.385,,,,"LINESTRING (146.0294777 -17.5245048, 146.0295519 -17.5246237)",,,
642807939,True,Edith Street,unclassified,False,7.3580000000000005,1,,,"LINESTRING (146.0294777 -17.5245048, 146.0294611 -17.5245037, 146.0294086 -17.5244987)",,,
120044124,False,Alice Street,residential,False,3.217,,,,"LINESTRING (146.0285349 -17.5204668, 146.0285052 -17.5204727)",,,
120044124,False,Alice Street,residential,True,125.562,,,,"LINESTRING (146.0285349 -17.5204668, 146.0296936 -17.520234)",,,
120044124,False,Alice Street,residential,True,123.981,,,,"LINESTRING (146.0273619 -17.5207062, 146.0285052 -17.5204727)",,,
642807934,False,Ernest Street,residential,True,193.88,,,,"LINESTRING (146.0273619 -17.5207062, 146.0277002 -17.5224197)",,,
134906310,True,Lily Street,residential,False,8.491,,,,"LINESTRING (146.0284671 -17.5261942, 146.0285462 -17.5261823)",,,
589901592,True,Ernest Street,trunk,False,217.859,2,A1,60,"LINESTRING (146.0284671 -17.5261942, 146.0281252 -17.5245503, 146.0281064 -17.5244942, 146.0280876 -17.5244559, 146.0280635 -17.5244291, 146.028037 -17.5244107, 146.0280049 -17.5243929, 146.0279694 -17.5243793, 146.0279255 -17.5243668)",,,
642807910,False,Lily Street,residential,True,7.78,,,,"LINESTRING (146.0303262 -17.5258659, 146.0302544 -17.5258803)",,,
120051995,True,Owen Street,unclassified,False,53.11399999999999,,,,"LINESTRING (146.0303262 -17.5258659, 146.0304175 -17.5260004, 146.0304647 -17.5260643, 146.0305224 -17.5261236, 146.0305868 -17.5261666, 146.0306617 -17.5262097)",,,
28713586,False,Mourilyan Road,tertiary,False,181.657,,,,"LINESTRING (146.0344515 -17.5279098, 146.0342933 -17.5262831)",,,
28713752,False,Fitzgerald Street,residential,True,110.69,,,,"LINESTRING (146.0344515 -17.5279098, 146.0334116 -17.5279972)",,,
120059484,False,Fitzgerald Street,residential,False,117.85700000000001,,,,"LINESTRING (146.0344515 -17.5279098, 146.0345847 -17.5279039, 146.0353344 -17.5278756, 146.0354124 -17.5278913, 146.0354855 -17.5279283, 146.035541 -17.5279613)",,,
28713586,False,Mourilyan Road,tertiary,True,181.657,,,,"LINESTRING (146.0342933 -17.5262831, 146.0344515 -17.5279098)",,,
1007897690,True,Mourilyan Road,tertiary,False,62.940999999999995,,,,"LINESTRING (146.0342933 -17.5262831, 146.0342674 -17.5261616, 146.0342567 -17.526081, 146.0342379 -17.5259582, 146.034195 -17.5258815, 146.0341199 -17.5258227, 146.0340646 -17.5258007)",,,
120060329,False,Annie Street,residential,True,145.904,,,,"LINESTRING (146.0353131 -17.5253747, 146.0353101 -17.5255714, 146.0354365 -17.5266803)",,,
572697959,False,The Corso,tertiary,True,112.241,2,,60,"LINESTRING (146.0353131 -17.5253747, 146.0346585 -17.5250804, 146.0345531 -17.5250529, 146.0344895 -17.5250494, 146.0343965 -17.5250645, 146.0343371 -17.5250951)",yes,,
28713752,False,Fitzgerald Street,residential,False,166.177,,,,"LINESTRING (146.0318492 -17.5281145, 146.0334116 -17.5279972)",,,
120058065,False,Coronation Drive,residential,False,294.9,,,,"LINESTRING (146.0318492 -17.5281145, 146.031938 -17.5277576, 146.0321214 -17.527183, 146.032327 -17.5268169, 146.0326238 -17.5264715, 146.0331842 -17.525947, 146.0332528 -17.5259123)",,,
120026510,True,Clare Street,residential,False,98.68700000000001,1,,,"LINESTRING (146.0289334 -17.5282955, 146.0288901 -17.5282717, 146.0288508 -17.5282568, 146.0288188 -17.5282539, 146.0287788 -17.528256, 146.0280278 -17.5284011)",yes,,
"[589901592, 120027262]",True,Ernest Street,trunk,False,229.91899999999998,2,A1,60,"LINESTRING (146.0289334 -17.5282955, 146.0286534 -17.5270425, 146.0285572 -17.5265968, 146.0285096 -17.526386, 146.028484 -17.5262727)",,,
"[642807915, 642807916]",False,"['Glady Street', 'Clare Street']",residential,False,199.414,"['1', '2']",,,"LINESTRING (146.0280278 -17.5284011, 146.0279477 -17.528417, 146.0279209 -17.5284221, 146.0278927 -17.5284246, 146.0278619 -17.5284195, 146.0278377 -17.5284093, 146.0277948 -17.5283722, 146.0277546 -17.5283211, 146.0277278 -17.5282801, 146.027705 -17.5282341, 146.0276862 -17.5281893, 146.0276688 -17.5281356, 146.0276015 -17.5278223, 146.027546 -17.5275639, 146.0274013 -17.5268767)",yes,,
642807954,False,Grace Street,unclassified,True,10.093,,,,"LINESTRING (146.030135 -17.5222719, 146.0302281 -17.522253)",,,
642807948,True,Rankin Street,residential,False,231.388,,,50,"LINESTRING (146.030135 -17.5222719, 146.0299706 -17.521513, 146.0298472 -17.5209433, 146.0296936 -17.520234)",,,
