osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,lanes,junction
"[11849904, 788106293]",C320,Chenery Street,secondary,50,False,False,190.427,"LINESTRING (146.092707 -37.0531624, 146.092499 -37.0541698, 146.0924743 -37.0542848, 146.09236 -37.0548524)",,,
696059617,C320,Chenery Street,secondary,50,True,False,29.356,"LINESTRING (146.092707 -37.0531624, 146.0927193 -37.0530611, 146.0927093 -37.0530043, 146.0926907 -37.0529592, 146.0926779 -37.0529373, 146.0926528 -37.0529108)",,,
11849919,C518,Midland Highway,secondary,50,True,False,49.209,"LINESTRING (146.0886849 -37.0494363, 146.088679 -37.0495551, 146.088682 -37.0496916, 146.0886961 -37.0498784)",,,
"[151317325, 575052590]",C518,Midland Highway,secondary,,False,True,145.417,"LINESTRING (146.0886849 -37.0494363, 146.08872 -37.049257, 146.0889606 -37.0481472)",yes,,
11849919,C518,Midland Highway,secondary,50,True,False,25.639,"LINESTRING (146.0887103 -37.0501188, 146.0887057 -37.0502226, 146.0886847 -37.0503482)",,,
151317399,C518,Midland Highway,secondary,,True,False,31.558000000000003,"LINESTRING (146.0884164 -37.050063, 146.0884598 -37.0500385, 146.0885056 -37.0500279, 146.088553 -37.0500238, 146.0885997 -37.0500296, 146.0886363 -37.0500471, 146.088668 -37.0500698, 146.0887103 -37.0501188)",,1,
788108721,C518,Midland Highway,secondary,50,True,False,26.459,"LINESTRING (146.0884164 -37.050063, 146.0884645 -37.0499552, 146.0884729 -37.0499374, 146.0885019 -37.0498758, 146.08852 -37.0498399)",,,
43153204,,Baldry Street,residential,,False,False,129.458,"LINESTRING (146.0916792 -37.0524441, 146.0917018 -37.0523296, 146.0917062 -37.0523074, 146.091785 -37.051908, 146.091816 -37.051708, 146.091688 -37.051397, 146.0916097 -37.0513286)",,,
741858409,C320,High Street,secondary,50,True,False,102.337,"LINESTRING (146.0916792 -37.0524441, 146.0924729 -37.0525484, 146.0925247 -37.0525613, 146.0925694 -37.0525733, 146.0926096 -37.0525904, 146.0926492 -37.0526161, 146.0926917 -37.0526455, 146.0927268 -37.052665, 146.0927714 -37.052686)",,,
43153204,,Baldry Street,residential,,False,False,71.027,"LINESTRING (146.0894721 -37.0504626, 146.0888088 -37.0503662, 146.0886847 -37.0503482)",,,
43153204,,Baldry Street,residential,,False,True,223.099,"LINESTRING (146.0894721 -37.0504626, 146.090631 -37.050621, 146.09094 -37.050743, 146.0910281 -37.0508201, 146.0916097 -37.0513286)",,,
43153207,,Nolan Street,residential,,False,True,306.325,"LINESTRING (146.0894721 -37.0504626, 146.0893147 -37.0512262, 146.0893263 -37.051268, 146.0893549 -37.0513003, 146.089421 -37.051324, 146.0895312 -37.0513381, 146.0909735 -37.051527, 146.0911687 -37.0515538, 146.0912346 -37.0515502, 146.0913648 -37.0514953, 146.0916097 -37.0513286)",,,
11849919,C518,Midland Highway,secondary,50,True,False,66.482,"LINESTRING (146.0886847 -37.0503482, 146.0885642 -37.0509383)",,,
43153204,,Baldry Street,residential,,False,True,71.027,"LINESTRING (146.0886847 -37.0503482, 146.0888088 -37.0503662, 146.0894721 -37.0504626)",,,
741858407,,,primary,,False,False,7.378,"LINESTRING (146.0834532 -37.0515187, 146.0834648 -37.051453)",,,
1266009493,,Station Street,residential,50,False,True,19.433,"LINESTRING (146.0834532 -37.0515187, 146.083424 -37.0516919)",,,
741858404,B320,Maroondah Highway,primary,50,True,False,121.06700000000001,"LINESTRING (146.0879198 -37.0522135, 146.0878739 -37.0522172, 146.087833 -37.0522172, 146.0877485 -37.0522092, 146.0869141 -37.0521282, 146.0865659 -37.0520895)",,,
758489053,C518;C320,Maroondah Highway,primary,,True,False,32.001,"LINESTRING (146.0879198 -37.0522135, 146.0878977 -37.0521689, 146.0878891 -37.0521214, 146.0878945 -37.0520736, 146.0879136 -37.0520282, 146.0879453 -37.0519874, 146.0879879 -37.0519536)",,,roundabout
104351033,,High Street,residential,,True,False,140.575,"LINESTRING (146.0849909 -37.0518628, 146.0847857 -37.0518622, 146.0846479 -37.0518543, 146.083424 -37.0516919)",,,
788108722,B320,Maroondah Highway,primary,50,True,False,141.93399999999997,"LINESTRING (146.0849909 -37.0518628, 146.0848897 -37.051842, 146.0848057 -37.0518243, 146.0846417 -37.0517867, 146.0844806 -37.051745, 146.0839817 -37.0516093, 146.0838506 -37.051581, 146.0837218 -37.0515574, 146.0834532 -37.0515187)",,,
219844779,C521,Mansfield - Whitfield Road,secondary,,True,False,50.447,"LINESTRING (146.0934052 -37.0528155, 146.0932897 -37.0528117, 146.0931841 -37.0528146, 146.0930803 -37.052825, 146.0930048 -37.0528396, 146.0929378 -37.052861, 146.0928515 -37.0528881)",,1,
348815327,,Ailsa Street,residential,,False,False,109.716,"LINESTRING (146.0896842 -37.0545099, 146.0909072 -37.0546546)",,,
348815327,,Ailsa Street,residential,,False,True,88.79,"LINESTRING (146.0896842 -37.0545099, 146.0886972 -37.0543789)",,,
70516900,,Erril Street,residential,,False,False,228.282,"LINESTRING (146.0896842 -37.0545099, 146.0899293 -37.0535417, 146.0899732 -37.0532016, 146.0900077 -37.0524788)",,,
70516892,,,tertiary_link,,False,True,31.331,"LINESTRING (146.0874286 -37.0562367, 146.087081 -37.0561873)",,,
788108723,,Highett Street,tertiary,50,True,False,41.639,"LINESTRING (146.0874286 -37.0562367, 146.0873294 -37.0566027)",,1,
70516893,,Bank Place,residential,,False,False,228.669,"LINESTRING (146.0891159 -37.0523588, 146.0889586 -37.0530363, 146.088983 -37.0530712, 146.088969 -37.0531428, 146.0889503 -37.0532381, 146.0886972 -37.0543789)",,,
